Waiting for operation to complete...
Transcript: Bolesław Leśmian dokoła klombu
Confidence: 0.8954907655715942
Word: Bolesław, start_time: 0.0, end_time: 0.9
Word: Leśmian, start_time: 0.9, end_time: 0.9
Word: dokoła, start_time: 0.9, end_time: 2.9
Word: klombu, start_time: 2.9, end_time: 3.5
Transcript:  gdy zbiera ciszą śmierci południa u palność
Confidence: 0.8037647008895874
Word: gdy, start_time: 5.6, end_time: 6.0
Word: zbiera, start_time: 6.0, end_time: 6.4
Word: ciszą, start_time: 6.4, end_time: 6.8
Word: śmierci, start_time: 6.8, end_time: 7.4
Word: południa, start_time: 7.4, end_time: 8.0
Word: u, start_time: 8.0, end_time: 8.0
Word: palność, start_time: 8.0, end_time: 8.7
Transcript:  dokoła mego klombu zgiełk i niewidzialność
Confidence: 0.7841671109199524
Word: dokoła, start_time: 9.8, end_time: 10.4
Word: mego, start_time: 10.4, end_time: 10.6
Word: klombu, start_time: 10.6, end_time: 11.1
Word: zgiełk, start_time: 11.1, end_time: 11.7
Word: i, start_time: 11.7, end_time: 11.9
Word: niewidzialność, start_time: 11.9, end_time: 12.7
Transcript:  grzmią wozy chrapią konie i dzwonią kopyta wiśni Kurzawa Ku Słońcu bezrozumnie w zbita wciąż do koła dokoła wciąż tą samą drogą słychać wszystko i wszystkich nie widać nikogo Pędzą zmm1008s Borów wykrzykując gwiazd nazwy i nazwy przestworów brak miejsca ścisk weź nie wypróżnia się Mroczy czy to byt czy to nie być tak w żalnie się tłoczy nic nie ma prócz pośpiechu gdzie teraz ich ciało i czy ciągle się staje to coraz się stało
Confidence: 0.9481463432312012
Word: grzmią, start_time: 14.2, end_time: 14.7
Word: wozy, start_time: 14.7, end_time: 15.2
Word: chrapią, start_time: 15.2, end_time: 15.7
Word: konie, start_time: 15.7, end_time: 16.1
Word: i, start_time: 16.1, end_time: 16.2
Word: dzwonią, start_time: 16.2, end_time: 16.6
Word: kopyta, start_time: 16.6, end_time: 17.1
Word: wiśni, start_time: 17.1, end_time: 18.0
Word: Kurzawa, start_time: 18.0, end_time: 18.5
Word: Ku, start_time: 18.5, end_time: 18.6
