Waiting for operation to complete...
Transcript: Adam Mickiewicz Sonety Krymskie burza zdarto żagle ster prysnął ryk wód szum zawiei głosy trwożny gromady pomp złowieszcze jęki ostatnie liny majtko trwały się z ręki słońce krwawo zachodzi w nim reszta nadziei Wicher z tryumfem zawył a na mokre góry wznoszące się piętrami zmorskiego odmętu wstąpił geniusz śmierci i szedł do okrętu jak żołnierz formujących połamane mury ci leżą na pół martwi ów załamał dłonie ten w objęcia przyjaciół żegnając się pan
Confidence: 0.9702635407447815
Word: Adam, start_time: 0.0, end_time: 1.0
Word: Mickiewicz, start_time: 1.0, end_time: 1.2
Word: Sonety, start_time: 1.2, end_time: 3.2
Word: Krymskie, start_time: 3.2, end_time: 3.7
Word: burza, start_time: 3.7, end_time: 4.7
Word: zdarto, start_time: 4.7, end_time: 7.7
Word: żagle, start_time: 7.7, end_time: 7.7
Word: ster, start_time: 7.7, end_time: 9.8
Word: prysnął, start_time: 9.8, end_time: 10.1
Word: ryk, start_time: 10.1, end_time: 10.4
Word: wód, start_time: 10.4, end_time: 12.5
Word: szum, start_time: 12.5, end_time: 12.8
Word: zawiei, start_time: 12.8, end_time: 14.4
Word: głosy, start_time: 14.4, end_time: 16.8
Word: trwożny, start_time: 16.8, end_time: 17.4
Word: gromady, start_time: 17.4, end_time: 18.0
Word: pomp, start_time: 18.0, end_time: 19.9
Word: złowieszcze, start_time: 19.9, end_time: 20.5
Word: jęki, start_time: 20.5, end_time: 21.0
Word: ostatnie, start_time: 21.0, end_time: 23.1
Word: liny, start_time: 23.1, end_time: 23.4
Word: majtko, start_time: 23.4, end_time: 23.8
Word: trwały, start_time: 23.8, end_time: 24.4
Word: się, start_time: 24.4, end_time: 24.5
Word: z, start_time: 24.5, end_time: 24.6
Word: ręki, start_time: 24.6, end_time: 25.1
Word: słońce, start_time: 25.1, end_time: 27.4
Word: krwawo, start_time: 27.4, end_time: 27.6
Word: zachodzi, start_time: 27.6, end_time: 27.9
Word: w, start_time: 27.9, end_time: 28.5
Word: nim, start_time: 28.5, end_time: 29.9
Word: reszta, start_time: 29.9, end_time: 30.5
Word: nadziei, start_time: 30.5, end_time: 30.6
Word: Wicher, start_time: 30.6, end_time: 33.4
Word: z, start_time: 33.4, end_time: 33.5
