Waiting for operation to complete...
Transcript: rozdział piąty w którym opisany jest dalszy ciąg przygód Donny do Rity oboje Księstwo ucieszyli się bardzo że wszystkie ich żarty z Don Kichot m tak dobrze im się udają Sancho Jednakże który bacznie przypatrywał się wszystkiemu narażony tak srodze na flagi w poprzedniej już przygodzie sam nie wiedział co myśleć o następnej takiej musi wdowa rzeczy wygląda mi jakoś jak gdyby miała ochotę Zdmuchnąć mi sprzed nosa moje gubernatorstwo ucho nie zapomnę ja nigdy tego co pewien aptekarz z Toledo mawiał zawsze Gdzie diabeł nie może tam babę pośle znamię dobrze to też ich Nienawidził boli Sancho że Don Kichot powoli czego się tak unosisz ta dama przebywa z daleka Szukając
Confidence: 0.9448150992393494
Word: rozdział, start_time: 0.0, end_time: 1.1
Word: piąty, start_time: 1.1, end_time: 1.3
Word: w, start_time: 1.3, end_time: 1.8
Word: którym, start_time: 1.8, end_time: 3.1
Word: opisany, start_time: 3.1, end_time: 3.8
Word: jest, start_time: 3.8, end_time: 4.0
Word: dalszy, start_time: 4.0, end_time: 4.7
Word: ciąg, start_time: 4.7, end_time: 4.9
Word: przygód, start_time: 4.9, end_time: 5.6
Word: Donny, start_time: 5.6, end_time: 6.6
Word: do, start_time: 6.6, end_time: 6.8
Word: Rity, start_time: 6.8, end_time: 7.3
Word: oboje, start_time: 7.3, end_time: 8.6
Word: Księstwo, start_time: 8.6, end_time: 9.2
Word: ucieszyli, start_time: 9.2, end_time: 9.9
Word: się, start_time: 9.9, end_time: 10.1
Word: bardzo, start_time: 10.1, end_time: 10.4
Word: że, start_time: 10.4, end_time: 11.3
Word: wszystkie, start_time: 11.3, end_time: 11.8
Word: ich, start_time: 11.8, end_time: 12.0
Word: żarty, start_time: 12.0, end_time: 12.5
Word: z, start_time: 12.5, end_time: 12.5
Word: Don, start_time: 12.5, end_time: 12.7
Word: Kichot, start_time: 12.7, end_time: 13.1
Word: m, start_time: 13.1, end_time: 13.3
Word: tak, start_time: 13.3, end_time: 13.8
Word: dobrze, start_time: 13.8, end_time: 14.2
Word: im, start_time: 14.2, end_time: 14.5
Word: się, start_time: 14.5, end_time: 14.7
Word: udają, start_time: 14.7, end_time: 15.2
Word: Sancho, start_time: 15.2, end_time: 16.4
Word: Jednakże, start_time: 16.4, end_time: 16.8
Word: który, start_time: 16.8, end_time: 17.7
Word: bacznie, start_time: 17.7, end_time: 18.2
Word: przypatrywał, start_time: 18.2, end_time: 18.9
Word: się, start_time: 18.9, end_time: 19.0
Word: wszystkiemu, start_time: 19.0, end_time: 19.6
Word: narażony, start_time: 19.6, end_time: 20.6
Word: tak, start_time: 20.6, end_time: 20.9
Word: srodze, start_time: 20.9, end_time: 21.2
Word: na, start_time: 21.2, end_time: 21.5
Word: flagi, start_time: 21.5, end_time: 22.0
Word: w, start_time: 22.0, end_time: 22.1
Word: poprzedniej, start_time: 22.1, end_time: 22.7
Word: już, start_time: 22.7, end_time: 23.0
Word: przygodzie, start_time: 23.0, end_time: 23.5
Word: sam, start_time: 23.5, end_time: 24.3
Word: nie, start_time: 24.3, end_time: 24.5
Word: wiedział, start_time: 24.5, end_time: 24.8
Word: co, start_time: 24.8, end_time: 25.1
Word: myśleć, start_time: 25.1, end_time: 25.5
Word: o, start_time: 25.5, end_time: 25.6
Word: następnej, start_time: 25.6, end_time: 26.4
Word: takiej, start_time: 26.4, end_time: 27.6
Word: musi, start_time: 27.6, end_time: 27.9
Word: wdowa, start_time: 27.9, end_time: 28.4
Word: rzeczy, start_time: 28.4, end_time: 29.5
Word: wygląda, start_time: 29.5, end_time: 30.5
Word: mi, start_time: 30.5, end_time: 30.7
Word: jakoś, start_time: 30.7, end_time: 31.1
Word: jak, start_time: 31.1, end_time: 31.8
Word: gdyby, start_time: 31.8, end_time: 32.2
Word: miała, start_time: 32.2, end_time: 32.6
Word: ochotę, start_time: 32.6, end_time: 33.1
Word: Zdmuchnąć, start_time: 33.1, end_time: 33.7
Word: mi, start_time: 33.7, end_time: 34.0
Word: sprzed, start_time: 34.0, end_time: 34.5
Word: nosa, start_time: 34.5, end_time: 34.7
Word: moje, start_time: 34.7, end_time: 35.1
Word: gubernatorstwo, start_time: 35.1, end_time: 36.2
Word: ucho, start_time: 36.2, end_time: 37.5
Word: nie, start_time: 37.5, end_time: 38.4
Word: zapomnę, start_time: 38.4, end_time: 39.1
Word: ja, start_time: 39.1, end_time: 39.2
Word: nigdy, start_time: 39.2, end_time: 39.6
Word: tego, start_time: 39.6, end_time: 39.8
Word: co, start_time: 39.8, end_time: 40.6
Word: pewien, start_time: 40.6, end_time: 40.8
Word: aptekarz, start_time: 40.8, end_time: 41.6
Word: z, start_time: 41.6, end_time: 41.6
Word: Toledo, start_time: 41.6, end_time: 42.0
Word: mawiał, start_time: 42.0, end_time: 42.5
Word: zawsze, start_time: 42.5, end_time: 43.0
Word: Gdzie, start_time: 43.0, end_time: 43.7
Word: diabeł, start_time: 43.7, end_time: 44.1
Word: nie, start_time: 44.1, end_time: 44.3
Word: może, start_time: 44.3, end_time: 44.5
Word: tam, start_time: 44.5, end_time: 45.0
Word: babę, start_time: 45.0, end_time: 45.8
Word: pośle, start_time: 45.8, end_time: 45.9
Word: znamię, start_time: 45.9, end_time: 47.7
Word: dobrze, start_time: 47.7, end_time: 48.2
Word: to, start_time: 48.2, end_time: 48.7
Word: też, start_time: 48.7, end_time: 48.9
Word: ich, start_time: 48.9, end_time: 49.2
Word: Nienawidził, start_time: 49.2, end_time: 50.0
Word: boli, start_time: 50.0, end_time: 51.1
Word: Sancho, start_time: 51.1, end_time: 51.7
Word: że, start_time: 51.7, end_time: 52.6
Word: Don, start_time: 52.6, end_time: 52.9
Word: Kichot, start_time: 52.9, end_time: 53.1
Word: powoli, start_time: 53.1, end_time: 54.4
Word: czego, start_time: 54.4, end_time: 55.4
Word: się, start_time: 55.4, end_time: 55.5
Word: tak, start_time: 55.5, end_time: 55.7
Word: unosisz, start_time: 55.7, end_time: 55.9
Word: ta, start_time: 55.9, end_time: 57.2
Word: dama, start_time: 57.2, end_time: 57.5
Word: przebywa, start_time: 57.5, end_time: 58.1
Word: z, start_time: 58.1, end_time: 58.2
Word: daleka, start_time: 58.2, end_time: 58.8
Word: Szukając, start_time: 58.8, end_time: 59.6
Transcript: jest hrabinę i dlatego nie może należeć do tych o których twój aptekarz wspomina wprawdzie hrabiny służą niekiedy lecz tylko przy królowej lub przy jakiej cesarzowej a same prócz tego posiadają dwór swój własny przecież księżna pani życzę Donna Rodriguez na służące z których także mogłyby być hrabiny gdyby mi los sprzyjał Lecz wszystko idzie na świecie wedle Bożej Woli i dlatego niech nikt nie mówi źle o służących Zwłaszcza gdy są pannami ponieważ Panny nad wdowami zawsze mają przewagę powtarzam Strzeżcie się zaczepiać służące bo też nie ma nic za co zaczepić jak mawiał aptekarz rzeczy sam to ale nie budź mnicha niech śpi giermkowie życzę dom na Rodriguez nie przyjaźń są nam Od wieków nudzą się w przedpokojach
Confidence: 0.9402201771736145
Word: jest, start_time: 59.9, end_time: 60.8
Word: hrabinę, start_time: 60.8, end_time: 61.5
Word: i, start_time: 61.5, end_time: 61.7
Word: dlatego, start_time: 61.7, end_time: 62.3
Word: nie, start_time: 62.3, end_time: 62.6
Word: może, start_time: 62.6, end_time: 63.0
Word: należeć, start_time: 63.0, end_time: 63.4
Word: do, start_time: 63.4, end_time: 63.5
Word: tych, start_time: 63.5, end_time: 64.0
Word: o, start_time: 64.0, end_time: 64.0
Word: których, start_time: 64.0, end_time: 64.5
Word: twój, start_time: 64.5, end_time: 65.1
Word: aptekarz, start_time: 65.1, end_time: 65.7
Word: wspomina, start_time: 65.7, end_time: 66.5
Word: wprawdzie, start_time: 66.5, end_time: 67.7
Word: hrabiny, start_time: 67.7, end_time: 68.2
Word: służą, start_time: 68.2, end_time: 68.7
Word: niekiedy, start_time: 68.7, end_time: 69.1
Word: lecz, start_time: 69.1, end_time: 70.0
Word: tylko, start_time: 70.0, end_time: 70.3
Word: przy, start_time: 70.3, end_time: 70.7
Word: królowej, start_time: 70.7, end_time: 71.1
Word: lub, start_time: 71.1, end_time: 72.1
Word: przy, start_time: 72.1, end_time: 72.4
Word: jakiej, start_time: 72.4, end_time: 72.5
Word: cesarzowej, start_time: 72.5, end_time: 73.4
Word: a, start_time: 73.4, end_time: 73.6
Word: same, start_time: 73.6, end_time: 74.6
Word: prócz, start_time: 74.6, end_time: 74.9
Word: tego, start_time: 74.9, end_time: 75.2
Word: posiadają, start_time: 75.2, end_time: 76.1
Word: dwór, start_time: 76.1, end_time: 76.6
Word: swój, start_time: 76.6, end_time: 77.0
Word: własny, start_time: 77.0, end_time: 77.6
Word: przecież, start_time: 77.6, end_time: 78.7
Word: księżna, start_time: 78.7, end_time: 79.1
Word: pani, start_time: 79.1, end_time: 79.3
Word: życzę, start_time: 79.3, end_time: 80.4
Word: Donna, start_time: 80.4, end_time: 80.8
Word: Rodriguez, start_time: 80.8, end_time: 81.4
Word: na, start_time: 81.4, end_time: 81.9
Word: służące, start_time: 81.9, end_time: 82.6
Word: z, start_time: 82.6, end_time: 82.8
Word: których, start_time: 82.8, end_time: 83.5
Word: także, start_time: 83.5, end_time: 83.9
Word: mogłyby, start_time: 83.9, end_time: 84.6
Word: być, start_time: 84.6, end_time: 84.9
Word: hrabiny, start_time: 84.9, end_time: 85.5
Word: gdyby, start_time: 85.5, end_time: 86.2
Word: mi, start_time: 86.2, end_time: 86.4
Word: los, start_time: 86.4, end_time: 86.4
Word: sprzyjał, start_time: 86.4, end_time: 87.3
Word: Lecz, start_time: 87.3, end_time: 88.1
Word: wszystko, start_time: 88.1, end_time: 88.5
Word: idzie, start_time: 88.5, end_time: 89.0
Word: na, start_time: 89.0, end_time: 89.1
Word: świecie, start_time: 89.1, end_time: 89.6
Word: wedle, start_time: 89.6, end_time: 90.0
Word: Bożej, start_time: 90.0, end_time: 90.4
Word: Woli, start_time: 90.4, end_time: 90.8
Word: i, start_time: 90.8, end_time: 91.0
Word: dlatego, start_time: 91.0, end_time: 91.7
Word: niech, start_time: 91.7, end_time: 92.1
Word: nikt, start_time: 92.1, end_time: 92.4
Word: nie, start_time: 92.4, end_time: 92.6
Word: mówi, start_time: 92.6, end_time: 93.1
Word: źle, start_time: 93.1, end_time: 93.3
Word: o, start_time: 93.3, end_time: 93.5
Word: służących, start_time: 93.5, end_time: 94.4
Word: Zwłaszcza, start_time: 94.4, end_time: 95.1
