Waiting for operation to complete...
Transcript: scena 4 elmira orgon elmira Przesuń ten stół i schowaj się pod nim cichutko furgon jak to elmira dobra kryjówka rzeczy to najważniejsza orgon ale czemu z pod stołem almira chcesz o tym mniejsza mam swój plan A czy dobry przekonasz się z czasem nie wchodź już raz powtarzam i batch byś hałasem żadnym gdy on to będzie nie zdradził swojej roli orgon No cóż jeszcze Cierpliwość moja nie zezwoli lecz chcę ci dać sposobność byś się zarzuty swoje emira nie mam Istra życzenia w pełni zaspokoję do męża który jest pod stołem bądź co bądź dość wrażliwa jest ta sprawa cała nie gorszy się więc gdy będę w czynach zbyt śmiała co bądź bym rzekła wszystko niech mi będzie wolno trzeba kiedy Nie rozkazuj twym jestem powolną choć w łaskawości
Confidence: 0.8264294862747192
Word: scena, start_time: 0.0, end_time: 0.9
Word: 4, start_time: 0.9, end_time: 1.3
Word: elmira, start_time: 1.3, end_time: 2.4
Word: orgon, start_time: 2.4, end_time: 3.4
Word: elmira, start_time: 3.4, end_time: 4.7
Word: Przesuń, start_time: 4.7, end_time: 5.7
Word: ten, start_time: 5.7, end_time: 5.8
Word: stół, start_time: 5.8, end_time: 6.2
Word: i, start_time: 6.2, end_time: 6.4
Word: schowaj, start_time: 6.4, end_time: 6.9
Word: się, start_time: 6.9, end_time: 7.0
Word: pod, start_time: 7.0, end_time: 7.2
Word: nim, start_time: 7.2, end_time: 7.5
Word: cichutko, start_time: 7.5, end_time: 8.1
Word: furgon, start_time: 8.1, end_time: 9.1
Word: jak, start_time: 9.1, end_time: 10.0
Word: to, start_time: 10.0, end_time: 10.2
Word: elmira, start_time: 10.2, end_time: 11.0
Word: dobra, start_time: 11.0, end_time: 12.0
Word: kryjówka, start_time: 12.0, end_time: 12.2
Word: rzeczy, start_time: 12.2, end_time: 12.8
Word: to, start_time: 12.8, end_time: 12.9
Word: najważniejsza, start_time: 12.9, end_time: 13.6
Word: orgon, start_time: 13.6, end_time: 14.7
Word: ale, start_time: 14.7, end_time: 15.7
Word: czemu, start_time: 15.7, end_time: 16.0
Word: z, start_time: 16.0, end_time: 16.1
Word: pod, start_time: 16.1, end_time: 16.4
Word: stołem, start_time: 16.4, end_time: 16.8
Word: almira, start_time: 16.8, end_time: 17.7
Word: chcesz, start_time: 17.7, end_time: 19.0
Word: o, start_time: 19.0, end_time: 19.2
Word: tym, start_time: 19.2, end_time: 19.6
Word: mniejsza, start_time: 19.6, end_time: 20.2
Word: mam, start_time: 20.2, end_time: 20.8
Word: swój, start_time: 20.8, end_time: 21.0
Word: plan, start_time: 21.0, end_time: 21.2
Word: A, start_time: 21.2, end_time: 21.5
Word: czy, start_time: 21.5, end_time: 21.7
Word: dobry, start_time: 21.7, end_time: 22.1
Word: przekonasz, start_time: 22.1, end_time: 22.6
Word: się, start_time: 22.6, end_time: 22.7
Word: z, start_time: 22.7, end_time: 22.8
Word: czasem, start_time: 22.8, end_time: 23.1
Word: nie, start_time: 23.1, end_time: 23.4
Word: wchodź, start_time: 23.4, end_time: 24.1
Word: już, start_time: 24.1, end_time: 24.3
Word: raz, start_time: 24.3, end_time: 24.6
Word: powtarzam, start_time: 24.6, end_time: 25.2
Word: i, start_time: 25.2, end_time: 25.3
Word: batch, start_time: 25.3, end_time: 25.9
Word: byś, start_time: 25.9, end_time: 26.2
Word: hałasem, start_time: 26.2, end_time: 26.7
Word: żadnym, start_time: 26.7, end_time: 27.2
Word: gdy, start_time: 27.2, end_time: 27.6
