Waiting for operation to complete...
Transcript: Bruno Jasieński but w butonierce na Bis czytałem Nie białe panienki z podkrążonymi oczyma i podkreślały ołówkiem pornograficzny stroński Ja jestem małym luboniem którego nikt nie trzyma Ja jestem małym liczbom w domu bonusowej księżniczki na 125 rozwożą jej bladych kochanków może naiwnych kochanków do zamku chryzolit d a potem czekam za drzwiami Czekam cierpliwie poranku a potem wtrącam każdego z zieloną przepaść windy ja jeżdżę tam i na powrót ja jeżdżę tam i na powrót ja nie śpię nigdy nie ja nie śpię nigdy w nocy w Szeregi nowych kochanków pukają ciągle do wrót i nikt nie pyta dlaczego nikt nie krzyczy pomocy bez sumie chodzi winda ciągle i ciągle głodna bez sumie wchodzą ludzie bez sumie trzaskając drzwiczki dopiero tego wieczoru kiedy nie dojdzie do mnie będzie wolno nareszcie
Confidence: 0.9460804462432861
Word: Bruno, start_time: 0.1, end_time: 0.7000000000000001
Word: Jasieński, start_time: 0.7000000000000001, end_time: 1.4
Word: but, start_time: 1.4, end_time: 2.1
Word: w, start_time: 2.1, end_time: 2.4
Word: butonierce, start_time: 2.4, end_time: 2.7
Word: na, start_time: 2.7, end_time: 4.5
Word: Bis, start_time: 4.5, end_time: 4.8
Word: czytałem, start_time: 4.8, end_time: 6.9
Word: Nie, start_time: 6.9, end_time: 7.0
Word: białe, start_time: 7.0, end_time: 7.3
Word: panienki, start_time: 7.3, end_time: 8.1
Word: z, start_time: 8.1, end_time: 8.1
Word: podkrążonymi, start_time: 8.1, end_time: 8.6
Word: oczyma, start_time: 8.6, end_time: 9.5
Word: i, start_time: 9.5, end_time: 9.6
Word: podkreślały, start_time: 9.6, end_time: 10.6
Word: ołówkiem, start_time: 10.6, end_time: 11.2
Word: pornograficzny, start_time: 11.2, end_time: 12.1
Word: stroński, start_time: 12.1, end_time: 12.7
Word: Ja, start_time: 12.7, end_time: 13.5
Word: jestem, start_time: 13.5, end_time: 14.2
Word: małym, start_time: 14.2, end_time: 14.5
Word: luboniem, start_time: 14.5, end_time: 14.8
Word: którego, start_time: 14.8, end_time: 15.6
Word: nikt, start_time: 15.6, end_time: 15.8
Word: nie, start_time: 15.8, end_time: 15.9
Word: trzyma, start_time: 15.9, end_time: 16.4
Word: Ja, start_time: 16.4, end_time: 17.1
Word: jestem, start_time: 17.1, end_time: 17.9
Word: małym, start_time: 17.9, end_time: 18.1
Word: liczbom, start_time: 18.1, end_time: 18.7
Word: w, start_time: 18.7, end_time: 18.9
Word: domu, start_time: 18.9, end_time: 19.2
Word: bonusowej, start_time: 19.2, end_time: 20.1
Word: księżniczki, start_time: 20.1, end_time: 20.9
Word: na, start_time: 20.9, end_time: 21.9
Word: 125, start_time: 21.9, end_time: 22.6
Word: rozwożą, start_time: 22.6, end_time: 23.4
Word: jej, start_time: 23.4, end_time: 23.6
Word: bladych, start_time: 23.6, end_time: 24.1
Word: kochanków, start_time: 24.1, end_time: 24.7
Word: może, start_time: 24.7, end_time: 25.3
Word: naiwnych, start_time: 25.3, end_time: 25.8
Word: kochanków, start_time: 25.8, end_time: 26.4
Word: do, start_time: 26.4, end_time: 26.5
Word: zamku, start_time: 26.5, end_time: 26.9
Word: chryzolit, start_time: 26.9, end_time: 27.3
Word: d, start_time: 27.3, end_time: 27.6
Word: a, start_time: 27.6, end_time: 27.6
Word: potem, start_time: 27.6, end_time: 28.5
Word: czekam, start_time: 28.5, end_time: 28.8
Word: za, start_time: 28.8, end_time: 28.9
Word: drzwiami, start_time: 28.9, end_time: 29.2
Word: Czekam, start_time: 29.2, end_time: 30.1
Word: cierpliwie, start_time: 30.1, end_time: 30.3
Word: poranku, start_time: 30.3, end_time: 31.2
Word: a, start_time: 31.2, end_time: 31.2
