Waiting for operation to complete...
Transcript: Anton Czechów żarcik
Confidence: 0.8504632115364075
Word: Anton, start_time: 0.0, end_time: 1.2
Word: Czechów, start_time: 1.2, end_time: 1.6
Word: żarcik, start_time: 1.6, end_time: 3.5
Transcript:  słoneczne zimowe południe jest silny trzaskający mróz i kędziorki na skroniach oraz puszek na górnej wardze na Dzięki która trzyma mnie pod rękę pokrywają się srebrzystym salonem stoimy na wysokiej Górze
Confidence: 0.9417344331741333
Word: słoneczne, start_time: 5.5, end_time: 6.7
Word: zimowe, start_time: 6.7, end_time: 7.1
Word: południe, start_time: 7.1, end_time: 7.7
Word: jest, start_time: 7.7, end_time: 8.9
Word: silny, start_time: 8.9, end_time: 9.4
Word: trzaskający, start_time: 9.4, end_time: 10.1
Word: mróz, start_time: 10.1, end_time: 10.2
Word: i, start_time: 10.2, end_time: 10.5
Word: kędziorki, start_time: 10.5, end_time: 11.6
Word: na, start_time: 11.6, end_time: 11.7
Word: skroniach, start_time: 11.7, end_time: 12.2
Word: oraz, start_time: 12.2, end_time: 12.7
Word: puszek, start_time: 12.7, end_time: 13.2
Word: na, start_time: 13.2, end_time: 13.3
Word: górnej, start_time: 13.3, end_time: 13.8
Word: wardze, start_time: 13.8, end_time: 14.1
Word: na, start_time: 14.1, end_time: 14.2
Word: Dzięki, start_time: 14.2, end_time: 14.7
Word: która, start_time: 14.7, end_time: 15.3
Word: trzyma, start_time: 15.3, end_time: 15.7
Word: mnie, start_time: 15.7, end_time: 15.8
Word: pod, start_time: 15.8, end_time: 16.1
Word: rękę, start_time: 16.1, end_time: 16.2
Word: pokrywają, start_time: 16.2, end_time: 17.2
Word: się, start_time: 17.2, end_time: 17.4
Word: srebrzystym, start_time: 17.4, end_time: 18.0
Word: salonem, start_time: 18.0, end_time: 18.5
Word: stoimy, start_time: 18.5, end_time: 20.0
Word: na, start_time: 20.0, end_time: 20.2
Word: wysokiej, start_time: 20.2, end_time: 20.6
Word: Górze, start_time: 20.6, end_time: 20.7
Transcript:  naszych stóp ściele się Pochyła płaszczyzną w której słońce przegląda się jak w lustrze
Confidence: 0.8699236512184143
Word: naszych, start_time: 22.3, end_time: 22.9
Word: stóp, start_time: 22.9, end_time: 23.2
Word: ściele, start_time: 23.2, end_time: 24.4
Word: się, start_time: 24.4, end_time: 24.5
Word: Pochyła, start_time: 24.5, end_time: 25.0
Word: płaszczyzną, start_time: 25.0, end_time: 25.2
Word: w, start_time: 25.2, end_time: 25.8
Word: której, start_time: 25.8, end_time: 26.6
