Waiting for operation to complete...
Transcript: scena 5 orgon cleant doryna argon a to ty jak się masz Kleant i cieszę się że cię widzę z powrotem już mnie masz w zasiewach czy na wsi czesci zaszedł mi orgon do Renault do Kleanta mój szwagierku Wstrzymaj się na chwilę Czy pozwolisz bym przedtem Przez minutkę małą w pytał tej dziewczyny co się w domu działo do Doliny No Niechaj że mi panna Nowiny opowie przez te 2 dni co słychać Czy wszyscy to zdrowi Dolina przedwczoraj pani nasza była bardzo chora gorączka ją dręczyła silna do wieczora orgon Active Dolina Tartuffe o ten bez żadnej odmiany zawsze z pulchniutki poziom czerstwy i rumiany orgon biedaczek
Confidence: 0.9719471335411072
Word: scena, start_time: 0.0, end_time: 0.6000000000000001
Word: 5, start_time: 0.6000000000000001, end_time: 1.0
Word: orgon, start_time: 1.0, end_time: 2.5
Word: cleant, start_time: 2.5, end_time: 3.4
Word: doryna, start_time: 3.4, end_time: 4.2
Word: argon, start_time: 4.2, end_time: 5.4
Word: a, start_time: 5.4, end_time: 5.5
Word: to, start_time: 5.5, end_time: 6.5
Word: ty, start_time: 6.5, end_time: 6.6
Word: jak, start_time: 6.6, end_time: 7.5
Word: się, start_time: 7.5, end_time: 7.5
Word: masz, start_time: 7.5, end_time: 7.7
Word: Kleant, start_time: 7.7, end_time: 9.1
Word: i, start_time: 9.1, end_time: 9.2
Word: cieszę, start_time: 9.2, end_time: 9.9
Word: się, start_time: 9.9, end_time: 9.9
Word: że, start_time: 9.9, end_time: 10.2
Word: cię, start_time: 10.2, end_time: 10.3
Word: widzę, start_time: 10.3, end_time: 10.5
Word: z, start_time: 10.5, end_time: 11.0
Word: powrotem, start_time: 11.0, end_time: 11.9
Word: już, start_time: 11.9, end_time: 12.6
Word: mnie, start_time: 12.6, end_time: 12.9
Word: masz, start_time: 12.9, end_time: 13.1
Word: w, start_time: 13.1, end_time: 13.3
Word: zasiewach, start_time: 13.3, end_time: 13.9
Word: czy, start_time: 13.9, end_time: 14.7
Word: na, start_time: 14.7, end_time: 14.9
Word: wsi, start_time: 14.9, end_time: 15.2
Word: czesci, start_time: 15.2, end_time: 16.2
Word: zaszedł, start_time: 16.2, end_time: 16.9
Word: mi, start_time: 16.9, end_time: 17.0
Word: orgon, start_time: 17.0, end_time: 18.5
Word: do, start_time: 18.5, end_time: 19.4
Word: Renault, start_time: 19.4, end_time: 19.6
Word: do, start_time: 19.6, end_time: 20.7
Word: Kleanta, start_time: 20.7, end_time: 21.3
Word: mój, start_time: 21.3, end_time: 22.5
Word: szwagierku, start_time: 22.5, end_time: 23.1
Word: Wstrzymaj, start_time: 23.1, end_time: 24.0
Word: się, start_time: 24.0, end_time: 24.2
Word: na, start_time: 24.2, end_time: 24.2
Word: chwilę, start_time: 24.2, end_time: 24.4
Word: Czy, start_time: 24.4, end_time: 25.5
Word: pozwolisz, start_time: 25.5, end_time: 26.0
Word: bym, start_time: 26.0, end_time: 26.2
Word: przedtem, start_time: 26.2, end_time: 26.9
Word: Przez, start_time: 26.9, end_time: 27.3
Word: minutkę, start_time: 27.3, end_time: 27.9
Word: małą, start_time: 27.9, end_time: 28.3
Word: w, start_time: 28.3, end_time: 28.9
Word: pytał, start_time: 28.9, end_time: 29.4
Word: tej, start_time: 29.4, end_time: 29.6
Word: dziewczyny, start_time: 29.6, end_time: 30.3
Word: co, start_time: 30.3, end_time: 30.6
Word: się, start_time: 30.6, end_time: 30.8
Word: w, start_time: 30.8, end_time: 30.9
Word: domu, start_time: 30.9, end_time: 31.2
Word: działo, start_time: 31.2, end_time: 31.6
Word: do, start_time: 31.6, end_time: 32.7
Word: Doliny, start_time: 32.7, end_time: 33.2
Word: No, start_time: 33.2, end_time: 34.1
