Waiting for operation to complete...
Transcript: Jan Kochanowski Treny Tren 9 kupić by cię mądrości za drogie pieniądze która jeśli prawdziwie imieniu wszystkich żądze frytki ludzkie frasunki umiesz wykorzenić a człowieka tylko nie w anioła odmienić której nie wie co Boleść rachunku nie czuję w złym przygodą niepodległ strachom nie hoduje tych wszystkich rzeczy ludzkie masz za flaszkę sobie jednak myśl tak w szczęściu jakoś w żałobie zawżdy niesiesz ty śmierci na mniej się nie boisz bezpieczna nieodmienna nie pożycza Stoisz czy bogactwa nie złote mnie skarby wielkimi ale do system mierzysz i przyrodzonym i potrzebami ty okiem swym nieuk
Confidence: 0.8247933983802795
Word: Jan, start_time: 0.2, end_time: 0.9
Word: Kochanowski, start_time: 0.9, end_time: 1.1
Word: Treny, start_time: 1.1, end_time: 2.7
Word: Tren, start_time: 2.7, end_time: 4.5
Word: 9, start_time: 4.5, end_time: 5.3
Word: kupić, start_time: 5.3, end_time: 8.9
Word: by, start_time: 8.9, end_time: 9.1
Word: cię, start_time: 9.1, end_time: 9.2
Word: mądrości, start_time: 9.2, end_time: 9.8
Word: za, start_time: 9.8, end_time: 10.8
Word: drogie, start_time: 10.8, end_time: 11.4
Word: pieniądze, start_time: 11.4, end_time: 12.1
Word: która, start_time: 12.1, end_time: 13.9
Word: jeśli, start_time: 13.9, end_time: 15.2
Word: prawdziwie, start_time: 15.2, end_time: 15.7
Word: imieniu, start_time: 15.7, end_time: 16.1
Word: wszystkich, start_time: 16.1, end_time: 16.8
Word: żądze, start_time: 16.8, end_time: 17.4
Word: frytki, start_time: 17.4, end_time: 18.3
Word: ludzkie, start_time: 18.3, end_time: 18.7
Word: frasunki, start_time: 18.7, end_time: 19.6
Word: umiesz, start_time: 19.6, end_time: 20.4
Word: wykorzenić, start_time: 20.4, end_time: 21.3
Word: a, start_time: 21.3, end_time: 21.5
Word: człowieka, start_time: 21.5, end_time: 22.3
Word: tylko, start_time: 22.3, end_time: 22.7
Word: nie, start_time: 22.7, end_time: 23.1
Word: w, start_time: 23.1, end_time: 23.2
Word: anioła, start_time: 23.2, end_time: 23.7
Word: odmienić, start_time: 23.7, end_time: 24.1
Word: której, start_time: 24.1, end_time: 25.0
Word: nie, start_time: 25.0, end_time: 25.1
Word: wie, start_time: 25.1, end_time: 25.3
Word: co, start_time: 25.3, end_time: 25.5
Word: Boleść, start_time: 25.5, end_time: 25.9
Word: rachunku, start_time: 25.9, end_time: 27.1
Word: nie, start_time: 27.1, end_time: 27.1
Word: czuję, start_time: 27.1, end_time: 27.6
Word: w, start_time: 27.6, end_time: 27.7
Word: złym, start_time: 27.7, end_time: 28.5
Word: przygodą, start_time: 28.5, end_time: 29.0
Word: niepodległ, start_time: 29.0, end_time: 29.7
Word: strachom, start_time: 29.7, end_time: 31.1
Word: nie, start_time: 31.1, end_time: 31.5
Word: hoduje, start_time: 31.5, end_time: 32.1
Word: tych, start_time: 32.1, end_time: 34.4
Word: wszystkich, start_time: 34.4, end_time: 34.5
Word: rzeczy, start_time: 34.5, end_time: 35.1
Word: ludzkie, start_time: 35.1, end_time: 35.5
Word: masz, start_time: 35.5, end_time: 35.7
Word: za, start_time: 35.7, end_time: 35.8
Word: flaszkę, start_time: 35.8, end_time: 36.1
Word: sobie, start_time: 36.1, end_time: 36.8
Word: jednak, start_time: 36.8, end_time: 37.7
Word: myśl, start_time: 37.7, end_time: 38.1
Word: tak, start_time: 38.1, end_time: 38.6
Word: w, start_time: 38.6, end_time: 38.6
Word: szczęściu, start_time: 38.6, end_time: 39.2
