Waiting for operation to complete...
Transcript: scena trzecia elmira Marianna Damis Kleant doryna elmira do klienta dziękuję Bogu że został minęła cię cała porcja która nam w drzwiach jeszcze się dostała lecz właśnie mąż nadchodzi zatem pozwolicie że zaczekam na górze na jego przybycie Kleant ja tu zostanę nie mam czasu do zabawy a muszę z nim umówić pewne ważne sprawy
Confidence: 0.919204592704773
Word: scena, start_time: 0.0, end_time: 0.6000000000000001
Word: trzecia, start_time: 0.6000000000000001, end_time: 0.8
Word: elmira, start_time: 0.8, end_time: 2.3
Word: Marianna, start_time: 2.3, end_time: 3.3
Word: Damis, start_time: 3.3, end_time: 4.3
Word: Kleant, start_time: 4.3, end_time: 5.4
Word: doryna, start_time: 5.4, end_time: 6.3
Word: elmira, start_time: 6.3, end_time: 7.4
Word: do, start_time: 7.4, end_time: 8.2
Word: klienta, start_time: 8.2, end_time: 8.8
Word: dziękuję, start_time: 8.8, end_time: 9.9
Word: Bogu, start_time: 9.9, end_time: 10.3
Word: że, start_time: 10.3, end_time: 10.4
Word: został, start_time: 10.4, end_time: 11.0
Word: minęła, start_time: 11.0, end_time: 11.7
Word: cię, start_time: 11.7, end_time: 11.9
Word: cała, start_time: 11.9, end_time: 12.3
Word: porcja, start_time: 12.3, end_time: 12.8
Word: która, start_time: 12.8, end_time: 13.2
Word: nam, start_time: 13.2, end_time: 13.4
Word: w, start_time: 13.4, end_time: 13.5
Word: drzwiach, start_time: 13.5, end_time: 13.8
Word: jeszcze, start_time: 13.8, end_time: 14.3
Word: się, start_time: 14.3, end_time: 14.4
Word: dostała, start_time: 14.4, end_time: 14.9
Word: lecz, start_time: 14.9, end_time: 15.5
Word: właśnie, start_time: 15.5, end_time: 15.9
Word: mąż, start_time: 15.9, end_time: 16.0
Word: nadchodzi, start_time: 16.0, end_time: 16.7
Word: zatem, start_time: 16.7, end_time: 17.4
Word: pozwolicie, start_time: 17.4, end_time: 17.9
Word: że, start_time: 17.9, end_time: 18.0
Word: zaczekam, start_time: 18.0, end_time: 18.7
Word: na, start_time: 18.7, end_time: 18.8
Word: górze, start_time: 18.8, end_time: 19.2
Word: na, start_time: 19.2, end_time: 19.3
Word: jego, start_time: 19.3, end_time: 19.6
Word: przybycie, start_time: 19.6, end_time: 20.1
Word: Kleant, start_time: 20.1, end_time: 21.2
Word: ja, start_time: 21.2, end_time: 22.0
Word: tu, start_time: 22.0, end_time: 22.1
Word: zostanę, start_time: 22.1, end_time: 22.5
Word: nie, start_time: 22.5, end_time: 23.3
Word: mam, start_time: 23.3, end_time: 23.4
Word: czasu, start_time: 23.4, end_time: 23.7
Word: do, start_time: 23.7, end_time: 24.0
Word: zabawy, start_time: 24.0, end_time: 24.4
Word: a, start_time: 24.4, end_time: 24.5
Word: muszę, start_time: 24.5, end_time: 25.2
Word: z, start_time: 25.2, end_time: 25.3
Word: nim, start_time: 25.3, end_time: 25.5
Word: umówić, start_time: 25.5, end_time: 26.2
Word: pewne, start_time: 26.2, end_time: 26.7
Word: ważne, start_time: 26.7, end_time: 27.2
Word: sprawy, start_time: 27.2, end_time: 27.6
