Waiting for operation to complete...
Transcript: Bolesław Leśmian Jadwiga
Confidence: 0.9785358309745789
Word: Bolesław, start_time: 0.0, end_time: 0.8
Word: Leśmian, start_time: 0.8, end_time: 0.9
Word: Jadwiga, start_time: 0.9, end_time: 2.5
Transcript:  cień za cieniem się ubrania a motyla motyl ściga Rozpłakała się w lesie niekochana Jadwiga raczej ciało nie pieszczone wilkom rzucić Bór zaborem niż nie Zaznacz pieszczoty choćby nawet z potworem ile pełzną czerw spod ziemi tygodniowym pyskiem czynny od ja ciebie popieszczę od ja właśnie nikt inny obejrzała się na drogę i na to mam Poza drogą oprócz ciebie na świecie nie mam czerwiu nikogo Lego przy nim na murawie głowę wsparło Kamionek miała kilka Pierścień i łez kilka i wstążek ową twoja pieśni do syta nieszczęść w lesie mego ciała ja mam to przyszła nie po to bym się sama o stały wiatr warkocze jej z ramienia na to drugie ramię przysłów ona była nieswoja A on był Invest pyskiem właził się i wrócił w piersi wolne jak dwa jadła aż ja
Confidence: 0.9642146229743958
Word: cień, start_time: 4.5, end_time: 5.0
Word: za, start_time: 5.0, end_time: 5.2
Word: cieniem, start_time: 5.2, end_time: 5.5
Word: się, start_time: 5.5, end_time: 5.7
Word: ubrania, start_time: 5.7, end_time: 6.2
Word: a, start_time: 6.2, end_time: 6.3
Word: motyla, start_time: 6.3, end_time: 7.0
Word: motyl, start_time: 7.0, end_time: 7.3
Word: ściga, start_time: 7.3, end_time: 7.7
Word: Rozpłakała, start_time: 7.7, end_time: 9.2
Word: się, start_time: 9.2, end_time: 9.2
Word: w, start_time: 9.2, end_time: 9.4
Word: lesie, start_time: 9.4, end_time: 9.6
Word: niekochana, start_time: 9.6, end_time: 10.5
Word: Jadwiga, start_time: 10.5, end_time: 11.0
Word: raczej, start_time: 11.0, end_time: 12.3
Word: ciało, start_time: 12.3, end_time: 12.8
Word: nie, start_time: 12.8, end_time: 12.9
Word: pieszczone, start_time: 12.9, end_time: 13.4
Word: wilkom, start_time: 13.4, end_time: 13.9
Word: rzucić, start_time: 13.9, end_time: 14.3
Word: Bór, start_time: 14.3, end_time: 14.7
Word: zaborem, start_time: 14.7, end_time: 15.3
Word: niż, start_time: 15.3, end_time: 16.1
Word: nie, start_time: 16.1, end_time: 16.3
Word: Zaznacz, start_time: 16.3, end_time: 16.7
Word: pieszczoty, start_time: 16.7, end_time: 17.3
Word: choćby, start_time: 17.3, end_time: 17.8
Word: nawet, start_time: 17.8, end_time: 18.1
Word: z, start_time: 18.1, end_time: 18.3
Word: potworem, start_time: 18.3, end_time: 18.9
Word: ile, start_time: 18.9, end_time: 20.2
Word: pełzną, start_time: 20.2, end_time: 20.7
Word: czerw, start_time: 20.7, end_time: 21.2
Word: spod, start_time: 21.2, end_time: 21.5
Word: ziemi, start_time: 21.5, end_time: 21.5
Word: tygodniowym, start_time: 21.5, end_time: 22.8
Word: pyskiem, start_time: 22.8, end_time: 23.2
Word: czynny, start_time: 23.2, end_time: 23.7
Word: od, start_time: 23.7, end_time: 24.9
Word: ja, start_time: 24.9, end_time: 25.1
Word: ciebie, start_time: 25.1, end_time: 25.5
Word: popieszczę, start_time: 25.5, end_time: 26.1
Word: od, start_time: 26.1, end_time: 26.7
Word: ja, start_time: 26.7, end_time: 26.9
Word: właśnie, start_time: 26.9, end_time: 27.4
Word: nikt, start_time: 27.4, end_time: 27.9
Word: inny, start_time: 27.9, end_time: 28.4
Word: obejrzała, start_time: 28.4, end_time: 29.9
Word: się, start_time: 29.9, end_time: 30.0
Word: na, start_time: 30.0, end_time: 30.2
Word: drogę, start_time: 30.2, end_time: 30.4
Word: i, start_time: 30.4, end_time: 30.6
Word: na, start_time: 30.6, end_time: 30.7
Word: to, start_time: 30.7, end_time: 30.9
Word: mam, start_time: 30.9, end_time: 31.1
Word: Poza, start_time: 31.1, end_time: 31.4
Word: drogą, start_time: 31.4, end_time: 31.8
Word: oprócz, start_time: 31.8, end_time: 32.7
Word: ciebie, start_time: 32.7, end_time: 32.9
Word: na, start_time: 32.9, end_time: 33.1
Word: świecie, start_time: 33.1, end_time: 33.6
Word: nie, start_time: 33.6, end_time: 33.8
Word: mam, start_time: 33.8, end_time: 34.0
Word: czerwiu, start_time: 34.0, end_time: 34.5
Word: nikogo, start_time: 34.5, end_time: 35.1
Word: Lego, start_time: 35.1, end_time: 36.1
Word: przy, start_time: 36.1, end_time: 36.4
Word: nim, start_time: 36.4, end_time: 36.6
Word: na, start_time: 36.6, end_time: 36.7
Word: murawie, start_time: 36.7, end_time: 37.0
Word: głowę, start_time: 37.0, end_time: 37.7
Word: wsparło, start_time: 37.7, end_time: 38.3
Word: Kamionek, start_time: 38.3, end_time: 38.9
Word: miała, start_time: 38.9, end_time: 40.2
Word: kilka, start_time: 40.2, end_time: 40.6
Word: Pierścień, start_time: 40.6, end_time: 41.3
Word: i, start_time: 41.3, end_time: 41.4
Word: łez, start_time: 41.4, end_time: 41.6
Word: kilka, start_time: 41.6, end_time: 42.1
Word: i, start_time: 42.1, end_time: 42.2
Word: wstążek, start_time: 42.2, end_time: 43.1
Word: ową, start_time: 43.1, end_time: 44.4
Word: twoja, start_time: 44.4, end_time: 45.0
Word: pieśni, start_time: 45.0, end_time: 45.8
Word: do, start_time: 45.8, end_time: 45.9
Word: syta, start_time: 45.9, end_time: 46.3
Word: nieszczęść, start_time: 46.3, end_time: 47.3
Word: w, start_time: 47.3, end_time: 47.3
Word: lesie, start_time: 47.3, end_time: 47.6
Word: mego, start_time: 47.6, end_time: 47.9
Word: ciała, start_time: 47.9, end_time: 48.0
Word: ja, start_time: 48.0, end_time: 48.9
Word: mam, start_time: 48.9, end_time: 49.0
Word: to, start_time: 49.0, end_time: 49.1
Word: przyszła, start_time: 49.1, end_time: 49.5
Word: nie, start_time: 49.5, end_time: 49.6
Word: po, start_time: 49.6, end_time: 49.9
Word: to, start_time: 49.9, end_time: 50.1
Word: bym, start_time: 50.1, end_time: 50.5
Word: się, start_time: 50.5, end_time: 50.7
Word: sama, start_time: 50.7, end_time: 51.1
Word: o, start_time: 51.1, end_time: 51.2
Word: stały, start_time: 51.2, end_time: 51.6
Word: wiatr, start_time: 51.6, end_time: 52.7
Word: warkocze, start_time: 52.7, end_time: 53.4
Word: jej, start_time: 53.4, end_time: 53.6
Word: z, start_time: 53.6, end_time: 53.6
Word: ramienia, start_time: 53.6, end_time: 54.0
Word: na, start_time: 54.0, end_time: 54.1
Word: to, start_time: 54.1, end_time: 54.2
Word: drugie, start_time: 54.2, end_time: 54.4
Word: ramię, start_time: 54.4, end_time: 54.9
Word: przysłów, start_time: 54.9, end_time: 55.4
Word: ona, start_time: 55.4, end_time: 56.2
Word: była, start_time: 56.2, end_time: 56.4
Word: nieswoja, start_time: 56.4, end_time: 56.9
Word: A, start_time: 56.9, end_time: 57.0
Word: on, start_time: 57.0, end_time: 57.4
Word: był, start_time: 57.4, end_time: 57.8
Word: Invest, start_time: 57.8, end_time: 58.5
Word: pyskiem, start_time: 58.5, end_time: 60.2
Word: właził, start_time: 60.2, end_time: 60.7
Word: się, start_time: 60.7, end_time: 60.8
Word: i, start_time: 60.8, end_time: 60.9
Word: wrócił, start_time: 60.9, end_time: 61.5
Word: w, start_time: 61.5, end_time: 61.6
Word: piersi, start_time: 61.6, end_time: 62.3
Word: wolne, start_time: 62.3, end_time: 62.7
Word: jak, start_time: 62.7, end_time: 62.9
Word: dwa, start_time: 62.9, end_time: 63.1
Word: jadła, start_time: 63.1, end_time: 63.5
Word: aż, start_time: 63.5, end_time: 64.3
Word: ja, start_time: 64.3, end_time: 64.4
Transcript:  dostępne Łazarz Jadwiga osłabła krew w głowie zachęcała pogrzebowe dzwonu a to była choroba i już blisko do zgonu inni boją się miłować krwi z Chorzowa i szaleni sny a ja nawet Potrafię kochać ciała zgniliznę i przeniknął pieszczotami bezpowrotnie aż do kości nie nie było na świecie tak nie z tej miłości nie wiadomo co za szumy z czasów bezczas zaszumiały gdy Obraził się w słońcu z Kielc biały bo Biały był w lesie i na polu i opodal na rozstaju w maju działo się właśnie tyle jedno że w maju słychać było jak w gęstwinie wiatr się krząta Ich habe iść i wtedy szkielety podskoczył i zacisnął C5 Powiedz czerwiu Gdzie jest 1000 obiecanych w niebo ścieżek a on tylko popatrzył i nic nie rzekł nic nie rzekł
Confidence: 0.8185915946960449
Word: dostępne, start_time: 64.4, end_time: 65.3
Word: Łazarz, start_time: 65.3, end_time: 65.8
Word: Jadwiga, start_time: 65.8, end_time: 66.3
Word: osłabła, start_time: 66.3, end_time: 67.0
Word: krew, start_time: 67.0, end_time: 68.1
Word: w, start_time: 68.1, end_time: 68.2
Word: głowie, start_time: 68.2, end_time: 68.5
Word: zachęcała, start_time: 68.5, end_time: 69.3
Word: pogrzebowe, start_time: 69.3, end_time: 70.3
Word: dzwonu, start_time: 70.3, end_time: 70.9
Word: a, start_time: 70.9, end_time: 70.9
Word: to, start_time: 70.9, end_time: 71.5
Word: była, start_time: 71.5, end_time: 71.8
Word: choroba, start_time: 71.8, end_time: 72.3
Word: i, start_time: 72.3, end_time: 72.5
Word: już, start_time: 72.5, end_time: 73.1
Word: blisko, start_time: 73.1, end_time: 73.6
Word: do, start_time: 73.6, end_time: 73.7
Word: zgonu, start_time: 73.7, end_time: 74.1
Word: inni, start_time: 74.1, end_time: 75.6
Word: boją, start_time: 75.6, end_time: 75.9
Word: się, start_time: 75.9, end_time: 76.1
Word: miłować, start_time: 76.1, end_time: 76.5
