Waiting for operation to complete...
Transcript: Scena druga elmira Marianna Kleant dole na dole na blanta panie możesz panu znajdziemy poplecznika Patrz pan śmiertelna Boleść dusza jej przenika ten związek tego ojciec na dziś wieczór znaczy do ostatecznej gotów przywieźć ją rozpaczy nadchodzi już pytasz mnie wszystkie nasze siły i Starajmy się w sposób miły czy niemiły zmienić zamiar co wkrótce ma się stać rozkazem
Confidence: 0.9227800369262695
Word: Scena, start_time: 0.0, end_time: 1.0
Word: druga, start_time: 1.0, end_time: 1.2
Word: elmira, start_time: 1.2, end_time: 2.4
Word: Marianna, start_time: 2.4, end_time: 3.5
Word: Kleant, start_time: 3.5, end_time: 4.6
Word: dole, start_time: 4.6, end_time: 5.3
Word: na, start_time: 5.3, end_time: 5.5
Word: dole, start_time: 5.5, end_time: 7.7
Word: na, start_time: 7.7, end_time: 7.9
Word: blanta, start_time: 7.9, end_time: 9.2
Word: panie, start_time: 9.2, end_time: 10.4
Word: możesz, start_time: 10.4, end_time: 11.1
Word: panu, start_time: 11.1, end_time: 11.3
Word: znajdziemy, start_time: 11.3, end_time: 11.8
Word: poplecznika, start_time: 11.8, end_time: 12.5
Word: Patrz, start_time: 12.5, end_time: 13.0
Word: pan, start_time: 13.0, end_time: 13.3
Word: śmiertelna, start_time: 13.3, end_time: 14.0
Word: Boleść, start_time: 14.0, end_time: 14.4
Word: dusza, start_time: 14.4, end_time: 14.8
Word: jej, start_time: 14.8, end_time: 15.0
Word: przenika, start_time: 15.0, end_time: 15.5
Word: ten, start_time: 15.5, end_time: 16.0
Word: związek, start_time: 16.0, end_time: 16.4
Word: tego, start_time: 16.4, end_time: 16.7
Word: ojciec, start_time: 16.7, end_time: 17.0
Word: na, start_time: 17.0, end_time: 17.3
Word: dziś, start_time: 17.3, end_time: 17.5
Word: wieczór, start_time: 17.5, end_time: 17.8
Word: znaczy, start_time: 17.8, end_time: 18.3
Word: do, start_time: 18.3, end_time: 18.8
Word: ostatecznej, start_time: 18.8, end_time: 19.4
Word: gotów, start_time: 19.4, end_time: 19.8
Word: przywieźć, start_time: 19.8, end_time: 20.3
Word: ją, start_time: 20.3, end_time: 20.4
Word: rozpaczy, start_time: 20.4, end_time: 20.9
Word: nadchodzi, start_time: 20.9, end_time: 22.0
Word: już, start_time: 22.0, end_time: 22.1
Word: pytasz, start_time: 22.1, end_time: 23.1
Word: mnie, start_time: 23.1, end_time: 23.3
Word: wszystkie, start_time: 23.3, end_time: 23.6
Word: nasze, start_time: 23.6, end_time: 23.7
Word: siły, start_time: 23.7, end_time: 24.2
Word: i, start_time: 24.2, end_time: 24.3
Word: Starajmy, start_time: 24.3, end_time: 24.8
Word: się, start_time: 24.8, end_time: 24.8
Word: w, start_time: 24.8, end_time: 24.9
Word: sposób, start_time: 24.9, end_time: 25.2
Word: miły, start_time: 25.2, end_time: 25.7
Word: czy, start_time: 25.7, end_time: 25.9
Word: niemiły, start_time: 25.9, end_time: 26.3
Word: zmienić, start_time: 26.3, end_time: 27.1
Word: zamiar, start_time: 27.1, end_time: 27.6
Word: co, start_time: 27.6, end_time: 27.8
Word: wkrótce, start_time: 27.8, end_time: 28.0
Word: ma, start_time: 28.0, end_time: 28.4
Word: się, start_time: 28.4, end_time: 28.6
Word: stać, start_time: 28.6, end_time: 28.8
Word: rozkazem, start_time: 28.8, end_time: 29.5
