Waiting for operation to complete...
Transcript: Bolesław Leśmian anioł
Confidence: 0.9734355807304382
Word: Bolesław, start_time: 0.0, end_time: 0.8
Word: Leśmian, start_time: 0.8, end_time: 0.9
Word: anioł, start_time: 0.9, end_time: 2.4
Transcript:  Czemu leciał tak nisko ten anioł ten duch
Confidence: 0.9336951971054077
Word: Czemu, start_time: 5.2, end_time: 5.8
Word: leciał, start_time: 5.8, end_time: 6.0
Word: tak, start_time: 6.0, end_time: 6.2
Word: nisko, start_time: 6.2, end_time: 6.7
Word: ten, start_time: 6.7, end_time: 6.9
Word: anioł, start_time: 6.9, end_time: 7.4
Word: ten, start_time: 7.4, end_time: 7.9
Word: duch, start_time: 7.9, end_time: 8.1
Transcript:  sięgający piersiami skoszonego siana wiatr rozwiał mu skrzydeł świecący się pucha odkurza miał ciemne jak murzyn kolan
Confidence: 0.8828232884407043
Word: sięgający, start_time: 9.2, end_time: 10.1
Word: piersiami, start_time: 10.1, end_time: 10.6
Word: skoszonego, start_time: 10.6, end_time: 11.1
Word: siana, start_time: 11.1, end_time: 11.2
Word: wiatr, start_time: 11.2, end_time: 13.5
Word: rozwiał, start_time: 13.5, end_time: 14.5
Word: mu, start_time: 14.5, end_time: 14.6
Word: skrzydeł, start_time: 14.6, end_time: 15.1
Word: świecący, start_time: 15.1, end_time: 15.8
Word: się, start_time: 15.8, end_time: 15.9
Word: pucha, start_time: 15.9, end_time: 16.3
Word: odkurza, start_time: 16.3, end_time: 18.0
Word: miał, start_time: 18.0, end_time: 18.2
Word: ciemne, start_time: 18.2, end_time: 18.7
Word: jak, start_time: 18.7, end_time: 18.9
Word: murzyn, start_time: 18.9, end_time: 19.4
Word: kolan, start_time: 19.4, end_time: 20.0
Transcript:  włosy jego hartowana w nie kochaniu mieć oczy płoną miłosnym nieskalany szałem snem wezbrała w skrzydłach nie wiadomo płeć Kiedy lecą sam siebie przemilczał swym ciałem
Confidence: 0.8659746646881104
Word: włosy, start_time: 21.2, end_time: 21.8
Word: jego, start_time: 21.8, end_time: 22.0
Word: hartowana, start_time: 22.0, end_time: 23.0
Word: w, start_time: 23.0, end_time: 23.0
Word: nie, start_time: 23.0, end_time: 23.2
Word: kochaniu, start_time: 23.2, end_time: 23.5
Word: mieć, start_time: 23.5, end_time: 23.8
Word: oczy, start_time: 23.8, end_time: 25.0
Word: płoną, start_time: 25.0, end_time: 25.5
Word: miłosnym, start_time: 25.5, end_time: 26.3
Word: nieskalany, start_time: 26.3, end_time: 26.8
Word: szałem, start_time: 26.8, end_time: 27.3
Word: snem, start_time: 27.3, end_time: 28.6
Word: wezbrała, start_time: 28.6, end_time: 29.2
Word: w, start_time: 29.2, end_time: 29.3
Word: skrzydłach, start_time: 29.3, end_time: 30.0
Word: nie, start_time: 30.0, end_time: 30.1
Word: wiadomo, start_time: 30.1, end_time: 30.5
Word: płeć, start_time: 30.5, end_time: 30.7
Word: Kiedy, start_time: 30.7, end_time: 31.9
Word: lecą, start_time: 31.9, end_time: 32.2
Word: sam, start_time: 32.2, end_time: 32.6
Word: siebie, start_time: 32.6, end_time: 32.8
Word: przemilczał, start_time: 32.8, end_time: 33.5
Word: swym, start_time: 33.5, end_time: 33.8
Word: ciałem, start_time: 33.8, end_time: 34.1
Transcript:  możesz bydgos obarczył lub uwierzył zbyt bo w niechętnych zadumie przystanął w pół drogi i znów zboczach mu błysną nieczytelny świt gdy dolotu pierś ten żył i pracował nogi
Confidence: 0.864989697933197
Word: możesz, start_time: 35.5, end_time: 36.1
Word: bydgos, start_time: 36.1, end_time: 36.4
Word: obarczył, start_time: 36.4, end_time: 36.9
Word: lub, start_time: 36.9, end_time: 37.1
Word: uwierzył, start_time: 37.1, end_time: 37.8
Word: zbyt, start_time: 37.8, end_time: 38.2
Word: bo, start_time: 38.2, end_time: 39.0
Word: w, start_time: 39.0, end_time: 39.0
Word: niechętnych, start_time: 39.0, end_time: 39.5
Word: zadumie, start_time: 39.5, end_time: 39.9
Word: przystanął, start_time: 39.9, end_time: 40.5
Word: w, start_time: 40.5, end_time: 40.6
Word: pół, start_time: 40.6, end_time: 40.7
Word: drogi, start_time: 40.7, end_time: 40.8
Word: i, start_time: 40.8, end_time: 41.2
Word: znów, start_time: 41.2, end_time: 42.2
Word: zboczach, start_time: 42.2, end_time: 42.7
Word: mu, start_time: 42.7, end_time: 42.8
Word: błysną, start_time: 42.8, end_time: 43.4
Word: nieczytelny, start_time: 43.4, end_time: 44.2
Word: świt, start_time: 44.2, end_time: 44.6
Word: gdy, start_time: 44.6, end_time: 45.5
