Waiting for operation to complete...
Transcript: Jakub i Wilhelm Grimm śmierć córki tłumaczenie Bolesław londyński Pewnego razu kogucik skórką poszły do lasu na orzechy i umówimy się z tobą że które z nich znajdzie ziarnko orzecha to się z drugim podzieli i od Ogórka znalazła duży duży orzech ale nic o tym nie powiedziała i chciała zjeść go sama ale orzech był tak twardy tego przełknąć nie mogła orzech utkwił jej w gardle i znikła się że się dusi woła tedy kurka kogutku proszę cię Biegnij co sił i przynieś mi wody bo się za dusze kogucik pobiegł co sił do studni i życzę studzienko masz mi dać wody kurka leży w orzechowym lesie a że połknęła za duże orzecha jądro grozi jej przed uduszeniem studnia odparła lecz Naprzód do panny młodej i cash sobie dać czerwonego jedwabiu kogucik leci do panny młodej panna młoda masz mi dać czerwonego jedwabiu
Confidence: 0.8824673295021057
Word: Jakub, start_time: 0.0, end_time: 1.0
Word: i, start_time: 1.0, end_time: 1.2
Word: Wilhelm, start_time: 1.2, end_time: 1.5
Word: Grimm, start_time: 1.5, end_time: 2.0
Word: śmierć, start_time: 2.0, end_time: 3.6
Word: córki, start_time: 3.6, end_time: 4.1
Word: tłumaczenie, start_time: 4.1, end_time: 5.4
Word: Bolesław, start_time: 5.4, end_time: 5.8
Word: londyński, start_time: 5.8, end_time: 6.0
Word: Pewnego, start_time: 6.0, end_time: 7.8
Word: razu, start_time: 7.8, end_time: 8.1
Word: kogucik, start_time: 8.1, end_time: 8.7
Word: skórką, start_time: 8.7, end_time: 9.2
Word: poszły, start_time: 9.2, end_time: 9.7
Word: do, start_time: 9.7, end_time: 9.8
Word: lasu, start_time: 9.8, end_time: 10.0
Word: na, start_time: 10.0, end_time: 10.3
Word: orzechy, start_time: 10.3, end_time: 10.7
Word: i, start_time: 10.7, end_time: 10.8
Word: umówimy, start_time: 10.8, end_time: 11.6
Word: się, start_time: 11.6, end_time: 11.8
Word: z, start_time: 11.8, end_time: 11.9
Word: tobą, start_time: 11.9, end_time: 12.3
Word: że, start_time: 12.3, end_time: 12.4
Word: które, start_time: 12.4, end_time: 12.9
Word: z, start_time: 12.9, end_time: 13.0
Word: nich, start_time: 13.0, end_time: 13.2
Word: znajdzie, start_time: 13.2, end_time: 13.6
Word: ziarnko, start_time: 13.6, end_time: 14.1
Word: orzecha, start_time: 14.1, end_time: 14.5
Word: to, start_time: 14.5, end_time: 14.9
Word: się, start_time: 14.9, end_time: 15.0
Word: z, start_time: 15.0, end_time: 15.1
Word: drugim, start_time: 15.1, end_time: 15.4
Word: podzieli, start_time: 15.4, end_time: 15.9
Word: i, start_time: 15.9, end_time: 15.9
Word: od, start_time: 15.9, end_time: 16.7
Word: Ogórka, start_time: 16.7, end_time: 17.2
Word: znalazła, start_time: 17.2, end_time: 17.7
Word: duży, start_time: 17.7, end_time: 18.3
Word: duży, start_time: 18.3, end_time: 18.8
Word: orzech, start_time: 18.8, end_time: 19.1
Word: ale, start_time: 19.1, end_time: 20.1
Word: nic, start_time: 20.1, end_time: 20.3
Word: o, start_time: 20.3, end_time: 20.5
Word: tym, start_time: 20.5, end_time: 20.7
Word: nie, start_time: 20.7, end_time: 20.8
Word: powiedziała, start_time: 20.8, end_time: 21.3
Word: i, start_time: 21.3, end_time: 21.4
Word: chciała, start_time: 21.4, end_time: 22.1
Word: zjeść, start_time: 22.1, end_time: 22.4
Word: go, start_time: 22.4, end_time: 22.6
Word: sama, start_time: 22.6, end_time: 22.9
Word: ale, start_time: 22.9, end_time: 23.5
Word: orzech, start_time: 23.5, end_time: 23.8
Word: był, start_time: 23.8, end_time: 24.1
Word: tak, start_time: 24.1, end_time: 24.3
Word: twardy, start_time: 24.3, end_time: 24.7
Word: tego, start_time: 24.7, end_time: 25.3
Word: przełknąć, start_time: 25.3, end_time: 25.7
Word: nie, start_time: 25.7, end_time: 26.0
Word: mogła, start_time: 26.0, end_time: 26.4
Word: orzech, start_time: 26.4, end_time: 27.4
Word: utkwił, start_time: 27.4, end_time: 27.9
Word: jej, start_time: 27.9, end_time: 28.1
Word: w, start_time: 28.1, end_time: 28.2
Word: gardle, start_time: 28.2, end_time: 28.3
Word: i, start_time: 28.3, end_time: 28.7
Word: znikła, start_time: 28.7, end_time: 29.4
Word: się, start_time: 29.4, end_time: 29.5
Word: że, start_time: 29.5, end_time: 30.0
Word: się, start_time: 30.0, end_time: 30.1
Word: dusi, start_time: 30.1, end_time: 30.5
Word: woła, start_time: 30.5, end_time: 31.4
Word: tedy, start_time: 31.4, end_time: 31.6
Word: kurka, start_time: 31.6, end_time: 32.0
Word: kogutku, start_time: 32.0, end_time: 33.1
Word: proszę, start_time: 33.1, end_time: 33.8
Word: cię, start_time: 33.8, end_time: 34.0
Word: Biegnij, start_time: 34.0, end_time: 34.4
Word: co, start_time: 34.4, end_time: 34.5
Word: sił, start_time: 34.5, end_time: 34.8
Word: i, start_time: 34.8, end_time: 34.9
Word: przynieś, start_time: 34.9, end_time: 35.6
Word: mi, start_time: 35.6, end_time: 35.6
Word: wody, start_time: 35.6, end_time: 36.1
Word: bo, start_time: 36.1, end_time: 36.4
Word: się, start_time: 36.4, end_time: 36.6
Word: za, start_time: 36.6, end_time: 36.7
Word: dusze, start_time: 36.7, end_time: 37.1
Word: kogucik, start_time: 37.1, end_time: 38.1
Word: pobiegł, start_time: 38.1, end_time: 38.5
Word: co, start_time: 38.5, end_time: 38.7
Word: sił, start_time: 38.7, end_time: 38.9
Word: do, start_time: 38.9, end_time: 39.0
Word: studni, start_time: 39.0, end_time: 39.4
Word: i, start_time: 39.4, end_time: 39.5
Word: życzę, start_time: 39.5, end_time: 40.1
Word: studzienko, start_time: 40.1, end_time: 41.0
Word: masz, start_time: 41.0, end_time: 41.6
Word: mi, start_time: 41.6, end_time: 41.7
Word: dać, start_time: 41.7, end_time: 41.8
Word: wody, start_time: 41.8, end_time: 42.2
Word: kurka, start_time: 42.2, end_time: 43.0
Word: leży, start_time: 43.0, end_time: 43.4
Word: w, start_time: 43.4, end_time: 43.4
Word: orzechowym, start_time: 43.4, end_time: 44.0
Word: lesie, start_time: 44.0, end_time: 44.3
Word: a, start_time: 44.3, end_time: 44.4
Word: że, start_time: 44.4, end_time: 44.8
Word: połknęła, start_time: 44.8, end_time: 45.3
Word: za, start_time: 45.3, end_time: 45.4
Word: duże, start_time: 45.4, end_time: 45.7
Word: orzecha, start_time: 45.7, end_time: 46.2
Word: jądro, start_time: 46.2, end_time: 46.6
Word: grozi, start_time: 46.6, end_time: 47.3
Word: jej, start_time: 47.3, end_time: 47.5
Word: przed, start_time: 47.5, end_time: 47.8
Word: uduszeniem, start_time: 47.8, end_time: 48.1
Word: studnia, start_time: 48.1, end_time: 49.6
Word: odparła, start_time: 49.6, end_time: 50.0
Word: lecz, start_time: 50.0, end_time: 50.8
Word: Naprzód, start_time: 50.8, end_time: 51.2
Word: do, start_time: 51.2, end_time: 51.5
Word: panny, start_time: 51.5, end_time: 51.8
Word: młodej, start_time: 51.8, end_time: 52.2
