Waiting for operation to complete...
Transcript: Bruno Jasieński but w butonierce Marsz dedykacja siostrą od świętej Anki tratatata tratatata tutaj i tu i tu i tam 17 404 panie na głowach mają rajery damy damy tyle tych dam tam ta to tu to tu to tam nad morzem płacze skriabin obcas karabin obcas karabin ludzie ludzie ludzie do bram tratatata tratatata tam tam tam dalej zakrętem pani Biała spędził Chryzantem pani Biała czekała w oknie kwiat spadł kapnie na stopnie szli Szli że będzie tam i tam i dalej i wszędzie młodzi zdrowi silni jakby kifozy wiodły w kozły koszyki w tłumie dziewczyna unika stała szybko podbiegła pocałowała ach krzyk tylko to jedno kwiaty w pęku na rynku w jedną wolno cicho padają płatki w dół nadruk na
Confidence: 0.8212622404098511
Word: Bruno, start_time: 0.0, end_time: 0.5
Word: Jasieński, start_time: 0.5, end_time: 1.1
Word: but, start_time: 1.1, end_time: 2.0
Word: w, start_time: 2.0, end_time: 2.2
Word: butonierce, start_time: 2.2, end_time: 2.4
Word: Marsz, start_time: 2.4, end_time: 4.4
Word: dedykacja, start_time: 4.4, end_time: 5.9
Word: siostrą, start_time: 5.9, end_time: 7.1
Word: od, start_time: 7.1, end_time: 7.3
Word: świętej, start_time: 7.3, end_time: 7.7
Word: Anki, start_time: 7.7, end_time: 7.7
Word: tratatata, start_time: 7.7, end_time: 9.7
Word: tratatata, start_time: 9.7, end_time: 10.3
Word: tutaj, start_time: 10.3, end_time: 11.3
Word: i, start_time: 11.3, end_time: 11.4
Word: tu, start_time: 11.4, end_time: 11.6
Word: i, start_time: 11.6, end_time: 11.8
Word: tu, start_time: 11.8, end_time: 12.2
Word: i, start_time: 12.2, end_time: 12.3
Word: tam, start_time: 12.3, end_time: 12.6
Word: 17, start_time: 12.6, end_time: 13.7
Word: 404, start_time: 13.7, end_time: 14.7
Word: panie, start_time: 14.7, end_time: 15.2
Word: na, start_time: 15.2, end_time: 15.4
Word: głowach, start_time: 15.4, end_time: 15.7
Word: mają, start_time: 15.7, end_time: 16.1
Word: rajery, start_time: 16.1, end_time: 16.6
Word: damy, start_time: 16.6, end_time: 17.1
Word: damy, start_time: 17.1, end_time: 17.5
Word: tyle, start_time: 17.5, end_time: 18.0
Word: tych, start_time: 18.0, end_time: 18.2
Word: dam, start_time: 18.2, end_time: 18.5
Word: tam, start_time: 18.5, end_time: 19.0
Word: ta, start_time: 19.0, end_time: 19.4
Word: to, start_time: 19.4, end_time: 19.8
Word: tu, start_time: 19.8, end_time: 20.0
Word: to, start_time: 20.0, end_time: 20.3
Word: tu, start_time: 20.3, end_time: 20.4
Word: to, start_time: 20.4, end_time: 20.8
Word: tam, start_time: 20.8, end_time: 20.8
Word: nad, start_time: 20.8, end_time: 22.0
Word: morzem, start_time: 22.0, end_time: 22.3
Word: płacze, start_time: 22.3, end_time: 22.8
Word: skriabin, start_time: 22.8, end_time: 23.4
