Waiting for operation to complete...
Transcript: Bolesław Leśmian migoń i jawrzon
Confidence: 0.9785358309745789
Word: Bolesław, start_time: 0.0, end_time: 0.6000000000000001
Word: Leśmian, start_time: 0.6000000000000001, end_time: 0.7000000000000001
Word: migoń, start_time: 0.7000000000000001, end_time: 2.2
Word: i, start_time: 2.2, end_time: 2.3
Word: jawrzon, start_time: 2.3, end_time: 2.9
Transcript:  niewidomą z.com czapkę wdział migoń na głowę i poszedł do Jawy żona sady czereśniowe stał jawrzon przy dwóch kulach ubrany od święta kto się tak bezcieleśni w mym sadzie v&a słyszę kroki odważny lecz wroga nie widzę Odsłoń twarz abym stwierdził kogo nienawidzę po głosie Zgadnij wroga co cię dziś nawiedził i Wyznaj żeś czarami mu zbrodnie wyślę ci w jednym Ulu ukryłeś westchnienie z mej winy w drugim duszę zabity i przeze mnie dziewczyny Oddaj mi oba sprzęty zdobiące mną zbrodnie bo mi bez nich w Pałacu czczo i niewygodnie
Confidence: 0.9518700838088989
Word: niewidomą, start_time: 5.0, end_time: 5.7
Word: z.com, start_time: 5.7, end_time: 5.9
Word: czapkę, start_time: 5.9, end_time: 6.3
Word: wdział, start_time: 6.3, end_time: 6.5
Word: migoń, start_time: 6.5, end_time: 6.9
Word: na, start_time: 6.9, end_time: 7.1
Word: głowę, start_time: 7.1, end_time: 7.4
Word: i, start_time: 7.4, end_time: 7.6
Word: poszedł, start_time: 7.6, end_time: 8.5
Word: do, start_time: 8.5, end_time: 8.7
Word: Jawy, start_time: 8.7, end_time: 8.9
Word: żona, start_time: 8.9, end_time: 9.1
Word: sady, start_time: 9.1, end_time: 9.6
Word: czereśniowe, start_time: 9.6, end_time: 9.7
Word: stał, start_time: 9.7, end_time: 11.4
Word: jawrzon, start_time: 11.4, end_time: 11.8
Word: przy, start_time: 11.8, end_time: 12.1
Word: dwóch, start_time: 12.1, end_time: 12.4
Word: kulach, start_time: 12.4, end_time: 12.7
Word: ubrany, start_time: 12.7, end_time: 13.4
Word: od, start_time: 13.4, end_time: 13.5
Word: święta, start_time: 13.5, end_time: 13.9
Word: kto, start_time: 13.9, end_time: 14.6
Word: się, start_time: 14.6, end_time: 14.7
Word: tak, start_time: 14.7, end_time: 14.9
Word: bezcieleśni, start_time: 14.9, end_time: 15.5
Word: w, start_time: 15.5, end_time: 15.7
Word: mym, start_time: 15.7, end_time: 16.0
Word: sadzie, start_time: 16.0, end_time: 16.5
