Waiting for operation to complete...
Transcript: Bolesław Leśmian wiosna
Confidence: 0.9214989542961121
Word: Bolesław, start_time: 0.0, end_time: 0.7000000000000001
Word: Leśmian, start_time: 0.7000000000000001, end_time: 0.8
Word: wiosna, start_time: 0.8, end_time: 2.3
Transcript:  takiej wiosny rzetelnej jaką z tym powiecie widział Jędrek wysmułek nikt nie widział w świecie poprzez okno karczemne łeb bezmiar wyraził I o mało się w durno mgłę nie przeobraził lecz umocnił się w karku i nieco przegladu szybę pochwał dla otuchy i splunął i patrzy
Confidence: 0.9442083239555359
Word: takiej, start_time: 4.1, end_time: 4.7
Word: wiosny, start_time: 4.7, end_time: 5.1
Word: rzetelnej, start_time: 5.1, end_time: 5.8
Word: jaką, start_time: 5.8, end_time: 6.2
Word: z, start_time: 6.2, end_time: 6.3
Word: tym, start_time: 6.3, end_time: 6.6
Word: powiecie, start_time: 6.6, end_time: 7.1
Word: widział, start_time: 7.1, end_time: 8.0
Word: Jędrek, start_time: 8.0, end_time: 8.5
Word: wysmułek, start_time: 8.5, end_time: 8.9
Word: nikt, start_time: 8.9, end_time: 9.9
Word: nie, start_time: 9.9, end_time: 10.1
Word: widział, start_time: 10.1, end_time: 10.4
Word: w, start_time: 10.4, end_time: 10.4
Word: świecie, start_time: 10.4, end_time: 10.9
Word: poprzez, start_time: 10.9, end_time: 12.0
Word: okno, start_time: 12.0, end_time: 12.7
Word: karczemne, start_time: 12.7, end_time: 13.3
Word: łeb, start_time: 13.3, end_time: 13.6
Word: bezmiar, start_time: 13.6, end_time: 14.4
Word: wyraził, start_time: 14.4, end_time: 14.9
Word: I, start_time: 14.9, end_time: 15.0
Word: o, start_time: 15.0, end_time: 15.5
Word: mało, start_time: 15.5, end_time: 15.9
Word: się, start_time: 15.9, end_time: 15.9
Word: w, start_time: 15.9, end_time: 16.1
Word: durno, start_time: 16.1, end_time: 16.5
Word: mgłę, start_time: 16.5, end_time: 16.9
Word: nie, start_time: 16.9, end_time: 17.0
Word: przeobraził, start_time: 17.0, end_time: 17.9
Word: lecz, start_time: 17.9, end_time: 19.2
Word: umocnił, start_time: 19.2, end_time: 19.8
Word: się, start_time: 19.8, end_time: 19.8
Word: w, start_time: 19.8, end_time: 19.9
Word: karku, start_time: 19.9, end_time: 20.3
Word: i, start_time: 20.3, end_time: 20.4
Word: nieco, start_time: 20.4, end_time: 20.9
