Waiting for operation to complete...
Transcript: Bolesław Leśmian kocmołuch
Confidence: 0.9785358309745789
Word: Bolesław, start_time: 0.0, end_time: 0.7000000000000001
Word: Leśmian, start_time: 0.7000000000000001, end_time: 0.7000000000000001
Word: kocmołuch, start_time: 0.7000000000000001, end_time: 2.6
Transcript:  gry środę istne trzepot Gilów Jemiołów znudzą ciszy Cmentarnej ustrojenie zawiły cień z trudem z zaniedbanej wychodzi mogiły cały w Rudach liszaja podziemny kocmołuch
Confidence: 0.9105671048164368
Word: gry, start_time: 5.6, end_time: 6.0
Word: środę, start_time: 6.0, end_time: 6.4
Word: istne, start_time: 6.4, end_time: 6.8
Word: trzepot, start_time: 6.8, end_time: 7.2
Word: Gilów, start_time: 7.2, end_time: 7.7
Word: Jemiołów, start_time: 7.7, end_time: 8.3
Word: znudzą, start_time: 8.3, end_time: 9.3
Word: ciszy, start_time: 9.3, end_time: 9.8
Word: Cmentarnej, start_time: 9.8, end_time: 10.4
Word: ustrojenie, start_time: 10.4, end_time: 11.0
Word: zawiły, start_time: 11.0, end_time: 11.4
Word: cień, start_time: 11.4, end_time: 12.6
Word: z, start_time: 12.6, end_time: 12.7
Word: trudem, start_time: 12.7, end_time: 13.2
Word: z, start_time: 13.2, end_time: 13.3
Word: zaniedbanej, start_time: 13.3, end_time: 14.0
Word: wychodzi, start_time: 14.0, end_time: 14.4
Word: mogiły, start_time: 14.4, end_time: 14.8
Word: cały, start_time: 14.8, end_time: 15.9
Word: w, start_time: 15.9, end_time: 16.0
Word: Rudach, start_time: 16.0, end_time: 16.5
Word: liszaja, start_time: 16.5, end_time: 17.2
Word: podziemny, start_time: 17.2, end_time: 18.7
Word: kocmołuch, start_time: 18.7, end_time: 19.1
Transcript:  słońce grzejący zmarłego trwania potrawie złote krzty złote supły i złote poduszki on zmysłem nicości wyczuwa jaskrawy jak śmierć w słońcu kształt nicku i maleje śmierdziuszki
Confidence: 0.8485627770423889
Word: słońce, start_time: 21.0, end_time: 21.7
Word: grzejący, start_time: 21.7, end_time: 22.2
Word: zmarłego, start_time: 22.2, end_time: 22.7
Word: trwania, start_time: 22.7, end_time: 23.9
Word: potrawie, start_time: 23.9, end_time: 24.4
Word: złote, start_time: 24.4, end_time: 25.3
Word: krzty, start_time: 25.3, end_time: 25.7
Word: złote, start_time: 25.7, end_time: 26.7
Word: supły, start_time: 26.7, end_time: 27.2
Word: i, start_time: 27.2, end_time: 27.3
Word: złote, start_time: 27.3, end_time: 28.4
Word: poduszki, start_time: 28.4, end_time: 28.7
Word: on, start_time: 28.7, end_time: 30.2
Word: zmysłem, start_time: 30.2, end_time: 30.6
Word: nicości, start_time: 30.6, end_time: 31.2
Word: wyczuwa, start_time: 31.2, end_time: 31.7
Word: jaskrawy, start_time: 31.7, end_time: 32.2
Word: jak, start_time: 32.2, end_time: 33.4
Word: śmierć, start_time: 33.4, end_time: 33.8
Word: w, start_time: 33.8, end_time: 34.0
Word: słońcu, start_time: 34.0, end_time: 34.7
Word: kształt, start_time: 34.7, end_time: 35.7
Word: nicku, start_time: 35.7, end_time: 36.2
Word: i, start_time: 36.2, end_time: 36.3
Word: maleje, start_time: 36.3, end_time: 36.8
Word: śmierdziuszki, start_time: 36.8, end_time: 37.6
Transcript:  niezbyt pewny swej Jawy i ufny snom niezbyt Spogląda oczodołów różnicą wierutne w obłoków na poszliście wybujały b zbyt poza którym nic nie ma prócz tego że smutno
Confidence: 0.8608885407447815
Word: niezbyt, start_time: 38.6, end_time: 39.6
Word: pewny, start_time: 39.6, end_time: 39.9
Word: swej, start_time: 39.9, end_time: 40.2
Word: Jawy, start_time: 40.2, end_time: 40.6
Word: i, start_time: 40.6, end_time: 40.8
Word: ufny, start_time: 40.8, end_time: 41.5
Word: snom, start_time: 41.5, end_time: 41.9
Word: niezbyt, start_time: 41.9, end_time: 42.5
Word: Spogląda, start_time: 42.5, end_time: 43.7
Word: oczodołów, start_time: 43.7, end_time: 44.5
Word: różnicą, start_time: 44.5, end_time: 45.4
Word: wierutne, start_time: 45.4, end_time: 46.0
Word: w, start_time: 46.0, end_time: 46.2
Word: obłoków, start_time: 46.2, end_time: 47.3
Word: na, start_time: 47.3, end_time: 47.4
Word: poszliście, start_time: 47.4, end_time: 47.9
Word: wybujały, start_time: 47.9, end_time: 48.4
Word: b, start_time: 48.4, end_time: 48.6
Word: zbyt, start_time: 48.6, end_time: 49.0
Word: poza, start_time: 49.0, end_time: 50.4
Word: którym, start_time: 50.4, end_time: 50.7
Word: nic, start_time: 50.7, end_time: 50.9
Word: nie, start_time: 50.9, end_time: 51.1
Word: ma, start_time: 51.1, end_time: 51.3
Word: prócz, start_time: 51.3, end_time: 52.0
Word: tego, start_time: 52.0, end_time: 52.3
Word: że, start_time: 52.3, end_time: 52.5
Word: smutno, start_time: 52.5, end_time: 53.2
Transcript:  lecz on smutek w pośmiertnej przekroczył podróży pierś wzbogacił weselem nowego żywota a gdym nieśmiertelność zbyt modro się dłuży taka synowi wieczystemu wezgłowie ze złota
Confidence: 0.9052630662918091
Word: lecz, start_time: 54.6, end_time: 55.1
Word: on, start_time: 55.1, end_time: 55.3
Word: smutek, start_time: 55.3, end_time: 55.8
Word: w, start_time: 55.8, end_time: 55.8
Word: pośmiertnej, start_time: 55.8, end_time: 56.6
Word: przekroczył, start_time: 56.6, end_time: 57.2
Word: podróży, start_time: 57.2, end_time: 57.6
Word: pierś, start_time: 57.6, end_time: 58.6
