Waiting for operation to complete...
Transcript: scena 4 Elwira dummies PDF do nich nie Pani nie skończy się sprawa tak ładnie Byłem obok i wszystko słyszałem dokładnie i samo niebo widać mnie tutaj przywiozła bym mógł nareszcie zdeptać te godzinę podłączono samo wskazuje mi do Zemsty drogę za jego fałsz bezczynność dziś Nareszcie mogę otworzyć oczy ojcu skoro mu odsłonie co ten łotr w jego domu Mówił jego żonie palmira nie da mi się wystarczy jeśli się poprawi i odwdzięczy że mi się z nim obeszła łaskawie gdy mi już przyrzekła nie chcieli zmieniać jego losu Nie uważam tej sprawy za godną rozgłosu takie zaczepki śmiechem kobieta zwycięża nie spiesząc lada głupstwem niepokoić męża Babies może pani ma swoje powody ja wszakże by postąpić inaczej mam znów swoje także jak
Confidence: 0.8449735045433044
Word: scena, start_time: 0.0, end_time: 0.7000000000000001
Word: 4, start_time: 0.7000000000000001, end_time: 1.1
Word: Elwira, start_time: 1.1, end_time: 2.3
Word: dummies, start_time: 2.3, end_time: 3.4
Word: PDF, start_time: 3.4, end_time: 3.6
Word: do, start_time: 3.6, end_time: 4.9
Word: nich, start_time: 4.9, end_time: 5.1
Word: nie, start_time: 5.1, end_time: 6.3
Word: Pani, start_time: 6.3, end_time: 6.8
Word: nie, start_time: 6.8, end_time: 7.4
Word: skończy, start_time: 7.4, end_time: 7.9
Word: się, start_time: 7.9, end_time: 8.0
Word: sprawa, start_time: 8.0, end_time: 8.4
Word: tak, start_time: 8.4, end_time: 8.6
Word: ładnie, start_time: 8.6, end_time: 9.0
Word: Byłem, start_time: 9.0, end_time: 9.8
Word: obok, start_time: 9.8, end_time: 10.2
Word: i, start_time: 10.2, end_time: 10.4
Word: wszystko, start_time: 10.4, end_time: 11.4
Word: słyszałem, start_time: 11.4, end_time: 11.9
Word: dokładnie, start_time: 11.9, end_time: 12.5
Word: i, start_time: 12.5, end_time: 12.6
Word: samo, start_time: 12.6, end_time: 13.3
Word: niebo, start_time: 13.3, end_time: 13.8
Word: widać, start_time: 13.8, end_time: 14.1
Word: mnie, start_time: 14.1, end_time: 14.4
Word: tutaj, start_time: 14.4, end_time: 14.7
