Waiting for operation to complete...
Transcript: Bruno Jasieński but w butonierce spacer śpiew Propeller adosphere d kiedyś zgubionych single
Confidence: 0.9141390919685364
Word: Bruno, start_time: 0.0, end_time: 0.4
Word: Jasieński, start_time: 0.4, end_time: 1.1
Word: but, start_time: 1.1, end_time: 1.9
Word: w, start_time: 1.9, end_time: 2.0
Word: butonierce, start_time: 2.0, end_time: 2.1
Word: spacer, start_time: 2.1, end_time: 3.9
Word: śpiew, start_time: 3.9, end_time: 5.2
Word: Propeller, start_time: 5.2, end_time: 5.8
Word: adosphere, start_time: 5.8, end_time: 6.2
Word: d, start_time: 6.2, end_time: 6.8
Word: kiedyś, start_time: 6.8, end_time: 7.3
Word: zgubionych, start_time: 7.3, end_time: 7.9
Word: single, start_time: 7.9, end_time: 8.7
Transcript:  grałem i jedną z moich komedii w ekstra powietrznym tylko on the
Confidence: 0.82188481092453
Word: grałem, start_time: 9.8, end_time: 10.4
Word: i, start_time: 10.4, end_time: 10.4
Word: jedną, start_time: 10.4, end_time: 10.8
Word: z, start_time: 10.8, end_time: 10.9
Word: moich, start_time: 10.9, end_time: 11.0
Word: komedii, start_time: 11.0, end_time: 11.7
Word: w, start_time: 11.7, end_time: 11.8
Word: ekstra, start_time: 11.8, end_time: 12.4
Word: powietrznym, start_time: 12.4, end_time: 13.0
Word: tylko, start_time: 13.0, end_time: 13.4
Word: on, start_time: 13.4, end_time: 13.6
Word: the, start_time: 13.6, end_time: 13.8
Transcript:  słońce do głowy było ekstazy słowa spływały W1 refren obserwował mnie bez wyrazu spod tego czaru przez fejsa Nie wiem czy brała co mówił serio wielkie linie w kącikach warg
Confidence: 0.9051417112350464
Word: słońce, start_time: 15.1, end_time: 15.7
Word: do, start_time: 15.7, end_time: 15.8
Word: głowy, start_time: 15.8, end_time: 16.1
Word: było, start_time: 16.1, end_time: 16.4
Word: ekstazy, start_time: 16.4, end_time: 17.0
Word: słowa, start_time: 17.0, end_time: 17.7
Word: spływały, start_time: 17.7, end_time: 18.3
Word: W1, start_time: 18.3, end_time: 18.7
Word: refren, start_time: 18.7, end_time: 19.1
Word: obserwował, start_time: 19.1, end_time: 20.9
Word: mnie, start_time: 20.9, end_time: 20.9
Word: bez, start_time: 20.9, end_time: 21.3
Word: wyrazu, start_time: 21.3, end_time: 21.7
Word: spod, start_time: 21.7, end_time: 22.5
Word: tego, start_time: 22.5, end_time: 22.8
Word: czaru, start_time: 22.8, end_time: 23.2
Word: przez, start_time: 23.2, end_time: 23.3
Word: fejsa, start_time: 23.3, end_time: 24.0
Word: Nie, start_time: 24.0, end_time: 25.4
Word: wiem, start_time: 25.4, end_time: 25.6
Word: czy, start_time: 25.6, end_time: 25.7
Word: brała, start_time: 25.7, end_time: 26.1
Word: co, start_time: 26.1, end_time: 26.3
Word: mówił, start_time: 26.3, end_time: 26.9
Word: serio, start_time: 26.9, end_time: 27.4
Word: wielkie, start_time: 27.4, end_time: 29.1
Word: linie, start_time: 29.1, end_time: 29.5
Word: w, start_time: 29.5, end_time: 29.6
Word: kącikach, start_time: 29.6, end_time: 30.0
Word: warg, start_time: 30.0, end_time: 30.4
Transcript:  pod nami warczą rytmiczny brj i wiatr całował błękitny kark
Confidence: 0.8669608235359192
Word: pod, start_time: 31.4, end_time: 31.8
Word: nami, start_time: 31.8, end_time: 32.1
Word: warczą, start_time: 32.1, end_time: 32.8
Word: rytmiczny, start_time: 32.8, end_time: 33.4
Word: brj, start_time: 33.4, end_time: 33.8
Word: i, start_time: 33.8, end_time: 34.1
Word: wiatr, start_time: 34.1, end_time: 35.2
Word: całował, start_time: 35.2, end_time: 35.7
Word: błękitny, start_time: 35.7, end_time: 36.3
Word: kark, start_time: 36.3, end_time: 36.7
