Waiting for operation to complete...
Transcript: Jan Kochanowski fraszki księgi pierwsze o gospodyni proszono jednej wielkimi prośbami nie powiem o co zgadniecie to sami widzisz stateczna była białogłowa nie wydawała się z gościem w Długie słowa ale mu z mężem do łaźni i kazała aby mu swoją myślę rozumie ci dała w Nidą doraźnej A gospodarz miły choćby w raju nie zakrywa słusznie Bo miałbym też tak dostały żeby był nie wlazły w żadne famurały gość podglądając dobrze a ono bardzo nierówno Pany podzielono niedługo jechał tym chętniej nie każdy weźmie po bekwarku letniej
Confidence: 0.9430625438690186
Word: Jan, start_time: 0.0, end_time: 0.9
Word: Kochanowski, start_time: 0.9, end_time: 1.1
Word: fraszki, start_time: 1.1, end_time: 2.9
Word: księgi, start_time: 2.9, end_time: 3.5
Word: pierwsze, start_time: 3.5, end_time: 4.1
Word: o, start_time: 4.1, end_time: 4.2
Word: gospodyni, start_time: 4.2, end_time: 5.3
Word: proszono, start_time: 5.3, end_time: 8.1
Word: jednej, start_time: 8.1, end_time: 8.6
Word: wielkimi, start_time: 8.6, end_time: 9.4
Word: prośbami, start_time: 9.4, end_time: 10.0
Word: nie, start_time: 10.0, end_time: 11.0
Word: powiem, start_time: 11.0, end_time: 11.3
Word: o, start_time: 11.3, end_time: 11.4
Word: co, start_time: 11.4, end_time: 11.8
Word: zgadniecie, start_time: 11.8, end_time: 12.8
Word: to, start_time: 12.8, end_time: 13.0
Word: sami, start_time: 13.0, end_time: 13.4
Word: widzisz, start_time: 13.4, end_time: 14.5
Word: stateczna, start_time: 14.5, end_time: 15.3
Word: była, start_time: 15.3, end_time: 15.5
Word: białogłowa, start_time: 15.5, end_time: 16.2
Word: nie, start_time: 16.2, end_time: 17.3
Word: wydawała, start_time: 17.3, end_time: 17.7
Word: się, start_time: 17.7, end_time: 17.8
Word: z, start_time: 17.8, end_time: 18.0
Word: gościem, start_time: 18.0, end_time: 18.4
Word: w, start_time: 18.4, end_time: 18.6
Word: Długie, start_time: 18.6, end_time: 19.1
Word: słowa, start_time: 19.1, end_time: 19.5
Word: ale, start_time: 19.5, end_time: 20.6
Word: mu, start_time: 20.6, end_time: 20.7
Word: z, start_time: 20.7, end_time: 20.8
Word: mężem, start_time: 20.8, end_time: 21.2
Word: do, start_time: 21.2, end_time: 21.4
Word: łaźni, start_time: 21.4, end_time: 21.7
Word: i, start_time: 21.7, end_time: 21.9
Word: kazała, start_time: 21.9, end_time: 22.4
Word: aby, start_time: 22.4, end_time: 23.3
Word: mu, start_time: 23.3, end_time: 23.4
Word: swoją, start_time: 23.4, end_time: 24.0
Word: myślę, start_time: 24.0, end_time: 24.8
Word: rozumie, start_time: 24.8, end_time: 25.2
Word: ci, start_time: 25.2, end_time: 25.4
Word: dała, start_time: 25.4, end_time: 25.7
Word: w, start_time: 25.7, end_time: 25.8
Word: Nidą, start_time: 25.8, end_time: 27.0
Word: doraźnej, start_time: 27.0, end_time: 27.9
Word: A, start_time: 27.9, end_time: 28.0
Word: gospodarz, start_time: 28.0, end_time: 28.8
Word: miły, start_time: 28.8, end_time: 29.2
Word: choćby, start_time: 29.2, end_time: 30.9
Word: w, start_time: 30.9, end_time: 31.0
Word: raju, start_time: 31.0, end_time: 31.4
Word: nie, start_time: 31.4, end_time: 32.0
Word: zakrywa, start_time: 32.0, end_time: 32.4
Word: słusznie, start_time: 32.4, end_time: 34.3
Word: Bo, start_time: 34.3, end_time: 34.5
Word: miałbym, start_time: 34.5, end_time: 35.3
Word: też, start_time: 35.3, end_time: 35.6
Word: tak, start_time: 35.6, end_time: 35.9
Word: dostały, start_time: 35.9, end_time: 36.2
Word: żeby, start_time: 36.2, end_time: 37.4
Word: był, start_time: 37.4, end_time: 37.6
Word: nie, start_time: 37.6, end_time: 37.8
Word: wlazły, start_time: 37.8, end_time: 38.4
Word: w, start_time: 38.4, end_time: 38.4
Word: żadne, start_time: 38.4, end_time: 39.1
Word: famurały, start_time: 39.1, end_time: 39.6
Word: gość, start_time: 39.6, end_time: 40.9
Word: podglądając, start_time: 40.9, end_time: 41.8
Word: dobrze, start_time: 41.8, end_time: 42.2
Word: a, start_time: 42.2, end_time: 42.6
Word: ono, start_time: 42.6, end_time: 43.6
Word: bardzo, start_time: 43.6, end_time: 44.3
Word: nierówno, start_time: 44.3, end_time: 44.9
Word: Pany, start_time: 44.9, end_time: 45.3
Word: podzielono, start_time: 45.3, end_time: 46.0
Word: niedługo, start_time: 46.0, end_time: 48.6
Word: jechał, start_time: 48.6, end_time: 49.2
Word: tym, start_time: 49.2, end_time: 49.5
Word: chętniej, start_time: 49.5, end_time: 50.1
Word: nie, start_time: 50.1, end_time: 51.5
Word: każdy, start_time: 51.5, end_time: 51.9
Word: weźmie, start_time: 51.9, end_time: 52.3
Word: po, start_time: 52.3, end_time: 52.5
Word: bekwarku, start_time: 52.5, end_time: 52.8
Word: letniej, start_time: 52.8, end_time: 53.7
