Waiting for operation to complete...
Transcript: scena szósta orgon dummies Tartuffe porygon Co ja słyszę o nieba czyli 100 do wiary Tartuffe Tak mój bracie Ja mam inny zbrodniarz godzin curry I am grzesznik zatwardziały pełen brudu złości Water występny co żadnej nie wart jest litości każdy dzień mego życia od grzechów się robi nieprawość i występek mieszka w duszy mojej i widzę że niebiosy zawiń moich karę wkładają mi na barki tak ciężko ofiarę jak bądź ciężkiej oskarżony mam być tutaj zbrodni ja dlaczego bronić się nie będę od niej uwierz w to co ci mówię Niechaj wraz z tronu jak nikczemnik wypędzony będę z twego domu i jakkolwiek hańba będziemy udziałem nas troszczą Jam zasłużył swoim życiem
Confidence: 0.8231954574584961
Word: scena, start_time: 0.0, end_time: 1.0
Word: szósta, start_time: 1.0, end_time: 1.2
Word: orgon, start_time: 1.2, end_time: 2.6
Word: dummies, start_time: 2.6, end_time: 3.6
Word: Tartuffe, start_time: 3.6, end_time: 4.5
Word: porygon, start_time: 4.5, end_time: 5.7
Word: Co, start_time: 5.7, end_time: 6.5
Word: ja, start_time: 6.5, end_time: 6.6
Word: słyszę, start_time: 6.6, end_time: 6.8
Word: o, start_time: 6.8, end_time: 7.2
Word: nieba, start_time: 7.2, end_time: 8.0
Word: czyli, start_time: 8.0, end_time: 9.0
Word: 100, start_time: 9.0, end_time: 9.3
Word: do, start_time: 9.3, end_time: 9.4
Word: wiary, start_time: 9.4, end_time: 9.8
Word: Tartuffe, start_time: 9.8, end_time: 11.3
Word: Tak, start_time: 11.3, end_time: 12.2
Word: mój, start_time: 12.2, end_time: 12.4
Word: bracie, start_time: 12.4, end_time: 12.8
Word: Ja, start_time: 12.8, end_time: 13.5
Word: mam, start_time: 13.5, end_time: 13.6
Word: inny, start_time: 13.6, end_time: 14.0
Word: zbrodniarz, start_time: 14.0, end_time: 15.1
Word: godzin, start_time: 15.1, end_time: 15.7
Word: curry, start_time: 15.7, end_time: 16.0
Word: I, start_time: 16.0, end_time: 16.1
