Waiting for operation to complete...
Transcript: Jakub i Wilhelm Grimm krasnoludki tłumaczenie Bolesław londyński była biedna służąca bardzo pracowita i czysta codzień wymiata Ładą A śmiecie zsypywania wielki stos za drzwiami pewnego ranka gdy znowu chciała się zabrać do pracy znalazła list na twoim stole a że nie umiała czytać postawiła więc w kącie i poszła z listem do swoich państwa w liście było zaproszenie od małych ludzi którzy zwracali się do dziewczyny z prośbą a żeby im chciała po trzymać dziecko do chrztu Dziewczyna nie wiedziała co ma zrobić w końcu ulegając długim namową przy uwadze państwa że takich zaprosić się nigdy nie odrzuca zgodziła się przyszło więc trzech małych ludzi i zaprowadził ją do pustej góry Gdzie żyją karły wszystko tam było małe ale tak wdzięczne tak ładna że nie można było niczego zarzucić matka dziecka jeszcze chora leżała w łóżku z czarnego hebanu
Confidence: 0.8851253986358643
Word: Jakub, start_time: 0.0, end_time: 1.1
Word: i, start_time: 1.1, end_time: 1.2
Word: Wilhelm, start_time: 1.2, end_time: 1.4
Word: Grimm, start_time: 1.4, end_time: 1.9
Word: krasnoludki, start_time: 1.9, end_time: 3.6
Word: tłumaczenie, start_time: 3.6, end_time: 5.0
Word: Bolesław, start_time: 5.0, end_time: 5.6
Word: londyński, start_time: 5.6, end_time: 5.7
Word: była, start_time: 5.7, end_time: 7.5
Word: biedna, start_time: 7.5, end_time: 7.8
Word: służąca, start_time: 7.8, end_time: 8.5
Word: bardzo, start_time: 8.5, end_time: 9.5
Word: pracowita, start_time: 9.5, end_time: 10.1
Word: i, start_time: 10.1, end_time: 10.2
Word: czysta, start_time: 10.2, end_time: 10.7
Word: codzień, start_time: 10.7, end_time: 11.7
Word: wymiata, start_time: 11.7, end_time: 12.1
Word: Ładą, start_time: 12.1, end_time: 12.3
Word: A, start_time: 12.3, end_time: 12.5
Word: śmiecie, start_time: 12.5, end_time: 13.2
Word: zsypywania, start_time: 13.2, end_time: 13.9
Word: wielki, start_time: 13.9, end_time: 14.3
Word: stos, start_time: 14.3, end_time: 14.7
Word: za, start_time: 14.7, end_time: 14.8
Word: drzwiami, start_time: 14.8, end_time: 15.0
Word: pewnego, start_time: 15.0, end_time: 16.4
Word: ranka, start_time: 16.4, end_time: 16.7
Word: gdy, start_time: 16.7, end_time: 17.0
Word: znowu, start_time: 17.0, end_time: 17.6
Word: chciała, start_time: 17.6, end_time: 18.0
Word: się, start_time: 18.0, end_time: 18.1
Word: zabrać, start_time: 18.1, end_time: 18.4
Word: do, start_time: 18.4, end_time: 18.6
Word: pracy, start_time: 18.6, end_time: 19.0
Word: znalazła, start_time: 19.0, end_time: 20.0
Word: list, start_time: 20.0, end_time: 20.0
Word: na, start_time: 20.0, end_time: 20.5
Word: twoim, start_time: 20.5, end_time: 20.8
Word: stole, start_time: 20.8, end_time: 21.0
Word: a, start_time: 21.0, end_time: 21.2
Word: że, start_time: 21.2, end_time: 22.1
Word: nie, start_time: 22.1, end_time: 22.2
Word: umiała, start_time: 22.2, end_time: 22.5
Word: czytać, start_time: 22.5, end_time: 22.8
Word: postawiła, start_time: 22.8, end_time: 23.7
Word: więc, start_time: 23.7, end_time: 23.9
Word: w, start_time: 23.9, end_time: 24.0
Word: kącie, start_time: 24.0, end_time: 24.7
Word: i, start_time: 24.7, end_time: 24.8
Word: poszła, start_time: 24.8, end_time: 25.3
Word: z, start_time: 25.3, end_time: 25.4
Word: listem, start_time: 25.4, end_time: 25.8
Word: do, start_time: 25.8, end_time: 25.8
Word: swoich, start_time: 25.8, end_time: 26.2
Word: państwa, start_time: 26.2, end_time: 26.8
Word: w, start_time: 26.8, end_time: 26.8
Word: liście, start_time: 26.8, end_time: 27.7
Word: było, start_time: 27.7, end_time: 27.9
Word: zaproszenie, start_time: 27.9, end_time: 28.2
Word: od, start_time: 28.2, end_time: 28.5
Word: małych, start_time: 28.5, end_time: 28.8
Word: ludzi, start_time: 28.8, end_time: 29.2
Word: którzy, start_time: 29.2, end_time: 29.9
Word: zwracali, start_time: 29.9, end_time: 30.4
Word: się, start_time: 30.4, end_time: 30.5
Word: do, start_time: 30.5, end_time: 30.6
Word: dziewczyny, start_time: 30.6, end_time: 30.8
Word: z, start_time: 30.8, end_time: 31.1
Word: prośbą, start_time: 31.1, end_time: 31.6
Word: a, start_time: 31.6, end_time: 31.7
Word: żeby, start_time: 31.7, end_time: 32.3
Word: im, start_time: 32.3, end_time: 32.4
Word: chciała, start_time: 32.4, end_time: 32.8
Word: po, start_time: 32.8, end_time: 32.9
Word: trzymać, start_time: 32.9, end_time: 33.3
Word: dziecko, start_time: 33.3, end_time: 33.6
Word: do, start_time: 33.6, end_time: 33.8
Word: chrztu, start_time: 33.8, end_time: 34.0
Word: Dziewczyna, start_time: 34.0, end_time: 35.5
Word: nie, start_time: 35.5, end_time: 35.6
Word: wiedziała, start_time: 35.6, end_time: 35.8
Word: co, start_time: 35.8, end_time: 36.1
Word: ma, start_time: 36.1, end_time: 36.2
Word: zrobić, start_time: 36.2, end_time: 36.6
Word: w, start_time: 36.6, end_time: 36.7
Word: końcu, start_time: 36.7, end_time: 37.4
Word: ulegając, start_time: 37.4, end_time: 38.0
Word: długim, start_time: 38.0, end_time: 38.4
Word: namową, start_time: 38.4, end_time: 38.8
Word: przy, start_time: 38.8, end_time: 39.3
Word: uwadze, start_time: 39.3, end_time: 39.6
Word: państwa, start_time: 39.6, end_time: 40.1
Word: że, start_time: 40.1, end_time: 40.5
