Waiting for operation to complete...
Transcript: rozdział 32 ostatnia sprzeczka w każdym stadle zarówno mężowi jak żonie przychodzi usłyszeć uderzenie złowrogiej godziny małżeństwa to prawdziwy dźwięk dzwonów pogrzebowych śmierć zazdrości o wielkiej szlachetnej wspaniałej namiętności będącej jedyną prawdziwą oznaką miłości o ile nie jest po prostu jej duplikatem skoro kobieta przestaje być zazdrosna o męża Wszystko już jest skończone już go nie kocha to też Miłość małżeńska oddaje ducha z ostatnią sceną jaką kobieta robi swemu mężowi pewnik Z chwilą gdy żona przestaje czynić wymówki swemu mężowi Minotaur siedzi w fotelu przy kominku sypialni i uderza końcem laseczki po swoich lakierowanych bucikach każda kobieta pamięta Z pewnością swoją
Confidence: 0.9738410711288452
Word: rozdział, start_time: 0.0, end_time: 0.9
Word: 32, start_time: 0.9, end_time: 1.8
Word: ostatnia, start_time: 1.8, end_time: 3.1
Word: sprzeczka, start_time: 3.1, end_time: 3.7
Word: w, start_time: 3.7, end_time: 3.8
Word: każdym, start_time: 3.8, end_time: 4.7
Word: stadle, start_time: 4.7, end_time: 5.3
Word: zarówno, start_time: 5.3, end_time: 6.0
Word: mężowi, start_time: 6.0, end_time: 6.6
Word: jak, start_time: 6.6, end_time: 7.0
Word: żonie, start_time: 7.0, end_time: 7.5
Word: przychodzi, start_time: 7.5, end_time: 8.3
Word: usłyszeć, start_time: 8.3, end_time: 8.8
Word: uderzenie, start_time: 8.8, end_time: 9.5
Word: złowrogiej, start_time: 9.5, end_time: 10.3
Word: godziny, start_time: 10.3, end_time: 10.8
Word: małżeństwa, start_time: 10.8, end_time: 11.6
Word: to, start_time: 11.6, end_time: 12.3
Word: prawdziwy, start_time: 12.3, end_time: 12.6
Word: dźwięk, start_time: 12.6, end_time: 13.0
Word: dzwonów, start_time: 13.0, end_time: 13.5
Word: pogrzebowych, start_time: 13.5, end_time: 14.2
Word: śmierć, start_time: 14.2, end_time: 15.2
Word: zazdrości, start_time: 15.2, end_time: 16.3
Word: o, start_time: 16.3, end_time: 16.5
Word: wielkiej, start_time: 16.5, end_time: 17.6
Word: szlachetnej, start_time: 17.6, end_time: 18.6
Word: wspaniałej, start_time: 18.6, end_time: 19.4
Word: namiętności, start_time: 19.4, end_time: 20.3
Word: będącej, start_time: 20.3, end_time: 21.4
Word: jedyną, start_time: 21.4, end_time: 21.9
Word: prawdziwą, start_time: 21.9, end_time: 22.3
Word: oznaką, start_time: 22.3, end_time: 23.2
Word: miłości, start_time: 23.2, end_time: 24.0
Word: o, start_time: 24.0, end_time: 24.1
Word: ile, start_time: 24.1, end_time: 25.1
Word: nie, start_time: 25.1, end_time: 25.3
Word: jest, start_time: 25.3, end_time: 25.6
Word: po, start_time: 25.6, end_time: 25.7
Word: prostu, start_time: 25.7, end_time: 26.0
Word: jej, start_time: 26.0, end_time: 26.4
Word: duplikatem, start_time: 26.4, end_time: 27.2
Word: skoro, start_time: 27.2, end_time: 28.5
Word: kobieta, start_time: 28.5, end_time: 28.8
Word: przestaje, start_time: 28.8, end_time: 29.3
Word: być, start_time: 29.3, end_time: 29.5
Word: zazdrosna, start_time: 29.5, end_time: 30.2
Word: o, start_time: 30.2, end_time: 30.3
Word: męża, start_time: 30.3, end_time: 30.5
Word: Wszystko, start_time: 30.5, end_time: 31.9
Word: już, start_time: 31.9, end_time: 32.1
Word: jest, start_time: 32.1, end_time: 32.3
Word: skończone, start_time: 32.3, end_time: 33.1
Word: już, start_time: 33.1, end_time: 33.8
Word: go, start_time: 33.8, end_time: 34.0
Word: nie, start_time: 34.0, end_time: 34.1
Word: kocha, start_time: 34.1, end_time: 34.5
Word: to, start_time: 34.5, end_time: 35.5
Word: też, start_time: 35.5, end_time: 35.6
Word: Miłość, start_time: 35.6, end_time: 36.3
Word: małżeńska, start_time: 36.3, end_time: 37.0
Word: oddaje, start_time: 37.0, end_time: 37.7
Word: ducha, start_time: 37.7, end_time: 38.0
Word: z, start_time: 38.0, end_time: 38.3
Word: ostatnią, start_time: 38.3, end_time: 38.9
Word: sceną, start_time: 38.9, end_time: 39.5
Word: jaką, start_time: 39.5, end_time: 40.1
Word: kobieta, start_time: 40.1, end_time: 40.7
Word: robi, start_time: 40.7, end_time: 41.1
Word: swemu, start_time: 41.1, end_time: 41.6
Word: mężowi, start_time: 41.6, end_time: 42.1
Word: pewnik, start_time: 42.1, end_time: 44.0
Word: Z, start_time: 44.0, end_time: 44.1
Word: chwilą, start_time: 44.1, end_time: 45.3
Word: gdy, start_time: 45.3, end_time: 45.4
Word: żona, start_time: 45.4, end_time: 45.8
Word: przestaje, start_time: 45.8, end_time: 46.2
Word: czynić, start_time: 46.2, end_time: 46.7
Word: wymówki, start_time: 46.7, end_time: 47.2
Word: swemu, start_time: 47.2, end_time: 47.6
Word: mężowi, start_time: 47.6, end_time: 48.2
Word: Minotaur, start_time: 48.2, end_time: 49.4
Word: siedzi, start_time: 49.4, end_time: 50.0
Word: w, start_time: 50.0, end_time: 50.1
Word: fotelu, start_time: 50.1, end_time: 50.2
Word: przy, start_time: 50.2, end_time: 50.7
Word: kominku, start_time: 50.7, end_time: 51.2
Word: sypialni, start_time: 51.2, end_time: 51.9
Word: i, start_time: 51.9, end_time: 52.0
Word: uderza, start_time: 52.0, end_time: 53.0
Word: końcem, start_time: 53.0, end_time: 53.6
Word: laseczki, start_time: 53.6, end_time: 54.2
Word: po, start_time: 54.2, end_time: 54.4
Word: swoich, start_time: 54.4, end_time: 54.8
Word: lakierowanych, start_time: 54.8, end_time: 55.8
Word: bucikach, start_time: 55.8, end_time: 56.4
Word: każda, start_time: 56.4, end_time: 57.6
Word: kobieta, start_time: 57.6, end_time: 57.8
Word: pamięta, start_time: 57.8, end_time: 58.4
Word: Z, start_time: 58.4, end_time: 58.7
Word: pewnością, start_time: 58.7, end_time: 59.3
Word: swoją, start_time: 59.3, end_time: 59.7
Transcript: ostatnią sprzeczkę te ostateczną małą niedole która tak często wybucha na pozór bez żadnej przyczyny lub też częściej jeszcze z przyczyny jakiegoś brutalnego faktu stanowczego dowodu To okropne Pożegnanie z wiarą dziecięctwa miłości z notą wreszcie jest Poniekąd tak kapryśne jak samo życie tak jak życie nie jest ono jednak je w żadnym małżeństwie tutaj może należałoby autorowi o ile chcę być ścisłym starać się wyszczególnić wszystkie odmiany tych ostatnich sprzeczek i tak Karolina odkryła na przykład że toga sędziowska syndyka sprawy szał montel ukrywa pod swymi fałdami suknie zrobioną z makreli o wiele delikatniejsze i miłą w kolorze i miękką w dotknięciu wreszcie że ów legendarny szał montel ma niebieskie oczy i włosy
Confidence: 0.9507381916046143
Word: ostatnią, start_time: 59.9, end_time: 60.3
Word: sprzeczkę, start_time: 60.3, end_time: 60.9
Word: te, start_time: 60.9, end_time: 61.3
Word: ostateczną, start_time: 61.3, end_time: 62.3
Word: małą, start_time: 62.3, end_time: 63.0
Word: niedole, start_time: 63.0, end_time: 63.5
Word: która, start_time: 63.5, end_time: 64.2
Word: tak, start_time: 64.2, end_time: 64.5
Word: często, start_time: 64.5, end_time: 65.0
Word: wybucha, start_time: 65.0, end_time: 65.6
Word: na, start_time: 65.6, end_time: 65.8
Word: pozór, start_time: 65.8, end_time: 66.2
Word: bez, start_time: 66.2, end_time: 66.6
Word: żadnej, start_time: 66.6, end_time: 67.0
Word: przyczyny, start_time: 67.0, end_time: 67.3
Word: lub, start_time: 67.3, end_time: 68.3
Word: też, start_time: 68.3, end_time: 68.5
Word: częściej, start_time: 68.5, end_time: 69.4
Word: jeszcze, start_time: 69.4, end_time: 69.6
Word: z, start_time: 69.6, end_time: 70.0
Word: przyczyny, start_time: 70.0, end_time: 70.8
Word: jakiegoś, start_time: 70.8, end_time: 71.2
Word: brutalnego, start_time: 71.2, end_time: 72.1
Word: faktu, start_time: 72.1, end_time: 72.6
Word: stanowczego, start_time: 72.6, end_time: 73.8
Word: dowodu, start_time: 73.8, end_time: 74.4
Word: To, start_time: 74.4, end_time: 75.0
Word: okropne, start_time: 75.0, end_time: 75.6
Word: Pożegnanie, start_time: 75.6, end_time: 76.2
Word: z, start_time: 76.2, end_time: 76.2
Word: wiarą, start_time: 76.2, end_time: 76.6
Word: dziecięctwa, start_time: 76.6, end_time: 77.8
Word: miłości, start_time: 77.8, end_time: 78.6
Word: z, start_time: 78.6, end_time: 78.8
Word: notą, start_time: 78.8, end_time: 79.6
Word: wreszcie, start_time: 79.6, end_time: 80.1
Word: jest, start_time: 80.1, end_time: 80.7
Word: Poniekąd, start_time: 80.7, end_time: 81.1
Word: tak, start_time: 81.1, end_time: 81.5
Word: kapryśne, start_time: 81.5, end_time: 82.2
Word: jak, start_time: 82.2, end_time: 82.8
Word: samo, start_time: 82.8, end_time: 83.1
Word: życie, start_time: 83.1, end_time: 83.3
Word: tak, start_time: 83.3, end_time: 84.6
Word: jak, start_time: 84.6, end_time: 84.7
Word: życie, start_time: 84.7, end_time: 85.0
Word: nie, start_time: 85.0, end_time: 85.7
Word: jest, start_time: 85.7, end_time: 85.9
Word: ono, start_time: 85.9, end_time: 86.1
Word: jednak, start_time: 86.1, end_time: 86.5
Word: je, start_time: 86.5, end_time: 86.7
Word: w, start_time: 86.7, end_time: 86.8
Word: żadnym, start_time: 86.8, end_time: 87.5
Word: małżeństwie, start_time: 87.5, end_time: 88.2
Word: tutaj, start_time: 88.2, end_time: 89.0
Word: może, start_time: 89.0, end_time: 89.4
Word: należałoby, start_time: 89.4, end_time: 90.0
Word: autorowi, start_time: 90.0, end_time: 90.8
Word: o, start_time: 90.8, end_time: 90.9
Word: ile, start_time: 90.9, end_time: 91.6
Word: chcę, start_time: 91.6, end_time: 91.9
Word: być, start_time: 91.9, end_time: 92.1
Word: ścisłym, start_time: 92.1, end_time: 92.8
Word: starać, start_time: 92.8, end_time: 93.5
Word: się, start_time: 93.5, end_time: 93.8
Word: wyszczególnić, start_time: 93.8, end_time: 94.7
Word: wszystkie, start_time: 94.7, end_time: 95.2
Word: odmiany, start_time: 95.2, end_time: 95.4
Word: tych, start_time: 95.4, end_time: 95.9
Word: ostatnich, start_time: 95.9, end_time: 96.5
Word: sprzeczek, start_time: 96.5, end_time: 97.3
Word: i, start_time: 97.3, end_time: 97.5
Word: tak, start_time: 97.5, end_time: 98.7
Word: Karolina, start_time: 98.7, end_time: 99.9
Word: odkryła, start_time: 99.9, end_time: 100.4
Word: na, start_time: 100.4, end_time: 100.5
Word: przykład, start_time: 100.5, end_time: 100.9
Word: że, start_time: 100.9, end_time: 101.4
Word: toga, start_time: 101.4, end_time: 101.9
Word: sędziowska, start_time: 101.9, end_time: 102.4
Word: syndyka, start_time: 102.4, end_time: 103.5
Word: sprawy, start_time: 103.5, end_time: 104.1
Word: szał, start_time: 104.1, end_time: 104.4
Word: montel, start_time: 104.4, end_time: 104.9
Word: ukrywa, start_time: 104.9, end_time: 105.8
Word: pod, start_time: 105.8, end_time: 106.1
Word: swymi, start_time: 106.1, end_time: 106.5
Word: fałdami, start_time: 106.5, end_time: 106.9
Word: suknie, start_time: 106.9, end_time: 107.5
Word: zrobioną, start_time: 107.5, end_time: 108.0
Word: z, start_time: 108.0, end_time: 108.1
Word: makreli, start_time: 108.1, end_time: 108.6
Word: o, start_time: 108.6, end_time: 108.8
