Waiting for operation to complete...
Transcript: Bolesław Leśmian do siostry
Confidence: 0.9785358309745789
Word: Bolesław, start_time: 0.0, end_time: 0.6000000000000001
Word: Leśmian, start_time: 0.6000000000000001, end_time: 0.7000000000000001
Word: do, start_time: 0.7000000000000001, end_time: 2.5
Word: siostry, start_time: 2.5, end_time: 3.0
Transcript:  Spałaś w trumnie snem własnym tak cicho po włosku nie wiem czy wszystkich naraz pozbawiona trosk
Confidence: 0.8910058736801147
Word: Spałaś, start_time: 5.5, end_time: 6.2
Word: w, start_time: 6.2, end_time: 6.3
Word: trumnie, start_time: 6.3, end_time: 6.7
Word: snem, start_time: 6.7, end_time: 7.1
Word: własnym, start_time: 7.1, end_time: 7.8
Word: tak, start_time: 7.8, end_time: 8.4
Word: cicho, start_time: 8.4, end_time: 8.8
Word: po, start_time: 8.8, end_time: 9.1
Word: włosku, start_time: 9.1, end_time: 9.2
Word: nie, start_time: 9.2, end_time: 11.3
Word: wiem, start_time: 11.3, end_time: 11.5
Word: czy, start_time: 11.5, end_time: 11.6
Word: wszystkich, start_time: 11.6, end_time: 12.0
Word: naraz, start_time: 12.0, end_time: 12.4
Word: pozbawiona, start_time: 12.4, end_time: 13.0
Word: trosk, start_time: 13.0, end_time: 13.4
Transcript:  śmierć taka zdrobniała niby lalka z wosku
Confidence: 0.801750123500824
Word: śmierć, start_time: 15.3, end_time: 16.0
Word: taka, start_time: 16.0, end_time: 16.3
Word: zdrobniała, start_time: 16.3, end_time: 17.1
Word: niby, start_time: 17.1, end_time: 17.5
Word: lalka, start_time: 17.5, end_time: 17.9
Word: z, start_time: 17.9, end_time: 18.0
Word: wosku, start_time: 18.0, end_time: 18.4
Transcript:  kocham ten brzuch nie ten zbolały wosk
Confidence: 0.9262734651565552
Word: kocham, start_time: 20.1, end_time: 20.8
Word: ten, start_time: 20.8, end_time: 21.0
Word: brzuch, start_time: 21.0, end_time: 21.5
Word: nie, start_time: 21.5, end_time: 21.8
Word: ten, start_time: 21.8, end_time: 22.2
Word: zbolały, start_time: 22.2, end_time: 22.7
Word: wosk, start_time: 22.7, end_time: 23.0
Transcript:  drugie zawsze samotny sam na sam z otchłanią A właśnie ja twój brat suknie tobie sprawiłem za dużo i tanio suknie na tamten świat w każdym zgonie tkwi zbrodnia cofnę się powleka chociaż zbrodniarza brak wszyscy winni są śmierci każdego człowieka o tak na pewno tak w innych wskazać potrafię
Confidence: 0.9297040700912476
Word: drugie, start_time: 25.1, end_time: 25.7
Word: zawsze, start_time: 25.7, end_time: 26.0
Word: samotny, start_time: 26.0, end_time: 26.7
Word: sam, start_time: 26.7, end_time: 27.6
Word: na, start_time: 27.6, end_time: 27.7
Word: sam, start_time: 27.7, end_time: 28.0
Word: z, start_time: 28.0, end_time: 28.1
Word: otchłanią, start_time: 28.1, end_time: 28.6
Word: A, start_time: 28.6, end_time: 28.7
Word: właśnie, start_time: 28.7, end_time: 30.3
Word: ja, start_time: 30.3, end_time: 30.6
Word: twój, start_time: 30.6, end_time: 31.1
Word: brat, start_time: 31.1, end_time: 31.4
Word: suknie, start_time: 31.4, end_time: 32.8
Word: tobie, start_time: 32.8, end_time: 33.0
Word: sprawiłem, start_time: 33.0, end_time: 33.6
Word: za, start_time: 33.6, end_time: 33.8
Word: dużo, start_time: 33.8, end_time: 34.2
Word: i, start_time: 34.2, end_time: 34.4
Word: tanio, start_time: 34.4, end_time: 34.7
Word: suknie, start_time: 34.7, end_time: 36.1
Word: na, start_time: 36.1, end_time: 36.5
Word: tamten, start_time: 36.5, end_time: 36.8
Word: świat, start_time: 36.8, end_time: 36.9
Word: w, start_time: 36.9, end_time: 37.3
Word: każdym, start_time: 37.3, end_time: 39.7
Word: zgonie, start_time: 39.7, end_time: 40.1
Word: tkwi, start_time: 40.1, end_time: 40.5
Word: zbrodnia, start_time: 40.5, end_time: 41.1
Word: cofnę, start_time: 41.1, end_time: 42.0
Word: się, start_time: 42.0, end_time: 42.1
