Waiting for operation to complete...
Transcript: Bolesław Leśmian namowa
Confidence: 0.9196465611457825
Word: Bolesław, start_time: 0.0, end_time: 0.7000000000000001
Word: Leśmian, start_time: 0.7000000000000001, end_time: 0.8
Word: namowa, start_time: 0.8, end_time: 2.6
Transcript:  ty nie Słuchaj dziewczyno je starej matki tworzonych rad jej się złoci próg rodzinny nam się z Łodzi cały świat
Confidence: 0.901095986366272
Word: ty, start_time: 4.1, end_time: 4.5
Word: nie, start_time: 4.5, end_time: 4.7
Word: Słuchaj, start_time: 4.7, end_time: 5.0
Word: dziewczyno, start_time: 5.0, end_time: 5.6
Word: je, start_time: 5.6, end_time: 5.7
Word: starej, start_time: 5.7, end_time: 6.3
Word: matki, start_time: 6.3, end_time: 6.7
Word: tworzonych, start_time: 6.7, end_time: 7.4
Word: rad, start_time: 7.4, end_time: 7.7
Word: jej, start_time: 7.7, end_time: 8.9
Word: się, start_time: 8.9, end_time: 9.1
Word: złoci, start_time: 9.1, end_time: 9.5
Word: próg, start_time: 9.5, end_time: 9.9
Word: rodzinny, start_time: 9.9, end_time: 10.5
Word: nam, start_time: 10.5, end_time: 11.2
Word: się, start_time: 11.2, end_time: 11.4
Word: z, start_time: 11.4, end_time: 11.4
Word: Łodzi, start_time: 11.4, end_time: 11.7
Word: cały, start_time: 11.7, end_time: 12.2
Word: świat, start_time: 12.2, end_time: 12.6
Transcript:  zajęci nas przeraża nienawiścią do niej spłoń nienawiścią która do ust odtrącony to i dłoń
Confidence: 0.9020588397979736
Word: zajęci, start_time: 13.7, end_time: 14.7
Word: nas, start_time: 14.7, end_time: 15.1
Word: przeraża, start_time: 15.1, end_time: 15.7
Word: nienawiścią, start_time: 15.7, end_time: 16.6
Word: do, start_time: 16.6, end_time: 16.7
Word: niej, start_time: 16.7, end_time: 17.0
Word: spłoń, start_time: 17.0, end_time: 17.3
Word: nienawiścią, start_time: 17.3, end_time: 18.9
Word: która, start_time: 18.9, end_time: 19.3
Word: do, start_time: 19.3, end_time: 19.5
Word: ust, start_time: 19.5, end_time: 19.9
Word: odtrącony, start_time: 19.9, end_time: 21.0
Word: to, start_time: 21.0, end_time: 21.2
Word: i, start_time: 21.2, end_time: 21.3
Word: dłoń, start_time: 21.3, end_time: 21.6
Transcript:  mam ja w piersi śpiewam burze ty w zanadrzu wolny los wiedz że będzie stara matka przeklinał a siwy włos
