Waiting for operation to complete...
Transcript: Bruno Jasieński but w butonierce Lili nudzi się
Confidence: 0.9812188148498535
Word: Bruno, start_time: 0.0, end_time: 0.5
Word: Jasieński, start_time: 0.5, end_time: 1.2
Word: but, start_time: 1.2, end_time: 2.1
Word: w, start_time: 2.1, end_time: 2.2
Word: butonierce, start_time: 2.2, end_time: 2.5
Word: Lili, start_time: 2.5, end_time: 3.2
Word: nudzi, start_time: 3.2, end_time: 5.0
Word: się, start_time: 5.0, end_time: 5.3
Transcript:  makuszewscy przykrytej skórą Jaguara w sumie nowo salini z oczami fiołkowo czarnymi jak Chinka zwinięty w kłębek czytamy też linka sezon z przez białe zęby srebrny dym cygara
Confidence: 0.9208794832229614
Word: makuszewscy, start_time: 7.2, end_time: 8.1
Word: przykrytej, start_time: 8.1, end_time: 8.8
Word: skórą, start_time: 8.8, end_time: 9.1
Word: Jaguara, start_time: 9.1, end_time: 9.8
Word: w, start_time: 9.8, end_time: 9.8
Word: sumie, start_time: 9.8, end_time: 10.5
Word: nowo, start_time: 10.5, end_time: 10.7
Word: salini, start_time: 10.7, end_time: 11.3
Word: z, start_time: 11.3, end_time: 11.4
Word: oczami, start_time: 11.4, end_time: 11.9
Word: fiołkowo, start_time: 11.9, end_time: 12.5
Word: czarnymi, start_time: 12.5, end_time: 13.0
Word: jak, start_time: 13.0, end_time: 13.2
Word: Chinka, start_time: 13.2, end_time: 13.7
Word: zwinięty, start_time: 13.7, end_time: 14.6
Word: w, start_time: 14.6, end_time: 14.7
Word: kłębek, start_time: 14.7, end_time: 14.8
Word: czytamy, start_time: 14.8, end_time: 15.4
Word: też, start_time: 15.4, end_time: 15.6
Word: linka, start_time: 15.6, end_time: 16.0
Word: sezon, start_time: 16.0, end_time: 16.8
Word: z, start_time: 16.8, end_time: 16.9
Word: przez, start_time: 16.9, end_time: 17.1
Word: białe, start_time: 17.1, end_time: 17.4
Word: zęby, start_time: 17.4, end_time: 17.8
Word: srebrny, start_time: 17.8, end_time: 18.3
Word: dym, start_time: 18.3, end_time: 18.5
Word: cygara, start_time: 18.5, end_time: 19.0
Transcript:  Linux na Szerokiej śnieg opłaty i kozie olbrzymi ryżu biały San Bernard Napoleon w wyczerpującej pozie drzemię
Confidence: 0.8410128355026245
Word: Linux, start_time: 20.2, end_time: 21.1
Word: na, start_time: 21.1, end_time: 21.2
Word: Szerokiej, start_time: 21.2, end_time: 22.3
Word: śnieg, start_time: 22.3, end_time: 22.6
Word: opłaty, start_time: 22.6, end_time: 23.0
Word: i, start_time: 23.0, end_time: 23.1
Word: kozie, start_time: 23.1, end_time: 23.5
Word: olbrzymi, start_time: 23.5, end_time: 24.4
Word: ryżu, start_time: 24.4, end_time: 24.7
Word: biały, start_time: 24.7, end_time: 25.0
Word: San, start_time: 25.0, end_time: 25.3
Word: Bernard, start_time: 25.3, end_time: 25.8
