Waiting for operation to complete...
Transcript: Adam Mickiewicz Sonety Krymskie Stepy Akermańskie Wpłynąłem na suchego przestwór oceanu Wóz nurza się w zieloność i jak łódka brodzi śród fali łąk szumiących śród kwiatów powodzi omijam koralowe Ostrowy burzanu Już mrok zapada nigdzie drogi ni kurhanu patrzę w niebo gwiazd Szukam przewodniczek Łodzi tam z dala błyszczy obłok tam Jutrzenka wschodzi to błyszczyk nie jest to weszła lampa akermanu
Confidence: 0.9766100645065308
Word: Adam, start_time: 0.0, end_time: 1.1
Word: Mickiewicz, start_time: 1.1, end_time: 1.5
Word: Sonety, start_time: 1.5, end_time: 3.8
Word: Krymskie, start_time: 3.8, end_time: 4.3
Word: Stepy, start_time: 4.3, end_time: 5.9
Word: Akermańskie, start_time: 5.9, end_time: 7.1
Word: Wpłynąłem, start_time: 7.1, end_time: 7.2
Word: na, start_time: 7.2, end_time: 12.1
Word: suchego, start_time: 12.1, end_time: 12.3
Word: przestwór, start_time: 12.3, end_time: 13.0
Word: oceanu, start_time: 13.0, end_time: 13.3
Word: Wóz, start_time: 13.3, end_time: 14.0
Word: nurza, start_time: 14.0, end_time: 16.4
Word: się, start_time: 16.4, end_time: 16.7
Word: w, start_time: 16.7, end_time: 16.8
Word: zieloność, start_time: 16.8, end_time: 16.9
Word: i, start_time: 16.9, end_time: 17.7
Word: jak, start_time: 17.7, end_time: 18.3
Word: łódka, start_time: 18.3, end_time: 18.5
Word: brodzi, start_time: 18.5, end_time: 19.1
Word: śród, start_time: 19.1, end_time: 19.4
Word: fali, start_time: 19.4, end_time: 21.2
Word: łąk, start_time: 21.2, end_time: 21.8
Word: szumiących, start_time: 21.8, end_time: 22.7
Word: śród, start_time: 22.7, end_time: 24.0
Word: kwiatów, start_time: 24.0, end_time: 24.6
Word: powodzi, start_time: 24.6, end_time: 25.0
Word: omijam, start_time: 25.0, end_time: 25.3
Word: koralowe, start_time: 25.3, end_time: 27.7
Word: Ostrowy, start_time: 27.7, end_time: 28.3
Word: burzanu, start_time: 28.3, end_time: 28.9
Word: Już, start_time: 28.9, end_time: 32.3
Word: mrok, start_time: 32.3, end_time: 32.7
Word: zapada, start_time: 32.7, end_time: 32.9
Word: nigdzie, start_time: 32.9, end_time: 33.4
Word: drogi, start_time: 33.4, end_time: 35.1
Word: ni, start_time: 35.1, end_time: 35.5
Word: kurhanu, start_time: 35.5, end_time: 35.7
Word: patrzę, start_time: 35.7, end_time: 38.8
Word: w, start_time: 38.8, end_time: 38.9
Word: niebo, start_time: 38.9, end_time: 38.9
Word: gwiazd, start_time: 38.9, end_time: 40.9
Word: Szukam, start_time: 40.9, end_time: 41.4
Word: przewodniczek, start_time: 41.4, end_time: 42.5
Word: Łodzi, start_time: 42.5, end_time: 43.1
Word: tam, start_time: 43.1, end_time: 45.8
Word: z, start_time: 45.8, end_time: 46.0
Word: dala, start_time: 46.0, end_time: 46.4
Word: błyszczy, start_time: 46.4, end_time: 46.9
Word: obłok, start_time: 46.9, end_time: 47.4
Word: tam, start_time: 47.4, end_time: 50.0
Word: Jutrzenka, start_time: 50.0, end_time: 50.8
Word: wschodzi, start_time: 50.8, end_time: 51.0
Word: to, start_time: 51.0, end_time: 54.0
Word: błyszczyk, start_time: 54.0, end_time: 54.5
Word: nie, start_time: 54.5, end_time: 54.7
Word: jest, start_time: 54.7, end_time: 54.9
Word: to, start_time: 54.9, end_time: 57.3
Word: weszła, start_time: 57.3, end_time: 57.6
Word: lampa, start_time: 57.6, end_time: 58.0
Word: akermanu, start_time: 58.0, end_time: 58.6
Transcript: stójmy jak cicho słyszę ciągnące żurawie których by niedościgły źrenice Sokoła słyszę kędy się motyl kołysa na trawie ten wąż śliską piersią dotyka się zioła w takiej ciszy tak ucho natężam ciekawie że słyszałbym głos z Litwy jedźmy nikt nie woła
Confidence: 0.9749482274055481
Word: stójmy, start_time: 59.9, end_time: 61.6
Word: jak, start_time: 61.6, end_time: 65.1
Word: cicho, start_time: 65.1, end_time: 65.4
Word: słyszę, start_time: 65.4, end_time: 68.8
Word: ciągnące, start_time: 68.8, end_time: 69.5
Word: żurawie, start_time: 69.5, end_time: 70.0
Word: których, start_time: 70.0, end_time: 71.2
Word: by, start_time: 71.2, end_time: 71.3
Word: niedościgły, start_time: 71.3, end_time: 72.0
Word: źrenice, start_time: 72.0, end_time: 72.5
Word: Sokoła, start_time: 72.5, end_time: 73.1
Word: słyszę, start_time: 73.1, end_time: 76.3
Word: kędy, start_time: 76.3, end_time: 77.2
Word: się, start_time: 77.2, end_time: 77.5
Word: motyl, start_time: 77.5, end_time: 78.0
Word: kołysa, start_time: 78.0, end_time: 78.2
Word: na, start_time: 78.2, end_time: 78.6
Word: trawie, start_time: 78.6, end_time: 79.1
Word: ten, start_time: 79.1, end_time: 80.2
Word: wąż, start_time: 80.2, end_time: 80.7
Word: śliską, start_time: 80.7, end_time: 81.7
Word: piersią, start_time: 81.7, end_time: 82.3
Word: dotyka, start_time: 82.3, end_time: 82.8
Word: się, start_time: 82.8, end_time: 83.0
Word: zioła, start_time: 83.0, end_time: 83.4
Word: w, start_time: 83.4, end_time: 83.5
Word: takiej, start_time: 83.5, end_time: 86.9
Word: ciszy, start_time: 86.9, end_time: 87.0
Word: tak, start_time: 87.0, end_time: 87.5
Word: ucho, start_time: 87.5, end_time: 89.5
Word: natężam, start_time: 89.5, end_time: 90.0
Word: ciekawie, start_time: 90.0, end_time: 90.5
Word: że, start_time: 90.5, end_time: 92.1
Word: słyszałbym, start_time: 92.1, end_time: 92.1
Word: głos, start_time: 92.1, end_time: 92.8
Word: z, start_time: 92.8, end_time: 93.2
Word: Litwy, start_time: 93.2, end_time: 93.5
Word: jedźmy, start_time: 93.5, end_time: 96.3
Word: nikt, start_time: 96.3, end_time: 96.5
Word: nie, start_time: 96.5, end_time: 97.1
Word: woła, start_time: 97.1, end_time: 97.2
