Waiting for operation to complete...
Transcript: rozdział szósty Nazajutrz przed obiadem znalazłem się w lasku bulońskim czas był posępny przybywszy dobrany maila puściłem cugle wolno i Utonąłem w głębokiej zadumie przechodziłem stopniowo w głowie słowa danego mijając Aleje usłyszałem że ktoś mnie woła obróciłem się i ujrzałem w otwartym powodzie przyjaciółkę i kochanki kazała woźnicy zatrzymać i podając Przyjaźni rękę zaprosiła mnie o ile nie mam nic do roboty na obiad Osoba ta nazwiskiem pani levasseur byłam mała pulchna jasna blondynka nie lubiłem jej nigdy nie wiem czemu gdyż stosunki nasze były zawsze raczej przyjazne mimo to nie mogłem się oprzeć uścisnął m jej rękę dziękując za zaproszenie czułem że będziemy mówili o tamtej
Confidence: 0.9108845591545105
Word: rozdział, start_time: 0.0, end_time: 0.8
Word: szósty, start_time: 0.8, end_time: 0.9
Word: Nazajutrz, start_time: 0.9, end_time: 2.9
Word: przed, start_time: 2.9, end_time: 3.3
Word: obiadem, start_time: 3.3, end_time: 3.9
Word: znalazłem, start_time: 3.9, end_time: 5.0
Word: się, start_time: 5.0, end_time: 5.2
Word: w, start_time: 5.2, end_time: 5.3
Word: lasku, start_time: 5.3, end_time: 5.7
Word: bulońskim, start_time: 5.7, end_time: 6.4
Word: czas, start_time: 6.4, end_time: 7.8
Word: był, start_time: 7.8, end_time: 8.1
Word: posępny, start_time: 8.1, end_time: 8.9
Word: przybywszy, start_time: 8.9, end_time: 10.3
Word: dobrany, start_time: 10.3, end_time: 10.9
Word: maila, start_time: 10.9, end_time: 11.2
Word: puściłem, start_time: 11.2, end_time: 12.1
Word: cugle, start_time: 12.1, end_time: 12.5
Word: wolno, start_time: 12.5, end_time: 13.0
Word: i, start_time: 13.0, end_time: 13.1
Word: Utonąłem, start_time: 13.1, end_time: 14.0
Word: w, start_time: 14.0, end_time: 14.4
Word: głębokiej, start_time: 14.4, end_time: 15.0
Word: zadumie, start_time: 15.0, end_time: 15.5
Word: przechodziłem, start_time: 15.5, end_time: 16.4
Word: stopniowo, start_time: 16.4, end_time: 17.0
Word: w, start_time: 17.0, end_time: 17.0
Word: głowie, start_time: 17.0, end_time: 17.5
Word: słowa, start_time: 17.5, end_time: 18.0
Word: danego, start_time: 18.0, end_time: 18.6
Word: mijając, start_time: 18.6, end_time: 20.0
Word: Aleje, start_time: 20.0, end_time: 20.5
Word: usłyszałem, start_time: 20.5, end_time: 21.5
Word: że, start_time: 21.5, end_time: 21.6
Word: ktoś, start_time: 21.6, end_time: 21.8
Word: mnie, start_time: 21.8, end_time: 22.0
Word: woła, start_time: 22.0, end_time: 22.5
Word: obróciłem, start_time: 22.5, end_time: 23.9
Word: się, start_time: 23.9, end_time: 23.9
Word: i, start_time: 23.9, end_time: 24.2
Word: ujrzałem, start_time: 24.2, end_time: 25.1
Word: w, start_time: 25.1, end_time: 25.3
Word: otwartym, start_time: 25.3, end_time: 25.9
Word: powodzie, start_time: 25.9, end_time: 26.3
Word: przyjaciółkę, start_time: 26.3, end_time: 27.1
Word: i, start_time: 27.1, end_time: 27.2
Word: kochanki, start_time: 27.2, end_time: 27.9
Word: kazała, start_time: 27.9, end_time: 28.9
Word: woźnicy, start_time: 28.9, end_time: 29.4
Word: zatrzymać, start_time: 29.4, end_time: 30.1
Word: i, start_time: 30.1, end_time: 30.3
Word: podając, start_time: 30.3, end_time: 31.1
Word: Przyjaźni, start_time: 31.1, end_time: 31.8
Word: rękę, start_time: 31.8, end_time: 32.2
Word: zaprosiła, start_time: 32.2, end_time: 33.3
Word: mnie, start_time: 33.3, end_time: 33.5
Word: o, start_time: 33.5, end_time: 33.7
Word: ile, start_time: 33.7, end_time: 34.3
Word: nie, start_time: 34.3, end_time: 34.5
Word: mam, start_time: 34.5, end_time: 34.7
Word: nic, start_time: 34.7, end_time: 34.9
Word: do, start_time: 34.9, end_time: 35.0
Word: roboty, start_time: 35.0, end_time: 35.1
Word: na, start_time: 35.1, end_time: 36.1
Word: obiad, start_time: 36.1, end_time: 36.6
Word: Osoba, start_time: 36.6, end_time: 37.6
Word: ta, start_time: 37.6, end_time: 37.8
Word: nazwiskiem, start_time: 37.8, end_time: 38.4
Word: pani, start_time: 38.4, end_time: 38.8
Word: levasseur, start_time: 38.8, end_time: 39.2
Word: byłam, start_time: 39.2, end_time: 40.2
Word: mała, start_time: 40.2, end_time: 40.6
Word: pulchna, start_time: 40.6, end_time: 41.7
Word: jasna, start_time: 41.7, end_time: 42.5
Word: blondynka, start_time: 42.5, end_time: 42.6
Word: nie, start_time: 42.6, end_time: 44.1
Word: lubiłem, start_time: 44.1, end_time: 44.5
Word: jej, start_time: 44.5, end_time: 44.7
Word: nigdy, start_time: 44.7, end_time: 45.0
Word: nie, start_time: 45.0, end_time: 45.2
Word: wiem, start_time: 45.2, end_time: 45.9
Word: czemu, start_time: 45.9, end_time: 46.2
Word: gdyż, start_time: 46.2, end_time: 46.8
Word: stosunki, start_time: 46.8, end_time: 47.4
Word: nasze, start_time: 47.4, end_time: 47.7
Word: były, start_time: 47.7, end_time: 48.0
Word: zawsze, start_time: 48.0, end_time: 48.4
Word: raczej, start_time: 48.4, end_time: 48.9
Word: przyjazne, start_time: 48.9, end_time: 49.5
Word: mimo, start_time: 49.5, end_time: 50.3
Word: to, start_time: 50.3, end_time: 50.5
Word: nie, start_time: 50.5, end_time: 50.7
Word: mogłem, start_time: 50.7, end_time: 51.4
Word: się, start_time: 51.4, end_time: 51.5
Word: oprzeć, start_time: 51.5, end_time: 51.8
Word: uścisnął, start_time: 51.8, end_time: 53.2
Word: m, start_time: 53.2, end_time: 53.4
Word: jej, start_time: 53.4, end_time: 53.6
Word: rękę, start_time: 53.6, end_time: 54.0
Word: dziękując, start_time: 54.0, end_time: 54.8
Word: za, start_time: 54.8, end_time: 55.0
Word: zaproszenie, start_time: 55.0, end_time: 55.8
Word: czułem, start_time: 55.8, end_time: 56.7
Word: że, start_time: 56.7, end_time: 57.4
Word: będziemy, start_time: 57.4, end_time: 57.8
Word: mówili, start_time: 57.8, end_time: 58.3
Word: o, start_time: 58.3, end_time: 58.6
Word: tamtej, start_time: 58.6, end_time: 59.4
Transcript: poleciła służące mu aby odprowadził mego konia wsiadłem do powozu i ruszyliśmy w stronę Paryża deszcz zaczął padać Woźnica podniósł dach tak zamknięci sam na sam spaliśmy z razu w milczeniu patrzałem na nią z niewysłowiony smutkiem nie tylko była przyjaciółką zdrajczyni ale jej powiernicy często za szczęśliwych dni wieczorem dotrzymywał A nam towarzystwa z jakąś niecierpliwością znosiłam ją wówczas jak zachowałem chwile które była z nami stąd zapewne moja niechęć za nic mi stało to iż życzliwie patrzy na naszą miłość że mnie broni nawet wobec lubej w dniach sprzeczki cała jej przyjaźń nie mogła kupić w moich oczach jej natręctwa mimo dobroci i usług Zdawało mi się brzydka męcząca Ach jakże teraz wydała mi się ładna
Confidence: 0.8808341026306152
Word: poleciła, start_time: 59.9, end_time: 60.6
Word: służące, start_time: 60.6, end_time: 61.1
Word: mu, start_time: 61.1, end_time: 61.3
Word: aby, start_time: 61.3, end_time: 61.8
Word: odprowadził, start_time: 61.8, end_time: 62.7
Word: mego, start_time: 62.7, end_time: 62.9
Word: konia, start_time: 62.9, end_time: 63.4
Word: wsiadłem, start_time: 63.4, end_time: 64.2
Word: do, start_time: 64.2, end_time: 64.4
Word: powozu, start_time: 64.4, end_time: 64.8
Word: i, start_time: 64.8, end_time: 65.0
Word: ruszyliśmy, start_time: 65.0, end_time: 65.9
Word: w, start_time: 65.9, end_time: 66.1
Word: stronę, start_time: 66.1, end_time: 66.6
Word: Paryża, start_time: 66.6, end_time: 67.1
Word: deszcz, start_time: 67.1, end_time: 68.1
Word: zaczął, start_time: 68.1, end_time: 68.4
Word: padać, start_time: 68.4, end_time: 68.5
Word: Woźnica, start_time: 68.5, end_time: 69.8
Word: podniósł, start_time: 69.8, end_time: 70.3
Word: dach, start_time: 70.3, end_time: 70.5
Word: tak, start_time: 70.5, end_time: 71.3
Word: zamknięci, start_time: 71.3, end_time: 72.0
Word: sam, start_time: 72.0, end_time: 72.3
Word: na, start_time: 72.3, end_time: 72.5
Word: sam, start_time: 72.5, end_time: 72.7
Word: spaliśmy, start_time: 72.7, end_time: 73.9
Word: z, start_time: 73.9, end_time: 74.0
Word: razu, start_time: 74.0, end_time: 74.4
Word: w, start_time: 74.4, end_time: 74.4
Word: milczeniu, start_time: 74.4, end_time: 75.0
Word: patrzałem, start_time: 75.0, end_time: 76.2
Word: na, start_time: 76.2, end_time: 76.3
Word: nią, start_time: 76.3, end_time: 76.5
Word: z, start_time: 76.5, end_time: 76.8
Word: niewysłowiony, start_time: 76.8, end_time: 77.8
Word: smutkiem, start_time: 77.8, end_time: 78.3
Word: nie, start_time: 78.3, end_time: 79.4
Word: tylko, start_time: 79.4, end_time: 79.8
Word: była, start_time: 79.8, end_time: 80.0
Word: przyjaciółką, start_time: 80.0, end_time: 80.7
Word: zdrajczyni, start_time: 80.7, end_time: 81.2
Word: ale, start_time: 81.2, end_time: 82.0
Word: jej, start_time: 82.0, end_time: 82.5
Word: powiernicy, start_time: 82.5, end_time: 83.3
Word: często, start_time: 83.3, end_time: 84.4
Word: za, start_time: 84.4, end_time: 84.8
Word: szczęśliwych, start_time: 84.8, end_time: 85.5
Word: dni, start_time: 85.5, end_time: 85.7
Word: wieczorem, start_time: 85.7, end_time: 86.5
Word: dotrzymywał, start_time: 86.5, end_time: 87.5
Word: A, start_time: 87.5, end_time: 87.6
Word: nam, start_time: 87.6, end_time: 87.8
Word: towarzystwa, start_time: 87.8, end_time: 88.2
Word: z, start_time: 88.2, end_time: 88.6
Word: jakąś, start_time: 88.6, end_time: 89.6
Word: niecierpliwością, start_time: 89.6, end_time: 90.6
Word: znosiłam, start_time: 90.6, end_time: 91.4
Word: ją, start_time: 91.4, end_time: 91.5
Word: wówczas, start_time: 91.5, end_time: 91.8
Word: jak, start_time: 91.8, end_time: 92.9
Word: zachowałem, start_time: 92.9, end_time: 93.6
Word: chwile, start_time: 93.6, end_time: 94.1
Word: które, start_time: 94.1, end_time: 94.8
Word: była, start_time: 94.8, end_time: 95.0
Word: z, start_time: 95.0, end_time: 95.1
Word: nami, start_time: 95.1, end_time: 95.4
Word: stąd, start_time: 95.4, end_time: 96.5
Word: zapewne, start_time: 96.5, end_time: 96.8
Word: moja, start_time: 96.8, end_time: 97.2
Word: niechęć, start_time: 97.2, end_time: 97.5
Word: za, start_time: 97.5, end_time: 98.5
Word: nic, start_time: 98.5, end_time: 98.8
Word: mi, start_time: 98.8, end_time: 98.9
Word: stało, start_time: 98.9, end_time: 99.3
Word: to, start_time: 99.3, end_time: 99.4
Word: iż, start_time: 99.4, end_time: 100.1
Word: życzliwie, start_time: 100.1, end_time: 100.9
Word: patrzy, start_time: 100.9, end_time: 101.4
Word: na, start_time: 101.4, end_time: 101.6
Word: naszą, start_time: 101.6, end_time: 101.8
Word: miłość, start_time: 101.8, end_time: 102.5
Word: że, start_time: 102.5, end_time: 103.0
Word: mnie, start_time: 103.0, end_time: 103.2
Word: broni, start_time: 103.2, end_time: 103.8
Word: nawet, start_time: 103.8, end_time: 104.0
Word: wobec, start_time: 104.0, end_time: 104.6
Word: lubej, start_time: 104.6, end_time: 105.2
Word: w, start_time: 105.2, end_time: 105.3
Word: dniach, start_time: 105.3, end_time: 105.6
Word: sprzeczki, start_time: 105.6, end_time: 106.3
Word: cała, start_time: 106.3, end_time: 107.0
Word: jej, start_time: 107.0, end_time: 107.2
Word: przyjaźń, start_time: 107.2, end_time: 107.8
Word: nie, start_time: 107.8, end_time: 108.3
Word: mogła, start_time: 108.3, end_time: 108.6
Word: kupić, start_time: 108.6, end_time: 109.3
Word: w, start_time: 109.3, end_time: 109.4
Word: moich, start_time: 109.4, end_time: 109.7
Word: oczach, start_time: 109.7, end_time: 110.0
Word: jej, start_time: 110.0, end_time: 110.5
Word: natręctwa, start_time: 110.5, end_time: 111.4
Word: mimo, start_time: 111.4, end_time: 112.4
Word: dobroci, start_time: 112.4, end_time: 112.9
Word: i, start_time: 112.9, end_time: 113.0
Word: usług, start_time: 113.0, end_time: 113.8
Word: Zdawało, start_time: 113.8, end_time: 114.6
Word: mi, start_time: 114.6, end_time: 114.7
Word: się, start_time: 114.7, end_time: 114.8
Word: brzydka, start_time: 114.8, end_time: 115.4
Word: męcząca, start_time: 115.4, end_time: 116.3
Word: Ach, start_time: 116.3, end_time: 117.3
Word: jakże, start_time: 117.3, end_time: 117.5
Word: teraz, start_time: 117.5, end_time: 117.9
Word: wydała, start_time: 117.9, end_time: 118.4
Word: mi, start_time: 118.4, end_time: 118.4
Word: się, start_time: 118.4, end_time: 118.6
