Waiting for operation to complete...
Transcript: Bruno Jasieński but w butonierce kamery
Confidence: 0.9553835988044739
Word: Bruno, start_time: 0.0, end_time: 0.4
Word: Jasieński, start_time: 0.4, end_time: 1.0
Word: but, start_time: 1.0, end_time: 1.8
Word: w, start_time: 1.8, end_time: 1.9
Word: butonierce, start_time: 1.9, end_time: 2.0
Word: kamery, start_time: 2.0, end_time: 5.8
Transcript:  dlaczego nie przyszedłeś wczoraj czekałem Czekałem mówiłaś że spotkamy się w naszej kawiarni obiecałaś cały wieczór siedziałem 2 4 czarne kawy wchodzili różni ludzie głośni ordynarni mówili pili gestykulowanie przyniesiono wielki szlak wąsaty w węgierce ja byłem taki smutny smutny tak na mnie dziwnie patrzył ten kelner kulawy wiesz on musi mieć dobre serce
Confidence: 0.9398391842842102
Word: dlaczego, start_time: 7.3, end_time: 7.9
Word: nie, start_time: 7.9, end_time: 8.0
Word: przyszedłeś, start_time: 8.0, end_time: 8.2
Word: wczoraj, start_time: 8.2, end_time: 8.5
Word: czekałem, start_time: 8.5, end_time: 10.2
Word: Czekałem, start_time: 10.2, end_time: 10.4
Word: mówiłaś, start_time: 10.4, end_time: 13.7
Word: że, start_time: 13.7, end_time: 14.3
Word: spotkamy, start_time: 14.3, end_time: 14.8
Word: się, start_time: 14.8, end_time: 14.8
Word: w, start_time: 14.8, end_time: 14.9
Word: naszej, start_time: 14.9, end_time: 15.1
Word: kawiarni, start_time: 15.1, end_time: 15.4
Word: obiecałaś, start_time: 15.4, end_time: 17.3
Word: cały, start_time: 17.3, end_time: 18.7
Word: wieczór, start_time: 18.7, end_time: 18.9
Word: siedziałem, start_time: 18.9, end_time: 19.5
Word: 2, start_time: 19.5, end_time: 20.5
Word: 4, start_time: 20.5, end_time: 20.9
Word: czarne, start_time: 20.9, end_time: 21.3
Word: kawy, start_time: 21.3, end_time: 21.7
Word: wchodzili, start_time: 21.7, end_time: 22.9
Word: różni, start_time: 22.9, end_time: 23.2
Word: ludzie, start_time: 23.2, end_time: 23.6
Word: głośni, start_time: 23.6, end_time: 24.8
Word: ordynarni, start_time: 24.8, end_time: 25.9
Word: mówili, start_time: 25.9, end_time: 26.8
Word: pili, start_time: 26.8, end_time: 27.5
Word: gestykulowanie, start_time: 27.5, end_time: 29.0
Word: przyniesiono, start_time: 29.0, end_time: 30.6
Word: wielki, start_time: 30.6, end_time: 30.8
Word: szlak, start_time: 30.8, end_time: 31.2
Word: wąsaty, start_time: 31.2, end_time: 31.9
Word: w, start_time: 31.9, end_time: 32.0
Word: węgierce, start_time: 32.0, end_time: 32.5
Word: ja, start_time: 32.5, end_time: 33.7
Word: byłem, start_time: 33.7, end_time: 33.9
Word: taki, start_time: 33.9, end_time: 34.2
Word: smutny, start_time: 34.2, end_time: 34.2
Word: smutny, start_time: 34.2, end_time: 36.0
Word: tak, start_time: 36.0, end_time: 37.4
Word: na, start_time: 37.4, end_time: 37.5
Word: mnie, start_time: 37.5, end_time: 37.6
Word: dziwnie, start_time: 37.6, end_time: 37.9
Word: patrzył, start_time: 37.9, end_time: 38.4
Word: ten, start_time: 38.4, end_time: 38.5
Word: kelner, start_time: 38.5, end_time: 39.0
Word: kulawy, start_time: 39.0, end_time: 39.5
Word: wiesz, start_time: 39.5, end_time: 40.8
Word: on, start_time: 40.8, end_time: 42.8
Word: musi, start_time: 42.8, end_time: 43.0
Word: mieć, start_time: 43.0, end_time: 43.1
Word: dobre, start_time: 43.1, end_time: 43.4
Word: serce, start_time: 43.4, end_time: 43.5
Transcript:  Dlaczego nie przyszłaś może jesteś chora na dworze deszcz płacze i płacze rozwierny bez koturny to może mąż był wczoraj w domu jakim niedelikatny Gruboskórny gdybym wiedział jak mi było przykro
Confidence: 0.9255562424659729
Word: Dlaczego, start_time: 44.9, end_time: 45.5
Word: nie, start_time: 45.5, end_time: 45.6
Word: przyszłaś, start_time: 45.6, end_time: 46.1
Word: może, start_time: 46.1, end_time: 47.9
Word: jesteś, start_time: 47.9, end_time: 48.1
Word: chora, start_time: 48.1, end_time: 48.5
Word: na, start_time: 48.5, end_time: 49.1
Word: dworze, start_time: 49.1, end_time: 49.5
Word: deszcz, start_time: 49.5, end_time: 49.6
Word: płacze, start_time: 49.6, end_time: 50.3
Word: i, start_time: 50.3, end_time: 50.4
Word: płacze, start_time: 50.4, end_time: 50.6
Word: rozwierny, start_time: 50.6, end_time: 52.4
Word: bez, start_time: 52.4, end_time: 53.2
Word: koturny, start_time: 53.2, end_time: 53.9
Word: to, start_time: 53.9, end_time: 55.2
Word: może, start_time: 55.2, end_time: 55.4
Word: mąż, start_time: 55.4, end_time: 55.6
Word: był, start_time: 55.6, end_time: 55.8
Word: wczoraj, start_time: 55.8, end_time: 56.0
Word: w, start_time: 56.0, end_time: 56.1
Word: domu, start_time: 56.1, end_time: 56.2
Word: jakim, start_time: 56.2, end_time: 58.0
Word: niedelikatny, start_time: 58.0, end_time: 58.9
Word: Gruboskórny, start_time: 58.9, end_time: 60.3
Word: gdybym, start_time: 60.3, end_time: 62.0
Word: wiedział, start_time: 62.0, end_time: 62.3
Word: jak, start_time: 62.3, end_time: 62.4
Word: mi, start_time: 62.4, end_time: 62.5
Word: było, start_time: 62.5, end_time: 62.6
Word: przykro, start_time: 62.6, end_time: 62.7
Transcript:  Nie mówiłem nic nikomu a tak bardzo liczyłem że cię zobaczę dziś pójdę znów jak będą zapalić latarnię będę chodził i patrzył w twoje okna w Twoje Okna zasłonięte firanki zaczną zamykać sklepy otwierać kawiarnie deszcz będzie padał będzie kapać z dachów przejdzie koło mnie jakiś starszy pan pod parasolem Spytam się go Dlaczego cię nie ma co robisz Tak bym chciał wiedzieć może wie a może nie wie A może tylko nie chcę odpowiedzieć
Confidence: 0.954376757144928
Word: Nie, start_time: 64.4, end_time: 64.8
Word: mówiłem, start_time: 64.8, end_time: 65.2
Word: nic, start_time: 65.2, end_time: 65.3
Word: nikomu, start_time: 65.3, end_time: 65.7
Word: a, start_time: 65.7, end_time: 65.8
Word: tak, start_time: 65.8, end_time: 66.7
Word: bardzo, start_time: 66.7, end_time: 67.0
Word: liczyłem, start_time: 67.0, end_time: 67.5
Word: że, start_time: 67.5, end_time: 67.6
Word: cię, start_time: 67.6, end_time: 67.7
Word: zobaczę, start_time: 67.7, end_time: 68.2
Word: dziś, start_time: 68.2, end_time: 69.4
Word: pójdę, start_time: 69.4, end_time: 69.6
Word: znów, start_time: 69.6, end_time: 70.0
Word: jak, start_time: 70.0, end_time: 70.7
Word: będą, start_time: 70.7, end_time: 70.8
Word: zapalić, start_time: 70.8, end_time: 71.2
Word: latarnię, start_time: 71.2, end_time: 71.7
Word: będę, start_time: 71.7, end_time: 73.1
Word: chodził, start_time: 73.1, end_time: 73.5
Word: i, start_time: 73.5, end_time: 73.6
Word: patrzył, start_time: 73.6, end_time: 74.1
Word: w, start_time: 74.1, end_time: 74.1
Word: twoje, start_time: 74.1, end_time: 74.2
Word: okna, start_time: 74.2, end_time: 74.8
Word: w, start_time: 74.8, end_time: 74.9
Word: Twoje, start_time: 74.9, end_time: 75.8
Word: Okna, start_time: 75.8, end_time: 76.2
Word: zasłonięte, start_time: 76.2, end_time: 76.7
Word: firanki, start_time: 76.7, end_time: 76.8
Word: zaczną, start_time: 76.8, end_time: 78.4
Word: zamykać, start_time: 78.4, end_time: 78.8
Word: sklepy, start_time: 78.8, end_time: 79.3
Word: otwierać, start_time: 79.3, end_time: 80.1
Word: kawiarnie, start_time: 80.1, end_time: 80.7
Word: deszcz, start_time: 80.7, end_time: 82.2
Word: będzie, start_time: 82.2, end_time: 82.6
Word: padał, start_time: 82.6, end_time: 82.6
Word: będzie, start_time: 82.6, end_time: 83.7
Word: kapać, start_time: 83.7, end_time: 84.1
Word: z, start_time: 84.1, end_time: 84.3
Word: dachów, start_time: 84.3, end_time: 84.7
Word: przejdzie, start_time: 84.7, end_time: 85.8
Word: koło, start_time: 85.8, end_time: 86.0
Word: mnie, start_time: 86.0, end_time: 86.2
Word: jakiś, start_time: 86.2, end_time: 86.4
Word: starszy, start_time: 86.4, end_time: 86.8
Word: pan, start_time: 86.8, end_time: 87.1
Word: pod, start_time: 87.1, end_time: 87.4
Word: parasolem, start_time: 87.4, end_time: 88.0
Word: Spytam, start_time: 88.0, end_time: 89.0
Word: się, start_time: 89.0, end_time: 89.1
Word: go, start_time: 89.1, end_time: 89.2
Word: Dlaczego, start_time: 89.2, end_time: 90.2
Word: cię, start_time: 90.2, end_time: 90.5
Word: nie, start_time: 90.5, end_time: 90.5
Word: ma, start_time: 90.5, end_time: 90.7
Word: co, start_time: 90.7, end_time: 91.6
Word: robisz, start_time: 91.6, end_time: 92.0
Word: Tak, start_time: 92.0, end_time: 92.8
Word: bym, start_time: 92.8, end_time: 93.0
Word: chciał, start_time: 93.0, end_time: 93.2
Word: wiedzieć, start_time: 93.2, end_time: 93.5
Word: może, start_time: 93.5, end_time: 94.5
Word: wie, start_time: 94.5, end_time: 94.8
Word: a, start_time: 94.8, end_time: 95.0
Word: może, start_time: 95.0, end_time: 95.9
Word: nie, start_time: 95.9, end_time: 96.0
Word: wie, start_time: 96.0, end_time: 96.3
Word: A, start_time: 96.3, end_time: 96.3
Word: może, start_time: 96.3, end_time: 97.9
Word: tylko, start_time: 97.9, end_time: 98.1
Word: nie, start_time: 98.1, end_time: 98.2
Word: chcę, start_time: 98.2, end_time: 98.5
Word: odpowiedzieć, start_time: 98.5, end_time: 98.8
Transcript:  będę chodził tam i na powrót po ulicy taki smutny jak wczoraj i liczył okna w swojej kamienicy ul będzie pusta może wyjdziesz może staniesz w oknie w swojej czarnej to w tej sukience Zresztą nie wiem czy bym cię nawet poznał Wiem tylko że masz słodkie purpurowe usta i takie wąskie białe aksamitne ręce
Confidence: 0.9587190747261047
Word: będę, start_time: 100.6, end_time: 101.2
Word: chodził, start_time: 101.2, end_time: 101.5
Word: tam, start_time: 101.5, end_time: 101.7
Word: i, start_time: 101.7, end_time: 101.8
Word: na, start_time: 101.8, end_time: 102.0
Word: powrót, start_time: 102.0, end_time: 102.0
Word: po, start_time: 102.0, end_time: 102.5
Word: ulicy, start_time: 102.5, end_time: 103.0
Word: taki, start_time: 103.0, end_time: 103.8
Word: smutny, start_time: 103.8, end_time: 104.0
Word: jak, start_time: 104.0, end_time: 104.3
Word: wczoraj, start_time: 104.3, end_time: 104.8
Word: i, start_time: 104.8, end_time: 104.9
Word: liczył, start_time: 104.9, end_time: 105.8
Word: okna, start_time: 105.8, end_time: 106.2
Word: w, start_time: 106.2, end_time: 106.3
