Waiting for operation to complete...
Transcript: Bruno Jasieński but w butonierce śnieg biały kwiatek gdzieś na kursie może w niej z koło wieje cicho pada biały śnieży
Confidence: 0.8706434965133667
Word: Bruno, start_time: 0.0, end_time: 0.7000000000000001
Word: Jasieński, start_time: 0.7000000000000001, end_time: 1.4
Word: but, start_time: 1.4, end_time: 2.4
Word: w, start_time: 2.4, end_time: 2.7
Word: butonierce, start_time: 2.7, end_time: 3.0
Word: śnieg, start_time: 3.0, end_time: 4.7
Word: biały, start_time: 4.7, end_time: 6.2
Word: kwiatek, start_time: 6.2, end_time: 6.6
Word: gdzieś, start_time: 6.6, end_time: 6.8
Word: na, start_time: 6.8, end_time: 6.9
Word: kursie, start_time: 6.9, end_time: 7.2
Word: może, start_time: 7.2, end_time: 8.4
Word: w, start_time: 8.4, end_time: 8.5
Word: niej, start_time: 8.5, end_time: 8.7
Word: z, start_time: 8.7, end_time: 8.8
Word: koło, start_time: 8.8, end_time: 9.6
Word: wieje, start_time: 9.6, end_time: 10.0
Word: cicho, start_time: 10.0, end_time: 10.8
Word: pada, start_time: 10.8, end_time: 11.0
Word: biały, start_time: 11.0, end_time: 11.7
Word: śnieży, start_time: 11.7, end_time: 12.5
Transcript:  Chodzą ludzie w stopie po ulicy końca nosa i nie widać taką Jerzy
Confidence: 0.8017847537994385
Word: Chodzą, start_time: 13.5, end_time: 13.9
Word: ludzie, start_time: 13.9, end_time: 14.1
Word: w, start_time: 14.1, end_time: 14.2
Word: stopie, start_time: 14.2, end_time: 15.0
Word: po, start_time: 15.0, end_time: 15.1
Word: ulicy, start_time: 15.1, end_time: 15.6
Word: końca, start_time: 15.6, end_time: 16.4
Word: nosa, start_time: 16.4, end_time: 16.8
Word: i, start_time: 16.8, end_time: 16.8
Word: nie, start_time: 16.8, end_time: 17.0
Word: widać, start_time: 17.0, end_time: 17.4
Word: taką, start_time: 17.4, end_time: 17.7
Word: Jerzy, start_time: 17.7, end_time: 18.2
Transcript:  uśmiechnął się panienki w białych listew i podniosłem wąskie palca 6:00 był ktoś biały to niebieskie listy pisał było cicho było dobrze było pusto z okna domu Ponurego jak Titanik zachowywał się jak trybik płacz zmęczony i prostytutki której stanik zafarbował ognie krwisty hemofili
Confidence: 0.9328199028968811
Word: uśmiechnął, start_time: 19.7, end_time: 20.4
Word: się, start_time: 20.4, end_time: 20.5
Word: panienki, start_time: 20.5, end_time: 21.1
Word: w, start_time: 21.1, end_time: 21.2
Word: białych, start_time: 21.2, end_time: 21.5
Word: listew, start_time: 21.5, end_time: 21.7
Word: i, start_time: 21.7, end_time: 22.0
Word: podniosłem, start_time: 22.0, end_time: 22.6
Word: wąskie, start_time: 22.6, end_time: 23.1
Word: palca, start_time: 23.1, end_time: 23.5
Word: 6:00, start_time: 23.5, end_time: 24.2
Word: był, start_time: 24.2, end_time: 25.0
Word: ktoś, start_time: 25.0, end_time: 25.1
Word: biały, start_time: 25.1, end_time: 25.5
Word: to, start_time: 25.5, end_time: 26.1
Word: niebieskie, start_time: 26.1, end_time: 26.5
Word: listy, start_time: 26.5, end_time: 26.9
Word: pisał, start_time: 26.9, end_time: 27.4
Word: było, start_time: 27.4, end_time: 28.5
Word: cicho, start_time: 28.5, end_time: 28.8
Word: było, start_time: 28.8, end_time: 29.9
Word: dobrze, start_time: 29.9, end_time: 30.2
Word: było, start_time: 30.2, end_time: 31.2
Word: pusto, start_time: 31.2, end_time: 31.7
Word: z, start_time: 31.7, end_time: 31.8
Word: okna, start_time: 31.8, end_time: 33.0
Word: domu, start_time: 33.0, end_time: 33.3
Word: Ponurego, start_time: 33.3, end_time: 33.7
Word: jak, start_time: 33.7, end_time: 33.9
Word: Titanik, start_time: 33.9, end_time: 34.5
Word: zachowywał, start_time: 34.5, end_time: 36.3
Word: się, start_time: 36.3, end_time: 36.4
Word: jak, start_time: 36.4, end_time: 36.7
Word: trybik, start_time: 36.7, end_time: 37.2
Word: płacz, start_time: 37.2, end_time: 37.8
Word: zmęczony, start_time: 37.8, end_time: 38.3
Word: i, start_time: 38.3, end_time: 38.4
Word: prostytutki, start_time: 38.4, end_time: 39.1
Word: której, start_time: 39.1, end_time: 39.5
Word: stanik, start_time: 39.5, end_time: 39.9
Word: zafarbował, start_time: 39.9, end_time: 40.7
Word: ognie, start_time: 40.7, end_time: 41.1
Word: krwisty, start_time: 41.1, end_time: 41.6
Word: hemofili, start_time: 41.6, end_time: 42.1
Transcript:  ktoś się nagle chciał roześmiać ale nie mógł uczyć ich czasem chłodne są jak marmur czyjeś ręce Pochylił się ku niemu z łyżką ciepła kochana ości i pokarmu a ulicą chodził a Matka Boska Szukam zrozumienia i pokuty po witrynach koparka na hipotekach jest sprawiają rozrzucone moje buty chcesz będziemy dziś przy gwiazdach tańczyć nago Daj mi dotknąć twoich miękkich ust atlasów polecimy na serio cię do Chicago jeść o zmierzchu słodkich kompot z ananasów
Confidence: 0.9319965839385986
Word: ktoś, start_time: 43.6, end_time: 44.0
Word: się, start_time: 44.0, end_time: 44.2
Word: nagle, start_time: 44.2, end_time: 44.4
Word: chciał, start_time: 44.4, end_time: 44.7
Word: roześmiać, start_time: 44.7, end_time: 45.3
Word: ale, start_time: 45.3, end_time: 45.7
Word: nie, start_time: 45.7, end_time: 45.8
Word: mógł, start_time: 45.8, end_time: 46.1
Word: uczyć, start_time: 46.1, end_time: 46.9
Word: ich, start_time: 46.9, end_time: 47.1
Word: czasem, start_time: 47.1, end_time: 47.4
Word: chłodne, start_time: 47.4, end_time: 47.9
Word: są, start_time: 47.9, end_time: 48.0
Word: jak, start_time: 48.0, end_time: 48.2
Word: marmur, start_time: 48.2, end_time: 48.6
Word: czyjeś, start_time: 48.6, end_time: 49.6
Word: ręce, start_time: 49.6, end_time: 49.9
Word: Pochylił, start_time: 49.9, end_time: 50.5
Word: się, start_time: 50.5, end_time: 50.6
Word: ku, start_time: 50.6, end_time: 50.9
Word: niemu, start_time: 50.9, end_time: 51.2
Word: z, start_time: 51.2, end_time: 51.3
Word: łyżką, start_time: 51.3, end_time: 51.7
Word: ciepła, start_time: 51.7, end_time: 52.4
Word: kochana, start_time: 52.4, end_time: 53.4
Word: ości, start_time: 53.4, end_time: 53.8
Word: i, start_time: 53.8, end_time: 53.9
Word: pokarmu, start_time: 53.9, end_time: 55.0
Word: a, start_time: 55.0, end_time: 55.1
Word: ulicą, start_time: 55.1, end_time: 56.4
Word: chodził, start_time: 56.4, end_time: 56.6
Word: a, start_time: 56.6, end_time: 57.0
Word: Matka, start_time: 57.0, end_time: 57.4
Word: Boska, start_time: 57.4, end_time: 57.8
Word: Szukam, start_time: 57.8, end_time: 58.9
Word: zrozumienia, start_time: 58.9, end_time: 60.2
Word: i, start_time: 60.2, end_time: 60.9
Word: pokuty, start_time: 60.9, end_time: 62.1
Word: po, start_time: 62.1, end_time: 63.1
Word: witrynach, start_time: 63.1, end_time: 63.5
Word: koparka, start_time: 63.5, end_time: 64.1
Word: na, start_time: 64.1, end_time: 64.3
Word: hipotekach, start_time: 64.3, end_time: 65.2
Word: jest, start_time: 65.2, end_time: 66.0
Word: sprawiają, start_time: 66.0, end_time: 66.5
Word: rozrzucone, start_time: 66.5, end_time: 67.3
Word: moje, start_time: 67.3, end_time: 67.6
Word: buty, start_time: 67.6, end_time: 68.3
Word: chcesz, start_time: 68.3, end_time: 69.2
Word: będziemy, start_time: 69.2, end_time: 70.2
Word: dziś, start_time: 70.2, end_time: 70.4
Word: przy, start_time: 70.4, end_time: 70.6
Word: gwiazdach, start_time: 70.6, end_time: 71.0
Word: tańczyć, start_time: 71.0, end_time: 71.6
Word: nago, start_time: 71.6, end_time: 72.0
Word: Daj, start_time: 72.0, end_time: 72.6
Word: mi, start_time: 72.6, end_time: 72.7
Word: dotknąć, start_time: 72.7, end_time: 73.3
Word: twoich, start_time: 73.3, end_time: 73.5
Word: miękkich, start_time: 73.5, end_time: 74.3
