Waiting for operation to complete...
Transcript: Jan Kochanowski Treny Tren 4 zgwałciła nie pobożna śmierci oczy moje żebym widział umierając miłe dzieci swoje widziałem kiedyś trzęsła owoc niedojrzały a rodzicom nieszczęsnym serce się kraja wy nigdy żeby ona była bez wielkich żałości mojej umrzeć nie mogła nigdy bez ciężkości i serdecznego bólu w którymkolwiek lecie mnie by smutnego była od biegła na świecie ale ja już z jej śmierci nigdy żałości nigdy smutniejszy nie mógł być Anity z kliszy a ona by był Bóg chciał dłuższym wiekiem swoim siła pociech przemnożyć mogła o czym moim a przynajmniej tymczasem mogłem był odprawić wiek
Confidence: 0.881540060043335
Word: Jan, start_time: 0.2, end_time: 0.9
Word: Kochanowski, start_time: 0.9, end_time: 1.1
Word: Treny, start_time: 1.1, end_time: 2.7
Word: Tren, start_time: 2.7, end_time: 4.5
Word: 4, start_time: 4.5, end_time: 5.0
Word: zgwałciła, start_time: 5.0, end_time: 8.6
Word: nie, start_time: 8.6, end_time: 9.5
Word: pobożna, start_time: 9.5, end_time: 10.1
Word: śmierci, start_time: 10.1, end_time: 10.8
Word: oczy, start_time: 10.8, end_time: 11.7
Word: moje, start_time: 11.7, end_time: 12.1
Word: żebym, start_time: 12.1, end_time: 13.4
Word: widział, start_time: 13.4, end_time: 13.8
Word: umierając, start_time: 13.8, end_time: 14.4
Word: miłe, start_time: 14.4, end_time: 15.0
Word: dzieci, start_time: 15.0, end_time: 15.4
Word: swoje, start_time: 15.4, end_time: 15.9
Word: widziałem, start_time: 15.9, end_time: 18.1
Word: kiedyś, start_time: 18.1, end_time: 19.0
Word: trzęsła, start_time: 19.0, end_time: 19.8
Word: owoc, start_time: 19.8, end_time: 20.2
Word: niedojrzały, start_time: 20.2, end_time: 20.9
Word: a, start_time: 20.9, end_time: 21.0
Word: rodzicom, start_time: 21.0, end_time: 21.8
Word: nieszczęsnym, start_time: 21.8, end_time: 22.6
Word: serce, start_time: 22.6, end_time: 23.1
Word: się, start_time: 23.1, end_time: 23.2
Word: kraja, start_time: 23.2, end_time: 23.7
Word: wy, start_time: 23.7, end_time: 23.9
Word: nigdy, start_time: 23.9, end_time: 26.4
Word: żeby, start_time: 26.4, end_time: 26.8
Word: ona, start_time: 26.8, end_time: 27.2
Word: była, start_time: 27.2, end_time: 27.3
Word: bez, start_time: 27.3, end_time: 27.7
Word: wielkich, start_time: 27.7, end_time: 28.1
Word: żałości, start_time: 28.1, end_time: 28.7
Word: mojej, start_time: 28.7, end_time: 29.2
Word: umrzeć, start_time: 29.2, end_time: 29.6
Word: nie, start_time: 29.6, end_time: 29.7
Word: mogła, start_time: 29.7, end_time: 30.2
Word: nigdy, start_time: 30.2, end_time: 31.3
Word: bez, start_time: 31.3, end_time: 31.4
Word: ciężkości, start_time: 31.4, end_time: 32.2
Word: i, start_time: 32.2, end_time: 32.3
Word: serdecznego, start_time: 32.3, end_time: 33.0
Word: bólu, start_time: 33.0, end_time: 33.5
Word: w, start_time: 33.5, end_time: 33.6
Word: którymkolwiek, start_time: 33.6, end_time: 34.0
Word: lecie, start_time: 34.0, end_time: 34.9
Word: mnie, start_time: 34.9, end_time: 35.6
Word: by, start_time: 35.6, end_time: 35.9
Word: smutnego, start_time: 35.9, end_time: 36.5
Word: była, start_time: 36.5, end_time: 36.8
Word: od, start_time: 36.8, end_time: 37.0
Word: biegła, start_time: 37.0, end_time: 37.4
Word: na, start_time: 37.4, end_time: 37.5
Word: świecie, start_time: 37.5, end_time: 38.0
Word: ale, start_time: 38.0, end_time: 40.1
