Waiting for operation to complete...
Transcript: Scena druga Tartuffe doryna Cardiff Cardiff spostrzegłszy doryna mówi głośno do służącego za sceną Wawrzyńca skończ pacierze potem pod obrazem Złóż moją dyscyplinę złośnicą razem odwiedzającym powiedz że chęci ich próżne bo idę między więźniów rozdzielać jałmużny doryna na stronie i leż w tym comedians twa i szpetnej obłudy Tartuffe Czego chcesz doryna chciałam panu Tartuffe wyjmując chustkę z kieszeni proszę Panny wprzódy by wzięła te chusteczkę nim się zwrócić do mnie do rana a na co Tartuffe pierś przysłonić co sterczy nieskromnie duszy spokój i widokiem takim zmącić można i w ten sposób najłatwiej myśl przychodzi zdrowa
Confidence: 0.9752997756004333
Word: Scena, start_time: 0.0, end_time: 1.0
Word: druga, start_time: 1.0, end_time: 1.2
Word: Tartuffe, start_time: 1.2, end_time: 2.7
Word: doryna, start_time: 2.7, end_time: 3.4
Word: Cardiff, start_time: 3.4, end_time: 4.5
Word: Cardiff, start_time: 4.5, end_time: 5.3
Word: spostrzegłszy, start_time: 5.3, end_time: 6.5
Word: doryna, start_time: 6.5, end_time: 7.1
Word: mówi, start_time: 7.1, end_time: 7.8
Word: głośno, start_time: 7.8, end_time: 8.3
Word: do, start_time: 8.3, end_time: 8.6
Word: służącego, start_time: 8.6, end_time: 9.3
Word: za, start_time: 9.3, end_time: 9.5
Word: sceną, start_time: 9.5, end_time: 9.9
Word: Wawrzyńca, start_time: 9.9, end_time: 11.0
Word: skończ, start_time: 11.0, end_time: 11.4
Word: pacierze, start_time: 11.4, end_time: 12.0
Word: potem, start_time: 12.0, end_time: 12.7
Word: pod, start_time: 12.7, end_time: 12.9
Word: obrazem, start_time: 12.9, end_time: 13.5
Word: Złóż, start_time: 13.5, end_time: 14.1
Word: moją, start_time: 14.1, end_time: 14.5
Word: dyscyplinę, start_time: 14.5, end_time: 15.3
Word: złośnicą, start_time: 15.3, end_time: 16.5
Word: razem, start_time: 16.5, end_time: 17.0
Word: odwiedzającym, start_time: 17.0, end_time: 18.7
Word: powiedz, start_time: 18.7, end_time: 19.1
Word: że, start_time: 19.1, end_time: 19.7
Word: chęci, start_time: 19.7, end_time: 20.3
Word: ich, start_time: 20.3, end_time: 20.5
Word: próżne, start_time: 20.5, end_time: 21.1
Word: bo, start_time: 21.1, end_time: 21.6
Word: idę, start_time: 21.6, end_time: 22.1
Word: między, start_time: 22.1, end_time: 22.4
Word: więźniów, start_time: 22.4, end_time: 23.1
Word: rozdzielać, start_time: 23.1, end_time: 23.7
Word: jałmużny, start_time: 23.7, end_time: 24.5
Word: doryna, start_time: 24.5, end_time: 25.6
Word: na, start_time: 25.6, end_time: 26.2
Word: stronie, start_time: 26.2, end_time: 26.7
Word: i, start_time: 26.7, end_time: 26.8
Word: leż, start_time: 26.8, end_time: 27.8
Word: w, start_time: 27.8, end_time: 27.9
Word: tym, start_time: 27.9, end_time: 28.1
Word: comedians, start_time: 28.1, end_time: 28.8
Word: twa, start_time: 28.8, end_time: 29.0
Word: i, start_time: 29.0, end_time: 29.1
Word: szpetnej, start_time: 29.1, end_time: 29.5
Word: obłudy, start_time: 29.5, end_time: 30.3
Word: Tartuffe, start_time: 30.3, end_time: 31.8
Word: Czego, start_time: 31.8, end_time: 32.9
Word: chcesz, start_time: 32.9, end_time: 33.2
Word: doryna, start_time: 33.2, end_time: 34.4
Word: chciałam, start_time: 34.4, end_time: 35.6
Word: panu, start_time: 35.6, end_time: 36.1
Word: Tartuffe, start_time: 36.1, end_time: 37.6
Word: wyjmując, start_time: 37.6, end_time: 38.7
Word: chustkę, start_time: 38.7, end_time: 39.4
Word: z, start_time: 39.4, end_time: 39.4
Word: kieszeni, start_time: 39.4, end_time: 39.9
Word: proszę, start_time: 39.9, end_time: 41.0
Word: Panny, start_time: 41.0, end_time: 41.4
Word: wprzódy, start_time: 41.4, end_time: 41.9
Word: by, start_time: 41.9, end_time: 42.6
Word: wzięła, start_time: 42.6, end_time: 43.1
Word: te, start_time: 43.1, end_time: 43.2
Word: chusteczkę, start_time: 43.2, end_time: 43.8
Word: nim, start_time: 43.8, end_time: 44.4
Word: się, start_time: 44.4, end_time: 44.6
Word: zwrócić, start_time: 44.6, end_time: 45.2
Word: do, start_time: 45.2, end_time: 45.2
Word: mnie, start_time: 45.2, end_time: 45.6
Word: do, start_time: 45.6, end_time: 46.4
Word: rana, start_time: 46.4, end_time: 46.7
Word: a, start_time: 46.7, end_time: 46.8
Word: na, start_time: 46.8, end_time: 47.8
Word: co, start_time: 47.8, end_time: 48.1
Word: Tartuffe, start_time: 48.1, end_time: 49.3
Word: pierś, start_time: 49.3, end_time: 50.2
Word: przysłonić, start_time: 50.2, end_time: 51.0
Word: co, start_time: 51.0, end_time: 51.5
Word: sterczy, start_time: 51.5, end_time: 51.9
Word: nieskromnie, start_time: 51.9, end_time: 52.5
Word: duszy, start_time: 52.5, end_time: 53.4
Word: spokój, start_time: 53.4, end_time: 54.0
Word: i, start_time: 54.0, end_time: 54.1
Word: widokiem, start_time: 54.1, end_time: 54.5
Word: takim, start_time: 54.5, end_time: 55.1
Word: zmącić, start_time: 55.1, end_time: 55.7
Word: można, start_time: 55.7, end_time: 56.1
Word: i, start_time: 56.1, end_time: 56.2
Word: w, start_time: 56.2, end_time: 56.7
Word: ten, start_time: 56.7, end_time: 56.9
Word: sposób, start_time: 56.9, end_time: 57.0
Word: najłatwiej, start_time: 57.0, end_time: 57.5
Word: myśl, start_time: 57.5, end_time: 58.5
Word: przychodzi, start_time: 58.5, end_time: 59.3
Word: zdrowa, start_time: 59.3, end_time: 60.0
Transcript: doryna coś na zgorszenie tam wrażliwy bardzo i zmysły pańskiej widać pokłócą Nie gardzą nie wiem na co tam panu zaraz idzie chętka lecz ja znów do pożądanie nie jestem tak prędko I chodź byś spał to nagi od dołu do góry nie skusił bym nie widok całej pańskiej skóry bardzo proszę Panny hamować języka swawole lub jeśli nie przestaniesz Ja stąd odejść wolę darrena nie nie To ja usunę się z oczu waćpana powiem tylko w dwóch słowach z czym jestem przyssana za chwilę to dostali zejdzie pani nasza i o rozmowę pana Klocuch No uprasza fartuch najchętniej dolina na stronie z łagodną dziwnie w jednej chwili pewne jest że mnie Moje przeczucie nie myli Tartuffe czy wejdzie to niebawem do rana słyszę już z daleka jej kroki do widzenia Niech pan
Confidence: 0.9677798748016357
Word: doryna, start_time: 59.9, end_time: 61.0
Word: coś, start_time: 61.0, end_time: 62.8
Word: na, start_time: 62.8, end_time: 62.9
Word: zgorszenie, start_time: 62.9, end_time: 63.6
