Waiting for operation to complete...
Transcript: Bolesław Leśmian na poddaszu
Confidence: 0.9785358309745789
Word: Bolesław, start_time: 0.0, end_time: 0.7000000000000001
Word: Leśmian, start_time: 0.7000000000000001, end_time: 0.8
Word: na, start_time: 0.8, end_time: 2.0
Word: poddaszu, start_time: 2.0, end_time: 2.5
Transcript:  skroń wynurzam z poddasza niech gwiazdy mnie Strzegom
Confidence: 0.9481361508369446
Word: skroń, start_time: 4.4, end_time: 5.0
Word: wynurzam, start_time: 5.0, end_time: 5.5
Word: z, start_time: 5.5, end_time: 5.6
Word: poddasza, start_time: 5.6, end_time: 6.1
Word: niech, start_time: 6.1, end_time: 7.1
Word: gwiazdy, start_time: 7.1, end_time: 7.6
Word: mnie, start_time: 7.6, end_time: 7.8
Word: Strzegom, start_time: 7.8, end_time: 8.3
Transcript:  ty z dołu Przejrzyj naszą a górnej żałobie tak jest rumuńsku utkany z Wyżyn i z niczego a na imię mam oddal nic nie wiem o tobie
Confidence: 0.8776015043258667
Word: ty, start_time: 9.3, end_time: 9.7
Word: z, start_time: 9.7, end_time: 9.8
Word: dołu, start_time: 9.8, end_time: 10.3
Word: Przejrzyj, start_time: 10.3, end_time: 11.5
Word: naszą, start_time: 11.5, end_time: 11.8
Word: a, start_time: 11.8, end_time: 12.1
Word: górnej, start_time: 12.1, end_time: 12.5
Word: żałobie, start_time: 12.5, end_time: 12.9
Word: tak, start_time: 12.9, end_time: 14.1
Word: jest, start_time: 14.1, end_time: 14.4
Word: rumuńsku, start_time: 14.4, end_time: 14.9
Word: utkany, start_time: 14.9, end_time: 15.4
Word: z, start_time: 15.4, end_time: 15.5
Word: Wyżyn, start_time: 15.5, end_time: 16.1
Word: i, start_time: 16.1, end_time: 16.2
Word: z, start_time: 16.2, end_time: 16.3
Word: niczego, start_time: 16.3, end_time: 16.6
Word: a, start_time: 16.6, end_time: 16.8
Word: na, start_time: 16.8, end_time: 18.0
Word: imię, start_time: 18.0, end_time: 18.3
Word: mam, start_time: 18.3, end_time: 18.5
Word: oddal, start_time: 18.5, end_time: 19.1
Word: nic, start_time: 19.1, end_time: 20.5
Word: nie, start_time: 20.5, end_time: 20.6
Word: wiem, start_time: 20.6, end_time: 20.8
Word: o, start_time: 20.8, end_time: 20.9
Word: tobie, start_time: 20.9, end_time: 21.2
