Waiting for operation to complete...
Transcript: rozdział piąty jednego dnia wszedł do jej domu ujrzałem otwarty mały pokoik który Brygida nazywała swoją modlitewne w istocie był tam za cały sprzęt jedynie klęcznik oraz ołtarzyk na nim krzyż i parę doniczek z kwiatami ściany firanki wszystko było białe jak śnieg Brygida zamykała się tam niekiedy Ale od czasu jak żyliśmy z sobą rzadko uchylił drzwi i ujrzałem ją siedzącą na ziemi pośród porzuconych kwiatów trzymała w ręku wianuszek mówi Ty jakby z całych sił i kruszywa go w palcach co ty robisz spytałem zadrżała i podniosła się to nic odparła odc dziecinna zabawka dawny wianuszek z róż który zwiądł w tej modlitewnik Dawno już temu zawiesiłem go tutaj przyszłam aby zmienić kwiaty głos jej Drżał zdawało się bliska
Confidence: 0.8889657258987427
Word: rozdział, start_time: 0.0, end_time: 1.4
Word: piąty, start_time: 1.4, end_time: 1.6
Word: jednego, start_time: 1.6, end_time: 3.3
Word: dnia, start_time: 3.3, end_time: 3.4
Word: wszedł, start_time: 3.4, end_time: 4.1
Word: do, start_time: 4.1, end_time: 4.5
Word: jej, start_time: 4.5, end_time: 4.7
Word: domu, start_time: 4.7, end_time: 4.8
Word: ujrzałem, start_time: 4.8, end_time: 6.0
Word: otwarty, start_time: 6.0, end_time: 6.5
Word: mały, start_time: 6.5, end_time: 6.7
Word: pokoik, start_time: 6.7, end_time: 7.2
Word: który, start_time: 7.2, end_time: 8.0
Word: Brygida, start_time: 8.0, end_time: 8.6
Word: nazywała, start_time: 8.6, end_time: 9.2
Word: swoją, start_time: 9.2, end_time: 9.5
Word: modlitewne, start_time: 9.5, end_time: 10.4
Word: w, start_time: 10.4, end_time: 10.7
Word: istocie, start_time: 10.7, end_time: 11.7
Word: był, start_time: 11.7, end_time: 12.1
Word: tam, start_time: 12.1, end_time: 12.4
Word: za, start_time: 12.4, end_time: 12.5
Word: cały, start_time: 12.5, end_time: 12.8
Word: sprzęt, start_time: 12.8, end_time: 13.1
Word: jedynie, start_time: 13.1, end_time: 13.7
Word: klęcznik, start_time: 13.7, end_time: 14.3
Word: oraz, start_time: 14.3, end_time: 14.7
Word: ołtarzyk, start_time: 14.7, end_time: 15.4
Word: na, start_time: 15.4, end_time: 16.1
Word: nim, start_time: 16.1, end_time: 16.2
Word: krzyż, start_time: 16.2, end_time: 16.6
Word: i, start_time: 16.6, end_time: 16.8
Word: parę, start_time: 16.8, end_time: 17.3
Word: doniczek, start_time: 17.3, end_time: 17.6
Word: z, start_time: 17.6, end_time: 17.7
Word: kwiatami, start_time: 17.7, end_time: 17.9
Word: ściany, start_time: 17.9, end_time: 19.2
Word: firanki, start_time: 19.2, end_time: 19.9
Word: wszystko, start_time: 19.9, end_time: 20.5
Word: było, start_time: 20.5, end_time: 20.8
Word: białe, start_time: 20.8, end_time: 21.2
Word: jak, start_time: 21.2, end_time: 21.3
Word: śnieg, start_time: 21.3, end_time: 21.4
Word: Brygida, start_time: 21.4, end_time: 22.7
Word: zamykała, start_time: 22.7, end_time: 23.3
Word: się, start_time: 23.3, end_time: 23.4
Word: tam, start_time: 23.4, end_time: 23.6
Word: niekiedy, start_time: 23.6, end_time: 23.8
Word: Ale, start_time: 23.8, end_time: 24.6
Word: od, start_time: 24.6, end_time: 24.7
Word: czasu, start_time: 24.7, end_time: 24.9
Word: jak, start_time: 24.9, end_time: 25.2
Word: żyliśmy, start_time: 25.2, end_time: 25.6
Word: z, start_time: 25.6, end_time: 25.8
Word: sobą, start_time: 25.8, end_time: 26.1
Word: rzadko, start_time: 26.1, end_time: 26.7
Word: uchylił, start_time: 26.7, end_time: 28.0
Word: drzwi, start_time: 28.0, end_time: 28.3
Word: i, start_time: 28.3, end_time: 28.6
Word: ujrzałem, start_time: 28.6, end_time: 29.5
Word: ją, start_time: 29.5, end_time: 29.7
Word: siedzącą, start_time: 29.7, end_time: 30.3
Word: na, start_time: 30.3, end_time: 30.4
Word: ziemi, start_time: 30.4, end_time: 30.8
Word: pośród, start_time: 30.8, end_time: 31.4
Word: porzuconych, start_time: 31.4, end_time: 32.3
Word: kwiatów, start_time: 32.3, end_time: 32.8
Word: trzymała, start_time: 32.8, end_time: 33.9
Word: w, start_time: 33.9, end_time: 34.0
Word: ręku, start_time: 34.0, end_time: 34.2
Word: wianuszek, start_time: 34.2, end_time: 34.7
Word: mówi, start_time: 34.7, end_time: 35.5
Word: Ty, start_time: 35.5, end_time: 35.7
Word: jakby, start_time: 35.7, end_time: 36.1
Word: z, start_time: 36.1, end_time: 36.3
Word: całych, start_time: 36.3, end_time: 37.2
