Waiting for operation to complete...
Transcript: Jan Kochanowski Treny ten trzeci wzgardził Dziedziczko moja ucieszona zdała ci się ojca twego bardziej uszczuplona ojczyzna niby ty przestać na nim jechała to prawda żeby była nigdy nie zrównała z rannym rozumem twoim z pięknymi przymioty z których się już znaczyły twoje przyszłe cnoty słowa o zawdzięcza ukłon jako że mnie dziś po was wielce zasmucony a ty
Confidence: 0.9406059980392456
Word: Jan, start_time: 0.0, end_time: 0.8
Word: Kochanowski, start_time: 0.8, end_time: 0.9
Word: Treny, start_time: 0.9, end_time: 2.6
Word: ten, start_time: 2.6, end_time: 5.0
Word: trzeci, start_time: 5.0, end_time: 6.1
Word: wzgardził, start_time: 6.1, end_time: 12.1
Word: Dziedziczko, start_time: 12.1, end_time: 14.6
Word: moja, start_time: 14.6, end_time: 14.9
Word: ucieszona, start_time: 14.9, end_time: 15.6
Word: zdała, start_time: 15.6, end_time: 18.5
Word: ci, start_time: 18.5, end_time: 18.6
Word: się, start_time: 18.6, end_time: 18.7
Word: ojca, start_time: 18.7, end_time: 19.2
Word: twego, start_time: 19.2, end_time: 19.4
Word: bardziej, start_time: 19.4, end_time: 20.3
Word: uszczuplona, start_time: 20.3, end_time: 21.6
Word: ojczyzna, start_time: 21.6, end_time: 22.6
Word: niby, start_time: 22.6, end_time: 24.2
Word: ty, start_time: 24.2, end_time: 24.7
Word: przestać, start_time: 24.7, end_time: 25.4
Word: na, start_time: 25.4, end_time: 25.6
Word: nim, start_time: 25.6, end_time: 25.7
Word: jechała, start_time: 25.7, end_time: 26.1
Word: to, start_time: 26.1, end_time: 28.3
Word: prawda, start_time: 28.3, end_time: 28.8
Word: żeby, start_time: 28.8, end_time: 29.6
Word: była, start_time: 29.6, end_time: 30.0
Word: nigdy, start_time: 30.0, end_time: 30.6
Word: nie, start_time: 30.6, end_time: 30.9
Word: zrównała, start_time: 30.9, end_time: 31.6
Word: z, start_time: 31.6, end_time: 31.8
Word: rannym, start_time: 31.8, end_time: 32.7
Word: rozumem, start_time: 32.7, end_time: 33.3
Word: twoim, start_time: 33.3, end_time: 33.8
