Waiting for operation to complete...
Transcript: Adam Mickiewicz Sonety Krymskie Widok gór ze stepów Kozłowa Pielgrzym i Mirza i Pielgrzym tam czy Allah postawił ścianą może lodu czy aniołom tron odlew zamrożony chmury 3D w ćwierci lądu dziwne litery aby gwiazd karawany nie puszczać ze wschodu na szczycie jaka łuna pożar Car ogrodu Czy Allah gdy nocy lat rozciągnęła bury dla światów żeglujących Pomorzu natury te latarnie zawiesił wśród niewiast obwodu Mirza tam byłem
Confidence: 0.9408679604530334
Word: Adam, start_time: 0.0, end_time: 0.8
Word: Mickiewicz, start_time: 0.8, end_time: 1.1
Word: Sonety, start_time: 1.1, end_time: 2.8
Word: Krymskie, start_time: 2.8, end_time: 3.3
Word: Widok, start_time: 3.3, end_time: 5.3
Word: gór, start_time: 5.3, end_time: 5.6
Word: ze, start_time: 5.6, end_time: 6.2
Word: stepów, start_time: 6.2, end_time: 6.3
Word: Kozłowa, start_time: 6.3, end_time: 6.8
Word: Pielgrzym, start_time: 6.8, end_time: 8.8
Word: i, start_time: 8.8, end_time: 8.9
Word: Mirza, start_time: 8.9, end_time: 9.3
Word: i, start_time: 9.3, end_time: 9.6
Word: Pielgrzym, start_time: 9.6, end_time: 10.1
Word: tam, start_time: 10.1, end_time: 16.9
Word: czy, start_time: 16.9, end_time: 18.7
Word: Allah, start_time: 18.7, end_time: 19.3
Word: postawił, start_time: 19.3, end_time: 19.9
Word: ścianą, start_time: 19.9, end_time: 20.3
Word: może, start_time: 20.3, end_time: 20.7
Word: lodu, start_time: 20.7, end_time: 21.0
Word: czy, start_time: 21.0, end_time: 23.7
Word: aniołom, start_time: 23.7, end_time: 24.3
Word: tron, start_time: 24.3, end_time: 24.7
Word: odlew, start_time: 24.7, end_time: 25.3
Word: zamrożony, start_time: 25.3, end_time: 26.0
Word: chmury, start_time: 26.0, end_time: 26.4
Word: 3D, start_time: 26.4, end_time: 29.4
Word: w, start_time: 29.4, end_time: 29.6
Word: ćwierci, start_time: 29.6, end_time: 30.4
Word: lądu, start_time: 30.4, end_time: 30.7
Word: dziwne, start_time: 30.7, end_time: 31.2
Word: litery, start_time: 31.2, end_time: 31.8
Word: aby, start_time: 31.8, end_time: 32.5
Word: gwiazd, start_time: 32.5, end_time: 33.0
Word: karawany, start_time: 33.0, end_time: 33.6
Word: nie, start_time: 33.6, end_time: 33.8
Word: puszczać, start_time: 33.8, end_time: 34.3
Word: ze, start_time: 34.3, end_time: 34.4
Word: wschodu, start_time: 34.4, end_time: 34.9
Word: na, start_time: 34.9, end_time: 35.0
Word: szczycie, start_time: 35.0, end_time: 37.5
Word: jaka, start_time: 37.5, end_time: 37.9
Word: łuna, start_time: 37.9, end_time: 38.3
Word: pożar, start_time: 38.3, end_time: 40.4
Word: Car, start_time: 40.4, end_time: 40.7
Word: ogrodu, start_time: 40.7, end_time: 41.2
Word: Czy, start_time: 41.2, end_time: 43.4
Word: Allah, start_time: 43.4, end_time: 44.0
Word: gdy, start_time: 44.0, end_time: 44.6
Word: nocy, start_time: 44.6, end_time: 45.1
Word: lat, start_time: 45.1, end_time: 45.3
Word: rozciągnęła, start_time: 45.3, end_time: 46.1
Word: bury, start_time: 46.1, end_time: 46.4
Word: dla, start_time: 46.4, end_time: 47.1
Word: światów, start_time: 47.1, end_time: 47.7
Word: żeglujących, start_time: 47.7, end_time: 48.4
Word: Pomorzu, start_time: 48.4, end_time: 49.1
Word: natury, start_time: 49.1, end_time: 49.5
Word: te, start_time: 49.5, end_time: 50.6
Word: latarnie, start_time: 50.6, end_time: 51.2
Word: zawiesił, start_time: 51.2, end_time: 51.7
Word: wśród, start_time: 51.7, end_time: 52.1
Word: niewiast, start_time: 52.1, end_time: 52.4
Word: obwodu, start_time: 52.4, end_time: 53.1
Word: Mirza, start_time: 53.1, end_time: 56.0
Word: tam, start_time: 56.0, end_time: 58.1
Word: byłem, start_time: 58.1, end_time: 59.8
