Waiting for operation to complete...
Transcript: Bolesław Leśmian Marcin swoboda
Confidence: 0.9785358309745789
Word: Bolesław, start_time: 0.0, end_time: 0.8
Word: Leśmian, start_time: 0.8, end_time: 0.8
Word: Marcin, start_time: 0.8, end_time: 2.8
Word: swoboda, start_time: 2.8, end_time: 3.1
Transcript:  z górskich szczytów lawina Bogu czyniąc szkodę wtrąciła w przepaść nizin Marcina swobody spadał czując jak w ciele kość szaleje krucha i uderzył się 8 ostatnią mgłą ducha po niszczony śmiertelnie chciał się z bólem wadzić wokół bólu ją miazga człowiek gromadzić dłoń złamana w nim tkwiła jak masz w ciepłym chlebie to sieci Wow to trwa i tak pewnie przed siebie
Confidence: 0.8096722960472107
Word: z, start_time: 5.7, end_time: 5.8
Word: górskich, start_time: 5.8, end_time: 6.5
Word: szczytów, start_time: 6.5, end_time: 7.0
Word: lawina, start_time: 7.0, end_time: 7.6
Word: Bogu, start_time: 7.6, end_time: 8.2
Word: czyniąc, start_time: 8.2, end_time: 8.6
Word: szkodę, start_time: 8.6, end_time: 9.1
Word: wtrąciła, start_time: 9.1, end_time: 10.0
Word: w, start_time: 10.0, end_time: 10.2
Word: przepaść, start_time: 10.2, end_time: 10.8
Word: nizin, start_time: 10.8, end_time: 11.3
Word: Marcina, start_time: 11.3, end_time: 11.9
Word: swobody, start_time: 11.9, end_time: 12.4
Word: spadał, start_time: 12.4, end_time: 14.0
Word: czując, start_time: 14.0, end_time: 14.6
Word: jak, start_time: 14.6, end_time: 14.8
Word: w, start_time: 14.8, end_time: 14.8
Word: ciele, start_time: 14.8, end_time: 15.2
Word: kość, start_time: 15.2, end_time: 15.7
Word: szaleje, start_time: 15.7, end_time: 16.2
Word: krucha, start_time: 16.2, end_time: 16.6
Word: i, start_time: 16.6, end_time: 16.7
Word: uderzył, start_time: 16.7, end_time: 17.7
Word: się, start_time: 17.7, end_time: 17.7
Word: 8, start_time: 17.7, end_time: 18.2
Word: ostatnią, start_time: 18.2, end_time: 19.0
Word: mgłą, start_time: 19.0, end_time: 19.5
Word: ducha, start_time: 19.5, end_time: 20.0
Word: po, start_time: 20.0, end_time: 21.1
Word: niszczony, start_time: 21.1, end_time: 21.5
Word: śmiertelnie, start_time: 21.5, end_time: 22.2
Word: chciał, start_time: 22.2, end_time: 22.9
Word: się, start_time: 22.9, end_time: 23.1
Word: z, start_time: 23.1, end_time: 23.1
Word: bólem, start_time: 23.1, end_time: 23.4
Word: wadzić, start_time: 23.4, end_time: 23.9
Word: wokół, start_time: 23.9, end_time: 24.8
Word: bólu, start_time: 24.8, end_time: 25.1
Word: ją, start_time: 25.1, end_time: 25.3
Word: miazga, start_time: 25.3, end_time: 25.8
Word: człowiek, start_time: 25.8, end_time: 26.3
Word: gromadzić, start_time: 26.3, end_time: 27.0
Word: dłoń, start_time: 27.0, end_time: 28.6
Word: złamana, start_time: 28.6, end_time: 29.1
Word: w, start_time: 29.1, end_time: 29.2
Word: nim, start_time: 29.2, end_time: 29.4
Word: tkwiła, start_time: 29.4, end_time: 29.8
Word: jak, start_time: 29.8, end_time: 30.0
Word: masz, start_time: 30.0, end_time: 30.2
Word: w, start_time: 30.2, end_time: 30.3
Word: ciepłym, start_time: 30.3, end_time: 30.7
Word: chlebie, start_time: 30.7, end_time: 31.0
Word: to, start_time: 31.0, end_time: 31.9
Word: sieci, start_time: 31.9, end_time: 32.3
Word: Wow, start_time: 32.3, end_time: 32.5
Word: to, start_time: 32.5, end_time: 32.7
Word: trwa, start_time: 32.7, end_time: 33.1
Word: i, start_time: 33.1, end_time: 33.2
