Waiting for operation to complete...
Transcript: Bruno Jasieński but w butonierce morga
Confidence: 0.9785358309745789
Word: Bruno, start_time: 0.0, end_time: 0.4
Word: Jasieński, start_time: 0.4, end_time: 1.1
Word: but, start_time: 1.1, end_time: 1.9
Word: w, start_time: 1.9, end_time: 2.1
Word: butonierce, start_time: 2.1, end_time: 2.3
Word: morga, start_time: 2.3, end_time: 3.2
Transcript:  przyjechali czarną zamkniętą karetką był wieczór Jesienny wieczór Błota splin zapatrzenie wnieśli coś ciężkiego nakrytego płachtą postawili noszę na kamienie robili rzeczy zwinnie lampa oświetla ich jasno biało
Confidence: 0.9160370826721191
Word: przyjechali, start_time: 5.5, end_time: 6.3
Word: czarną, start_time: 6.3, end_time: 6.9
Word: zamkniętą, start_time: 6.9, end_time: 7.8
Word: karetką, start_time: 7.8, end_time: 8.4
Word: był, start_time: 8.4, end_time: 9.0
Word: wieczór, start_time: 9.0, end_time: 9.3
Word: Jesienny, start_time: 9.3, end_time: 10.3
Word: wieczór, start_time: 10.3, end_time: 10.6
Word: Błota, start_time: 10.6, end_time: 11.7
Word: splin, start_time: 11.7, end_time: 12.7
Word: zapatrzenie, start_time: 12.7, end_time: 14.0
Word: wnieśli, start_time: 14.0, end_time: 15.2
Word: coś, start_time: 15.2, end_time: 15.5
Word: ciężkiego, start_time: 15.5, end_time: 15.9
Word: nakrytego, start_time: 15.9, end_time: 17.2
Word: płachtą, start_time: 17.2, end_time: 17.8
Word: postawili, start_time: 17.8, end_time: 18.8
Word: noszę, start_time: 18.8, end_time: 19.2
Word: na, start_time: 19.2, end_time: 19.3
Word: kamienie, start_time: 19.3, end_time: 19.9
Word: robili, start_time: 19.9, end_time: 20.6
Word: rzeczy, start_time: 20.6, end_time: 20.9
Word: zwinnie, start_time: 20.9, end_time: 21.4
Word: lampa, start_time: 21.4, end_time: 22.5
Word: oświetla, start_time: 22.5, end_time: 23.0
Word: ich, start_time: 23.0, end_time: 23.2
Word: jasno, start_time: 23.2, end_time: 23.9
Word: biało, start_time: 23.9, end_time: 24.8
Transcript:  było cicho deszcz Śpiewał w rynnie koniec złapały kopytami coś się stało coś się stało przestanę o kilku ciekawych patrzymy pytali wylatywały pojedyncze słowa jakaś rozmowa używana krótka wprowadzono ściszonym z katem 25 lat prostytutka sublimat m podnieśli noszę weszli do sieni deszcz padał krople tłukł lodach 1 świeci Winx przodu latarnią taniec cieni
Confidence: 0.9153919816017151
Word: było, start_time: 26.2, end_time: 26.7
Word: cicho, start_time: 26.7, end_time: 27.0
Word: deszcz, start_time: 27.0, end_time: 29.0
