Waiting for operation to complete...
Transcript: Bolesław Leśmian wspomnienie
Confidence: 0.9778777956962585
Word: Bolesław, start_time: 0.0, end_time: 0.6000000000000001
Word: Leśmian, start_time: 0.6000000000000001, end_time: 0.7000000000000001
Word: wspomnienie, start_time: 0.7000000000000001, end_time: 2.7
Transcript:  Kościerzyny których stopą dziecięcą dotykałem co z nimi gdzie one tak się kręcą jak łzy się kręcą Z oczu w nicość stronę
Confidence: 0.9329783916473389
Word: Kościerzyny, start_time: 4.6, end_time: 5.4
Word: których, start_time: 5.4, end_time: 5.8
Word: stopą, start_time: 5.8, end_time: 6.3
Word: dziecięcą, start_time: 6.3, end_time: 7.0
Word: dotykałem, start_time: 7.0, end_time: 8.3
Word: co, start_time: 8.3, end_time: 8.7
Word: z, start_time: 8.7, end_time: 8.8
Word: nimi, start_time: 8.8, end_time: 9.1
Word: gdzie, start_time: 9.1, end_time: 9.3
Word: one, start_time: 9.3, end_time: 9.6
Word: tak, start_time: 9.6, end_time: 10.9
Word: się, start_time: 10.9, end_time: 11.0
Word: kręcą, start_time: 11.0, end_time: 11.6
Word: jak, start_time: 11.6, end_time: 12.0
Word: łzy, start_time: 12.0, end_time: 12.4
Word: się, start_time: 12.4, end_time: 12.6
Word: kręcą, start_time: 12.6, end_time: 13.1
Word: Z, start_time: 13.1, end_time: 13.3
Word: oczu, start_time: 13.3, end_time: 14.1
Word: w, start_time: 14.1, end_time: 14.3
Word: nicość, start_time: 14.3, end_time: 14.8
Word: stronę, start_time: 14.8, end_time: 15.5
Transcript:  budziła mnie poranku wilgoci świeża a słońce malowało mi na ścianie złote psy Złote Wybrzeże złoty skrzypce Złota otchłań
Confidence: 0.8810462951660156
Word: budziła, start_time: 17.3, end_time: 17.9
Word: mnie, start_time: 17.9, end_time: 18.0
Word: poranku, start_time: 18.0, end_time: 18.6
Word: wilgoci, start_time: 18.6, end_time: 19.2
Word: świeża, start_time: 19.2, end_time: 19.6
Word: a, start_time: 19.6, end_time: 19.7
Word: słońce, start_time: 19.7, end_time: 20.6
Word: malowało, start_time: 20.6, end_time: 21.1
Word: mi, start_time: 21.1, end_time: 21.2
Word: na, start_time: 21.2, end_time: 21.3
Word: ścianie, start_time: 21.3, end_time: 21.7
Word: złote, start_time: 21.7, end_time: 22.5
Word: psy, start_time: 22.5, end_time: 22.7
Word: Złote, start_time: 22.7, end_time: 23.5
Word: Wybrzeże, start_time: 23.5, end_time: 23.7
Word: złoty, start_time: 23.7, end_time: 24.8
Word: skrzypce, start_time: 24.8, end_time: 25.4
Word: Złota, start_time: 25.4, end_time: 26.2
Word: otchłań, start_time: 26.2, end_time: 26.4
Transcript:  to dość zaklinające Spogląda w światło niewidoczne milczeniem musi w końcu zobaczyć słonecznego wielbłąda i zbójcy słonecznego ze skrzatem spojrzeniem przy śniadaniu patrzyłem w stół jak w pustynię śniąc że na wielbłądzie jadę z dwójką jestem a ojciec jakby wiedząc że wielbłądowi mi nie czytał dziennik ze spokojem i szelestem
Confidence: 0.9401986598968506
