Waiting for operation to complete...
Transcript: Artur Oppman o panu kręcić z kim i o smutnym jego wypadku hej hej miło że jak ten Jurek broić może jak tacy Gatta Fryga to się rusza to podlega wciąż się kręci jak szalony to z tej strony to z tej strony to się chyli to się wzniesie A czy on się chowa sie Patrzcie żonatego Jurka czy to chłopczyk czy wiewiórka czy to małpka czy to skoczek mama przecież siódmy roczek do śniadania oraz Pan Jerzy Shadows początku jak należy lecz zaledwie przeszła chwila a on już się po coś chwila sieć cicho tatuś powie bo będzie guz na głowie wpadniesz w krzesło na podłogę i broń Boże zwichniętą nogę tatuś mówi ale co to Jurek wciąż zajęty Psocą i gdy oddaję pajaca krzesełko się przewraca
Confidence: 0.8454952239990234
Word: Artur, start_time: 0.0, end_time: 1.5
Word: Oppman, start_time: 1.5, end_time: 1.8
Word: o, start_time: 1.8, end_time: 2.2
Word: panu, start_time: 2.2, end_time: 3.8
Word: kręcić, start_time: 3.8, end_time: 4.3
Word: z, start_time: 4.3, end_time: 4.3
Word: kim, start_time: 4.3, end_time: 4.6
Word: i, start_time: 4.6, end_time: 4.8
Word: o, start_time: 4.8, end_time: 5.3
Word: smutnym, start_time: 5.3, end_time: 6.0
Word: jego, start_time: 6.0, end_time: 6.2
Word: wypadku, start_time: 6.2, end_time: 6.6
Word: hej, start_time: 6.6, end_time: 8.9
Word: hej, start_time: 8.9, end_time: 9.4
Word: miło, start_time: 9.4, end_time: 10.1
Word: że, start_time: 10.1, end_time: 10.7
Word: jak, start_time: 10.7, end_time: 11.6
Word: ten, start_time: 11.6, end_time: 12.0
Word: Jurek, start_time: 12.0, end_time: 12.4
Word: broić, start_time: 12.4, end_time: 12.9
Word: może, start_time: 12.9, end_time: 13.3
Word: jak, start_time: 13.3, end_time: 13.8
Word: tacy, start_time: 13.8, end_time: 14.2
Word: Gatta, start_time: 14.2, end_time: 15.0
Word: Fryga, start_time: 15.0, end_time: 15.5
Word: to, start_time: 15.5, end_time: 15.9
Word: się, start_time: 15.9, end_time: 16.1
Word: rusza, start_time: 16.1, end_time: 16.4
Word: to, start_time: 16.4, end_time: 16.8
Word: podlega, start_time: 16.8, end_time: 17.2
Word: wciąż, start_time: 17.2, end_time: 17.8
Word: się, start_time: 17.8, end_time: 18.0
Word: kręci, start_time: 18.0, end_time: 18.5
Word: jak, start_time: 18.5, end_time: 18.7
Word: szalony, start_time: 18.7, end_time: 18.8
Word: to, start_time: 18.8, end_time: 19.3
Word: z, start_time: 19.3, end_time: 19.4
Word: tej, start_time: 19.4, end_time: 19.7
Word: strony, start_time: 19.7, end_time: 19.7
Word: to, start_time: 19.7, end_time: 20.2
