Waiting for operation to complete...
Transcript: Bolesław Leśmian świdryga i midryga to nie koniec x v ją i uszami Strzegom Nie no tańczą dwaj oboje świdryga i midryga panienkę tak stodoła podstępów bijakiem jak ta łąka dziekana stopol drożej niż kułakiem zaskoczyła ich na słońcu południca blada i świdryga i midryga i tańcowi rada zaglądała im do oczu chciwie jak do żłobu który w tańcu mnie w chuja bo jedna dla obu moja będzie rzeką świdryga ta pierś i Ta szyja a midryga 53 moja lub niczyja ten ją porwał za dłonie jedną a tamten za którą musisz Obu nam na starczyć skąpi to dziewczyna a ona im prosto w usta dyszy bez oddechu a ona im prosto w oczy śmieje się bez śmiechu i rozdwajają się po równo rozszczepia się żwawo na dwie dziurki na siostrzane na lewą i prawą dosyć ciała dwoiste mamy to na łące Tańcz z nami południa mi
Confidence: 0.8224954009056091
Word: Bolesław, start_time: 0.0, end_time: 1.1
Word: Leśmian, start_time: 1.1, end_time: 1.1
Word: świdryga, start_time: 1.1, end_time: 1.6
Word: i, start_time: 1.6, end_time: 2.5
Word: midryga, start_time: 2.5, end_time: 2.6
Word: to, start_time: 2.6, end_time: 5.4
Word: nie, start_time: 5.4, end_time: 5.6
Word: koniec, start_time: 5.6, end_time: 5.9
Word: x, start_time: 5.9, end_time: 6.0
Word: v, start_time: 6.0, end_time: 6.2
Word: ją, start_time: 6.2, end_time: 6.6
Word: i, start_time: 6.6, end_time: 6.7
Word: uszami, start_time: 6.7, end_time: 7.1
Word: Strzegom, start_time: 7.1, end_time: 7.7
Word: Nie, start_time: 7.7, end_time: 8.2
Word: no, start_time: 8.2, end_time: 8.3
Word: tańczą, start_time: 8.3, end_time: 8.6
Word: dwaj, start_time: 8.6, end_time: 8.9
Word: oboje, start_time: 8.9, end_time: 9.4
Word: świdryga, start_time: 9.4, end_time: 10.1
Word: i, start_time: 10.1, end_time: 10.2
Word: midryga, start_time: 10.2, end_time: 10.3
Word: panienkę, start_time: 10.3, end_time: 12.1
Word: tak, start_time: 12.1, end_time: 12.2
Word: stodoła, start_time: 12.2, end_time: 12.7
Word: podstępów, start_time: 12.7, end_time: 13.3
