Waiting for operation to complete...
Transcript: Bruno Jasieński but w butonierce Cafe
Confidence: 0.9785358309745789
Word: Bruno, start_time: 0.0, end_time: 0.4
Word: Jasieński, start_time: 0.4, end_time: 1.1
Word: but, start_time: 1.1, end_time: 2.0
Word: w, start_time: 2.0, end_time: 2.2
Word: butonierce, start_time: 2.2, end_time: 2.6
Word: Cafe, start_time: 2.6, end_time: 4.4
Transcript:  mocno pan kapelmistrz zwariował widocznie Tuwim
Confidence: 0.8361615538597107
Word: mocno, start_time: 5.8, end_time: 6.4
Word: pan, start_time: 6.4, end_time: 7.5
Word: kapelmistrz, start_time: 7.5, end_time: 8.3
Word: zwariował, start_time: 8.3, end_time: 9.0
Word: widocznie, start_time: 9.0, end_time: 9.6
Word: Tuwim, start_time: 9.6, end_time: 10.5
Transcript:  Krasiński ebay.de Strauss Ibiza filiżanki łyżeczki i obłęd i Kichot kapelmajster zmiany w skrzywionym piękne jeden z całą rodziną walczy jak Don Kichot ci się pchają ratunku jeszcze jeden gość Powiedz coś niech raz na klucz z drzwi zamknąłeś wierni Panowie ja nie mogę Panowie już dość Nie róbcie że z kawiarni jakieś extra sernik tlenione liliowy moje Visa VIP grog jak wytrawny stary alkoholik No w sobie coś z kościoła i coś z hamburger nie pół profilem Efron oparta o stolik pani umie cudownie nosić swoją twarz Dlaczego pędzisz tak dużo pije Pani jest teraz w to nie idę do lekarza Jak dyskretnie odsłania wszystko a nie żyje Niech się pani nie gniewa ja dziś nie wiem sam i myśli zaprawione mam dobry Kotuniu
Confidence: 0.9426109194755554
Word: Krasiński, start_time: 12.2, end_time: 13.1
Word: ebay.de, start_time: 13.1, end_time: 13.8
Word: Strauss, start_time: 13.8, end_time: 14.8
Word: Ibiza, start_time: 14.8, end_time: 15.8
Word: filiżanki, start_time: 15.8, end_time: 17.5
Word: łyżeczki, start_time: 17.5, end_time: 18.1
Word: i, start_time: 18.1, end_time: 18.2
Word: obłęd, start_time: 18.2, end_time: 18.9
Word: i, start_time: 18.9, end_time: 19.0
Word: Kichot, start_time: 19.0, end_time: 19.5
Word: kapelmajster, start_time: 19.5, end_time: 20.6
Word: zmiany, start_time: 20.6, end_time: 21.6
Word: w, start_time: 21.6, end_time: 21.6
Word: skrzywionym, start_time: 21.6, end_time: 22.2
Word: piękne, start_time: 22.2, end_time: 22.8
Word: jeden, start_time: 22.8, end_time: 23.5
Word: z, start_time: 23.5, end_time: 23.6
Word: całą, start_time: 23.6, end_time: 23.9
Word: rodziną, start_time: 23.9, end_time: 24.3
Word: walczy, start_time: 24.3, end_time: 24.8
Word: jak, start_time: 24.8, end_time: 25.2
Word: Don, start_time: 25.2, end_time: 25.6
Word: Kichot, start_time: 25.6, end_time: 26.1
Word: ci, start_time: 26.1, end_time: 27.0
Word: się, start_time: 27.0, end_time: 27.1
Word: pchają, start_time: 27.1, end_time: 27.5
Word: ratunku, start_time: 27.5, end_time: 28.1
Word: jeszcze, start_time: 28.1, end_time: 28.6
Word: jeden, start_time: 28.6, end_time: 28.7
Word: gość, start_time: 28.7, end_time: 29.1
Word: Powiedz, start_time: 29.1, end_time: 29.9
Word: coś, start_time: 29.9, end_time: 30.2
Word: niech, start_time: 30.2, end_time: 30.8
Word: raz, start_time: 30.8, end_time: 31.1
Word: na, start_time: 31.1, end_time: 31.2
Word: klucz, start_time: 31.2, end_time: 31.5
Word: z, start_time: 31.5, end_time: 31.6
Word: drzwi, start_time: 31.6, end_time: 31.7
Word: zamknąłeś, start_time: 31.7, end_time: 32.4
Word: wierni, start_time: 32.4, end_time: 32.9
Word: Panowie, start_time: 32.9, end_time: 33.9
Word: ja, start_time: 33.9, end_time: 34.6
Word: nie, start_time: 34.6, end_time: 34.8
Word: mogę, start_time: 34.8, end_time: 35.0
Word: Panowie, start_time: 35.0, end_time: 36.1
Word: już, start_time: 36.1, end_time: 36.2
