Waiting for operation to complete...
Transcript: Anton Czechów nie udało się
Confidence: 0.879599928855896
Word: Anton, start_time: 0.2, end_time: 0.9
Word: Czechów, start_time: 0.9, end_time: 1.2
Word: nie, start_time: 1.2, end_time: 2.4
Word: udało, start_time: 2.4, end_time: 2.8
Word: się, start_time: 2.8, end_time: 2.8
Transcript:  Elia Siergiej ciepło w jego żona Kleopatra piotrowna stali pod drzwiami i chciwie podsłuchiwali za drzwiami w maleńkim saloniku odbywała się widocznie rozmowa Miłosna między ich córką Madzią A nauczycielem szkoły powiatowej z czubkiem bierze szepnął pepłowo drżące niecierpliwości i zacierają ręce pamiętaj więc pietrowna jak tylko zaczynam mówić o uczuciach to natychmiast zdejmij ze ściany ikony i idziemy błogosławić błogosławieństwo ikoną jest święte i nienaruszalne nie wykręci się już chociażby do sądu podawał za drzwiami zaś odbywała się następujące rozmowa
Confidence: 0.9701293110847473
Word: Elia, start_time: 4.5, end_time: 5.1
Word: Siergiej, start_time: 5.1, end_time: 5.8
Word: ciepło, start_time: 5.8, end_time: 6.4
Word: w, start_time: 6.4, end_time: 6.5
Word: jego, start_time: 6.5, end_time: 7.4
Word: żona, start_time: 7.4, end_time: 7.7
Word: Kleopatra, start_time: 7.7, end_time: 8.4
Word: piotrowna, start_time: 8.4, end_time: 8.8
Word: stali, start_time: 8.8, end_time: 9.7
Word: pod, start_time: 9.7, end_time: 9.9
Word: drzwiami, start_time: 9.9, end_time: 9.9
Word: i, start_time: 9.9, end_time: 10.5
Word: chciwie, start_time: 10.5, end_time: 11.4
Word: podsłuchiwali, start_time: 11.4, end_time: 12.1
Word: za, start_time: 12.1, end_time: 13.2
Word: drzwiami, start_time: 13.2, end_time: 13.5
Word: w, start_time: 13.5, end_time: 13.8
Word: maleńkim, start_time: 13.8, end_time: 14.9
Word: saloniku, start_time: 14.9, end_time: 15.4
Word: odbywała, start_time: 15.4, end_time: 16.5
Word: się, start_time: 16.5, end_time: 16.5
Word: widocznie, start_time: 16.5, end_time: 17.1
Word: rozmowa, start_time: 17.1, end_time: 17.7
Word: Miłosna, start_time: 17.7, end_time: 18.2
Word: między, start_time: 18.2, end_time: 18.5
Word: ich, start_time: 18.5, end_time: 18.7
Word: córką, start_time: 18.7, end_time: 19.1
Word: Madzią, start_time: 19.1, end_time: 19.5
Word: A, start_time: 19.5, end_time: 19.8
Word: nauczycielem, start_time: 19.8, end_time: 21.0
Word: szkoły, start_time: 21.0, end_time: 21.4
Word: powiatowej, start_time: 21.4, end_time: 22.0
Word: z, start_time: 22.0, end_time: 22.1
Word: czubkiem, start_time: 22.1, end_time: 22.7
Word: bierze, start_time: 22.7, end_time: 24.3
Word: szepnął, start_time: 24.3, end_time: 25.7
Word: pepłowo, start_time: 25.7, end_time: 26.1
Word: drżące, start_time: 26.1, end_time: 27.1
Word: niecierpliwości, start_time: 27.1, end_time: 28.0
Word: i, start_time: 28.0, end_time: 28.0
Word: zacierają, start_time: 28.0, end_time: 28.6
Word: ręce, start_time: 28.6, end_time: 28.7
Word: pamiętaj, start_time: 28.7, end_time: 30.6
Word: więc, start_time: 30.6, end_time: 30.7
Word: pietrowna, start_time: 30.7, end_time: 31.6
Word: jak, start_time: 31.6, end_time: 32.3
Word: tylko, start_time: 32.3, end_time: 32.6
Word: zaczynam, start_time: 32.6, end_time: 33.0
Word: mówić, start_time: 33.0, end_time: 33.4
Word: o, start_time: 33.4, end_time: 33.7
Word: uczuciach, start_time: 33.7, end_time: 34.0
Word: to, start_time: 34.0, end_time: 34.9
Word: natychmiast, start_time: 34.9, end_time: 35.6
Word: zdejmij, start_time: 35.6, end_time: 36.3
Word: ze, start_time: 36.3, end_time: 36.4
Word: ściany, start_time: 36.4, end_time: 36.7
Word: ikony, start_time: 36.7, end_time: 37.2
Word: i, start_time: 37.2, end_time: 37.2
Word: idziemy, start_time: 37.2, end_time: 38.0
Word: błogosławić, start_time: 38.0, end_time: 38.7
Word: błogosławieństwo, start_time: 38.7, end_time: 40.5
Word: ikoną, start_time: 40.5, end_time: 40.9
Word: jest, start_time: 40.9, end_time: 41.1
Word: święte, start_time: 41.1, end_time: 41.7
Word: i, start_time: 41.7, end_time: 41.8
Word: nienaruszalne, start_time: 41.8, end_time: 42.8
Word: nie, start_time: 42.8, end_time: 43.5
Word: wykręci, start_time: 43.5, end_time: 44.1
Word: się, start_time: 44.1, end_time: 44.4
Word: już, start_time: 44.4, end_time: 44.6
Word: chociażby, start_time: 44.6, end_time: 45.5
Word: do, start_time: 45.5, end_time: 45.8
Word: sądu, start_time: 45.8, end_time: 46.2
Word: podawał, start_time: 46.2, end_time: 46.6
Word: za, start_time: 46.6, end_time: 47.6
Word: drzwiami, start_time: 47.6, end_time: 47.8
Word: zaś, start_time: 47.8, end_time: 48.1
Word: odbywała, start_time: 48.1, end_time: 49.4
Word: się, start_time: 49.4, end_time: 49.4
Word: następujące, start_time: 49.4, end_time: 50.2
Word: rozmowa, start_time: 50.2, end_time: 50.7
Transcript:  Niech pani da spokój z tym swoim charakterem mówił z czubkiem zapalając zapałkę OK ciasne spodnie wcale do pani listów nie pisałem
Confidence: 0.9020069241523743
Word: Niech, start_time: 52.3, end_time: 52.9
Word: pani, start_time: 52.9, end_time: 53.1
Word: da, start_time: 53.1, end_time: 53.2
Word: spokój, start_time: 53.2, end_time: 53.9
