Waiting for operation to complete...
Transcript: rozdział dziesiąty Gdybym był jubilerem i gdybym wyjął ze swego skarbca naszyjnik z pereł aby uczynić podarek przyjacielowi zdaje mi się iż sprawiłoby mi wielką radość włożyć mugo samemu na szyję ale gdybym był tym przyjacielem raczej bym umarł niż bym wydatków naszyjnik z rąk jubilera wiem iż większość mężczyzn kwapi się to prędzej posiąść kobietę która ich kocha ja robiłem zawsze przeciwnie nie z wyrachowania ale z instynktu serca kobieta która kocha trochę i która się opiera nie kocha dosyć ta zaś która kocha dosyć i opiera się nie czuję się dosyć kochaną wyznawczyni że mnie kocha pani Pearson stała się bardziej mną i wylane niż kiedykolwiek szacunek jaki Okazałem natknął ją tak słodko radością iż piękna jej twarz stała się niby
Confidence: 0.9570157527923584
Word: rozdział, start_time: 0.0, end_time: 0.8
Word: dziesiąty, start_time: 0.8, end_time: 1.0
Word: Gdybym, start_time: 1.0, end_time: 2.9
Word: był, start_time: 2.9, end_time: 3.2
Word: jubilerem, start_time: 3.2, end_time: 4.0
Word: i, start_time: 4.0, end_time: 4.1
Word: gdybym, start_time: 4.1, end_time: 5.1
Word: wyjął, start_time: 5.1, end_time: 5.7
Word: ze, start_time: 5.7, end_time: 6.0
Word: swego, start_time: 6.0, end_time: 6.3
Word: skarbca, start_time: 6.3, end_time: 6.9
Word: naszyjnik, start_time: 6.9, end_time: 7.4
Word: z, start_time: 7.4, end_time: 7.5
Word: pereł, start_time: 7.5, end_time: 7.8
Word: aby, start_time: 7.8, end_time: 8.4
Word: uczynić, start_time: 8.4, end_time: 9.2
Word: podarek, start_time: 9.2, end_time: 9.7
Word: przyjacielowi, start_time: 9.7, end_time: 10.4
Word: zdaje, start_time: 10.4, end_time: 11.5
Word: mi, start_time: 11.5, end_time: 11.6
Word: się, start_time: 11.6, end_time: 11.7
Word: iż, start_time: 11.7, end_time: 12.2
Word: sprawiłoby, start_time: 12.2, end_time: 12.9
Word: mi, start_time: 12.9, end_time: 13.0
Word: wielką, start_time: 13.0, end_time: 13.2
Word: radość, start_time: 13.2, end_time: 13.7
Word: włożyć, start_time: 13.7, end_time: 15.0
Word: mugo, start_time: 15.0, end_time: 15.3
Word: samemu, start_time: 15.3, end_time: 15.8
Word: na, start_time: 15.8, end_time: 15.9
Word: szyję, start_time: 15.9, end_time: 16.3
Word: ale, start_time: 16.3, end_time: 17.1
Word: gdybym, start_time: 17.1, end_time: 17.4
Word: był, start_time: 17.4, end_time: 17.7
Word: tym, start_time: 17.7, end_time: 17.9
Word: przyjacielem, start_time: 17.9, end_time: 18.7
Word: raczej, start_time: 18.7, end_time: 19.5
Word: bym, start_time: 19.5, end_time: 19.7
Word: umarł, start_time: 19.7, end_time: 20.2
Word: niż, start_time: 20.2, end_time: 21.0
Word: bym, start_time: 21.0, end_time: 21.2
Word: wydatków, start_time: 21.2, end_time: 21.9
Word: naszyjnik, start_time: 21.9, end_time: 22.5
Word: z, start_time: 22.5, end_time: 22.6
Word: rąk, start_time: 22.6, end_time: 22.9
Word: jubilera, start_time: 22.9, end_time: 23.5
Word: wiem, start_time: 23.5, end_time: 24.3
Word: iż, start_time: 24.3, end_time: 24.6
Word: większość, start_time: 24.6, end_time: 24.9
Word: mężczyzn, start_time: 24.9, end_time: 25.4
Word: kwapi, start_time: 25.4, end_time: 26.5
Word: się, start_time: 26.5, end_time: 26.6
Word: to, start_time: 26.6, end_time: 26.8
Word: prędzej, start_time: 26.8, end_time: 27.1
Word: posiąść, start_time: 27.1, end_time: 27.7
Word: kobietę, start_time: 27.7, end_time: 28.1
Word: która, start_time: 28.1, end_time: 28.7
Word: ich, start_time: 28.7, end_time: 28.8
Word: kocha, start_time: 28.8, end_time: 29.2
Word: ja, start_time: 29.2, end_time: 30.5
Word: robiłem, start_time: 30.5, end_time: 30.9
Word: zawsze, start_time: 30.9, end_time: 31.1
Word: przeciwnie, start_time: 31.1, end_time: 31.8
Word: nie, start_time: 31.8, end_time: 32.5
Word: z, start_time: 32.5, end_time: 32.6
Word: wyrachowania, start_time: 32.6, end_time: 33.3
Word: ale, start_time: 33.3, end_time: 34.0
Word: z, start_time: 34.0, end_time: 34.1
Word: instynktu, start_time: 34.1, end_time: 34.8
Word: serca, start_time: 34.8, end_time: 35.3
Word: kobieta, start_time: 35.3, end_time: 36.4
Word: która, start_time: 36.4, end_time: 36.6
Word: kocha, start_time: 36.6, end_time: 37.0
Word: trochę, start_time: 37.0, end_time: 37.6
Word: i, start_time: 37.6, end_time: 37.7
Word: która, start_time: 37.7, end_time: 38.3
Word: się, start_time: 38.3, end_time: 38.4
Word: opiera, start_time: 38.4, end_time: 39.0
Word: nie, start_time: 39.0, end_time: 39.7
Word: kocha, start_time: 39.7, end_time: 39.9
Word: dosyć, start_time: 39.9, end_time: 40.3
Word: ta, start_time: 40.3, end_time: 41.0
Word: zaś, start_time: 41.0, end_time: 41.2
Word: która, start_time: 41.2, end_time: 41.9
Word: kocha, start_time: 41.9, end_time: 42.2
Word: dosyć, start_time: 42.2, end_time: 42.6
Word: i, start_time: 42.6, end_time: 42.8
Word: opiera, start_time: 42.8, end_time: 43.4
Word: się, start_time: 43.4, end_time: 43.5
Word: nie, start_time: 43.5, end_time: 44.4
Word: czuję, start_time: 44.4, end_time: 44.8
Word: się, start_time: 44.8, end_time: 44.9
Word: dosyć, start_time: 44.9, end_time: 45.3
Word: kochaną, start_time: 45.3, end_time: 45.9
Word: wyznawczyni, start_time: 45.9, end_time: 47.2
Word: że, start_time: 47.2, end_time: 47.4
Word: mnie, start_time: 47.4, end_time: 47.7
Word: kocha, start_time: 47.7, end_time: 48.1
Word: pani, start_time: 48.1, end_time: 48.8
Word: Pearson, start_time: 48.8, end_time: 49.3
Word: stała, start_time: 49.3, end_time: 49.9
Word: się, start_time: 49.9, end_time: 50.0
Word: bardziej, start_time: 50.0, end_time: 50.4
Word: mną, start_time: 50.4, end_time: 51.0
Word: i, start_time: 51.0, end_time: 51.2
Word: wylane, start_time: 51.2, end_time: 51.8
Word: niż, start_time: 51.8, end_time: 52.1
Word: kiedykolwiek, start_time: 52.1, end_time: 52.4
Word: szacunek, start_time: 52.4, end_time: 53.9
Word: jaki, start_time: 53.9, end_time: 54.2
Word: Okazałem, start_time: 54.2, end_time: 54.8
Word: natknął, start_time: 54.8, end_time: 55.7
Word: ją, start_time: 55.7, end_time: 55.8
Word: tak, start_time: 55.8, end_time: 56.1
Word: słodko, start_time: 56.1, end_time: 56.6
