Waiting for operation to complete...
Transcript: scena szósta orgon elmira orgon A to jest muszę przyznać łotrzyk co się zowie przyjść nie mogę do siebie bądź mi się w głowie Elwira co ty już chcesz wychodzić nie to jeszcze mało Żartujesz chyba wracaj jak nic się nie stało z wydaniem sądu Czekaj ostatecznej tory wszak ci to wszystko mogą być tylko pozory orgon Nie nic gorszego jeszcze piekło nie wydało elmira mój Boże na zbyt lekko sądzisz sprawy całą Czekaj pewnych dowodów taka nagłość zdrożne Sprawia iż niewinnego czasem winić można elmira ukrywa orgona za sobą
Confidence: 0.9449472427368164
Word: scena, start_time: 0.0, end_time: 1.1
Word: szósta, start_time: 1.1, end_time: 1.3
Word: orgon, start_time: 1.3, end_time: 2.7
Word: elmira, start_time: 2.7, end_time: 3.5
Word: orgon, start_time: 3.5, end_time: 4.9
Word: A, start_time: 4.9, end_time: 5.0
Word: to, start_time: 5.0, end_time: 6.3
Word: jest, start_time: 6.3, end_time: 6.6
Word: muszę, start_time: 6.6, end_time: 7.1
Word: przyznać, start_time: 7.1, end_time: 7.9
Word: łotrzyk, start_time: 7.9, end_time: 8.7
Word: co, start_time: 8.7, end_time: 9.0
Word: się, start_time: 9.0, end_time: 9.2
Word: zowie, start_time: 9.2, end_time: 9.5
Word: przyjść, start_time: 9.5, end_time: 11.1
Word: nie, start_time: 11.1, end_time: 11.3
Word: mogę, start_time: 11.3, end_time: 11.4
Word: do, start_time: 11.4, end_time: 11.6
Word: siebie, start_time: 11.6, end_time: 11.8
Word: bądź, start_time: 11.8, end_time: 12.8
Word: mi, start_time: 12.8, end_time: 13.4
Word: się, start_time: 13.4, end_time: 13.5
Word: w, start_time: 13.5, end_time: 13.6
Word: głowie, start_time: 13.6, end_time: 13.6
Word: Elwira, start_time: 13.6, end_time: 15.1
Word: co, start_time: 15.1, end_time: 15.9
Word: ty, start_time: 15.9, end_time: 16.4
Word: już, start_time: 16.4, end_time: 16.6
Word: chcesz, start_time: 16.6, end_time: 16.9
Word: wychodzić, start_time: 16.9, end_time: 17.5
Word: nie, start_time: 17.5, end_time: 18.0
Word: to, start_time: 18.0, end_time: 18.3
Word: jeszcze, start_time: 18.3, end_time: 18.5
Word: mało, start_time: 18.5, end_time: 18.8
Word: Żartujesz, start_time: 18.8, end_time: 19.9
Word: chyba, start_time: 19.9, end_time: 20.0
Word: wracaj, start_time: 20.0, end_time: 20.6
Word: jak, start_time: 20.6, end_time: 21.2
Word: nic, start_time: 21.2, end_time: 21.5
Word: się, start_time: 21.5, end_time: 21.6
Word: nie, start_time: 21.6, end_time: 21.7
Word: stało, start_time: 21.7, end_time: 22.1
Word: z, start_time: 22.1, end_time: 22.3
Word: wydaniem, start_time: 22.3, end_time: 23.0
Word: sądu, start_time: 23.0, end_time: 23.4
Word: Czekaj, start_time: 23.4, end_time: 23.7
Word: ostatecznej, start_time: 23.7, end_time: 24.3
Word: tory, start_time: 24.3, end_time: 24.7
Word: wszak, start_time: 24.7, end_time: 25.2
Word: ci, start_time: 25.2, end_time: 25.3
Word: to, start_time: 25.3, end_time: 25.4
Word: wszystko, start_time: 25.4, end_time: 25.5
Word: mogą, start_time: 25.5, end_time: 26.1
Word: być, start_time: 26.1, end_time: 26.4
Word: tylko, start_time: 26.4, end_time: 26.5
Word: pozory, start_time: 26.5, end_time: 27.1
Word: orgon, start_time: 27.1, end_time: 28.1
Word: Nie, start_time: 28.1, end_time: 29.1
Word: nic, start_time: 29.1, end_time: 29.7
Word: gorszego, start_time: 29.7, end_time: 30.0
Word: jeszcze, start_time: 30.0, end_time: 30.6
Word: piekło, start_time: 30.6, end_time: 31.1
Word: nie, start_time: 31.1, end_time: 31.2
Word: wydało, start_time: 31.2, end_time: 31.6
Word: elmira, start_time: 31.6, end_time: 32.6
Word: mój, start_time: 32.6, end_time: 33.3
Word: Boże, start_time: 33.3, end_time: 33.8
Word: na, start_time: 33.8, end_time: 34.5
Word: zbyt, start_time: 34.5, end_time: 34.7
Word: lekko, start_time: 34.7, end_time: 35.1
Word: sądzisz, start_time: 35.1, end_time: 35.5
Word: sprawy, start_time: 35.5, end_time: 35.9
Word: całą, start_time: 35.9, end_time: 36.2
Word: Czekaj, start_time: 36.2, end_time: 36.9
Word: pewnych, start_time: 36.9, end_time: 37.4
Word: dowodów, start_time: 37.4, end_time: 38.0
Word: taka, start_time: 38.0, end_time: 38.6
Word: nagłość, start_time: 38.6, end_time: 39.1
Word: zdrożne, start_time: 39.1, end_time: 39.7
Word: Sprawia, start_time: 39.7, end_time: 40.4
Word: iż, start_time: 40.4, end_time: 40.7
Word: niewinnego, start_time: 40.7, end_time: 41.4
Word: czasem, start_time: 41.4, end_time: 41.9
Word: winić, start_time: 41.9, end_time: 42.3
Word: można, start_time: 42.3, end_time: 42.8
Word: elmira, start_time: 42.8, end_time: 43.8
Word: ukrywa, start_time: 43.8, end_time: 44.3
Word: orgona, start_time: 44.3, end_time: 44.8
Word: za, start_time: 44.8, end_time: 44.9
Word: sobą, start_time: 44.9, end_time: 45.2
