Waiting for operation to complete...
Transcript: Adam Mickiewicz Sonety Krymskie Droga nad przepaścią w czufut-kale Mirza i Pielgrzym i Mirza zmów pacierz o Puść wodze odwróć na bok lica to jeździec końskim nogą swój rozum Powierza dzielny koń Patrz jak staje głąb okiem rozmiarze Ukrainka Brzeg z szarą kopytem pochwyt i zawisnął tam nie patrz tam spadła źrenica jak w studni Altair od No nie uderza Irenką tam nie wskazuj nie masz u rąk pierza i myśli tam nie puszczaj bo myśli
Confidence: 0.9442759156227112
Word: Adam, start_time: 0.0, end_time: 1.0
Word: Mickiewicz, start_time: 1.0, end_time: 1.4
Word: Sonety, start_time: 1.4, end_time: 3.1
Word: Krymskie, start_time: 3.1, end_time: 3.6
Word: Droga, start_time: 3.6, end_time: 5.4
Word: nad, start_time: 5.4, end_time: 5.6
Word: przepaścią, start_time: 5.6, end_time: 5.7
Word: w, start_time: 5.7, end_time: 6.6
Word: czufut-kale, start_time: 6.6, end_time: 7.3
Word: Mirza, start_time: 7.3, end_time: 8.7
Word: i, start_time: 8.7, end_time: 8.9
Word: Pielgrzym, start_time: 8.9, end_time: 9.1
Word: i, start_time: 9.1, end_time: 9.7
Word: Mirza, start_time: 9.7, end_time: 12.6
Word: zmów, start_time: 12.6, end_time: 16.0
Word: pacierz, start_time: 16.0, end_time: 16.4
Word: o, start_time: 16.4, end_time: 16.6
Word: Puść, start_time: 16.6, end_time: 18.1
Word: wodze, start_time: 18.1, end_time: 18.4
Word: odwróć, start_time: 18.4, end_time: 20.3
Word: na, start_time: 20.3, end_time: 20.5
Word: bok, start_time: 20.5, end_time: 20.7
Word: lica, start_time: 20.7, end_time: 21.1
Word: to, start_time: 21.1, end_time: 22.9
Word: jeździec, start_time: 22.9, end_time: 23.5
Word: końskim, start_time: 23.5, end_time: 24.2
Word: nogą, start_time: 24.2, end_time: 24.5
Word: swój, start_time: 24.5, end_time: 25.0
Word: rozum, start_time: 25.0, end_time: 25.4
Word: Powierza, start_time: 25.4, end_time: 25.9
Word: dzielny, start_time: 25.9, end_time: 27.8
Word: koń, start_time: 27.8, end_time: 28.1
Word: Patrz, start_time: 28.1, end_time: 29.6
Word: jak, start_time: 29.6, end_time: 30.7
Word: staje, start_time: 30.7, end_time: 31.1
Word: głąb, start_time: 31.1, end_time: 32.7
Word: okiem, start_time: 32.7, end_time: 33.2
Word: rozmiarze, start_time: 33.2, end_time: 33.7
Word: Ukrainka, start_time: 33.7, end_time: 35.2
Word: Brzeg, start_time: 35.2, end_time: 36.5
Word: z, start_time: 36.5, end_time: 36.6
Word: szarą, start_time: 36.6, end_time: 36.9
Word: kopytem, start_time: 36.9, end_time: 37.4
Word: pochwyt, start_time: 37.4, end_time: 37.9
Word: i, start_time: 37.9, end_time: 38.0
Word: zawisnął, start_time: 38.0, end_time: 39.4
Word: tam, start_time: 39.4, end_time: 41.2
Word: nie, start_time: 41.2, end_time: 41.3
Word: patrz, start_time: 41.3, end_time: 41.7
Word: tam, start_time: 41.7, end_time: 43.8
Word: spadła, start_time: 43.8, end_time: 44.4
Word: źrenica, start_time: 44.4, end_time: 45.0
Word: jak, start_time: 45.0, end_time: 45.9
Word: w, start_time: 45.9, end_time: 46.0
Word: studni, start_time: 46.0, end_time: 46.6
Word: Altair, start_time: 46.6, end_time: 47.2
Word: od, start_time: 47.2, end_time: 47.6
Word: No, start_time: 47.6, end_time: 47.7
Word: nie, start_time: 47.7, end_time: 47.9
Word: uderza, start_time: 47.9, end_time: 48.4
Word: Irenką, start_time: 48.4, end_time: 50.3
Word: tam, start_time: 50.3, end_time: 50.6
Word: nie, start_time: 50.6, end_time: 50.8
Word: wskazuj, start_time: 50.8, end_time: 51.3
Word: nie, start_time: 51.3, end_time: 52.5
Word: masz, start_time: 52.5, end_time: 52.7
Word: u, start_time: 52.7, end_time: 52.9
Word: rąk, start_time: 52.9, end_time: 53.2
Word: pierza, start_time: 53.2, end_time: 53.6
Word: i, start_time: 53.6, end_time: 53.7
Word: myśli, start_time: 53.7, end_time: 56.1
Word: tam, start_time: 56.1, end_time: 56.3
Word: nie, start_time: 56.3, end_time: 56.5
Word: puszczaj, start_time: 56.5, end_time: 57.0
Word: bo, start_time: 57.0, end_time: 58.6
Word: myśli, start_time: 58.6, end_time: 59.1
