Waiting for operation to complete...
Transcript: Adam Mickiewicz Ballady i romanse rękawiczka Schillera chcąc być widzę dzikich boeuf już u Zwierzyńca podbojów król Zasiada przy nim książęta i panowie rada A gdzie wzniosłe krążą ganek rycerze obok kochanek król skinął palcem zaczęto igrzysko spadły wrzeciądze ogrodowisko z wolna się toczy podnosi czoło milczkiem obraca oczy wokoło idziemy rozdarł straszliwie i kudły zatrząsł na grzywie i wyciągnął ciężka brzemię i oddalił się na ziemię
Confidence: 0.9605035185813904
Word: Adam, start_time: 0.30000000000000004, end_time: 1.0
Word: Mickiewicz, start_time: 1.0, end_time: 1.3
Word: Ballady, start_time: 1.3, end_time: 2.0
Word: i, start_time: 2.0, end_time: 3.2
Word: romanse, start_time: 3.2, end_time: 3.3
Word: rękawiczka, start_time: 3.3, end_time: 5.8
Word: Schillera, start_time: 5.8, end_time: 7.6
Word: chcąc, start_time: 7.6, end_time: 10.0
Word: być, start_time: 10.0, end_time: 10.2
Word: widzę, start_time: 10.2, end_time: 10.6
Word: dzikich, start_time: 10.6, end_time: 11.1
Word: boeuf, start_time: 11.1, end_time: 11.6
Word: już, start_time: 11.6, end_time: 12.2
Word: u, start_time: 12.2, end_time: 12.4
Word: Zwierzyńca, start_time: 12.4, end_time: 13.1
Word: podbojów, start_time: 13.1, end_time: 13.8
Word: król, start_time: 13.8, end_time: 14.6
Word: Zasiada, start_time: 14.6, end_time: 15.0
Word: przy, start_time: 15.0, end_time: 16.7
Word: nim, start_time: 16.7, end_time: 16.9
Word: książęta, start_time: 16.9, end_time: 17.9
Word: i, start_time: 17.9, end_time: 18.0
Word: panowie, start_time: 18.0, end_time: 19.0
Word: rada, start_time: 19.0, end_time: 19.5
Word: A, start_time: 19.5, end_time: 19.6
Word: gdzie, start_time: 19.6, end_time: 21.7
Word: wzniosłe, start_time: 21.7, end_time: 22.4
Word: krążą, start_time: 22.4, end_time: 22.8
Word: ganek, start_time: 22.8, end_time: 23.4
Word: rycerze, start_time: 23.4, end_time: 24.5
Word: obok, start_time: 24.5, end_time: 25.0
Word: kochanek, start_time: 25.0, end_time: 25.6
Word: król, start_time: 25.6, end_time: 27.8
Word: skinął, start_time: 27.8, end_time: 28.1
Word: palcem, start_time: 28.1, end_time: 29.0
Word: zaczęto, start_time: 29.0, end_time: 30.5
Word: igrzysko, start_time: 30.5, end_time: 31.3
Word: spadły, start_time: 31.3, end_time: 33.2
Word: wrzeciądze, start_time: 33.2, end_time: 33.9
Word: ogrodowisko, start_time: 33.9, end_time: 37.2
Word: z, start_time: 37.2, end_time: 37.4
Word: wolna, start_time: 37.4, end_time: 38.6
Word: się, start_time: 38.6, end_time: 38.8
Word: toczy, start_time: 38.8, end_time: 39.4
Word: podnosi, start_time: 39.4, end_time: 41.2
Word: czoło, start_time: 41.2, end_time: 41.8
Word: milczkiem, start_time: 41.8, end_time: 43.3
Word: obraca, start_time: 43.3, end_time: 44.2
Word: oczy, start_time: 44.2, end_time: 44.8
Word: wokoło, start_time: 44.8, end_time: 45.6
Word: idziemy, start_time: 45.6, end_time: 47.2
Word: rozdarł, start_time: 47.2, end_time: 47.9
Word: straszliwie, start_time: 47.9, end_time: 48.9
Word: i, start_time: 48.9, end_time: 49.0
Word: kudły, start_time: 49.0, end_time: 50.3
Word: zatrząsł, start_time: 50.3, end_time: 50.9
Word: na, start_time: 50.9, end_time: 51.2
Word: grzywie, start_time: 51.2, end_time: 51.6
Word: i, start_time: 51.6, end_time: 51.8
Word: wyciągnął, start_time: 51.8, end_time: 53.5
Word: ciężka, start_time: 53.5, end_time: 54.1
Word: brzemię, start_time: 54.1, end_time: 54.6
Word: i, start_time: 54.6, end_time: 54.7
Word: oddalił, start_time: 54.7, end_time: 57.4
Word: się, start_time: 57.4, end_time: 57.4
Word: na, start_time: 57.4, end_time: 57.8
Word: ziemię, start_time: 57.8, end_time: 58.4
