Waiting for operation to complete...
Transcript: Jan Kochanowski Pieśń II księgi wtóre pieśń piąta wieczna sromota i nienagrodzona szkoda Polaku ziemia spustoszona Podolska leży a pohaniec sprosny nad Dniestrem siedząc dzielił lub żałosny niewierny Turczyn psy zapuścił swoje którzy zagrali piękne ładnie twoje z dziećmi pospołu A nie masz nadzieję wy kiedy miały nawiedzić swe knieje 1 za Dunaj córką zawsze dano drugie dochody dalekiej zagrano córy szlacheckie żal się mocny Boże są bisurmański brzydkie ścielę Łoże w bułce Niestety zbój cena zwołują którzy ani miast i wsi budują pod kotarzem tylko w polach siedzą a nas nie rządach nierządne jedzą tak odbierzemy stado więc drapaniu rozwój Cewice gdy powoli mają
Confidence: 0.8227419257164001
Word: Jan, start_time: 0.0, end_time: 0.9
Word: Kochanowski, start_time: 0.9, end_time: 1.1
Word: Pieśń, start_time: 1.1, end_time: 1.8
Word: II, start_time: 1.8, end_time: 3.1
Word: księgi, start_time: 3.1, end_time: 3.8
Word: wtóre, start_time: 3.8, end_time: 4.1
Word: pieśń, start_time: 4.1, end_time: 4.5
Word: piąta, start_time: 4.5, end_time: 5.8
Word: wieczna, start_time: 5.8, end_time: 7.2
Word: sromota, start_time: 7.2, end_time: 7.4
Word: i, start_time: 7.4, end_time: 8.0
Word: nienagrodzona, start_time: 8.0, end_time: 8.1
Word: szkoda, start_time: 8.1, end_time: 9.2
Word: Polaku, start_time: 9.2, end_time: 10.2
Word: ziemia, start_time: 10.2, end_time: 11.7
Word: spustoszona, start_time: 11.7, end_time: 12.5
Word: Podolska, start_time: 12.5, end_time: 13.7
Word: leży, start_time: 13.7, end_time: 14.0
Word: a, start_time: 14.0, end_time: 14.1
Word: pohaniec, start_time: 14.1, end_time: 14.6
Word: sprosny, start_time: 14.6, end_time: 15.2
Word: nad, start_time: 15.2, end_time: 15.8
Word: Dniestrem, start_time: 15.8, end_time: 16.2
Word: siedząc, start_time: 16.2, end_time: 16.9
Word: dzielił, start_time: 16.9, end_time: 17.3
Word: lub, start_time: 17.3, end_time: 17.4
Word: żałosny, start_time: 17.4, end_time: 18.0
Word: niewierny, start_time: 18.0, end_time: 19.4
Word: Turczyn, start_time: 19.4, end_time: 19.9
Word: psy, start_time: 19.9, end_time: 20.2
Word: zapuścił, start_time: 20.2, end_time: 20.8
Word: swoje, start_time: 20.8, end_time: 21.2
Word: którzy, start_time: 21.2, end_time: 22.2
Word: zagrali, start_time: 22.2, end_time: 22.6
Word: piękne, start_time: 22.6, end_time: 23.1
Word: ładnie, start_time: 23.1, end_time: 23.5
Word: twoje, start_time: 23.5, end_time: 23.9
Word: z, start_time: 23.9, end_time: 24.1
Word: dziećmi, start_time: 24.1, end_time: 25.0
Word: pospołu, start_time: 25.0, end_time: 25.6
Word: A, start_time: 25.6, end_time: 25.8
Word: nie, start_time: 25.8, end_time: 26.3
Word: masz, start_time: 26.3, end_time: 26.5
Word: nadzieję, start_time: 26.5, end_time: 27.0
Word: wy, start_time: 27.0, end_time: 27.7
Word: kiedy, start_time: 27.7, end_time: 28.0
Word: miały, start_time: 28.0, end_time: 28.3
Word: nawiedzić, start_time: 28.3, end_time: 28.8
Word: swe, start_time: 28.8, end_time: 29.2
Word: knieje, start_time: 29.2, end_time: 29.7
Word: 1, start_time: 29.7, end_time: 31.0
Word: za, start_time: 31.0, end_time: 31.2
Word: Dunaj, start_time: 31.2, end_time: 31.6
Word: córką, start_time: 31.6, end_time: 32.0
Word: zawsze, start_time: 32.0, end_time: 32.2
Word: dano, start_time: 32.2, end_time: 32.7
Word: drugie, start_time: 32.7, end_time: 33.7
Word: dochody, start_time: 33.7, end_time: 34.4
Word: dalekiej, start_time: 34.4, end_time: 34.9
Word: zagrano, start_time: 34.9, end_time: 35.3
Word: córy, start_time: 35.3, end_time: 36.6
Word: szlacheckie, start_time: 36.6, end_time: 37.3
Word: żal, start_time: 37.3, end_time: 38.0
Word: się, start_time: 38.0, end_time: 38.1
Word: mocny, start_time: 38.1, end_time: 38.6
Word: Boże, start_time: 38.6, end_time: 38.8
Word: są, start_time: 38.8, end_time: 39.6
Word: bisurmański, start_time: 39.6, end_time: 40.5
Word: brzydkie, start_time: 40.5, end_time: 41.0
Word: ścielę, start_time: 41.0, end_time: 41.3
Word: Łoże, start_time: 41.3, end_time: 41.6
Word: w, start_time: 41.6, end_time: 41.9
Word: bułce, start_time: 41.9, end_time: 43.0
Word: Niestety, start_time: 43.0, end_time: 43.2
Word: zbój, start_time: 43.2, end_time: 44.1
Word: cena, start_time: 44.1, end_time: 44.5
Word: zwołują, start_time: 44.5, end_time: 45.1
Word: którzy, start_time: 45.1, end_time: 46.0
Word: ani, start_time: 46.0, end_time: 46.2
Word: miast, start_time: 46.2, end_time: 46.7
Word: i, start_time: 46.7, end_time: 46.7
Word: wsi, start_time: 46.7, end_time: 47.0
Word: budują, start_time: 47.0, end_time: 47.9
Word: pod, start_time: 47.9, end_time: 48.8
Word: kotarzem, start_time: 48.8, end_time: 49.1
Word: tylko, start_time: 49.1, end_time: 49.8
Word: w, start_time: 49.8, end_time: 49.8
Word: polach, start_time: 49.8, end_time: 50.2
Word: siedzą, start_time: 50.2, end_time: 50.6
Word: a, start_time: 50.6, end_time: 50.8
Word: nas, start_time: 50.8, end_time: 51.5
Word: nie, start_time: 51.5, end_time: 51.6
Word: rządach, start_time: 51.6, end_time: 52.4
Word: nierządne, start_time: 52.4, end_time: 53.1
Word: jedzą, start_time: 53.1, end_time: 53.5
