Waiting for operation to complete...
Transcript: rozdział 36 rozwiązanie oto nasze ostatnie spostrzeżenie obawiam się bowiem kochany czytelniku że to dzieło zaczyna ci się wydawać Nie to męczące podobnie jak i sam temat o ile jesteś żonaty ta książka która zdaniem autora jest dla fizjologii małżeństwa tym czym historia jest dla filozofii Czym jest przykład dla teorii miała swoją logikę tak samo jak ją na ich życie brane w swoich wielkich liniach i o to jaką jest ta logika logika fatalna straszliwa w chwili gdy zamykała się pierwsza część tej książki której każdy żart Kryje w sobie tyle głębi Adolf musieliście to zauważyć doszedł do zupełnej obojętności W kwestiach matrymonialnych musiał Czy ty wać powieści w których autorowie radzą
Confidence: 0.970643162727356
Word: rozdział, start_time: 0.0, end_time: 1.0
Word: 36, start_time: 1.0, end_time: 1.8
Word: rozwiązanie, start_time: 1.8, end_time: 3.9
Word: oto, start_time: 3.9, end_time: 4.9
Word: nasze, start_time: 4.9, end_time: 5.4
Word: ostatnie, start_time: 5.4, end_time: 6.0
Word: spostrzeżenie, start_time: 6.0, end_time: 7.2
Word: obawiam, start_time: 7.2, end_time: 8.5
Word: się, start_time: 8.5, end_time: 8.7
Word: bowiem, start_time: 8.7, end_time: 8.9
Word: kochany, start_time: 8.9, end_time: 9.6
Word: czytelniku, start_time: 9.6, end_time: 9.8
Word: że, start_time: 9.8, end_time: 10.8
Word: to, start_time: 10.8, end_time: 11.0
Word: dzieło, start_time: 11.0, end_time: 11.3
Word: zaczyna, start_time: 11.3, end_time: 12.0
Word: ci, start_time: 12.0, end_time: 12.2
Word: się, start_time: 12.2, end_time: 12.3
Word: wydawać, start_time: 12.3, end_time: 12.7
Word: Nie, start_time: 12.7, end_time: 12.8
Word: to, start_time: 12.8, end_time: 13.1
Word: męczące, start_time: 13.1, end_time: 13.4
Word: podobnie, start_time: 13.4, end_time: 14.6
Word: jak, start_time: 14.6, end_time: 14.8
Word: i, start_time: 14.8, end_time: 15.0
Word: sam, start_time: 15.0, end_time: 15.4
Word: temat, start_time: 15.4, end_time: 15.7
Word: o, start_time: 15.7, end_time: 16.0
Word: ile, start_time: 16.0, end_time: 16.7
Word: jesteś, start_time: 16.7, end_time: 17.1
Word: żonaty, start_time: 17.1, end_time: 17.6
Word: ta, start_time: 17.6, end_time: 18.6
Word: książka, start_time: 18.6, end_time: 18.9
Word: która, start_time: 18.9, end_time: 19.7
Word: zdaniem, start_time: 19.7, end_time: 20.0
Word: autora, start_time: 20.0, end_time: 20.6
Word: jest, start_time: 20.6, end_time: 21.0
Word: dla, start_time: 21.0, end_time: 21.3
Word: fizjologii, start_time: 21.3, end_time: 22.2
Word: małżeństwa, start_time: 22.2, end_time: 23.0
Word: tym, start_time: 23.0, end_time: 23.3
Word: czym, start_time: 23.3, end_time: 24.0
Word: historia, start_time: 24.0, end_time: 24.6
Word: jest, start_time: 24.6, end_time: 24.9
Word: dla, start_time: 24.9, end_time: 25.3
Word: filozofii, start_time: 25.3, end_time: 26.1
Word: Czym, start_time: 26.1, end_time: 26.8
Word: jest, start_time: 26.8, end_time: 27.0
Word: przykład, start_time: 27.0, end_time: 27.6
Word: dla, start_time: 27.6, end_time: 27.9
Word: teorii, start_time: 27.9, end_time: 28.4
Word: miała, start_time: 28.4, end_time: 29.3
Word: swoją, start_time: 29.3, end_time: 29.6
Word: logikę, start_time: 29.6, end_time: 30.0
Word: tak, start_time: 30.0, end_time: 30.8
Word: samo, start_time: 30.8, end_time: 31.1
Word: jak, start_time: 31.1, end_time: 31.6
Word: ją, start_time: 31.6, end_time: 31.8
Word: na, start_time: 31.8, end_time: 32.0
Word: ich, start_time: 32.0, end_time: 32.4
Word: życie, start_time: 32.4, end_time: 32.6
Word: brane, start_time: 32.6, end_time: 33.3
Word: w, start_time: 33.3, end_time: 33.4
Word: swoich, start_time: 33.4, end_time: 33.9
Word: wielkich, start_time: 33.9, end_time: 34.6
Word: liniach, start_time: 34.6, end_time: 35.3
Word: i, start_time: 35.3, end_time: 35.5
Word: o, start_time: 35.5, end_time: 36.7
Word: to, start_time: 36.7, end_time: 37.0
Word: jaką, start_time: 37.0, end_time: 37.6
Word: jest, start_time: 37.6, end_time: 38.0
Word: ta, start_time: 38.0, end_time: 38.2
Word: logika, start_time: 38.2, end_time: 38.7
Word: logika, start_time: 38.7, end_time: 39.8
Word: fatalna, start_time: 39.8, end_time: 40.5
Word: straszliwa, start_time: 40.5, end_time: 41.8
Word: w, start_time: 41.8, end_time: 41.9
Word: chwili, start_time: 41.9, end_time: 43.2
Word: gdy, start_time: 43.2, end_time: 43.3
Word: zamykała, start_time: 43.3, end_time: 44.2
Word: się, start_time: 44.2, end_time: 44.3
Word: pierwsza, start_time: 44.3, end_time: 44.8
Word: część, start_time: 44.8, end_time: 44.9
Word: tej, start_time: 44.9, end_time: 45.5
Word: książki, start_time: 45.5, end_time: 45.9
Word: której, start_time: 45.9, end_time: 46.7
Word: każdy, start_time: 46.7, end_time: 47.3
Word: żart, start_time: 47.3, end_time: 47.8
Word: Kryje, start_time: 47.8, end_time: 48.2
Word: w, start_time: 48.2, end_time: 48.2
Word: sobie, start_time: 48.2, end_time: 48.3
Word: tyle, start_time: 48.3, end_time: 48.8
Word: głębi, start_time: 48.8, end_time: 49.4
Word: Adolf, start_time: 49.4, end_time: 50.1
Word: musieliście, start_time: 50.1, end_time: 50.7
Word: to, start_time: 50.7, end_time: 50.9
Word: zauważyć, start_time: 50.9, end_time: 51.5
Word: doszedł, start_time: 51.5, end_time: 52.4
Word: do, start_time: 52.4, end_time: 52.6
Word: zupełnej, start_time: 52.6, end_time: 53.3
