Waiting for operation to complete...
Transcript: Bolesław Leśmian Matysek
Confidence: 0.9785358309745789
Word: Bolesław, start_time: 0.0, end_time: 0.6000000000000001
Word: Leśmian, start_time: 0.6000000000000001, end_time: 0.7000000000000001
Word: Matysek, start_time: 0.7000000000000001, end_time: 2.7
Transcript:  grał w lesie Matysek na skrzypcach z Jedliny i wygrał i wygrał płacz zmarłej dziewczyny
Confidence: 0.9375641942024231
Word: grał, start_time: 4.4, end_time: 5.0
Word: w, start_time: 5.0, end_time: 5.1
Word: lesie, start_time: 5.1, end_time: 5.4
Word: Matysek, start_time: 5.4, end_time: 6.0
Word: na, start_time: 6.0, end_time: 6.4
Word: skrzypcach, start_time: 6.4, end_time: 6.9
Word: z, start_time: 6.9, end_time: 7.0
Word: Jedliny, start_time: 7.0, end_time: 7.4
Word: i, start_time: 7.4, end_time: 7.6
Word: wygrał, start_time: 7.6, end_time: 9.0
Word: i, start_time: 9.0, end_time: 9.1
Word: wygrał, start_time: 9.1, end_time: 9.8
Word: płacz, start_time: 9.8, end_time: 10.6
Word: zmarłej, start_time: 10.6, end_time: 11.2
Word: dziewczyny, start_time: 11.2, end_time: 11.7
Transcript:  o płaczu bezbrzeżny dlaczego tak Płaczesz Dlaczego nie drzewne jak we drzwi i kołacze zapomnij o klęsce a świat się odmieni i rosną spłynie w zieleni Spocznij w zieleni
Confidence: 0.9055323600769043
Word: o, start_time: 12.9, end_time: 12.9
Word: płaczu, start_time: 12.9, end_time: 13.8
Word: bezbrzeżny, start_time: 13.8, end_time: 14.1
Word: dlaczego, start_time: 14.1, end_time: 15.1
Word: tak, start_time: 15.1, end_time: 15.3
Word: Płaczesz, start_time: 15.3, end_time: 15.8
Word: Dlaczego, start_time: 15.8, end_time: 16.0
Word: nie, start_time: 16.0, end_time: 17.5
Word: drzewne, start_time: 17.5, end_time: 18.2
Word: jak, start_time: 18.2, end_time: 18.4
Word: we, start_time: 18.4, end_time: 18.5
Word: drzwi, start_time: 18.5, end_time: 18.9
Word: i, start_time: 18.9, end_time: 19.0
Word: kołacze, start_time: 19.0, end_time: 19.4
Word: zapomnij, start_time: 19.4, end_time: 21.2
Word: o, start_time: 21.2, end_time: 21.3
Word: klęsce, start_time: 21.3, end_time: 21.7
Word: a, start_time: 21.7, end_time: 22.0
Word: świat, start_time: 22.0, end_time: 22.5
Word: się, start_time: 22.5, end_time: 22.6
Word: odmieni, start_time: 22.6, end_time: 23.1
Word: i, start_time: 23.1, end_time: 23.2
Word: rosną, start_time: 23.2, end_time: 24.5
Word: spłynie, start_time: 24.5, end_time: 25.0
Word: w, start_time: 25.0, end_time: 25.0
Word: zieleni, start_time: 25.0, end_time: 25.5
Word: Spocznij, start_time: 25.5, end_time: 26.5
Word: w, start_time: 26.5, end_time: 26.5
Word: zieleni, start_time: 26.5, end_time: 26.9
Transcript:  lecz nie chciał wypocząć nie wyzbyć się męki i różnie się krwawi po kwiaty i zaimki czerwony zielony srebrzysty złocisty O Boże mój Boże płacz bardzo wieczysty takie było natryskowe granie zanim pieśni na stało kochanie grał w lesie Matysek na skrzypcach z Jedliny i wygrał i wygrał śmiech zmarłej dziewczyny uśmiechu niedobry Dlaczego się śmiejesz dlaczego tak żywcem Polesie szalejesz Stone grzeszną ochotę Zwiększ swój żałobą i rozpacz się wniwecz i przestań być sobą nie przestał być sobą ośmieszył sam siebie i w Barwach siemieniu na ziemi i niebie czerwony zielony srebrzysty złocisty O Boże mój Boże śmiech bardzo wieczyste
Confidence: 0.9443138241767883
Word: lecz, start_time: 28.3, end_time: 28.8
Word: nie, start_time: 28.8, end_time: 28.9
Word: chciał, start_time: 28.9, end_time: 29.2
Word: wypocząć, start_time: 29.2, end_time: 29.6
Word: nie, start_time: 29.6, end_time: 30.1
Word: wyzbyć, start_time: 30.1, end_time: 30.4
Word: się, start_time: 30.4, end_time: 30.6
Word: męki, start_time: 30.6, end_time: 31.0
Word: i, start_time: 31.0, end_time: 31.1
Word: różnie, start_time: 31.1, end_time: 32.2
Word: się, start_time: 32.2, end_time: 32.3
Word: krwawi, start_time: 32.3, end_time: 32.9
Word: po, start_time: 32.9, end_time: 33.0
Word: kwiaty, start_time: 33.0, end_time: 33.7
Word: i, start_time: 33.7, end_time: 33.8
Word: zaimki, start_time: 33.8, end_time: 34.3
Word: czerwony, start_time: 34.3, end_time: 35.3
Word: zielony, start_time: 35.3, end_time: 35.8
Word: srebrzysty, start_time: 35.8, end_time: 36.9
Word: złocisty, start_time: 36.9, end_time: 37.6
Word: O, start_time: 37.6, end_time: 37.7
Word: Boże, start_time: 37.7, end_time: 38.7
Word: mój, start_time: 38.7, end_time: 38.8
Word: Boże, start_time: 38.8, end_time: 39.0
Word: płacz, start_time: 39.0, end_time: 39.9
Word: bardzo, start_time: 39.9, end_time: 40.2
Word: wieczysty, start_time: 40.2, end_time: 41.2
Word: takie, start_time: 41.2, end_time: 42.4
Word: było, start_time: 42.4, end_time: 42.7
Word: natryskowe, start_time: 42.7, end_time: 43.2
Word: granie, start_time: 43.2, end_time: 43.7
Word: zanim, start_time: 43.7, end_time: 44.6
Word: pieśni, start_time: 44.6, end_time: 45.1
Word: na, start_time: 45.1, end_time: 45.2
Word: stało, start_time: 45.2, end_time: 45.6
Word: kochanie, start_time: 45.6, end_time: 45.9
Word: grał, start_time: 45.9, end_time: 47.8
Word: w, start_time: 47.8, end_time: 47.9
Word: lesie, start_time: 47.9, end_time: 48.1
Word: Matysek, start_time: 48.1, end_time: 48.6
Word: na, start_time: 48.6, end_time: 48.9
Word: skrzypcach, start_time: 48.9, end_time: 49.4
Word: z, start_time: 49.4, end_time: 49.6
Word: Jedliny, start_time: 49.6, end_time: 50.0
Word: i, start_time: 50.0, end_time: 50.2
Word: wygrał, start_time: 50.2, end_time: 50.9
Word: i, start_time: 50.9, end_time: 51.1
Word: wygrał, start_time: 51.1, end_time: 51.7
Word: śmiech, start_time: 51.7, end_time: 52.3
Word: zmarłej, start_time: 52.3, end_time: 52.8
Word: dziewczyny, start_time: 52.8, end_time: 53.4
Word: uśmiechu, start_time: 53.4, end_time: 54.6
Word: niedobry, start_time: 54.6, end_time: 55.1
Word: Dlaczego, start_time: 55.1, end_time: 55.8
Word: się, start_time: 55.8, end_time: 55.9
Word: śmiejesz, start_time: 55.9, end_time: 56.4
Word: dlaczego, start_time: 56.4, end_time: 57.3
Word: tak, start_time: 57.3, end_time: 57.4
Word: żywcem, start_time: 57.4, end_time: 57.9
