Waiting for operation to complete...
Transcript: Jan Kochanowski Treny Tren 18 m nieposłuszny panie dzieci twoje szczęśliwe czasy swoje rzadko Cię wspominamy tylko rozkoszy zwykłych używany nieba czym że to z Twej łaski nam płynie a także prędko minie kiedy po nas wdzięczności nie uznasz Panie za Twe życzliwości niej nas nawozy niech nas nie rozpycha doczesna rozkosz liche Niechaj na cienką Jemy przynajmniej w kaźni gdy władca nie chcemy ale Ojcowskim nas Cash obyczajem bądź przed twym
Confidence: 0.9666717052459717
Word: Jan, start_time: 0.0, end_time: 0.8
Word: Kochanowski, start_time: 0.8, end_time: 0.9
Word: Treny, start_time: 0.9, end_time: 2.6
Word: Tren, start_time: 2.6, end_time: 3.7
Word: 18, start_time: 3.7, end_time: 5.0
Word: m, start_time: 5.0, end_time: 9.2
Word: nieposłuszny, start_time: 9.2, end_time: 10.6
Word: panie, start_time: 10.6, end_time: 11.0
Word: dzieci, start_time: 11.0, end_time: 11.4
Word: twoje, start_time: 11.4, end_time: 11.9
Word: szczęśliwe, start_time: 11.9, end_time: 14.1
Word: czasy, start_time: 14.1, end_time: 14.5
Word: swoje, start_time: 14.5, end_time: 15.3
Word: rzadko, start_time: 15.3, end_time: 16.4
Word: Cię, start_time: 16.4, end_time: 16.5
Word: wspominamy, start_time: 16.5, end_time: 17.4
Word: tylko, start_time: 17.4, end_time: 18.9
Word: rozkoszy, start_time: 18.9, end_time: 20.2
Word: zwykłych, start_time: 20.2, end_time: 21.2
Word: używany, start_time: 21.2, end_time: 22.1
Word: nieba, start_time: 22.1, end_time: 24.2
Word: czym, start_time: 24.2, end_time: 24.6
Word: że, start_time: 24.6, end_time: 25.9
Word: to, start_time: 25.9, end_time: 26.1
Word: z, start_time: 26.1, end_time: 26.2
Word: Twej, start_time: 26.2, end_time: 26.6
Word: łaski, start_time: 26.6, end_time: 26.7
Word: nam, start_time: 26.7, end_time: 27.4
Word: płynie, start_time: 27.4, end_time: 27.7
Word: a, start_time: 27.7, end_time: 27.9
Word: także, start_time: 27.9, end_time: 28.3
Word: prędko, start_time: 28.3, end_time: 29.5
