Waiting for operation to complete...
Transcript: Bruno Jasieński but w butonierce panienki w lesie z listem cicho sennik cicho płaczu cicholaz jak chodziły nim panienki pierwotnie Anki ekstaza erki kołysały się schyla wyrwały grzyby w bombonierki atłasowe żółte grzyby te co rosną tylko raz opadały pierwsze liście na sukienki kryszyn kołysał się rytmicznie Urbanek walentynki zapłakały biały brzozy podkrążone demio denki i złe bułki z serem ruki pogrążone w wieczny specjalista w zakresie uzupełnia się kropelki na pluszowe pantofelki zostawiły żal maleńki zostawił żal niewielki Pójdę dalej cię nie maluj będzie płacz a może nie
Confidence: 0.9352635741233826
Word: Bruno, start_time: 0.0, end_time: 0.30000000000000004
Word: Jasieński, start_time: 0.30000000000000004, end_time: 0.9
Word: but, start_time: 0.9, end_time: 1.5
Word: w, start_time: 1.5, end_time: 1.6
Word: butonierce, start_time: 1.6, end_time: 1.7000000000000002
Word: panienki, start_time: 1.7000000000000002, end_time: 3.3
Word: w, start_time: 3.3, end_time: 3.6
Word: lesie, start_time: 3.6, end_time: 3.9
Word: z, start_time: 3.9, end_time: 4.1
Word: listem, start_time: 4.1, end_time: 5.9
Word: cicho, start_time: 5.9, end_time: 6.2
Word: sennik, start_time: 6.2, end_time: 6.8
Word: cicho, start_time: 6.8, end_time: 7.1
Word: płaczu, start_time: 7.1, end_time: 7.5
Word: cicholaz, start_time: 7.5, end_time: 8.0
Word: jak, start_time: 8.0, end_time: 9.3
Word: chodziły, start_time: 9.3, end_time: 9.7
Word: nim, start_time: 9.7, end_time: 9.8
Word: panienki, start_time: 9.8, end_time: 10.4
Word: pierwotnie, start_time: 10.4, end_time: 11.3
Word: Anki, start_time: 11.3, end_time: 11.7
Word: ekstaza, start_time: 11.7, end_time: 12.5
Word: erki, start_time: 12.5, end_time: 12.8
Word: kołysały, start_time: 12.8, end_time: 14.4
Word: się, start_time: 14.4, end_time: 14.5
Word: schyla, start_time: 14.5, end_time: 15.0
Word: wyrwały, start_time: 15.0, end_time: 16.0
Word: grzyby, start_time: 16.0, end_time: 16.4
Word: w, start_time: 16.4, end_time: 16.4
Word: bombonierki, start_time: 16.4, end_time: 17.1
Word: atłasowe, start_time: 17.1, end_time: 18.3
Word: żółte, start_time: 18.3, end_time: 18.6
Word: grzyby, start_time: 18.6, end_time: 19.0
Word: te, start_time: 19.0, end_time: 19.3
Word: co, start_time: 19.3, end_time: 19.9
Word: rosną, start_time: 19.9, end_time: 20.0
Word: tylko, start_time: 20.0, end_time: 20.4
Word: raz, start_time: 20.4, end_time: 20.7
Word: opadały, start_time: 20.7, end_time: 22.1
Word: pierwsze, start_time: 22.1, end_time: 22.5
Word: liście, start_time: 22.5, end_time: 22.7
Word: na, start_time: 22.7, end_time: 23.3
Word: sukienki, start_time: 23.3, end_time: 23.7
Word: kryszyn, start_time: 23.7, end_time: 24.5
Word: kołysał, start_time: 24.5, end_time: 25.6
Word: się, start_time: 25.6, end_time: 25.6
Word: rytmicznie, start_time: 25.6, end_time: 26.1
Word: Urbanek, start_time: 26.1, end_time: 26.9
Word: walentynki, start_time: 26.9, end_time: 27.8
Word: zapłakały, start_time: 27.8, end_time: 29.3
Word: biały, start_time: 29.3, end_time: 29.5
Word: brzozy, start_time: 29.5, end_time: 30.0
Word: podkrążone, start_time: 30.0, end_time: 31.1
Word: demio, start_time: 31.1, end_time: 31.4
Word: denki, start_time: 31.4, end_time: 31.9
Word: i, start_time: 31.9, end_time: 32.0
Word: złe, start_time: 32.0, end_time: 32.9
Word: bułki, start_time: 32.9, end_time: 33.2
Word: z, start_time: 33.2, end_time: 33.3
Word: serem, start_time: 33.3, end_time: 33.5
Word: ruki, start_time: 33.5, end_time: 33.9
Word: pogrążone, start_time: 33.9, end_time: 35.0
Word: w, start_time: 35.0, end_time: 35.1
Word: wieczny, start_time: 35.1, end_time: 35.5
Word: specjalista, start_time: 35.5, end_time: 37.5
Word: w, start_time: 37.5, end_time: 37.6
Word: zakresie, start_time: 37.6, end_time: 38.3
Word: uzupełnia, start_time: 38.3, end_time: 39.8
Word: się, start_time: 39.8, end_time: 41.5
Word: kropelki, start_time: 41.5, end_time: 42.1
Word: na, start_time: 42.1, end_time: 42.2
Word: pluszowe, start_time: 42.2, end_time: 42.6
Word: pantofelki, start_time: 42.6, end_time: 43.4
Word: zostawiły, start_time: 43.4, end_time: 44.8
Word: żal, start_time: 44.8, end_time: 45.0
Word: maleńki, start_time: 45.0, end_time: 45.7
Word: zostawił, start_time: 45.7, end_time: 46.9
Word: żal, start_time: 46.9, end_time: 47.1
Word: niewielki, start_time: 47.1, end_time: 47.7
Word: Pójdę, start_time: 47.7, end_time: 48.6
Word: dalej, start_time: 48.6, end_time: 49.0
Word: cię, start_time: 49.0, end_time: 49.2
Word: nie, start_time: 49.2, end_time: 49.3
Word: maluj, start_time: 49.3, end_time: 49.7
Word: będzie, start_time: 49.7, end_time: 50.6
Word: płacz, start_time: 50.6, end_time: 50.9
Word: a, start_time: 50.9, end_time: 51.0
Word: może, start_time: 51.0, end_time: 52.1
Word: nie, start_time: 52.1, end_time: 52.2
