Waiting for operation to complete...
Transcript: scena szósta Walery orgon pani pernelle elmira cleant Marianna Damis doryna cholery daruję pan że go wieścią bolesną przeraża lecz twoje dobro najśmieszniej działać tutaj każe przyjaciel mój oddanymi w każdej potrzebie wiedząc jak ścisły węzły wiążą mnie do ciebie z uczucia dla mnie czyniąc ten krok tak odważny zdradził przede mną pewien sekret stanu ważny i przesłał mi wiadomość w której Wniosek jeszcze że trzeba być ucieczką chronił Siedzisz jeszcze szalbierz który się z dawna Panoszów w twoim domu przed księciem cię oskarżyć z domu po kryjomu i złożył w jego ręce coś z tego wynika że w tobie zbrodzień stanu znalazł powiernika i że pan obowiązków dla księcia niepomny przekonałeś w swoim domu sekret wiarołomny nie zna
Confidence: 0.8666365146636963
Word: scena, start_time: 0.0, end_time: 0.8
Word: szósta, start_time: 0.8, end_time: 1.0
Word: Walery, start_time: 1.0, end_time: 2.8
Word: orgon, start_time: 2.8, end_time: 3.8
Word: pani, start_time: 3.8, end_time: 4.4
Word: pernelle, start_time: 4.4, end_time: 4.7
Word: elmira, start_time: 4.7, end_time: 5.9
Word: cleant, start_time: 5.9, end_time: 6.9
Word: Marianna, start_time: 6.9, end_time: 8.1
Word: Damis, start_time: 8.1, end_time: 9.2
Word: doryna, start_time: 9.2, end_time: 9.8
Word: cholery, start_time: 9.8, end_time: 11.4
Word: daruję, start_time: 11.4, end_time: 12.6
Word: pan, start_time: 12.6, end_time: 12.8
Word: że, start_time: 12.8, end_time: 12.9
Word: go, start_time: 12.9, end_time: 13.1
Word: wieścią, start_time: 13.1, end_time: 13.4
Word: bolesną, start_time: 13.4, end_time: 14.0
Word: przeraża, start_time: 14.0, end_time: 14.5
Word: lecz, start_time: 14.5, end_time: 15.2
Word: twoje, start_time: 15.2, end_time: 15.6
Word: dobro, start_time: 15.6, end_time: 16.0
Word: najśmieszniej, start_time: 16.0, end_time: 16.9
Word: działać, start_time: 16.9, end_time: 17.3
Word: tutaj, start_time: 17.3, end_time: 17.6
Word: każe, start_time: 17.6, end_time: 17.9
Word: przyjaciel, start_time: 17.9, end_time: 19.0
Word: mój, start_time: 19.0, end_time: 19.2
Word: oddanymi, start_time: 19.2, end_time: 20.2
Word: w, start_time: 20.2, end_time: 20.3
Word: każdej, start_time: 20.3, end_time: 20.7
Word: potrzebie, start_time: 20.7, end_time: 20.8
Word: wiedząc, start_time: 20.8, end_time: 22.1
Word: jak, start_time: 22.1, end_time: 22.4
Word: ścisły, start_time: 22.4, end_time: 23.1
Word: węzły, start_time: 23.1, end_time: 23.8
Word: wiążą, start_time: 23.8, end_time: 24.2
Word: mnie, start_time: 24.2, end_time: 24.5
Word: do, start_time: 24.5, end_time: 24.6
Word: ciebie, start_time: 24.6, end_time: 24.7
Word: z, start_time: 24.7, end_time: 25.1
Word: uczucia, start_time: 25.1, end_time: 26.0
Word: dla, start_time: 26.0, end_time: 26.1
Word: mnie, start_time: 26.1, end_time: 26.4
Word: czyniąc, start_time: 26.4, end_time: 26.9
Word: ten, start_time: 26.9, end_time: 27.2
Word: krok, start_time: 27.2, end_time: 27.5
Word: tak, start_time: 27.5, end_time: 27.7
Word: odważny, start_time: 27.7, end_time: 28.3
Word: zdradził, start_time: 28.3, end_time: 29.3
Word: przede, start_time: 29.3, end_time: 29.7
Word: mną, start_time: 29.7, end_time: 29.9
Word: pewien, start_time: 29.9, end_time: 30.3
Word: sekret, start_time: 30.3, end_time: 30.6
Word: stanu, start_time: 30.6, end_time: 31.3
Word: ważny, start_time: 31.3, end_time: 31.7
Word: i, start_time: 31.7, end_time: 31.8
Word: przesłał, start_time: 31.8, end_time: 32.8
Word: mi, start_time: 32.8, end_time: 33.0
Word: wiadomość, start_time: 33.0, end_time: 33.6
Word: w, start_time: 33.6, end_time: 33.8
Word: której, start_time: 33.8, end_time: 34.2
Word: Wniosek, start_time: 34.2, end_time: 34.8
Word: jeszcze, start_time: 34.8, end_time: 35.1
Word: że, start_time: 35.1, end_time: 35.8
Word: trzeba, start_time: 35.8, end_time: 36.3
Word: być, start_time: 36.3, end_time: 36.7
Word: ucieczką, start_time: 36.7, end_time: 37.4
Word: chronił, start_time: 37.4, end_time: 38.0
Word: Siedzisz, start_time: 38.0, end_time: 38.4
Word: jeszcze, start_time: 38.4, end_time: 38.6
Word: szalbierz, start_time: 38.6, end_time: 40.1
Word: który, start_time: 40.1, end_time: 40.6
Word: się, start_time: 40.6, end_time: 40.7
Word: z, start_time: 40.7, end_time: 40.8
Word: dawna, start_time: 40.8, end_time: 41.2
Word: Panoszów, start_time: 41.2, end_time: 41.7
Word: w, start_time: 41.7, end_time: 41.9
Word: twoim, start_time: 41.9, end_time: 42.2
Word: domu, start_time: 42.2, end_time: 42.4
Word: przed, start_time: 42.4, end_time: 43.1
Word: księciem, start_time: 43.1, end_time: 43.4
Word: cię, start_time: 43.4, end_time: 43.8
Word: oskarżyć, start_time: 43.8, end_time: 44.5
Word: z, start_time: 44.5, end_time: 44.6
Word: domu, start_time: 44.6, end_time: 44.9
Word: po, start_time: 44.9, end_time: 45.2
Word: kryjomu, start_time: 45.2, end_time: 45.3
Word: i, start_time: 45.3, end_time: 45.8
Word: złożył, start_time: 45.8, end_time: 46.9
Word: w, start_time: 46.9, end_time: 47.0
Word: jego, start_time: 47.0, end_time: 47.3
Word: ręce, start_time: 47.3, end_time: 47.5
Word: coś, start_time: 47.5, end_time: 47.9
Word: z, start_time: 47.9, end_time: 48.2
Word: tego, start_time: 48.2, end_time: 48.5
Word: wynika, start_time: 48.5, end_time: 49.0
Word: że, start_time: 49.0, end_time: 49.2
Word: w, start_time: 49.2, end_time: 49.7
Word: tobie, start_time: 49.7, end_time: 50.0
Word: zbrodzień, start_time: 50.0, end_time: 50.7
Word: stanu, start_time: 50.7, end_time: 51.3
Word: znalazł, start_time: 51.3, end_time: 51.8
Word: powiernika, start_time: 51.8, end_time: 52.5
Word: i, start_time: 52.5, end_time: 52.7
Word: że, start_time: 52.7, end_time: 53.2
Word: pan, start_time: 53.2, end_time: 53.5
Word: obowiązków, start_time: 53.5, end_time: 54.5
Word: dla, start_time: 54.5, end_time: 54.6
Word: księcia, start_time: 54.6, end_time: 55.0
Word: niepomny, start_time: 55.0, end_time: 55.5
Word: przekonałeś, start_time: 55.5, end_time: 56.5
Word: w, start_time: 56.5, end_time: 56.6
Word: swoim, start_time: 56.6, end_time: 57.0
Word: domu, start_time: 57.0, end_time: 57.3
Word: sekret, start_time: 57.3, end_time: 58.1
Word: wiarołomny, start_time: 58.1, end_time: 58.8
Word: nie, start_time: 58.8, end_time: 59.7
Word: zna, start_time: 59.7, end_time: 59.9
Transcript: co jest w tej sprawie kamieniem obrazy lecz wiem że przeciw tobie dane już rozkazy dla większej pewności on sam ma zlecenie z pomocą zbrojną sprawić twoje uwięzienie Kleant Otóż i znalazł środki po takim początku łatwo mu wejść w dziedzictwo twojego majątku orgon człowiek Trzeba to przyznać jest nikczemny zwierzę Walery za chwilę sprawa obrót najgorszy Przymierze zatem dalej już czeka mój powóz ubrany oto 1000 lub Hiszpanka zdołamy może pójść skoro nie da się inaczej bronić lepiej rychłą ucieczką żywot miły chronić wszystko biorę na siebie jestem pana gotów dowieźć w miejsce bezpieczne od wszelkich kłopotów orgon ileż winien Czy jestem za twoje oddanie przyjdzie czas że potrafię odwdzięczyć się za nie
Confidence: 0.958383321762085
Word: co, start_time: 59.9, end_time: 60.2
Word: jest, start_time: 60.2, end_time: 60.4
Word: w, start_time: 60.4, end_time: 60.4
Word: tej, start_time: 60.4, end_time: 60.7
Word: sprawie, start_time: 60.7, end_time: 60.9
Word: kamieniem, start_time: 60.9, end_time: 61.7
Word: obrazy, start_time: 61.7, end_time: 62.4
Word: lecz, start_time: 62.4, end_time: 63.1
Word: wiem, start_time: 63.1, end_time: 63.4
Word: że, start_time: 63.4, end_time: 63.9
Word: przeciw, start_time: 63.9, end_time: 64.2
Word: tobie, start_time: 64.2, end_time: 64.4
Word: dane, start_time: 64.4, end_time: 64.9
Word: już, start_time: 64.9, end_time: 65.1
Word: rozkazy, start_time: 65.1, end_time: 65.7
Word: dla, start_time: 65.7, end_time: 66.4
Word: większej, start_time: 66.4, end_time: 66.8
Word: pewności, start_time: 66.8, end_time: 66.9
Word: on, start_time: 66.9, end_time: 68.0
Word: sam, start_time: 68.0, end_time: 68.3
Word: ma, start_time: 68.3, end_time: 68.6
Word: zlecenie, start_time: 68.6, end_time: 69.1
Word: z, start_time: 69.1, end_time: 69.3
Word: pomocą, start_time: 69.3, end_time: 70.1
Word: zbrojną, start_time: 70.1, end_time: 70.7
Word: sprawić, start_time: 70.7, end_time: 71.5
Word: twoje, start_time: 71.5, end_time: 72.1
Word: uwięzienie, start_time: 72.1, end_time: 73.0
Word: Kleant, start_time: 73.0, end_time: 74.3
Word: Otóż, start_time: 74.3, end_time: 75.2
Word: i, start_time: 75.2, end_time: 75.3
Word: znalazł, start_time: 75.3, end_time: 75.9
Word: środki, start_time: 75.9, end_time: 76.5
Word: po, start_time: 76.5, end_time: 77.2
Word: takim, start_time: 77.2, end_time: 77.5
Word: początku, start_time: 77.5, end_time: 78.0
Word: łatwo, start_time: 78.0, end_time: 78.7
Word: mu, start_time: 78.7, end_time: 78.9
Word: wejść, start_time: 78.9, end_time: 79.2
Word: w, start_time: 79.2, end_time: 79.5
Word: dziedzictwo, start_time: 79.5, end_time: 80.3
Word: twojego, start_time: 80.3, end_time: 80.7
Word: majątku, start_time: 80.7, end_time: 81.3
Word: orgon, start_time: 81.3, end_time: 82.7
Word: człowiek, start_time: 82.7, end_time: 84.0
Word: Trzeba, start_time: 84.0, end_time: 84.3
Word: to, start_time: 84.3, end_time: 84.5
Word: przyznać, start_time: 84.5, end_time: 84.8
Word: jest, start_time: 84.8, end_time: 85.7
Word: nikczemny, start_time: 85.7, end_time: 86.4
Word: zwierzę, start_time: 86.4, end_time: 86.8
Word: Walery, start_time: 86.8, end_time: 88.2
Word: za, start_time: 88.2, end_time: 89.1
Word: chwilę, start_time: 89.1, end_time: 89.4
Word: sprawa, start_time: 89.4, end_time: 89.8
Word: obrót, start_time: 89.8, end_time: 90.3
Word: najgorszy, start_time: 90.3, end_time: 91.0
Word: Przymierze, start_time: 91.0, end_time: 91.5
Word: zatem, start_time: 91.5, end_time: 92.3
Word: dalej, start_time: 92.3, end_time: 92.6
Word: już, start_time: 92.6, end_time: 93.2
Word: czeka, start_time: 93.2, end_time: 93.6
Word: mój, start_time: 93.6, end_time: 93.9
Word: powóz, start_time: 93.9, end_time: 94.3
Word: ubrany, start_time: 94.3, end_time: 94.9
Word: oto, start_time: 94.9, end_time: 95.4
Word: 1000, start_time: 95.4, end_time: 95.7
Word: lub, start_time: 95.7, end_time: 96.0
Word: Hiszpanka, start_time: 96.0, end_time: 97.3
Word: zdołamy, start_time: 97.3, end_time: 98.0
Word: może, start_time: 98.0, end_time: 98.4
Word: pójść, start_time: 98.4, end_time: 98.8
Word: skoro, start_time: 98.8, end_time: 99.9
Word: nie, start_time: 99.9, end_time: 100.0
Word: da, start_time: 100.0, end_time: 100.2
Word: się, start_time: 100.2, end_time: 100.4
Word: inaczej, start_time: 100.4, end_time: 100.6
Word: bronić, start_time: 100.6, end_time: 101.4
Word: lepiej, start_time: 101.4, end_time: 102.1
Word: rychłą, start_time: 102.1, end_time: 102.6
Word: ucieczką, start_time: 102.6, end_time: 103.4
Word: żywot, start_time: 103.4, end_time: 103.9
Word: miły, start_time: 103.9, end_time: 104.3
Word: chronić, start_time: 104.3, end_time: 104.7
Word: wszystko, start_time: 104.7, end_time: 105.7
Word: biorę, start_time: 105.7, end_time: 105.9
Word: na, start_time: 105.9, end_time: 106.0
Word: siebie, start_time: 106.0, end_time: 106.3
Word: jestem, start_time: 106.3, end_time: 107.1
Word: pana, start_time: 107.1, end_time: 107.4
Word: gotów, start_time: 107.4, end_time: 107.7
Word: dowieźć, start_time: 107.7, end_time: 108.5
Word: w, start_time: 108.5, end_time: 108.6
Word: miejsce, start_time: 108.6, end_time: 109.1
Word: bezpieczne, start_time: 109.1, end_time: 109.9
Word: od, start_time: 109.9, end_time: 110.3
Word: wszelkich, start_time: 110.3, end_time: 110.8
Word: kłopotów, start_time: 110.8, end_time: 111.5
Word: orgon, start_time: 111.5, end_time: 112.9
Word: ileż, start_time: 112.9, end_time: 113.7
Word: winien, start_time: 113.7, end_time: 114.3
Word: Czy, start_time: 114.3, end_time: 114.5
Word: jestem, start_time: 114.5, end_time: 115.0
Word: za, start_time: 115.0, end_time: 115.2
Word: twoje, start_time: 115.2, end_time: 115.4
Word: oddanie, start_time: 115.4, end_time: 116.0
Word: przyjdzie, start_time: 116.0, end_time: 116.9
Word: czas, start_time: 116.9, end_time: 117.1
Word: że, start_time: 117.1, end_time: 117.4
Word: potrafię, start_time: 117.4, end_time: 118.1
Word: odwdzięczyć, start_time: 118.1, end_time: 118.9
Word: się, start_time: 118.9, end_time: 119.0
Word: za, start_time: 119.0, end_time: 119.2
Word: nie, start_time: 119.2, end_time: 119.4
Transcript: Błagam tylko nie Babę zesłał chwilę w której bym mógł odpłacić szlachetności tyle Żegnajcie mi wymyślcie co czynić Plant śpiesz się żwawo my tu będziemy bracie czuwać nad tą sprawą
Confidence: 0.8913446664810181
Word: Błagam, start_time: 119.9, end_time: 120.5
Word: tylko, start_time: 120.5, end_time: 120.5
Word: nie, start_time: 120.5, end_time: 120.8
Word: Babę, start_time: 120.8, end_time: 121.2
Word: zesłał, start_time: 121.2, end_time: 121.4
Word: chwilę, start_time: 121.4, end_time: 122.2
Word: w, start_time: 122.2, end_time: 122.3
Word: której, start_time: 122.3, end_time: 122.9
Word: bym, start_time: 122.9, end_time: 123.2
Word: mógł, start_time: 123.2, end_time: 123.6
Word: odpłacić, start_time: 123.6, end_time: 124.5
Word: szlachetności, start_time: 124.5, end_time: 125.4
Word: tyle, start_time: 125.4, end_time: 125.7
Word: Żegnajcie, start_time: 125.7, end_time: 126.8
Word: mi, start_time: 126.8, end_time: 127.0
Word: wymyślcie, start_time: 127.0, end_time: 128.4
Word: co, start_time: 128.4, end_time: 128.8
Word: czynić, start_time: 128.8, end_time: 129.2
Word: Plant, start_time: 129.2, end_time: 130.8
Word: śpiesz, start_time: 130.8, end_time: 131.7
Word: się, start_time: 131.7, end_time: 131.8
Word: żwawo, start_time: 131.8, end_time: 132.0
Word: my, start_time: 132.0, end_time: 132.9
Word: tu, start_time: 132.9, end_time: 133.0
Word: będziemy, start_time: 133.0, end_time: 133.1
Word: bracie, start_time: 133.1, end_time: 133.9
Word: czuwać, start_time: 133.9, end_time: 134.5
Word: nad, start_time: 134.5, end_time: 134.6
Word: tą, start_time: 134.6, end_time: 135.0
Word: sprawą, start_time: 135.0, end_time: 135.3
