Waiting for operation to complete...
Transcript: rozdział 11 Aniele wiekuisty szczęśliwych nocy któż opowie twoje milczenie o pocałunku tajemniczy napoju który Ustaw są sobie niby spragniony puchary o pijaństwo zmysłów o rozkoszy tak jak Bóg i ty jesteś nieśmiertelna w Szczytnie w zlocie stworzenia wspólną to powszechna istot rozkoszy po trzykroć święta co rzekli o tobie ci którzy cię sławił nazwali cię przelotne odtwórczyni i rzekli niż twój krótki błysk rozświetla ich uciekające życie osłowo krótsze zaiste niż oddech konającego prawdziwe słowo zmysłowego bydlęca które dziwię się że żyję godziny i które jasność wiekuistej lampy bierze za iskierkę tryskające z krzemienia miłości o treści świata kosztowny płomieniu którego nad
Confidence: 0.954001247882843
Word: rozdział, start_time: 0.0, end_time: 1.1
Word: 11, start_time: 1.1, end_time: 1.7000000000000002
Word: Aniele, start_time: 1.7000000000000002, end_time: 3.2
Word: wiekuisty, start_time: 3.2, end_time: 3.8
Word: szczęśliwych, start_time: 3.8, end_time: 4.5
Word: nocy, start_time: 4.5, end_time: 4.9
Word: któż, start_time: 4.9, end_time: 5.9
Word: opowie, start_time: 5.9, end_time: 6.5
Word: twoje, start_time: 6.5, end_time: 6.9
Word: milczenie, start_time: 6.9, end_time: 7.1
Word: o, start_time: 7.1, end_time: 7.5
Word: pocałunku, start_time: 7.5, end_time: 9.3
Word: tajemniczy, start_time: 9.3, end_time: 10.5
Word: napoju, start_time: 10.5, end_time: 11.0
Word: który, start_time: 11.0, end_time: 11.3
Word: Ustaw, start_time: 11.3, end_time: 12.0
Word: są, start_time: 12.0, end_time: 12.1
Word: sobie, start_time: 12.1, end_time: 12.7
Word: niby, start_time: 12.7, end_time: 12.9
Word: spragniony, start_time: 12.9, end_time: 13.5
Word: puchary, start_time: 13.5, end_time: 14.1
Word: o, start_time: 14.1, end_time: 14.3
Word: pijaństwo, start_time: 14.3, end_time: 15.6
Word: zmysłów, start_time: 15.6, end_time: 16.2
Word: o, start_time: 16.2, end_time: 16.4
Word: rozkoszy, start_time: 16.4, end_time: 17.3
Word: tak, start_time: 17.3, end_time: 18.3
Word: jak, start_time: 18.3, end_time: 18.5
Word: Bóg, start_time: 18.5, end_time: 18.8
Word: i, start_time: 18.8, end_time: 18.9
Word: ty, start_time: 18.9, end_time: 19.5
Word: jesteś, start_time: 19.5, end_time: 20.0
Word: nieśmiertelna, start_time: 20.0, end_time: 20.8
Word: w, start_time: 20.8, end_time: 20.9
Word: Szczytnie, start_time: 20.9, end_time: 21.9
Word: w, start_time: 21.9, end_time: 21.9
Word: zlocie, start_time: 21.9, end_time: 22.3
Word: stworzenia, start_time: 22.3, end_time: 22.9
Word: wspólną, start_time: 22.9, end_time: 24.1
Word: to, start_time: 24.1, end_time: 24.3
Word: powszechna, start_time: 24.3, end_time: 25.0
Word: istot, start_time: 25.0, end_time: 25.5
Word: rozkoszy, start_time: 25.5, end_time: 26.6
Word: po, start_time: 26.6, end_time: 26.8
Word: trzykroć, start_time: 26.8, end_time: 27.4
