Waiting for operation to complete...
Transcript: Jakub i Wilhelm Grimm trzej bracia tłumaczenie Bolesław londyński człowiek który miał trzech synów a za całe mienie jeden Dom w którym mieszka każdy z synów chętnie bym był ten dom po jego śmierci ale ojciec zarówno kochał jednego jak i drugiego sam nie wiedział jak miał zrobić ażeby żadnego nie skrzywdzić sprzedawać domu nie chciał gdyż dom ten był jeszcze własnością jego przodków prawda że mógłby był w ten sposób jednakowo synów obdzielić ale przyszłam inna myśl do głowy i rzeczy Idźcie w świat i zmierzcie się Niech każdy z was nauczy się jakiego Rzemiosła a gdy wrócicie to ten który wykaże najlepszy rezultat swej pracy dom po mnie obejmie synowie Zgodzili się na to Starszy obrał sobie zawód Kowal średni golibrody A najmłodszy fechmistrza czyli szermierza następnie oznaczyli czas w którym mają się zejść z powrotem IP
Confidence: 0.889314591884613
Word: Jakub, start_time: 0.0, end_time: 1.1
Word: i, start_time: 1.1, end_time: 1.2
Word: Wilhelm, start_time: 1.2, end_time: 1.5
Word: Grimm, start_time: 1.5, end_time: 2.1
Word: trzej, start_time: 2.1, end_time: 3.4
Word: bracia, start_time: 3.4, end_time: 3.8
Word: tłumaczenie, start_time: 3.8, end_time: 5.0
Word: Bolesław, start_time: 5.0, end_time: 5.4
Word: londyński, start_time: 5.4, end_time: 5.6
Word: człowiek, start_time: 5.6, end_time: 7.8
Word: który, start_time: 7.8, end_time: 8.4
Word: miał, start_time: 8.4, end_time: 8.5
Word: trzech, start_time: 8.5, end_time: 8.9
Word: synów, start_time: 8.9, end_time: 9.2
Word: a, start_time: 9.2, end_time: 9.4
Word: za, start_time: 9.4, end_time: 9.8
Word: całe, start_time: 9.8, end_time: 10.1
Word: mienie, start_time: 10.1, end_time: 10.4
Word: jeden, start_time: 10.4, end_time: 10.9
Word: Dom, start_time: 10.9, end_time: 11.2
Word: w, start_time: 11.2, end_time: 11.3
Word: którym, start_time: 11.3, end_time: 11.5
Word: mieszka, start_time: 11.5, end_time: 12.1
Word: każdy, start_time: 12.1, end_time: 12.9
Word: z, start_time: 12.9, end_time: 13.1
Word: synów, start_time: 13.1, end_time: 13.2
Word: chętnie, start_time: 13.2, end_time: 13.9
Word: bym, start_time: 13.9, end_time: 14.0
Word: był, start_time: 14.0, end_time: 14.3
Word: ten, start_time: 14.3, end_time: 14.5
Word: dom, start_time: 14.5, end_time: 14.7
Word: po, start_time: 14.7, end_time: 14.8
Word: jego, start_time: 14.8, end_time: 15.0
Word: śmierci, start_time: 15.0, end_time: 15.2
Word: ale, start_time: 15.2, end_time: 16.1
Word: ojciec, start_time: 16.1, end_time: 16.3
Word: zarówno, start_time: 16.3, end_time: 17.0
Word: kochał, start_time: 17.0, end_time: 17.3
Word: jednego, start_time: 17.3, end_time: 17.8
Word: jak, start_time: 17.8, end_time: 18.2
Word: i, start_time: 18.2, end_time: 18.3
Word: drugiego, start_time: 18.3, end_time: 18.5
Word: sam, start_time: 18.5, end_time: 19.6
Word: nie, start_time: 19.6, end_time: 19.7
Word: wiedział, start_time: 19.7, end_time: 20.0
Word: jak, start_time: 20.0, end_time: 20.4
Word: miał, start_time: 20.4, end_time: 20.6
Word: zrobić, start_time: 20.6, end_time: 21.0
Word: ażeby, start_time: 21.0, end_time: 21.5
Word: żadnego, start_time: 21.5, end_time: 22.0
Word: nie, start_time: 22.0, end_time: 22.1
Word: skrzywdzić, start_time: 22.1, end_time: 22.7
Word: sprzedawać, start_time: 22.7, end_time: 23.9
Word: domu, start_time: 23.9, end_time: 24.2
Word: nie, start_time: 24.2, end_time: 24.3
Word: chciał, start_time: 24.3, end_time: 24.6
Word: gdyż, start_time: 24.6, end_time: 24.9
Word: dom, start_time: 24.9, end_time: 25.2
Word: ten, start_time: 25.2, end_time: 25.5
Word: był, start_time: 25.5, end_time: 25.7
Word: jeszcze, start_time: 25.7, end_time: 25.9
Word: własnością, start_time: 25.9, end_time: 26.5
Word: jego, start_time: 26.5, end_time: 26.7
Word: przodków, start_time: 26.7, end_time: 27.2
Word: prawda, start_time: 27.2, end_time: 27.8
Word: że, start_time: 27.8, end_time: 27.9
Word: mógłby, start_time: 27.9, end_time: 28.5
Word: był, start_time: 28.5, end_time: 28.7
Word: w, start_time: 28.7, end_time: 28.8
Word: ten, start_time: 28.8, end_time: 28.9
Word: sposób, start_time: 28.9, end_time: 29.3
Word: jednakowo, start_time: 29.3, end_time: 29.9
Word: synów, start_time: 29.9, end_time: 30.2
Word: obdzielić, start_time: 30.2, end_time: 30.6
Word: ale, start_time: 30.6, end_time: 31.3
Word: przyszłam, start_time: 31.3, end_time: 31.8
Word: inna, start_time: 31.8, end_time: 32.3
Word: myśl, start_time: 32.3, end_time: 32.6
Word: do, start_time: 32.6, end_time: 32.8
Word: głowy, start_time: 32.8, end_time: 32.9
Word: i, start_time: 32.9, end_time: 33.3
Word: rzeczy, start_time: 33.3, end_time: 34.0
Word: Idźcie, start_time: 34.0, end_time: 35.1
Word: w, start_time: 35.1, end_time: 35.2
Word: świat, start_time: 35.2, end_time: 35.5
Word: i, start_time: 35.5, end_time: 35.7
Word: zmierzcie, start_time: 35.7, end_time: 36.5
Word: się, start_time: 36.5, end_time: 36.7
Word: Niech, start_time: 36.7, end_time: 37.4
Word: każdy, start_time: 37.4, end_time: 37.8
Word: z, start_time: 37.8, end_time: 37.9
Word: was, start_time: 37.9, end_time: 38.0
Word: nauczy, start_time: 38.0, end_time: 38.6
Word: się, start_time: 38.6, end_time: 38.8
Word: jakiego, start_time: 38.8, end_time: 39.2
