Waiting for operation to complete...
Transcript: Artur Oppman
Confidence: 0.9451490640640259
Word: Artur, start_time: 0.0, end_time: 1.5
Word: Oppman, start_time: 1.5, end_time: 1.8
Transcript:  Oceń została paluszek i o krawcu z nożycami
Confidence: 0.8307714462280273
Word: Oceń, start_time: 3.4, end_time: 4.0
Word: została, start_time: 4.0, end_time: 5.2
Word: paluszek, start_time: 5.2, end_time: 5.8
Word: i, start_time: 5.8, end_time: 5.9
Word: o, start_time: 5.9, end_time: 6.3
Word: krawcu, start_time: 6.3, end_time: 6.8
Word: z, start_time: 6.8, end_time: 6.9
Word: nożycami, start_time: 6.9, end_time: 7.3
Transcript:  była jedna trzecia mała co paluszek ciągle ssała I choć miała piąty rok jak niemowlę wciąż cmok cmok mówi Mama brzydko woda wsadzić paluszka nie wypada moja co się nie martw o mnie bo zobaczysz będzie źle przyjdzie krawiec zły okrutnie i paluszki coś i uczniach już nigdy ich nie stał też dopiero płaczmy był ale Kasia myśl sobie nic nie robię tylko straszy mnie skąd by krawiec wziął to przecież to Zresztą prawdy Znają co paluszki obcinają Autumn choć mam piąty rok nie słyszałam Easy
Confidence: 0.9584973454475403
Word: była, start_time: 12.0, end_time: 12.6
Word: jedna, start_time: 12.6, end_time: 13.0
Word: trzecia, start_time: 13.0, end_time: 13.6
Word: mała, start_time: 13.6, end_time: 14.0
Word: co, start_time: 14.0, end_time: 14.7
Word: paluszek, start_time: 14.7, end_time: 15.2
Word: ciągle, start_time: 15.2, end_time: 15.8
Word: ssała, start_time: 15.8, end_time: 16.3
Word: I, start_time: 16.3, end_time: 16.4
Word: choć, start_time: 16.4, end_time: 17.2
Word: miała, start_time: 17.2, end_time: 17.6
Word: piąty, start_time: 17.6, end_time: 18.3
Word: rok, start_time: 18.3, end_time: 18.6
Word: jak, start_time: 18.6, end_time: 19.3
Word: niemowlę, start_time: 19.3, end_time: 20.0
Word: wciąż, start_time: 20.0, end_time: 20.5
Word: cmok, start_time: 20.5, end_time: 21.0
Word: cmok, start_time: 21.0, end_time: 21.5
Word: mówi, start_time: 21.5, end_time: 22.4
Word: Mama, start_time: 22.4, end_time: 23.2
Word: brzydko, start_time: 23.2, end_time: 24.7
Word: woda, start_time: 24.7, end_time: 25.7
Word: wsadzić, start_time: 25.7, end_time: 27.3
Word: paluszka, start_time: 27.3, end_time: 27.7
Word: nie, start_time: 27.7, end_time: 28.2
Word: wypada, start_time: 28.2, end_time: 29.0
Word: moja, start_time: 29.0, end_time: 30.1
Word: co, start_time: 30.1, end_time: 30.5
Word: się, start_time: 30.5, end_time: 30.7
Word: nie, start_time: 30.7, end_time: 31.7
Word: martw, start_time: 31.7, end_time: 32.2
Word: o, start_time: 32.2, end_time: 32.2
Word: mnie, start_time: 32.2, end_time: 32.3
Word: bo, start_time: 32.3, end_time: 33.6
Word: zobaczysz, start_time: 33.6, end_time: 34.2
Word: będzie, start_time: 34.2, end_time: 34.9
Word: źle, start_time: 34.9, end_time: 35.1
Word: przyjdzie, start_time: 35.1, end_time: 36.6
Word: krawiec, start_time: 36.6, end_time: 37.2
Word: zły, start_time: 37.2, end_time: 38.0
Word: okrutnie, start_time: 38.0, end_time: 38.8
Word: i, start_time: 38.8, end_time: 39.1
Word: paluszki, start_time: 39.1, end_time: 40.4
Word: coś, start_time: 40.4, end_time: 40.6
Word: i, start_time: 40.6, end_time: 40.8
Word: uczniach, start_time: 40.8, end_time: 41.4
Word: już, start_time: 41.4, end_time: 42.8
Word: nigdy, start_time: 42.8, end_time: 43.2
Word: ich, start_time: 43.2, end_time: 43.4
Word: nie, start_time: 43.4, end_time: 43.6
Word: stał, start_time: 43.6, end_time: 44.1
Word: też, start_time: 44.1, end_time: 44.8
Word: dopiero, start_time: 44.8, end_time: 45.3
Word: płaczmy, start_time: 45.3, end_time: 46.0
Word: był, start_time: 46.0, end_time: 46.5
Word: ale, start_time: 46.5, end_time: 47.8
Word: Kasia, start_time: 47.8, end_time: 48.7
Word: myśl, start_time: 48.7, end_time: 49.3
Word: sobie, start_time: 49.3, end_time: 49.6
Word: nic, start_time: 49.6, end_time: 50.0
Word: nie, start_time: 50.0, end_time: 54.3
Word: robię, start_time: 54.3, end_time: 54.5
Word: tylko, start_time: 54.5, end_time: 56.3
Word: straszy, start_time: 56.3, end_time: 57.4
Word: mnie, start_time: 57.4, end_time: 57.5
Word: skąd, start_time: 57.5, end_time: 58.5
Word: by, start_time: 58.5, end_time: 58.9
Word: krawiec, start_time: 58.9, end_time: 59.6
Word: wziął, start_time: 59.6, end_time: 60.0
Word: to, start_time: 60.0, end_time: 60.2
Word: przecież, start_time: 60.2, end_time: 62.0
Word: to, start_time: 62.0, end_time: 62.2
Word: Zresztą, start_time: 62.2, end_time: 62.8
Word: prawdy, start_time: 62.8, end_time: 63.7
Word: Znają, start_time: 63.7, end_time: 64.2
Word: co, start_time: 64.2, end_time: 64.9
Word: paluszki, start_time: 64.9, end_time: 65.5
Word: obcinają, start_time: 65.5, end_time: 66.4
Word: Autumn, start_time: 66.4, end_time: 67.5
Word: choć, start_time: 67.5, end_time: 67.8
Word: mam, start_time: 67.8, end_time: 68.1
Word: piąty, start_time: 68.1, end_time: 69.0
Word: rok, start_time: 69.0, end_time: 69.5
Word: nie, start_time: 69.5, end_time: 70.3
Word: słyszałam, start_time: 70.3, end_time: 71.3
Word: Easy, start_time: 71.3, end_time: 71.8
Transcript:  smok raz na miasto idąc mama rzekła Czesiu będziesz sama grzeczna bądź przyniosę gruszek i pamiętaj bierz paluszek ledwo się zamknęły drzwi C się mówi A pożyczka chwileczkę paluszek w buzię chlup w ten ktoś pięknie pup pup pup wpada krawiec strasznie zły woła utnę ci zdjął okropne te się strach słyszy groźne hahaha niezły krawiec nożycami h sukienkę krew już plany skaleczy Przy jakim wieku Biernat sędzia płacz i krzyk wchodzi mama
Confidence: 0.7513234615325928
Word: smok, start_time: 71.9, end_time: 72.7
Word: raz, start_time: 72.7, end_time: 73.8
Word: na, start_time: 73.8, end_time: 74.0
Word: miasto, start_time: 74.0, end_time: 74.4
Word: idąc, start_time: 74.4, end_time: 74.7
Word: mama, start_time: 74.7, end_time: 75.0
Word: rzekła, start_time: 75.0, end_time: 75.7
Word: Czesiu, start_time: 75.7, end_time: 76.9
Word: będziesz, start_time: 76.9, end_time: 78.2
Word: sama, start_time: 78.2, end_time: 78.9
Word: grzeczna, start_time: 78.9, end_time: 80.6
Word: bądź, start_time: 80.6, end_time: 80.8
Word: przyniosę, start_time: 80.8, end_time: 82.5
Word: gruszek, start_time: 82.5, end_time: 83.0
Word: i, start_time: 83.0, end_time: 83.2
Word: pamiętaj, start_time: 83.2, end_time: 85.1
Word: bierz, start_time: 85.1, end_time: 85.9
Word: paluszek, start_time: 85.9, end_time: 88.3
Word: ledwo, start_time: 88.3, end_time: 89.2
Word: się, start_time: 89.2, end_time: 89.5
Word: zamknęły, start_time: 89.5, end_time: 90.3
Word: drzwi, start_time: 90.3, end_time: 90.6
Word: C, start_time: 90.6, end_time: 90.9
Word: się, start_time: 90.9, end_time: 91.2
Word: mówi, start_time: 91.2, end_time: 91.9
Word: A, start_time: 91.9, end_time: 92.1
Word: pożyczka, start_time: 92.1, end_time: 97.6
Word: chwileczkę, start_time: 97.6, end_time: 100.8
Word: paluszek, start_time: 100.8, end_time: 101.8
Word: w, start_time: 101.8, end_time: 101.8
Word: buzię, start_time: 101.8, end_time: 102.1
Word: chlup, start_time: 102.1, end_time: 102.5
Word: w, start_time: 102.5, end_time: 102.6
Word: ten, start_time: 102.6, end_time: 103.6
Word: ktoś, start_time: 103.6, end_time: 104.5
Word: pięknie, start_time: 104.5, end_time: 104.8
Word: pup, start_time: 104.8, end_time: 105.7
Word: pup, start_time: 105.7, end_time: 106.4
Word: pup, start_time: 106.4, end_time: 106.5
Word: wpada, start_time: 106.5, end_time: 108.5
Word: krawiec, start_time: 108.5, end_time: 109.2
Word: strasznie, start_time: 109.2, end_time: 110.3
Word: zły, start_time: 110.3, end_time: 110.6
Word: woła, start_time: 110.6, end_time: 113.1
Word: utnę, start_time: 113.1, end_time: 114.0
Word: ci, start_time: 114.0, end_time: 114.2
Word: zdjął, start_time: 114.2, end_time: 115.7
Word: okropne, start_time: 115.7, end_time: 117.0
Word: te, start_time: 117.0, end_time: 117.2
Word: się, start_time: 117.2, end_time: 117.3
Word: strach, start_time: 117.3, end_time: 117.9
Word: słyszy, start_time: 117.9, end_time: 118.8
Word: groźne, start_time: 118.8, end_time: 119.2
Word: hahaha, start_time: 119.2, end_time: 120.5
Word: niezły, start_time: 120.5, end_time: 122.2
Word: krawiec, start_time: 122.2, end_time: 122.7
Word: nożycami, start_time: 122.7, end_time: 123.2
Word: h, start_time: 123.2, end_time: 123.6
Word: sukienkę, start_time: 123.6, end_time: 124.1
Word: krew, start_time: 124.1, end_time: 124.5
Word: już, start_time: 124.5, end_time: 124.8
Word: plany, start_time: 124.8, end_time: 125.3
Word: skaleczy, start_time: 125.3, end_time: 126.0
Word: Przy, start_time: 126.0, end_time: 126.3
Word: jakim, start_time: 126.3, end_time: 127.0
Word: wieku, start_time: 127.0, end_time: 127.7
Word: Biernat, start_time: 127.7, end_time: 128.8
Word: sędzia, start_time: 128.8, end_time: 128.9
Word: płacz, start_time: 128.9, end_time: 129.8
Word: i, start_time: 129.8, end_time: 129.9
Word: krzyk, start_time: 129.9, end_time: 130.1
Word: wchodzi, start_time: 130.1, end_time: 131.2
Word: mama, start_time: 131.2, end_time: 131.5
Transcript:  Cześć ABC zaledwie wyrzec może paluszków A mamusia widzisz sama urodziła dobrze Mam przestrzegał jak to źle gdy panienka palcat się
Confidence: 0.8440189361572266
Word: Cześć, start_time: 131.9, end_time: 133.8
Word: ABC, start_time: 133.8, end_time: 134.2
Word: zaledwie, start_time: 134.2, end_time: 137.3
Word: wyrzec, start_time: 137.3, end_time: 138.1
Word: może, start_time: 138.1, end_time: 138.5
Word: paluszków, start_time: 138.5, end_time: 147.6
Word: A, start_time: 147.6, end_time: 147.7
Word: mamusia, start_time: 147.7, end_time: 150.4
Word: widzisz, start_time: 150.4, end_time: 152.5
Word: sama, start_time: 152.5, end_time: 153.0
Word: urodziła, start_time: 153.0, end_time: 154.3
Word: dobrze, start_time: 154.3, end_time: 155.1
Word: Mam, start_time: 155.1, end_time: 155.5
Word: przestrzegał, start_time: 155.5, end_time: 157.7
Word: jak, start_time: 157.7, end_time: 158.8
Word: to, start_time: 158.8, end_time: 158.9
Word: źle, start_time: 158.9, end_time: 159.1
Word: gdy, start_time: 159.1, end_time: 160.0
Word: panienka, start_time: 160.0, end_time: 160.3
Word: palcat, start_time: 160.3, end_time: 161.1
Word: się, start_time: 161.1, end_time: 161.3
Transcript:  jak naprawdę było tam jak sekrecie powiem wam ten zły krawiec przebrany dzesi wujek był kochany wielkie odnożyca wziął i inni by to palce ciął Lecz gdy łączone groźnie wrzasnął ledwie trochę C7 znowu przestałaś myślała że bez palca już została tak to było No i cóż Zapal taniec się już nauczka ją poprawiła i już Panna z niej jest miła
Confidence: 0.9306341409683228
Word: jak, start_time: 162.9, end_time: 164.7
Word: naprawdę, start_time: 164.7, end_time: 165.3
Word: było, start_time: 165.3, end_time: 165.6
Word: tam, start_time: 165.6, end_time: 165.9
Word: jak, start_time: 165.9, end_time: 166.8
Word: sekrecie, start_time: 166.8, end_time: 167.3
Word: powiem, start_time: 167.3, end_time: 167.8
Word: wam, start_time: 167.8, end_time: 168.1
Word: ten, start_time: 168.1, end_time: 169.4
Word: zły, start_time: 169.4, end_time: 169.6
Word: krawiec, start_time: 169.6, end_time: 170.3
Word: przebrany, start_time: 170.3, end_time: 172.1
Word: dzesi, start_time: 172.1, end_time: 172.6
Word: wujek, start_time: 172.6, end_time: 173.3
Word: był, start_time: 173.3, end_time: 173.5
Word: kochany, start_time: 173.5, end_time: 174.0
Word: wielkie, start_time: 174.0, end_time: 174.8
Word: odnożyca, start_time: 174.8, end_time: 175.2
Word: wziął, start_time: 175.2, end_time: 175.8
Word: i, start_time: 175.8, end_time: 176.0
Word: inni, start_time: 176.0, end_time: 176.6
Word: by, start_time: 176.6, end_time: 177.0
Word: to, start_time: 177.0, end_time: 177.3
Word: palce, start_time: 177.3, end_time: 178.1
Word: ciął, start_time: 178.1, end_time: 178.5
Word: Lecz, start_time: 178.5, end_time: 179.0
Word: gdy, start_time: 179.0, end_time: 179.2
Word: łączone, start_time: 179.2, end_time: 179.7
Word: groźnie, start_time: 179.7, end_time: 181.0
Word: wrzasnął, start_time: 181.0, end_time: 181.5
Word: ledwie, start_time: 181.5, end_time: 182.7
Word: trochę, start_time: 182.7, end_time: 183.2
Word: C7, start_time: 183.2, end_time: 183.8
Word: znowu, start_time: 183.8, end_time: 184.3
Word: przestałaś, start_time: 184.3, end_time: 185.0
Word: myślała, start_time: 185.0, end_time: 185.6
Word: że, start_time: 185.6, end_time: 186.0
Word: bez, start_time: 186.0, end_time: 186.2
Word: palca, start_time: 186.2, end_time: 186.8
Word: już, start_time: 186.8, end_time: 187.0
Word: została, start_time: 187.0, end_time: 187.6
Word: tak, start_time: 187.6, end_time: 188.5
Word: to, start_time: 188.5, end_time: 188.7
Word: było, start_time: 188.7, end_time: 189.0
Word: No, start_time: 189.0, end_time: 189.7
Word: i, start_time: 189.7, end_time: 189.8
Word: cóż, start_time: 189.8, end_time: 190.2
Word: Zapal, start_time: 190.2, end_time: 191.5
Word: taniec, start_time: 191.5, end_time: 191.9
Word: się, start_time: 191.9, end_time: 192.1
Word: już, start_time: 192.1, end_time: 192.4
Word: nauczka, start_time: 192.4, end_time: 193.7
Word: ją, start_time: 193.7, end_time: 193.8
Word: poprawiła, start_time: 193.8, end_time: 194.7
Word: i, start_time: 194.7, end_time: 194.8
Word: już, start_time: 194.8, end_time: 195.6
Word: Panna, start_time: 195.6, end_time: 196.1
Word: z, start_time: 196.1, end_time: 196.2
Word: niej, start_time: 196.2, end_time: 196.4
Word: jest, start_time: 196.4, end_time: 196.6
Word: miła, start_time: 196.6, end_time: 197.0
