Waiting for operation to complete...
Transcript: Jakub i Wilhelm Grimm upiec Kopeć tłumaczenie Bolesław londyński Był raz pewien biedak który miał ładną córkę zdarzyło mu się mówić z królem Więc chcąc się pokazać jaki to on wielki rzeczy do króla Ja mam córkę która umie prząść złoto zasłony a król mu na to to sztuka która mi się bardzo podoba Jeżeli Twoja córka jest tak z ręczną jak mówisz to przyprowadź ją jutro do mego pałacu a wystawiają na próbę gdy dziewczyna przyszła król zaprowadził ją do izby pełnej słomy dał jej koń dziel motowidło i rzekł weź się do roboty a jeżeli przez całą noc do jutrzejszego rana Nie usiądziesz złota z tej strony to musisz umrzeć to powiedziawszy zamkną komórkę własnoręcznie Ona zaś pozostała sama siedzi biedna córka ambitnego ojca i nie wie jak ma życie ocalić bo nie miała przecie najmniej
Confidence: 0.8949702382087708
Word: Jakub, start_time: 0.0, end_time: 1.0
Word: i, start_time: 1.0, end_time: 1.1
Word: Wilhelm, start_time: 1.1, end_time: 1.4
Word: Grimm, start_time: 1.4, end_time: 1.9
Word: upiec, start_time: 1.9, end_time: 3.5
Word: Kopeć, start_time: 3.5, end_time: 4.1
Word: tłumaczenie, start_time: 4.1, end_time: 5.8
Word: Bolesław, start_time: 5.8, end_time: 6.2
Word: londyński, start_time: 6.2, end_time: 6.3
Word: Był, start_time: 6.3, end_time: 8.3
Word: raz, start_time: 8.3, end_time: 8.5
Word: pewien, start_time: 8.5, end_time: 8.6
Word: biedak, start_time: 8.6, end_time: 9.2
Word: który, start_time: 9.2, end_time: 9.9
Word: miał, start_time: 9.9, end_time: 10.1
Word: ładną, start_time: 10.1, end_time: 10.4
Word: córkę, start_time: 10.4, end_time: 10.6
Word: zdarzyło, start_time: 10.6, end_time: 12.2
Word: mu, start_time: 12.2, end_time: 12.3
Word: się, start_time: 12.3, end_time: 12.4
Word: mówić, start_time: 12.4, end_time: 12.7
Word: z, start_time: 12.7, end_time: 12.8
Word: królem, start_time: 12.8, end_time: 13.3
Word: Więc, start_time: 13.3, end_time: 13.9
Word: chcąc, start_time: 13.9, end_time: 14.3
Word: się, start_time: 14.3, end_time: 14.4
Word: pokazać, start_time: 14.4, end_time: 15.0
Word: jaki, start_time: 15.0, end_time: 15.4
Word: to, start_time: 15.4, end_time: 15.5
Word: on, start_time: 15.5, end_time: 15.6
Word: wielki, start_time: 15.6, end_time: 15.9
Word: rzeczy, start_time: 15.9, end_time: 16.7
Word: do, start_time: 16.7, end_time: 16.8
Word: króla, start_time: 16.8, end_time: 17.1
Word: Ja, start_time: 17.1, end_time: 18.1
Word: mam, start_time: 18.1, end_time: 18.3
Word: córkę, start_time: 18.3, end_time: 18.6
Word: która, start_time: 18.6, end_time: 18.8
Word: umie, start_time: 18.8, end_time: 19.6
Word: prząść, start_time: 19.6, end_time: 20.1
Word: złoto, start_time: 20.1, end_time: 20.6
Word: zasłony, start_time: 20.6, end_time: 21.2
Word: a, start_time: 21.2, end_time: 21.2
Word: król, start_time: 21.2, end_time: 22.3
Word: mu, start_time: 22.3, end_time: 22.5
Word: na, start_time: 22.5, end_time: 22.6
Word: to, start_time: 22.6, end_time: 22.8
Word: to, start_time: 22.8, end_time: 24.7
Word: sztuka, start_time: 24.7, end_time: 25.1
Word: która, start_time: 25.1, end_time: 25.3
Word: mi, start_time: 25.3, end_time: 25.5
Word: się, start_time: 25.5, end_time: 25.6
Word: bardzo, start_time: 25.6, end_time: 26.0
Word: podoba, start_time: 26.0, end_time: 26.5
Word: Jeżeli, start_time: 26.5, end_time: 27.1
Word: Twoja, start_time: 27.1, end_time: 27.5
Word: córka, start_time: 27.5, end_time: 27.9
Word: jest, start_time: 27.9, end_time: 28.1
Word: tak, start_time: 28.1, end_time: 28.4
Word: z, start_time: 28.4, end_time: 28.5
Word: ręczną, start_time: 28.5, end_time: 28.9
Word: jak, start_time: 28.9, end_time: 29.1
Word: mówisz, start_time: 29.1, end_time: 29.4
Word: to, start_time: 29.4, end_time: 30.0
Word: przyprowadź, start_time: 30.0, end_time: 30.5
Word: ją, start_time: 30.5, end_time: 30.7
Word: jutro, start_time: 30.7, end_time: 30.9
Word: do, start_time: 30.9, end_time: 31.2
Word: mego, start_time: 31.2, end_time: 31.4
Word: pałacu, start_time: 31.4, end_time: 31.8
Word: a, start_time: 31.8, end_time: 31.9
Word: wystawiają, start_time: 31.9, end_time: 32.8
Word: na, start_time: 32.8, end_time: 33.0
Word: próbę, start_time: 33.0, end_time: 33.3
Word: gdy, start_time: 33.3, end_time: 34.6
Word: dziewczyna, start_time: 34.6, end_time: 34.9
Word: przyszła, start_time: 34.9, end_time: 35.2
Word: król, start_time: 35.2, end_time: 35.9
Word: zaprowadził, start_time: 35.9, end_time: 36.5
Word: ją, start_time: 36.5, end_time: 36.6
Word: do, start_time: 36.6, end_time: 36.8
Word: izby, start_time: 36.8, end_time: 37.2
Word: pełnej, start_time: 37.2, end_time: 37.5
Word: słomy, start_time: 37.5, end_time: 38.0
Word: dał, start_time: 38.0, end_time: 38.7
Word: jej, start_time: 38.7, end_time: 38.9
Word: koń, start_time: 38.9, end_time: 39.1
Word: dziel, start_time: 39.1, end_time: 39.4
Word: motowidło, start_time: 39.4, end_time: 40.0
Word: i, start_time: 40.0, end_time: 40.1
Word: rzekł, start_time: 40.1, end_time: 40.7
Word: weź, start_time: 40.7, end_time: 41.7
Word: się, start_time: 41.7, end_time: 41.9
Word: do, start_time: 41.9, end_time: 42.0
Word: roboty, start_time: 42.0, end_time: 42.0
Word: a, start_time: 42.0, end_time: 42.4
Word: jeżeli, start_time: 42.4, end_time: 43.2
Word: przez, start_time: 43.2, end_time: 43.4
Word: całą, start_time: 43.4, end_time: 43.8
Word: noc, start_time: 43.8, end_time: 43.9
Word: do, start_time: 43.9, end_time: 44.3
Word: jutrzejszego, start_time: 44.3, end_time: 44.9
Word: rana, start_time: 44.9, end_time: 45.2
Word: Nie, start_time: 45.2, end_time: 45.4
Word: usiądziesz, start_time: 45.4, end_time: 45.9
Word: złota, start_time: 45.9, end_time: 46.4
Word: z, start_time: 46.4, end_time: 46.4
Word: tej, start_time: 46.4, end_time: 46.6
Word: strony, start_time: 46.6, end_time: 47.0
Word: to, start_time: 47.0, end_time: 47.6
Word: musisz, start_time: 47.6, end_time: 47.9
Word: umrzeć, start_time: 47.9, end_time: 48.3
Word: to, start_time: 48.3, end_time: 49.3
Word: powiedziawszy, start_time: 49.3, end_time: 49.7
Word: zamkną, start_time: 49.7, end_time: 50.6
Word: komórkę, start_time: 50.6, end_time: 51.0
Word: własnoręcznie, start_time: 51.0, end_time: 51.6
Word: Ona, start_time: 51.6, end_time: 52.4
Word: zaś, start_time: 52.4, end_time: 52.6
Word: pozostała, start_time: 52.6, end_time: 53.1
Word: sama, start_time: 53.1, end_time: 53.5
Word: siedzi, start_time: 53.5, end_time: 54.5
Word: biedna, start_time: 54.5, end_time: 54.9
Word: córka, start_time: 54.9, end_time: 55.3
Word: ambitnego, start_time: 55.3, end_time: 55.8
Word: ojca, start_time: 55.8, end_time: 56.2
Word: i, start_time: 56.2, end_time: 56.3
Word: nie, start_time: 56.3, end_time: 56.9
Word: wie, start_time: 56.9, end_time: 57.1
Word: jak, start_time: 57.1, end_time: 57.3
Word: ma, start_time: 57.3, end_time: 57.4
Word: życie, start_time: 57.4, end_time: 57.7
Word: ocalić, start_time: 57.7, end_time: 58.2
Word: bo, start_time: 58.2, end_time: 59.0
Word: nie, start_time: 59.0, end_time: 59.1
Word: miała, start_time: 59.1, end_time: 59.3
Word: przecie, start_time: 59.3, end_time: 59.6
Word: najmniej, start_time: 59.6, end_time: 59.9
Transcript: czego pojęcia jak się robi złoto ze słomy jej niepokój stawał się coraz większy aż na koniec zaczęła płakać nad Odrą się otworzyły znienacka i wszedł mały czółenka ze słowami Dobry wieczór panie nerce Otwórz to panienkę tak płacze ach odparła dziewczę mam usiąść złoto ze słomy a ja tego nie umiem na to że kół człowieczek co mi dasz Jeżeli cię wyręczy w robocie dam ci swoją wstążeczkę Zaszyj odrzekła karzeł wziął wstążeczkę zasiadł przychodzili 3 razy pociągnął szur szur szur i motowidło było pełne Założył je powtórnie szur szur szur i znów je napełnił Trwało to aż do rana dopóki nie uprzątnąć całej słomy i nie narobił stosuj nici złotych już o wschodzie słońca wszedł król a gdy spostrzegł złoto dziwię się i ucieszył A jego pożądliwość stała się tym większa kazał dziewczynki przenieść się do innego pokoju pełnego słomy
Confidence: 0.8681851625442505
Word: czego, start_time: 59.9, end_time: 60.2
Word: pojęcia, start_time: 60.2, end_time: 60.6
Word: jak, start_time: 60.6, end_time: 60.9
Word: się, start_time: 60.9, end_time: 61.0
Word: robi, start_time: 61.0, end_time: 61.2
Word: złoto, start_time: 61.2, end_time: 61.6
Word: ze, start_time: 61.6, end_time: 61.7
Word: słomy, start_time: 61.7, end_time: 62.1
Word: jej, start_time: 62.1, end_time: 62.8
Word: niepokój, start_time: 62.8, end_time: 63.2
Word: stawał, start_time: 63.2, end_time: 63.6
Word: się, start_time: 63.6, end_time: 63.8
Word: coraz, start_time: 63.8, end_time: 63.8
Word: większy, start_time: 63.8, end_time: 64.5
Word: aż, start_time: 64.5, end_time: 65.3
Word: na, start_time: 65.3, end_time: 65.5
Word: koniec, start_time: 65.5, end_time: 65.6
Word: zaczęła, start_time: 65.6, end_time: 66.1
Word: płakać, start_time: 66.1, end_time: 66.3
Word: nad, start_time: 66.3, end_time: 67.4
Word: Odrą, start_time: 67.4, end_time: 67.7
Word: się, start_time: 67.7, end_time: 67.9
Word: otworzyły, start_time: 67.9, end_time: 68.5
Word: znienacka, start_time: 68.5, end_time: 69.0
Word: i, start_time: 69.0, end_time: 69.1
Word: wszedł, start_time: 69.1, end_time: 69.7
Word: mały, start_time: 69.7, end_time: 70.1
Word: czółenka, start_time: 70.1, end_time: 70.8
Word: ze, start_time: 70.8, end_time: 70.9
Word: słowami, start_time: 70.9, end_time: 71.4
Word: Dobry, start_time: 71.4, end_time: 72.6
Word: wieczór, start_time: 72.6, end_time: 72.9
Word: panie, start_time: 72.9, end_time: 73.1
Word: nerce, start_time: 73.1, end_time: 73.5
Word: Otwórz, start_time: 73.5, end_time: 74.7
Word: to, start_time: 74.7, end_time: 74.8
Word: panienkę, start_time: 74.8, end_time: 75.2
Word: tak, start_time: 75.2, end_time: 75.3
Word: płacze, start_time: 75.3, end_time: 75.9
Word: ach, start_time: 75.9, end_time: 77.2
Word: odparła, start_time: 77.2, end_time: 78.1
Word: dziewczę, start_time: 78.1, end_time: 78.4
Word: mam, start_time: 78.4, end_time: 79.1
Word: usiąść, start_time: 79.1, end_time: 79.5
Word: złoto, start_time: 79.5, end_time: 80.1
Word: ze, start_time: 80.1, end_time: 80.2
Word: słomy, start_time: 80.2, end_time: 80.6
Word: a, start_time: 80.6, end_time: 80.7
Word: ja, start_time: 80.7, end_time: 81.4
Word: tego, start_time: 81.4, end_time: 81.5
Word: nie, start_time: 81.5, end_time: 81.6
Word: umiem, start_time: 81.6, end_time: 81.9
Word: na, start_time: 81.9, end_time: 83.2
Word: to, start_time: 83.2, end_time: 83.3
Word: że, start_time: 83.3, end_time: 83.6
Word: kół, start_time: 83.6, end_time: 83.8
Word: człowieczek, start_time: 83.8, end_time: 84.4
Word: co, start_time: 84.4, end_time: 85.1
Word: mi, start_time: 85.1, end_time: 85.2
Word: dasz, start_time: 85.2, end_time: 85.5
Word: Jeżeli, start_time: 85.5, end_time: 86.2
Word: cię, start_time: 86.2, end_time: 86.4
Word: wyręczy, start_time: 86.4, end_time: 86.8
Word: w, start_time: 86.8, end_time: 86.9
Word: robocie, start_time: 86.9, end_time: 87.2
Word: dam, start_time: 87.2, end_time: 88.3
Word: ci, start_time: 88.3, end_time: 88.4
Word: swoją, start_time: 88.4, end_time: 88.7
Word: wstążeczkę, start_time: 88.7, end_time: 89.3
Word: Zaszyj, start_time: 89.3, end_time: 89.7
Word: odrzekła, start_time: 89.7, end_time: 90.6
Word: karzeł, start_time: 90.6, end_time: 91.5
Word: wziął, start_time: 91.5, end_time: 91.8
Word: wstążeczkę, start_time: 91.8, end_time: 92.5
Word: zasiadł, start_time: 92.5, end_time: 93.2
Word: przychodzili, start_time: 93.2, end_time: 93.8
Word: 3, start_time: 93.8, end_time: 94.4
Word: razy, start_time: 94.4, end_time: 94.7
Word: pociągnął, start_time: 94.7, end_time: 95.3
Word: szur, start_time: 95.3, end_time: 95.6
Word: szur, start_time: 95.6, end_time: 96.0
Word: szur, start_time: 96.0, end_time: 96.1
Word: i, start_time: 96.1, end_time: 96.4
Word: motowidło, start_time: 96.4, end_time: 97.3
Word: było, start_time: 97.3, end_time: 97.5
Word: pełne, start_time: 97.5, end_time: 97.8
Word: Założył, start_time: 97.8, end_time: 98.7
Word: je, start_time: 98.7, end_time: 98.7
Word: powtórnie, start_time: 98.7, end_time: 99.2
Word: szur, start_time: 99.2, end_time: 99.8
Word: szur, start_time: 99.8, end_time: 100.1
Word: szur, start_time: 100.1, end_time: 100.2
Word: i, start_time: 100.2, end_time: 100.5
Word: znów, start_time: 100.5, end_time: 101.2
Word: je, start_time: 101.2, end_time: 101.3
Word: napełnił, start_time: 101.3, end_time: 101.5
Word: Trwało, start_time: 101.5, end_time: 102.6
Word: to, start_time: 102.6, end_time: 102.8
Word: aż, start_time: 102.8, end_time: 102.9
Word: do, start_time: 102.9, end_time: 103.1
Word: rana, start_time: 103.1, end_time: 103.3
Word: dopóki, start_time: 103.3, end_time: 103.9
Word: nie, start_time: 103.9, end_time: 104.0
Word: uprzątnąć, start_time: 104.0, end_time: 104.4
Word: całej, start_time: 104.4, end_time: 104.8
Word: słomy, start_time: 104.8, end_time: 105.2
Word: i, start_time: 105.2, end_time: 105.3
Word: nie, start_time: 105.3, end_time: 105.7
Word: narobił, start_time: 105.7, end_time: 106.2
Word: stosuj, start_time: 106.2, end_time: 106.6
Word: nici, start_time: 106.6, end_time: 106.9
Word: złotych, start_time: 106.9, end_time: 107.3
Word: już, start_time: 107.3, end_time: 108.0
Word: o, start_time: 108.0, end_time: 108.1
Word: wschodzie, start_time: 108.1, end_time: 108.4
Word: słońca, start_time: 108.4, end_time: 108.5
Word: wszedł, start_time: 108.5, end_time: 109.2
Word: król, start_time: 109.2, end_time: 109.6
Word: a, start_time: 109.6, end_time: 109.7
Word: gdy, start_time: 109.7, end_time: 110.3
Word: spostrzegł, start_time: 110.3, end_time: 110.9
Word: złoto, start_time: 110.9, end_time: 111.3
Word: dziwię, start_time: 111.3, end_time: 112.2
Word: się, start_time: 112.2, end_time: 112.4
Word: i, start_time: 112.4, end_time: 112.6
Word: ucieszył, start_time: 112.6, end_time: 113.2
Word: A, start_time: 113.2, end_time: 113.3
Word: jego, start_time: 113.3, end_time: 113.8
Word: pożądliwość, start_time: 113.8, end_time: 114.5
Word: stała, start_time: 114.5, end_time: 114.9
Word: się, start_time: 114.9, end_time: 115.0
Word: tym, start_time: 115.0, end_time: 115.3
Word: większa, start_time: 115.3, end_time: 115.8
Word: kazał, start_time: 115.8, end_time: 116.6
Word: dziewczynki, start_time: 116.6, end_time: 117.1
Word: przenieść, start_time: 117.1, end_time: 117.6
Word: się, start_time: 117.6, end_time: 117.8
Word: do, start_time: 117.8, end_time: 118.0
Word: innego, start_time: 118.0, end_time: 118.3
Word: pokoju, start_time: 118.3, end_time: 118.5
Word: pełnego, start_time: 118.5, end_time: 119.2
Word: słomy, start_time: 119.2, end_time: 119.7
