Waiting for operation to complete...
Transcript: pieśń o naszych stolicach i jak je opatrzność oddzieliła wszystko nam dałeś Co dać mogłeś panie powiedział niegdyś pewien wielki kpiarz a jednak dzisiaj to figlarne zdanie powtórzyć musi kto kraj poznał nas bo choć poszarpał los polską ziemi C lecz wnet się do nas uśmiechnął przez łzy jak każda nacja jedną ma stolicę A my szczęśliwcy mamy ich aż trzy kraków-warszawa i nasz Lwów prastary ten beniaminek wszystkich polskich serc naszego ducha wszak to trzy filary naszej kultury tyleż dzielnych twierdz lecz nie dość jeszcze cóż powiecie na to całemu światu kładąc na nas wzór extra stolice dał nam Bóg na lato uroczą perłę zakopiańskich gór wnet sprawiedliwość Boska dobrze znana Chojne
Confidence: 0.8524612188339233
Word: pieśń, start_time: 0.0, end_time: 0.5
Word: o, start_time: 0.5, end_time: 0.8
Word: naszych, start_time: 0.8, end_time: 1.3
Word: stolicach, start_time: 1.3, end_time: 1.9
Word: i, start_time: 1.9, end_time: 2.1
Word: jak, start_time: 2.1, end_time: 2.7
Word: je, start_time: 2.7, end_time: 3.0
Word: opatrzność, start_time: 3.0, end_time: 3.9
Word: oddzieliła, start_time: 3.9, end_time: 4.7
Word: wszystko, start_time: 4.7, end_time: 5.8
Word: nam, start_time: 5.8, end_time: 6.0
Word: dałeś, start_time: 6.0, end_time: 6.3
Word: Co, start_time: 6.3, end_time: 6.9
Word: dać, start_time: 6.9, end_time: 7.1
Word: mogłeś, start_time: 7.1, end_time: 7.7
Word: panie, start_time: 7.7, end_time: 8.2
Word: powiedział, start_time: 8.2, end_time: 9.3
Word: niegdyś, start_time: 9.3, end_time: 9.7
Word: pewien, start_time: 9.7, end_time: 10.1
Word: wielki, start_time: 10.1, end_time: 10.6
Word: kpiarz, start_time: 10.6, end_time: 10.8
Word: a, start_time: 10.8, end_time: 11.2
Word: jednak, start_time: 11.2, end_time: 12.0
Word: dzisiaj, start_time: 12.0, end_time: 12.2
Word: to, start_time: 12.2, end_time: 12.7
Word: figlarne, start_time: 12.7, end_time: 13.3
Word: zdanie, start_time: 13.3, end_time: 13.7
Word: powtórzyć, start_time: 13.7, end_time: 14.7
Word: musi, start_time: 14.7, end_time: 15.1
Word: kto, start_time: 15.1, end_time: 15.5
Word: kraj, start_time: 15.5, end_time: 15.9
Word: poznał, start_time: 15.9, end_time: 16.5
Word: nas, start_time: 16.5, end_time: 16.7
Word: bo, start_time: 16.7, end_time: 17.5
Word: choć, start_time: 17.5, end_time: 17.7
Word: poszarpał, start_time: 17.7, end_time: 18.3
Word: los, start_time: 18.3, end_time: 18.6
Word: polską, start_time: 18.6, end_time: 19.2
Word: ziemi, start_time: 19.2, end_time: 19.5
Word: C, start_time: 19.5, end_time: 19.7
Word: lecz, start_time: 19.7, end_time: 20.4
Word: wnet, start_time: 20.4, end_time: 20.7
Word: się, start_time: 20.7, end_time: 20.8
Word: do, start_time: 20.8, end_time: 21.1
Word: nas, start_time: 21.1, end_time: 21.3
Word: uśmiechnął, start_time: 21.3, end_time: 22.1
Word: przez, start_time: 22.1, end_time: 22.5
Word: łzy, start_time: 22.5, end_time: 22.7
Word: jak, start_time: 22.7, end_time: 22.9
Word: każda, start_time: 22.9, end_time: 24.2
Word: nacja, start_time: 24.2, end_time: 24.8
Word: jedną, start_time: 24.8, end_time: 25.3
Word: ma, start_time: 25.3, end_time: 25.5
Word: stolicę, start_time: 25.5, end_time: 26.1
Word: A, start_time: 26.1, end_time: 26.2
Word: my, start_time: 26.2, end_time: 26.8
Word: szczęśliwcy, start_time: 26.8, end_time: 27.8
Word: mamy, start_time: 27.8, end_time: 28.4
Word: ich, start_time: 28.4, end_time: 28.7
Word: aż, start_time: 28.7, end_time: 29.0
Word: trzy, start_time: 29.0, end_time: 29.4
Word: kraków-warszawa, start_time: 29.4, end_time: 31.1
Word: i, start_time: 31.1, end_time: 31.6
Word: nasz, start_time: 31.6, end_time: 32.1
Word: Lwów, start_time: 32.1, end_time: 32.8
Word: prastary, start_time: 32.8, end_time: 33.6
Word: ten, start_time: 33.6, end_time: 34.3
Word: beniaminek, start_time: 34.3, end_time: 35.2
Word: wszystkich, start_time: 35.2, end_time: 35.8
Word: polskich, start_time: 35.8, end_time: 36.3
Word: serc, start_time: 36.3, end_time: 36.8
Word: naszego, start_time: 36.8, end_time: 37.8
Word: ducha, start_time: 37.8, end_time: 38.3
Word: wszak, start_time: 38.3, end_time: 38.7
Word: to, start_time: 38.7, end_time: 38.9
Word: trzy, start_time: 38.9, end_time: 39.2
Word: filary, start_time: 39.2, end_time: 39.6
Word: naszej, start_time: 39.6, end_time: 40.6
Word: kultury, start_time: 40.6, end_time: 41.1
Word: tyleż, start_time: 41.1, end_time: 41.8
Word: dzielnych, start_time: 41.8, end_time: 42.5
Word: twierdz, start_time: 42.5, end_time: 43.0
Word: lecz, start_time: 43.0, end_time: 44.0
Word: nie, start_time: 44.0, end_time: 44.3
Word: dość, start_time: 44.3, end_time: 44.6
Word: jeszcze, start_time: 44.6, end_time: 44.8
Word: cóż, start_time: 44.8, end_time: 45.7
Word: powiecie, start_time: 45.7, end_time: 46.2
Word: na, start_time: 46.2, end_time: 46.3
Word: to, start_time: 46.3, end_time: 46.5
Word: całemu, start_time: 46.5, end_time: 47.3
Word: światu, start_time: 47.3, end_time: 47.4
Word: kładąc, start_time: 47.4, end_time: 48.5
Word: na, start_time: 48.5, end_time: 48.6
Word: nas, start_time: 48.6, end_time: 48.8
Word: wzór, start_time: 48.8, end_time: 49.1
Word: extra, start_time: 49.1, end_time: 50.3
Word: stolice, start_time: 50.3, end_time: 50.9
Word: dał, start_time: 50.9, end_time: 51.2
Word: nam, start_time: 51.2, end_time: 51.4
Word: Bóg, start_time: 51.4, end_time: 51.8
Word: na, start_time: 51.8, end_time: 52.2
Word: lato, start_time: 52.2, end_time: 52.6
Word: uroczą, start_time: 52.6, end_time: 53.5
Word: perłę, start_time: 53.5, end_time: 54.1
Word: zakopiańskich, start_time: 54.1, end_time: 55.5
Word: gór, start_time: 55.5, end_time: 55.8
Word: wnet, start_time: 55.8, end_time: 56.6
Word: sprawiedliwość, start_time: 56.6, end_time: 57.5
Word: Boska, start_time: 57.5, end_time: 58.0
Word: dobrze, start_time: 58.0, end_time: 58.4
Word: znana, start_time: 58.4, end_time: 58.9
Word: Chojne, start_time: 58.9, end_time: 59.9
Transcript: dary równo dzieli nam nam Feldmana Warszawie rajchmana koszyk na przemian mieszka tu i tam słyną Warszawy mistyczne wieczory i ich subtelny nastrojowy dzień lecz mistycznie msze Kraków na wybory gdzie głosy zmarłych słychać w biały dzień i lwów ma swoje igraszki natury o czarnoksięstwo zakrawa ten gest bierze się kawał zwykłe i mocnej rury ekola dmuchnąć i prezydent jest w Warszawie zbytek szampańskie kolację płyną wróbelki skąd gdzie ani wiesz lwów ma na tydzień jedną defraudację coś więc gotówki linie Czasem też za to Krakowskie mury osłabione Ilu mieszkańców w tyle w portkach dziur u nas się mówi pożycz mi korony takie jak gdzie indziej mówi
Confidence: 0.858209490776062
Word: dary, start_time: 59.9, end_time: 60.6
Word: równo, start_time: 60.6, end_time: 61.2
Word: dzieli, start_time: 61.2, end_time: 61.6
Word: nam, start_time: 61.6, end_time: 62.0
Word: nam, start_time: 62.0, end_time: 63.2
Word: Feldmana, start_time: 63.2, end_time: 64.3
Word: Warszawie, start_time: 64.3, end_time: 65.4
Word: rajchmana, start_time: 65.4, end_time: 66.2
Word: koszyk, start_time: 66.2, end_time: 67.5
Word: na, start_time: 67.5, end_time: 67.7
Word: przemian, start_time: 67.7, end_time: 68.2
Word: mieszka, start_time: 68.2, end_time: 68.7
Word: tu, start_time: 68.7, end_time: 68.9
Word: i, start_time: 68.9, end_time: 69.1
Word: tam, start_time: 69.1, end_time: 69.6
Word: słyną, start_time: 69.6, end_time: 71.0
Word: Warszawy, start_time: 71.0, end_time: 71.7
Word: mistyczne, start_time: 71.7, end_time: 72.5
Word: wieczory, start_time: 72.5, end_time: 73.0
Word: i, start_time: 73.0, end_time: 73.2
Word: ich, start_time: 73.2, end_time: 73.7
Word: subtelny, start_time: 73.7, end_time: 74.4
Word: nastrojowy, start_time: 74.4, end_time: 75.2
Word: dzień, start_time: 75.2, end_time: 75.5
Word: lecz, start_time: 75.5, end_time: 76.2
Word: mistycznie, start_time: 76.2, end_time: 77.1
Word: msze, start_time: 77.1, end_time: 77.5
Word: Kraków, start_time: 77.5, end_time: 77.9
Word: na, start_time: 77.9, end_time: 78.4
Word: wybory, start_time: 78.4, end_time: 78.9
Word: gdzie, start_time: 78.9, end_time: 79.6
Word: głosy, start_time: 79.6, end_time: 80.0
