Waiting for operation to complete...
Transcript: Adam Mickiewicz Sonety Krymskie ajudah lubię pooglądać wsparty na judahu skale jak spienione bałwany to w czarne Szeregi ścisnął czy się bujają to jak srebrne śniegi w milionowych tęcza kołują wspaniale wtrącam się mieliznę rozbija fale Jak wojsko wielorybów zalegają brzegi zdobędą ląd w triumfie i na powrót zbiegi nie są za sobą muszle Perły i korale podobnie na twe serce o poetą młody namiętność często groźne wzburzenie pogody Lecz gdy podniesiesz Bardon ona bez twoich szkody ucieka w zapomnienia pogrążyć się Toni
Confidence: 0.9752314686775208
Word: Adam, start_time: 0.0, end_time: 1.0
Word: Mickiewicz, start_time: 1.0, end_time: 1.5
Word: Sonety, start_time: 1.5, end_time: 3.2
Word: Krymskie, start_time: 3.2, end_time: 3.7
Word: ajudah, start_time: 3.7, end_time: 4.9
Word: lubię, start_time: 4.9, end_time: 7.3
Word: pooglądać, start_time: 7.3, end_time: 7.5
Word: wsparty, start_time: 7.5, end_time: 8.4
Word: na, start_time: 8.4, end_time: 8.4
Word: judahu, start_time: 8.4, end_time: 8.8
Word: skale, start_time: 8.8, end_time: 9.0
Word: jak, start_time: 9.0, end_time: 10.6
Word: spienione, start_time: 10.6, end_time: 11.2
Word: bałwany, start_time: 11.2, end_time: 11.8
Word: to, start_time: 11.8, end_time: 12.5
Word: w, start_time: 12.5, end_time: 12.5
Word: czarne, start_time: 12.5, end_time: 12.9
Word: Szeregi, start_time: 12.9, end_time: 13.3
Word: ścisnął, start_time: 13.3, end_time: 14.1
Word: czy, start_time: 14.1, end_time: 14.3
Word: się, start_time: 14.3, end_time: 14.7
Word: bujają, start_time: 14.7, end_time: 15.3
Word: to, start_time: 15.3, end_time: 16.3
Word: jak, start_time: 16.3, end_time: 16.4
Word: srebrne, start_time: 16.4, end_time: 17.0
Word: śniegi, start_time: 17.0, end_time: 17.4
Word: w, start_time: 17.4, end_time: 17.5
Word: milionowych, start_time: 17.5, end_time: 18.0
Word: tęcza, start_time: 18.0, end_time: 18.7
Word: kołują, start_time: 18.7, end_time: 19.3
Word: wspaniale, start_time: 19.3, end_time: 20.2
Word: wtrącam, start_time: 20.2, end_time: 21.8
Word: się, start_time: 21.8, end_time: 21.8
Word: mieliznę, start_time: 21.8, end_time: 22.7
Word: rozbija, start_time: 22.7, end_time: 23.9
Word: fale, start_time: 23.9, end_time: 24.6
Word: Jak, start_time: 24.6, end_time: 25.8
Word: wojsko, start_time: 25.8, end_time: 26.1
Word: wielorybów, start_time: 26.1, end_time: 26.9
Word: zalegają, start_time: 26.9, end_time: 27.9
Word: brzegi, start_time: 27.9, end_time: 28.5
Word: zdobędą, start_time: 28.5, end_time: 29.2
Word: ląd, start_time: 29.2, end_time: 29.7
Word: w, start_time: 29.7, end_time: 29.8
Word: triumfie, start_time: 29.8, end_time: 30.6
Word: i, start_time: 30.6, end_time: 30.8
Word: na, start_time: 30.8, end_time: 31.7
Word: powrót, start_time: 31.7, end_time: 32.1
Word: zbiegi, start_time: 32.1, end_time: 32.7
Word: nie, start_time: 32.7, end_time: 33.4
Word: są, start_time: 33.4, end_time: 33.5
Word: za, start_time: 33.5, end_time: 33.8
Word: sobą, start_time: 33.8, end_time: 34.1
Word: muszle, start_time: 34.1, end_time: 34.8
Word: Perły, start_time: 34.8, end_time: 35.7
Word: i, start_time: 35.7, end_time: 35.8
Word: korale, start_time: 35.8, end_time: 36.7
Word: podobnie, start_time: 36.7, end_time: 41.6
Word: na, start_time: 41.6, end_time: 41.7
Word: twe, start_time: 41.7, end_time: 41.9
Word: serce, start_time: 41.9, end_time: 42.1
Word: o, start_time: 42.1, end_time: 42.5
Word: poetą, start_time: 42.5, end_time: 44.5
Word: młody, start_time: 44.5, end_time: 44.9
Word: namiętność, start_time: 44.9, end_time: 47.8
Word: często, start_time: 47.8, end_time: 48.4
Word: groźne, start_time: 48.4, end_time: 48.9
Word: wzburzenie, start_time: 48.9, end_time: 49.6
Word: pogody, start_time: 49.6, end_time: 50.1
Word: Lecz, start_time: 50.1, end_time: 52.2
Word: gdy, start_time: 52.2, end_time: 52.5
Word: podniesiesz, start_time: 52.5, end_time: 53.1
Word: Bardon, start_time: 53.1, end_time: 53.6
Word: ona, start_time: 53.6, end_time: 54.9
Word: bez, start_time: 54.9, end_time: 55.2
Word: twoich, start_time: 55.2, end_time: 55.5
Word: szkody, start_time: 55.5, end_time: 56.0
Word: ucieka, start_time: 56.0, end_time: 56.8
Word: w, start_time: 56.8, end_time: 56.9
Word: zapomnienia, start_time: 56.9, end_time: 57.6
Word: pogrążyć, start_time: 57.6, end_time: 58.3
Word: się, start_time: 58.3, end_time: 58.5
Word: Toni, start_time: 58.5, end_time: 58.9
Transcript: i Nieśmiertelny pieśni za sobą uroni z których wieki flotą ozdobę twych skroni
Confidence: 0.8927567601203918
Word: i, start_time: 59.9, end_time: 60.0
Word: Nieśmiertelny, start_time: 60.0, end_time: 61.3
Word: pieśni, start_time: 61.3, end_time: 61.9
Word: za, start_time: 61.9, end_time: 62.1
Word: sobą, start_time: 62.1, end_time: 62.4
Word: uroni, start_time: 62.4, end_time: 63.1
Word: z, start_time: 63.1, end_time: 63.2
Word: których, start_time: 63.2, end_time: 64.7
Word: wieki, start_time: 64.7, end_time: 65.2
Word: flotą, start_time: 65.2, end_time: 66.2
Word: ozdobę, start_time: 66.2, end_time: 67.0
Word: twych, start_time: 67.0, end_time: 67.6
Word: skroni, start_time: 67.6, end_time: 68.4
