Waiting for operation to complete...
Transcript: Bruno Jasieński but w butonierce wiersz
Confidence: 0.9553835988044739
Word: Bruno, start_time: 0.0, end_time: 0.5
Word: Jasieński, start_time: 0.5, end_time: 1.2
Word: but, start_time: 1.2, end_time: 2.2
Word: w, start_time: 2.2, end_time: 2.4
Word: butonierce, start_time: 2.4, end_time: 2.7
Word: wiersz, start_time: 2.7, end_time: 3.4
Transcript:  od Zielonej lampy na białym obrusie kładą się półkola ekstatyczny
Confidence: 0.8998954892158508
Word: od, start_time: 6.2, end_time: 6.6
Word: Zielonej, start_time: 6.6, end_time: 7.0
Word: lampy, start_time: 7.0, end_time: 7.5
Word: na, start_time: 7.5, end_time: 7.7
Word: białym, start_time: 7.7, end_time: 8.2
Word: obrusie, start_time: 8.2, end_time: 8.6
Word: kładą, start_time: 8.6, end_time: 9.6
Word: się, start_time: 9.6, end_time: 9.7
Word: półkola, start_time: 9.7, end_time: 10.4
Word: ekstatyczny, start_time: 10.4, end_time: 11.3
Transcript:  chryzantemy milczą
Confidence: 0.9433029890060425
Word: chryzantemy, start_time: 12.5, end_time: 13.3
Word: milczą, start_time: 13.3, end_time: 13.8
Transcript:  pianino słucha biały MOPS na pomarańczowym tablecie granatowe niebo jest usiane gwiazdami jak sztandar amerykański
Confidence: 0.8877862691879272
Word: pianino, start_time: 15.0, end_time: 15.6
Word: słucha, start_time: 15.6, end_time: 16.0
Word: biały, start_time: 16.0, end_time: 17.0
Word: MOPS, start_time: 17.0, end_time: 17.3
Word: na, start_time: 17.3, end_time: 17.6
Word: pomarańczowym, start_time: 17.6, end_time: 18.3
Word: tablecie, start_time: 18.3, end_time: 18.9
Word: granatowe, start_time: 18.9, end_time: 20.1
Word: niebo, start_time: 20.1, end_time: 20.5
Word: jest, start_time: 20.5, end_time: 20.7
Word: usiane, start_time: 20.7, end_time: 21.2
Word: gwiazdami, start_time: 21.2, end_time: 21.7
Word: jak, start_time: 21.7, end_time: 22.1
Word: sztandar, start_time: 22.1, end_time: 23.2
Word: amerykański, start_time: 23.2, end_time: 24.0
Transcript:  z okna 3 piętra wyżej lunatyk i nie spotkasz czy księżyca wrócił w łoże małżeńskie jak przyzwoite obywatel
Confidence: 0.8366886377334595
Word: z, start_time: 25.5, end_time: 25.6
Word: okna, start_time: 25.6, end_time: 26.1
Word: 3, start_time: 26.1, end_time: 26.3
Word: piętra, start_time: 26.3, end_time: 27.0
Word: wyżej, start_time: 27.0, end_time: 27.0
Word: lunatyk, start_time: 27.0, end_time: 27.8
Word: i, start_time: 27.8, end_time: 27.9
Word: nie, start_time: 27.9, end_time: 28.1
Word: spotkasz, start_time: 28.1, end_time: 28.6
Word: czy, start_time: 28.6, end_time: 28.7
Word: księżyca, start_time: 28.7, end_time: 29.2
Word: wrócił, start_time: 29.2, end_time: 30.1
Word: w, start_time: 30.1, end_time: 30.2
