Waiting for operation to complete...
Transcript: Bolesław Leśmian Dziewczyna Władysławowie Jaroszewicz jego entuzjastycznym zapałą dla dzie twórczych i szczerym wyczuciem czarów poetyckich 12 braci wierząc w sny zwada o mur od marzeń ze strony a poza murem płakał głos dziewczęcy głos zaprzepaszczone i pokochali głosu dźwięk i chętny domysły dziewczynie i zgadywanie kształtu ust po tym jak śpiewa Lublinie mówili o niej UK więc jest nic innego nie mówili i prze żegnali cały świat i świat zadumała się w tej chwili porwali młodych twardą dłoń i Wigury tłuc z łoskotem nie wiedziała ślepa noc Kto jest człowiekiem a kto młotem o prędzej skrusz mnie zimny głaz nim śmierć dziewczyny rodzą po wlecze tak wolę
Confidence: 0.8279277086257935
Word: Bolesław, start_time: 0.0, end_time: 1.1
Word: Leśmian, start_time: 1.1, end_time: 1.2
Word: Dziewczyna, start_time: 1.2, end_time: 2.4
Word: Władysławowie, start_time: 2.4, end_time: 6.0
Word: Jaroszewicz, start_time: 6.0, end_time: 6.4
Word: jego, start_time: 6.4, end_time: 7.1
Word: entuzjastycznym, start_time: 7.1, end_time: 7.8
Word: zapałą, start_time: 7.8, end_time: 8.3
Word: dla, start_time: 8.3, end_time: 8.7
Word: dzie, start_time: 8.7, end_time: 8.9
Word: twórczych, start_time: 8.9, end_time: 9.4
Word: i, start_time: 9.4, end_time: 9.5
Word: szczerym, start_time: 9.5, end_time: 10.0
Word: wyczuciem, start_time: 10.0, end_time: 10.4
Word: czarów, start_time: 10.4, end_time: 10.8
Word: poetyckich, start_time: 10.8, end_time: 11.5
Word: 12, start_time: 11.5, end_time: 13.3
Word: braci, start_time: 13.3, end_time: 13.6
Word: wierząc, start_time: 13.6, end_time: 14.8
Word: w, start_time: 14.8, end_time: 15.1
Word: sny, start_time: 15.1, end_time: 15.1
Word: zwada, start_time: 15.1, end_time: 16.6
Word: o, start_time: 16.6, end_time: 16.6
Word: mur, start_time: 16.6, end_time: 16.8
Word: od, start_time: 16.8, end_time: 17.1
Word: marzeń, start_time: 17.1, end_time: 17.4
Word: ze, start_time: 17.4, end_time: 17.6
Word: strony, start_time: 17.6, end_time: 17.9
Word: a, start_time: 17.9, end_time: 18.0
Word: poza, start_time: 18.0, end_time: 19.1
Word: murem, start_time: 19.1, end_time: 19.4
Word: płakał, start_time: 19.4, end_time: 19.9
Word: głos, start_time: 19.9, end_time: 20.3
Word: dziewczęcy, start_time: 20.3, end_time: 21.6
Word: głos, start_time: 21.6, end_time: 21.6
Word: zaprzepaszczone, start_time: 21.6, end_time: 22.8
Word: i, start_time: 22.8, end_time: 22.9
Word: pokochali, start_time: 22.9, end_time: 24.7
Word: głosu, start_time: 24.7, end_time: 25.0
Word: dźwięk, start_time: 25.0, end_time: 25.4
Word: i, start_time: 25.4, end_time: 25.5
Word: chętny, start_time: 25.5, end_time: 26.3
Word: domysły, start_time: 26.3, end_time: 26.8
Word: dziewczynie, start_time: 26.8, end_time: 27.3
Word: i, start_time: 27.3, end_time: 27.4
Word: zgadywanie, start_time: 27.4, end_time: 28.5
Word: kształtu, start_time: 28.5, end_time: 29.1
Word: ust, start_time: 29.1, end_time: 29.1
Word: po, start_time: 29.1, end_time: 29.6
Word: tym, start_time: 29.6, end_time: 29.9
Word: jak, start_time: 29.9, end_time: 30.7
Word: śpiewa, start_time: 30.7, end_time: 31.1
Word: Lublinie, start_time: 31.1, end_time: 31.8
Word: mówili, start_time: 31.8, end_time: 33.3
Word: o, start_time: 33.3, end_time: 33.4
Word: niej, start_time: 33.4, end_time: 33.6
Word: UK, start_time: 33.6, end_time: 35.1
Word: więc, start_time: 35.1, end_time: 35.9
Word: jest, start_time: 35.9, end_time: 36.2
Word: nic, start_time: 36.2, end_time: 37.5
Word: innego, start_time: 37.5, end_time: 37.8
Word: nie, start_time: 37.8, end_time: 38.0
Word: mówili, start_time: 38.0, end_time: 38.4
Word: i, start_time: 38.4, end_time: 38.6
Word: prze, start_time: 38.6, end_time: 39.3
Word: żegnali, start_time: 39.3, end_time: 39.7
Word: cały, start_time: 39.7, end_time: 40.0
Word: świat, start_time: 40.0, end_time: 40.4
Word: i, start_time: 40.4, end_time: 40.5
Word: świat, start_time: 40.5, end_time: 41.2
Word: zadumała, start_time: 41.2, end_time: 41.7
