Waiting for operation to complete...
Transcript: Bruno Jasieński but w butonierce Tango jesienne
Confidence: 0.9307279586791992
Word: Bruno, start_time: 0.0, end_time: 0.5
Word: Jasieński, start_time: 0.5, end_time: 1.2
Word: but, start_time: 1.2, end_time: 2.2
Word: w, start_time: 2.2, end_time: 2.4
Word: butonierce, start_time: 2.4, end_time: 2.7
Word: Tango, start_time: 2.7, end_time: 4.7
Word: jesienne, start_time: 4.7, end_time: 5.4
Transcript:  dedykacja z k
Confidence: 0.8939511775970459
Word: dedykacja, start_time: 6.4, end_time: 7.3
Word: z, start_time: 7.3, end_time: 8.2
Word: k, start_time: 8.2, end_time: 8.8
Transcript:  Jest chłodny dzień pulsowy i Olive pożytkach węższy wiatr i reżyser Aleja brzóz przez klonów leitmotif przechodzisz ty ubrana w bury sweter od ściernisk ciągnie ostry chłodny wiatr jest jesień szara smutna Polska jesień po drogach liście tańczą Pas de quatre i po kałużach zimny cię misiu pada deszcz i drobny był Jak mgła
Confidence: 0.9478733539581299
Word: Jest, start_time: 10.1, end_time: 10.6
Word: chłodny, start_time: 10.6, end_time: 11.0
Word: dzień, start_time: 11.0, end_time: 11.1
Word: pulsowy, start_time: 11.1, end_time: 11.7
Word: i, start_time: 11.7, end_time: 11.8
Word: Olive, start_time: 11.8, end_time: 12.3
Word: pożytkach, start_time: 12.3, end_time: 13.8
Word: węższy, start_time: 13.8, end_time: 14.1
Word: wiatr, start_time: 14.1, end_time: 14.5
Word: i, start_time: 14.5, end_time: 14.6
Word: reżyser, start_time: 14.6, end_time: 15.3
Word: Aleja, start_time: 15.3, end_time: 16.6
Word: brzóz, start_time: 16.6, end_time: 16.9
Word: przez, start_time: 16.9, end_time: 17.3
Word: klonów, start_time: 17.3, end_time: 17.8
Word: leitmotif, start_time: 17.8, end_time: 18.3
Word: przechodzisz, start_time: 18.3, end_time: 19.3
Word: ty, start_time: 19.3, end_time: 19.5
Word: ubrana, start_time: 19.5, end_time: 20.4
Word: w, start_time: 20.4, end_time: 20.6
Word: bury, start_time: 20.6, end_time: 20.9
Word: sweter, start_time: 20.9, end_time: 21.4
Word: od, start_time: 21.4, end_time: 22.5
Word: ściernisk, start_time: 22.5, end_time: 23.1
Word: ciągnie, start_time: 23.1, end_time: 23.5
Word: ostry, start_time: 23.5, end_time: 23.9
Word: chłodny, start_time: 23.9, end_time: 24.3
Word: wiatr, start_time: 24.3, end_time: 24.7
Word: jest, start_time: 24.7, end_time: 25.8
Word: jesień, start_time: 25.8, end_time: 26.3
Word: szara, start_time: 26.3, end_time: 27.3
Word: smutna, start_time: 27.3, end_time: 27.8
Word: Polska, start_time: 27.8, end_time: 28.2
Word: jesień, start_time: 28.2, end_time: 28.5
Word: po, start_time: 28.5, end_time: 29.9
Word: drogach, start_time: 29.9, end_time: 30.2
Word: liście, start_time: 30.2, end_time: 30.6
