Waiting for operation to complete...
Transcript: rozdział drugi nauka rozpusty podobna jest do zawroty głowy znajduje się w niej zrazu jakąś drodze pomieszany z rozkoszą niby na wysokiej wieży podczas gdy haniebne iskry TW zdanie cala najszlachetniejsze go człowieka w otwartym śmiałym rozpasani w tym co można nazwać jawną rozpustę istnieje pewna wielkość nawet przy największym skażeniu ten kto z zapadnięciem nocy idzie z twarzą Zakopane płaszczem brudzić Incognito swoje życie i sprzątać potajemnie całodzienną obłudę podobny jest do Włocha który uderza wroga z tyłu nie śmiejąc wysłać go na pojedynek jest to niby morderstwo w odludnej ból po nocy podczas gdy w bohaterze szumnych Orlik jest niemal coś z rycerza coś co trąci bitwą pozór wspaniałej walki wszyscy
Confidence: 0.8784742951393127
Word: rozdział, start_time: 0.0, end_time: 0.8
Word: drugi, start_time: 0.8, end_time: 1.2
Word: nauka, start_time: 1.2, end_time: 2.4
Word: rozpusty, start_time: 2.4, end_time: 3.1
Word: podobna, start_time: 3.1, end_time: 3.7
Word: jest, start_time: 3.7, end_time: 4.1
Word: do, start_time: 4.1, end_time: 4.2
Word: zawroty, start_time: 4.2, end_time: 4.8
Word: głowy, start_time: 4.8, end_time: 4.9
Word: znajduje, start_time: 4.9, end_time: 6.4
Word: się, start_time: 6.4, end_time: 6.6
Word: w, start_time: 6.6, end_time: 6.6
Word: niej, start_time: 6.6, end_time: 6.9
Word: zrazu, start_time: 6.9, end_time: 7.4
Word: jakąś, start_time: 7.4, end_time: 8.0
Word: drodze, start_time: 8.0, end_time: 8.7
Word: pomieszany, start_time: 8.7, end_time: 9.3
Word: z, start_time: 9.3, end_time: 9.4
Word: rozkoszą, start_time: 9.4, end_time: 10.0
Word: niby, start_time: 10.0, end_time: 10.8
Word: na, start_time: 10.8, end_time: 11.0
Word: wysokiej, start_time: 11.0, end_time: 11.4
Word: wieży, start_time: 11.4, end_time: 11.8
Word: podczas, start_time: 11.8, end_time: 12.8
Word: gdy, start_time: 12.8, end_time: 12.9
Word: haniebne, start_time: 12.9, end_time: 13.5
Word: iskry, start_time: 13.5, end_time: 13.9
Word: TW, start_time: 13.9, end_time: 14.2
Word: zdanie, start_time: 14.2, end_time: 14.8
Word: cala, start_time: 14.8, end_time: 15.7
Word: najszlachetniejsze, start_time: 15.7, end_time: 16.9
Word: go, start_time: 16.9, end_time: 17.1
Word: człowieka, start_time: 17.1, end_time: 17.6
Word: w, start_time: 17.6, end_time: 17.7
Word: otwartym, start_time: 17.7, end_time: 18.9
Word: śmiałym, start_time: 18.9, end_time: 19.5
Word: rozpasani, start_time: 19.5, end_time: 20.1
Word: w, start_time: 20.1, end_time: 20.3
Word: tym, start_time: 20.3, end_time: 20.9
Word: co, start_time: 20.9, end_time: 21.4
Word: można, start_time: 21.4, end_time: 21.7
Word: nazwać, start_time: 21.7, end_time: 21.9
Word: jawną, start_time: 21.9, end_time: 22.7
Word: rozpustę, start_time: 22.7, end_time: 23.3
Word: istnieje, start_time: 23.3, end_time: 24.3
Word: pewna, start_time: 24.3, end_time: 24.6
Word: wielkość, start_time: 24.6, end_time: 25.4
Word: nawet, start_time: 25.4, end_time: 26.2
Word: przy, start_time: 26.2, end_time: 26.5
Word: największym, start_time: 26.5, end_time: 27.1
Word: skażeniu, start_time: 27.1, end_time: 27.7
Word: ten, start_time: 27.7, end_time: 28.3
Word: kto, start_time: 28.3, end_time: 28.5
Word: z, start_time: 28.5, end_time: 28.6
Word: zapadnięciem, start_time: 28.6, end_time: 29.1
Word: nocy, start_time: 29.1, end_time: 29.9
Word: idzie, start_time: 29.9, end_time: 30.5
Word: z, start_time: 30.5, end_time: 30.7
Word: twarzą, start_time: 30.7, end_time: 31.2
Word: Zakopane, start_time: 31.2, end_time: 31.8
Word: płaszczem, start_time: 31.8, end_time: 32.5
Word: brudzić, start_time: 32.5, end_time: 33.4
Word: Incognito, start_time: 33.4, end_time: 34.2
Word: swoje, start_time: 34.2, end_time: 34.5
Word: życie, start_time: 34.5, end_time: 34.9
Word: i, start_time: 34.9, end_time: 35.1
Word: sprzątać, start_time: 35.1, end_time: 36.1
Word: potajemnie, start_time: 36.1, end_time: 36.7
Word: całodzienną, start_time: 36.7, end_time: 37.5
Word: obłudę, start_time: 37.5, end_time: 38.1
Word: podobny, start_time: 38.1, end_time: 39.0
Word: jest, start_time: 39.0, end_time: 39.2
Word: do, start_time: 39.2, end_time: 39.4
Word: Włocha, start_time: 39.4, end_time: 40.0
Word: który, start_time: 40.0, end_time: 40.4
Word: uderza, start_time: 40.4, end_time: 41.2
Word: wroga, start_time: 41.2, end_time: 41.6
Word: z, start_time: 41.6, end_time: 41.7
Word: tyłu, start_time: 41.7, end_time: 42.2
Word: nie, start_time: 42.2, end_time: 42.8
Word: śmiejąc, start_time: 42.8, end_time: 43.3
Word: wysłać, start_time: 43.3, end_time: 43.8
Word: go, start_time: 43.8, end_time: 43.9
Word: na, start_time: 43.9, end_time: 44.0
Word: pojedynek, start_time: 44.0, end_time: 44.2
Word: jest, start_time: 44.2, end_time: 45.5
Word: to, start_time: 45.5, end_time: 45.8
Word: niby, start_time: 45.8, end_time: 46.1
Word: morderstwo, start_time: 46.1, end_time: 47.0
Word: w, start_time: 47.0, end_time: 47.1
Word: odludnej, start_time: 47.1, end_time: 47.7
Word: ból, start_time: 47.7, end_time: 48.0
Word: po, start_time: 48.0, end_time: 48.8
Word: nocy, start_time: 48.8, end_time: 49.3
Word: podczas, start_time: 49.3, end_time: 50.0
Word: gdy, start_time: 50.0, end_time: 50.4
Word: w, start_time: 50.4, end_time: 50.5
Word: bohaterze, start_time: 50.5, end_time: 51.1
Word: szumnych, start_time: 51.1, end_time: 51.8
Word: Orlik, start_time: 51.8, end_time: 52.4
Word: jest, start_time: 52.4, end_time: 53.0
Word: niemal, start_time: 53.0, end_time: 53.4
Word: coś, start_time: 53.4, end_time: 53.6
Word: z, start_time: 53.6, end_time: 53.8
Word: rycerza, start_time: 53.8, end_time: 54.1
Word: coś, start_time: 54.1, end_time: 55.2
Word: co, start_time: 55.2, end_time: 55.8
Word: trąci, start_time: 55.8, end_time: 56.2
Word: bitwą, start_time: 56.2, end_time: 56.7
Word: pozór, start_time: 56.7, end_time: 57.6
Word: wspaniałej, start_time: 57.6, end_time: 58.3
Word: walki, start_time: 58.3, end_time: 58.8
Word: wszyscy, start_time: 58.8, end_time: 59.8
Transcript: Czynię to i kryją się czy ale się Nie kryj tak mówi Duma i skoro raz dzieje się ten pancerz połyskuje w nim słońce opowiadają żebym okres widział nad głową miecz podobnie rozpustnicy widzą jakoby nad sobą coś co woła bez ustanku naprzód tylko na przód wiszę na nitce nowe pojazdy pełne masek które się spotyka w karnawale są wiernym obrazem ich życia rozpylana karoca otwarta na cztery wiatry płonące pochodnie oświetlające udzielone twarzy ci śmieją się tam gdzie śpiewają wśród tego kłębie się coś niby kobiety są to w istocie resztki kobiet z porami prawie ludzkimi pieszczą nie rzucają im w twarz obelgi nikt nie wie pani jak się zowią ani czym są wszystko to buja i kołysze się przy blaskach żywicznych w beztroscy
Confidence: 0.8676484227180481
Word: Czynię, start_time: 59.9, end_time: 60.2
Word: to, start_time: 60.2, end_time: 60.5
Word: i, start_time: 60.5, end_time: 60.7
Word: kryją, start_time: 60.7, end_time: 61.5
Word: się, start_time: 61.5, end_time: 61.7
Word: czy, start_time: 61.7, end_time: 62.4
Word: ale, start_time: 62.4, end_time: 63.4
Word: się, start_time: 63.4, end_time: 63.5
Word: Nie, start_time: 63.5, end_time: 63.6
Word: kryj, start_time: 63.6, end_time: 64.1
Word: tak, start_time: 64.1, end_time: 65.0
Word: mówi, start_time: 65.0, end_time: 65.2
Word: Duma, start_time: 65.2, end_time: 65.5
Word: i, start_time: 65.5, end_time: 65.6
Word: skoro, start_time: 65.6, end_time: 66.5
Word: raz, start_time: 66.5, end_time: 66.9
Word: dzieje, start_time: 66.9, end_time: 67.6
Word: się, start_time: 67.6, end_time: 67.7
Word: ten, start_time: 67.7, end_time: 67.9
Word: pancerz, start_time: 67.9, end_time: 68.4
Word: połyskuje, start_time: 68.4, end_time: 69.6
Word: w, start_time: 69.6, end_time: 69.6
Word: nim, start_time: 69.6, end_time: 69.8
Word: słońce, start_time: 69.8, end_time: 70.0
Word: opowiadają, start_time: 70.0, end_time: 71.5
Word: żebym, start_time: 71.5, end_time: 72.4
Word: okres, start_time: 72.4, end_time: 72.7
Word: widział, start_time: 72.7, end_time: 73.2
Word: nad, start_time: 73.2, end_time: 73.4
Word: głową, start_time: 73.4, end_time: 73.7
Word: miecz, start_time: 73.7, end_time: 74.1
Word: podobnie, start_time: 74.1, end_time: 75.3
Word: rozpustnicy, start_time: 75.3, end_time: 76.2
Word: widzą, start_time: 76.2, end_time: 76.6
Word: jakoby, start_time: 76.6, end_time: 77.1
Word: nad, start_time: 77.1, end_time: 77.3
Word: sobą, start_time: 77.3, end_time: 77.6
Word: coś, start_time: 77.6, end_time: 77.9
Word: co, start_time: 77.9, end_time: 78.7
Word: woła, start_time: 78.7, end_time: 79.0
Word: bez, start_time: 79.0, end_time: 79.2
Word: ustanku, start_time: 79.2, end_time: 79.6
Word: naprzód, start_time: 79.6, end_time: 80.8
Word: tylko, start_time: 80.8, end_time: 81.7
Word: na, start_time: 81.7, end_time: 81.8
Word: przód, start_time: 81.8, end_time: 82.1
Word: wiszę, start_time: 82.1, end_time: 83.0
Word: na, start_time: 83.0, end_time: 83.2
Word: nitce, start_time: 83.2, end_time: 83.6
Word: nowe, start_time: 83.6, end_time: 84.5
Word: pojazdy, start_time: 84.5, end_time: 84.8
Word: pełne, start_time: 84.8, end_time: 85.4
Word: masek, start_time: 85.4, end_time: 85.9
Word: które, start_time: 85.9, end_time: 86.5
Word: się, start_time: 86.5, end_time: 86.6
Word: spotyka, start_time: 86.6, end_time: 87.0
Word: w, start_time: 87.0, end_time: 87.1
Word: karnawale, start_time: 87.1, end_time: 87.7
Word: są, start_time: 87.7, end_time: 88.4
Word: wiernym, start_time: 88.4, end_time: 88.9
Word: obrazem, start_time: 88.9, end_time: 89.5
Word: ich, start_time: 89.5, end_time: 89.7
Word: życia, start_time: 89.7, end_time: 90.1
Word: rozpylana, start_time: 90.1, end_time: 91.4
Word: karoca, start_time: 91.4, end_time: 92.0
Word: otwarta, start_time: 92.0, end_time: 92.9
Word: na, start_time: 92.9, end_time: 93.0
Word: cztery, start_time: 93.0, end_time: 93.3
