Waiting for operation to complete...
Transcript: Jakub i Wilhelm Grimm pan grubas tłumaczenie Bolesław londyński była skórka i był raz kogucik które chciały razem odbyć pewną podróży w tym celu kogucik zbudował ładny powozić o czterech czerwonych kółkach i zaprzęgów 4 myszki kulka wpadła do środka z Kogucikiem i pojechali sobie razem niebawem w drodze na wino im się kot który rzekł dokąd jedziecie kogucik mu na to nasza klasa toczy się aż do domu INCI pana grubasa Weźcie mnie ze sobą że kot kogut odpadł z tobą chęcią Siądź sobie z tyłu bo z przodu mógłbyś wypłacić A Uważaj przy tym kocie byś czerwonych moich kółek nie uważał w błocie w kółeczka świszcz siedemdziesiątka gwiżdż cię i niech się toczy Kolasa hasz do domu im cipa na grubasa potem natknęli się na kamień Młyński potem na jajko na kaczkę na szpilkę Eve
Confidence: 0.836426317691803
Word: Jakub, start_time: 0.0, end_time: 0.8
Word: i, start_time: 0.8, end_time: 0.9
Word: Wilhelm, start_time: 0.9, end_time: 1.3
Word: Grimm, start_time: 1.3, end_time: 1.8
Word: pan, start_time: 1.8, end_time: 3.2
Word: grubas, start_time: 3.2, end_time: 3.8
Word: tłumaczenie, start_time: 3.8, end_time: 5.4
Word: Bolesław, start_time: 5.4, end_time: 5.8
Word: londyński, start_time: 5.8, end_time: 6.0
Word: była, start_time: 6.0, end_time: 7.6
Word: skórka, start_time: 7.6, end_time: 8.1
Word: i, start_time: 8.1, end_time: 8.3
Word: był, start_time: 8.3, end_time: 8.9
Word: raz, start_time: 8.9, end_time: 9.1
Word: kogucik, start_time: 9.1, end_time: 9.7
Word: które, start_time: 9.7, end_time: 10.2
Word: chciały, start_time: 10.2, end_time: 10.6
Word: razem, start_time: 10.6, end_time: 10.9
Word: odbyć, start_time: 10.9, end_time: 11.3
Word: pewną, start_time: 11.3, end_time: 11.6
Word: podróży, start_time: 11.6, end_time: 12.2
Word: w, start_time: 12.2, end_time: 12.3
Word: tym, start_time: 12.3, end_time: 13.0
Word: celu, start_time: 13.0, end_time: 13.3
Word: kogucik, start_time: 13.3, end_time: 13.9
Word: zbudował, start_time: 13.9, end_time: 14.4
Word: ładny, start_time: 14.4, end_time: 14.7
Word: powozić, start_time: 14.7, end_time: 15.2
Word: o, start_time: 15.2, end_time: 15.3
Word: czterech, start_time: 15.3, end_time: 15.7
Word: czerwonych, start_time: 15.7, end_time: 16.2
Word: kółkach, start_time: 16.2, end_time: 16.4
Word: i, start_time: 16.4, end_time: 16.8
Word: zaprzęgów, start_time: 16.8, end_time: 17.4
Word: 4, start_time: 17.4, end_time: 18.3
Word: myszki, start_time: 18.3, end_time: 18.6
Word: kulka, start_time: 18.6, end_time: 19.5
Word: wpadła, start_time: 19.5, end_time: 19.6
Word: do, start_time: 19.6, end_time: 20.0
Word: środka, start_time: 20.0, end_time: 20.1
Word: z, start_time: 20.1, end_time: 20.4
Word: Kogucikiem, start_time: 20.4, end_time: 20.7
Word: i, start_time: 20.7, end_time: 21.1
Word: pojechali, start_time: 21.1, end_time: 21.8
Word: sobie, start_time: 21.8, end_time: 22.1
Word: razem, start_time: 22.1, end_time: 22.4
Word: niebawem, start_time: 22.4, end_time: 23.4
Word: w, start_time: 23.4, end_time: 23.6
Word: drodze, start_time: 23.6, end_time: 23.9
Word: na, start_time: 23.9, end_time: 24.2
Word: wino, start_time: 24.2, end_time: 24.3
Word: im, start_time: 24.3, end_time: 24.6
Word: się, start_time: 24.6, end_time: 24.8
Word: kot, start_time: 24.8, end_time: 25.0
Word: który, start_time: 25.0, end_time: 25.5
Word: rzekł, start_time: 25.5, end_time: 25.8
Word: dokąd, start_time: 25.8, end_time: 27.0
Word: jedziecie, start_time: 27.0, end_time: 27.3
Word: kogucik, start_time: 27.3, end_time: 28.6
Word: mu, start_time: 28.6, end_time: 28.7
Word: na, start_time: 28.7, end_time: 28.8
Word: to, start_time: 28.8, end_time: 29.0
Word: nasza, start_time: 29.0, end_time: 29.7
Word: klasa, start_time: 29.7, end_time: 29.8
Word: toczy, start_time: 29.8, end_time: 30.7
Word: się, start_time: 30.7, end_time: 30.8
Word: aż, start_time: 30.8, end_time: 31.0
Word: do, start_time: 31.0, end_time: 31.1
Word: domu, start_time: 31.1, end_time: 31.4
Word: INCI, start_time: 31.4, end_time: 31.9
Word: pana, start_time: 31.9, end_time: 32.2
Word: grubasa, start_time: 32.2, end_time: 32.8
Word: Weźcie, start_time: 32.8, end_time: 33.8
Word: mnie, start_time: 33.8, end_time: 34.0
Word: ze, start_time: 34.0, end_time: 34.1
Word: sobą, start_time: 34.1, end_time: 34.3
Word: że, start_time: 34.3, end_time: 34.6
Word: kot, start_time: 34.6, end_time: 35.3
Word: kogut, start_time: 35.3, end_time: 36.3
Word: odpadł, start_time: 36.3, end_time: 36.8
Word: z, start_time: 36.8, end_time: 36.8
Word: tobą, start_time: 36.8, end_time: 37.6
Word: chęcią, start_time: 37.6, end_time: 38.0
Word: Siądź, start_time: 38.0, end_time: 38.9
Word: sobie, start_time: 38.9, end_time: 39.0
Word: z, start_time: 39.0, end_time: 39.2
Word: tyłu, start_time: 39.2, end_time: 39.5
Word: bo, start_time: 39.5, end_time: 39.8
Word: z, start_time: 39.8, end_time: 39.8
Word: przodu, start_time: 39.8, end_time: 40.2
Word: mógłbyś, start_time: 40.2, end_time: 40.8
Word: wypłacić, start_time: 40.8, end_time: 41.3
Word: A, start_time: 41.3, end_time: 41.4
Word: Uważaj, start_time: 41.4, end_time: 42.4
Word: przy, start_time: 42.4, end_time: 42.5
Word: tym, start_time: 42.5, end_time: 42.6
Word: kocie, start_time: 42.6, end_time: 42.9
Word: byś, start_time: 42.9, end_time: 43.4
Word: czerwonych, start_time: 43.4, end_time: 44.0
Word: moich, start_time: 44.0, end_time: 44.2
Word: kółek, start_time: 44.2, end_time: 44.6
Word: nie, start_time: 44.6, end_time: 44.8
Word: uważał, start_time: 44.8, end_time: 45.2
Word: w, start_time: 45.2, end_time: 45.3
Word: błocie, start_time: 45.3, end_time: 45.8
Word: w, start_time: 45.8, end_time: 46.6
Word: kółeczka, start_time: 46.6, end_time: 47.1
Word: świszcz, start_time: 47.1, end_time: 47.6
Word: siedemdziesiątka, start_time: 47.6, end_time: 48.8
Word: gwiżdż, start_time: 48.8, end_time: 49.2
Word: cię, start_time: 49.2, end_time: 49.5
Word: i, start_time: 49.5, end_time: 49.6
Word: niech, start_time: 49.6, end_time: 50.1
Word: się, start_time: 50.1, end_time: 50.3
Word: toczy, start_time: 50.3, end_time: 50.6
Word: Kolasa, start_time: 50.6, end_time: 51.0
Word: hasz, start_time: 51.0, end_time: 51.9
Word: do, start_time: 51.9, end_time: 52.1
Word: domu, start_time: 52.1, end_time: 52.4
Word: im, start_time: 52.4, end_time: 52.7
Word: cipa, start_time: 52.7, end_time: 53.0
Word: na, start_time: 53.0, end_time: 53.1
Word: grubasa, start_time: 53.1, end_time: 53.7
Word: potem, start_time: 53.7, end_time: 54.6
Word: natknęli, start_time: 54.6, end_time: 55.1
Word: się, start_time: 55.1, end_time: 55.1
Word: na, start_time: 55.1, end_time: 55.3
Word: kamień, start_time: 55.3, end_time: 55.7
Word: Młyński, start_time: 55.7, end_time: 55.8
Word: potem, start_time: 55.8, end_time: 57.0
Word: na, start_time: 57.0, end_time: 57.1
Word: jajko, start_time: 57.1, end_time: 57.5
Word: na, start_time: 57.5, end_time: 58.0
Word: kaczkę, start_time: 58.0, end_time: 58.4
Word: na, start_time: 58.4, end_time: 58.8
Word: szpilkę, start_time: 58.8, end_time: 59.3
Word: Eve, start_time: 59.3, end_time: 59.8
Transcript: końcu na igłę a wszystko to wsiadło do powojnika i pojechał razem gdy jednak przyjechali do domu pana grubasa ten grubas był nieobecny myszki od prowadziły powojnik na gówno kura z kogutkiem skoczyły na grzędę umieścił się na piecyku kaczka na Kubę z to dziennym jajko wtuliła się wręcz Szpilka utkwiła w poduszce fotela igła skoczyła na środek pościeli łóżka a kamień Młyński położył się przy drzwiach gdy Pan grubas przyszedł do domu udał się do komina bo chciał rozniecić ogień Alek odcisnął mu w twarz pełno popiołu pobiegł do kuchni i chciał się odbyć ale tam kaczka twarz młody skała wodą chciał się obetrzeć ręcznikiem ale natknął się na jajko to kłuje i o smarował sobie oczy żółtkiem chciał odpocząć i usiadł na fotelu Allegro Szpilka ukłuła wpadł w gniew i rzucił się na łóżko Gdy jednak ułożył głowę na poduszce igła go tak zasnęła że krzyknął z bólu i Wściekłych chciałby biec dom zaledwie jednak zbliżył się do wyjścia wskoczył na
Confidence: 0.8492352366447449
Word: końcu, start_time: 59.9, end_time: 60.2
Word: na, start_time: 60.2, end_time: 60.3
Word: igłę, start_time: 60.3, end_time: 60.7
Word: a, start_time: 60.7, end_time: 60.8
Word: wszystko, start_time: 60.8, end_time: 61.5
Word: to, start_time: 61.5, end_time: 61.7
Word: wsiadło, start_time: 61.7, end_time: 62.1
Word: do, start_time: 62.1, end_time: 62.2
Word: powojnika, start_time: 62.2, end_time: 62.8
Word: i, start_time: 62.8, end_time: 62.9
Word: pojechał, start_time: 62.9, end_time: 63.5
Word: razem, start_time: 63.5, end_time: 63.8
Word: gdy, start_time: 63.8, end_time: 64.9
Word: jednak, start_time: 64.9, end_time: 65.2
Word: przyjechali, start_time: 65.2, end_time: 65.7
Word: do, start_time: 65.7, end_time: 65.9
Word: domu, start_time: 65.9, end_time: 66.1
Word: pana, start_time: 66.1, end_time: 66.3
Word: grubasa, start_time: 66.3, end_time: 66.8
Word: ten, start_time: 66.8, end_time: 67.4
Word: grubas, start_time: 67.4, end_time: 67.8
Word: był, start_time: 67.8, end_time: 68.0
Word: nieobecny, start_time: 68.0, end_time: 68.3
Word: myszki, start_time: 68.3, end_time: 69.6
Word: od, start_time: 69.6, end_time: 69.7
Word: prowadziły, start_time: 69.7, end_time: 70.2
Word: powojnik, start_time: 70.2, end_time: 70.7
Word: na, start_time: 70.7, end_time: 70.8
Word: gówno, start_time: 70.8, end_time: 71.0
Word: kura, start_time: 71.0, end_time: 71.7
Word: z, start_time: 71.7, end_time: 71.8
Word: kogutkiem, start_time: 71.8, end_time: 72.2
Word: skoczyły, start_time: 72.2, end_time: 72.7
Word: na, start_time: 72.7, end_time: 72.8
Word: grzędę, start_time: 72.8, end_time: 73.2
Word: umieścił, start_time: 73.2, end_time: 74.3
Word: się, start_time: 74.3, end_time: 74.4
Word: na, start_time: 74.4, end_time: 74.5
Word: piecyku, start_time: 74.5, end_time: 74.9
Word: kaczka, start_time: 74.9, end_time: 75.6
Word: na, start_time: 75.6, end_time: 75.7
Word: Kubę, start_time: 75.7, end_time: 76.1
Word: z, start_time: 76.1, end_time: 76.2
Word: to, start_time: 76.2, end_time: 76.3
Word: dziennym, start_time: 76.3, end_time: 76.7
Word: jajko, start_time: 76.7, end_time: 77.4
Word: wtuliła, start_time: 77.4, end_time: 77.7
Word: się, start_time: 77.7, end_time: 77.8
Word: wręcz, start_time: 77.8, end_time: 78.2
Word: Szpilka, start_time: 78.2, end_time: 79.1
Word: utkwiła, start_time: 79.1, end_time: 79.6
Word: w, start_time: 79.6, end_time: 79.6
Word: poduszce, start_time: 79.6, end_time: 80.0
Word: fotela, start_time: 80.0, end_time: 80.4
Word: igła, start_time: 80.4, end_time: 81.1
Word: skoczyła, start_time: 81.1, end_time: 81.5
Word: na, start_time: 81.5, end_time: 81.6
Word: środek, start_time: 81.6, end_time: 81.9
Word: pościeli, start_time: 81.9, end_time: 82.4
Word: łóżka, start_time: 82.4, end_time: 82.7
Word: a, start_time: 82.7, end_time: 82.8
Word: kamień, start_time: 82.8, end_time: 83.5
Word: Młyński, start_time: 83.5, end_time: 83.6
Word: położył, start_time: 83.6, end_time: 84.4
Word: się, start_time: 84.4, end_time: 84.5
Word: przy, start_time: 84.5, end_time: 84.7
Word: drzwiach, start_time: 84.7, end_time: 85.0
Word: gdy, start_time: 85.0, end_time: 85.2
Word: Pan, start_time: 85.2, end_time: 86.2
Word: grubas, start_time: 86.2, end_time: 86.6
Word: przyszedł, start_time: 86.6, end_time: 87.0
Word: do, start_time: 87.0, end_time: 87.2
Word: domu, start_time: 87.2, end_time: 87.3
Word: udał, start_time: 87.3, end_time: 88.2
Word: się, start_time: 88.2, end_time: 88.2
Word: do, start_time: 88.2, end_time: 88.4
Word: komina, start_time: 88.4, end_time: 88.8
Word: bo, start_time: 88.8, end_time: 89.2
Word: chciał, start_time: 89.2, end_time: 89.5
Word: rozniecić, start_time: 89.5, end_time: 89.9
Word: ogień, start_time: 89.9, end_time: 90.0
Word: Alek, start_time: 90.0, end_time: 90.9
Word: odcisnął, start_time: 90.9, end_time: 91.6
Word: mu, start_time: 91.6, end_time: 91.8
Word: w, start_time: 91.8, end_time: 91.8
Word: twarz, start_time: 91.8, end_time: 92.0
Word: pełno, start_time: 92.0, end_time: 92.6
Word: popiołu, start_time: 92.6, end_time: 93.0
Word: pobiegł, start_time: 93.0, end_time: 93.7
Word: do, start_time: 93.7, end_time: 93.7
Word: kuchni, start_time: 93.7, end_time: 94.2
Word: i, start_time: 94.2, end_time: 94.3
Word: chciał, start_time: 94.3, end_time: 94.6
Word: się, start_time: 94.6, end_time: 94.7
Word: odbyć, start_time: 94.7, end_time: 95.1
Word: ale, start_time: 95.1, end_time: 95.6
Word: tam, start_time: 95.6, end_time: 95.8
Word: kaczka, start_time: 95.8, end_time: 96.2
Word: twarz, start_time: 96.2, end_time: 96.6
Word: młody, start_time: 96.6, end_time: 96.9
Word: skała, start_time: 96.9, end_time: 97.3
Word: wodą, start_time: 97.3, end_time: 97.5
Word: chciał, start_time: 97.5, end_time: 98.3
Word: się, start_time: 98.3, end_time: 98.4
Word: obetrzeć, start_time: 98.4, end_time: 98.7
Word: ręcznikiem, start_time: 98.7, end_time: 99.3
Word: ale, start_time: 99.3, end_time: 99.8
Word: natknął, start_time: 99.8, end_time: 100.2
Word: się, start_time: 100.2, end_time: 100.2
Word: na, start_time: 100.2, end_time: 100.4
Word: jajko, start_time: 100.4, end_time: 100.8
Word: to, start_time: 100.8, end_time: 101.1
Word: kłuje, start_time: 101.1, end_time: 101.5
Word: i, start_time: 101.5, end_time: 101.6
Word: o, start_time: 101.6, end_time: 102.0
Word: smarował, start_time: 102.0, end_time: 102.5
Word: sobie, start_time: 102.5, end_time: 102.8
Word: oczy, start_time: 102.8, end_time: 103.0
Word: żółtkiem, start_time: 103.0, end_time: 103.4
Word: chciał, start_time: 103.4, end_time: 104.1
Word: odpocząć, start_time: 104.1, end_time: 104.5
Word: i, start_time: 104.5, end_time: 104.8
Word: usiadł, start_time: 104.8, end_time: 105.3
Word: na, start_time: 105.3, end_time: 105.5
Word: fotelu, start_time: 105.5, end_time: 105.8
Word: Allegro, start_time: 105.8, end_time: 106.3
Word: Szpilka, start_time: 106.3, end_time: 106.7
Word: ukłuła, start_time: 106.7, end_time: 107.4
Word: wpadł, start_time: 107.4, end_time: 108.1
Word: w, start_time: 108.1, end_time: 108.2
Word: gniew, start_time: 108.2, end_time: 108.6
Word: i, start_time: 108.6, end_time: 108.7
Word: rzucił, start_time: 108.7, end_time: 109.2
Word: się, start_time: 109.2, end_time: 109.3
Word: na, start_time: 109.3, end_time: 109.4
Word: łóżko, start_time: 109.4, end_time: 109.7
Word: Gdy, start_time: 109.7, end_time: 110.3
Word: jednak, start_time: 110.3, end_time: 110.6
Word: ułożył, start_time: 110.6, end_time: 111.0
Word: głowę, start_time: 111.0, end_time: 111.4
Word: na, start_time: 111.4, end_time: 111.5
Word: poduszce, start_time: 111.5, end_time: 111.8
Word: igła, start_time: 111.8, end_time: 112.5
Word: go, start_time: 112.5, end_time: 112.7
Word: tak, start_time: 112.7, end_time: 113.0
Word: zasnęła, start_time: 113.0, end_time: 113.6
Word: że, start_time: 113.6, end_time: 114.0
Word: krzyknął, start_time: 114.0, end_time: 114.5
Word: z, start_time: 114.5, end_time: 114.5
Word: bólu, start_time: 114.5, end_time: 114.8
